Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,19,6,1-8566,5,2,0,4,5.908242464065552,1.1816484928131104
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,5,7,1-1183,45,42,0,9,50.79354554414749,1.1287454565366108
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,19,6,1-1989,46,43,0,7,49.839424312114716,1.0834657459155372
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,16,15,1-7842,21,5,0,18,22.587091088294983,1.0755757661092848
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,12,4,1-6028,2,2,0,0,2.0,1.0
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,21,10,1-13247,29,28,0,1,28.977060616016388,0.9992089867591858
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,7,11,1-19568,2,1,0,1,1.977060616016388,0.988530308008194
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,21,10,1-5799,7,3,0,4,6.908242464065552,0.9868917805807931
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,5,7,1-1833,124,35,0,88,120.98133420944214,0.9756559210438882
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,1,20,1-7536,17,0,0,16,15.632969856262207,0.919586462133071
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,5,7,1-5167,24,22,0,0,22.0,0.9166666666666666
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,19,6,1-0292,99,30,0,62,90.57775819301605,0.9149268504345056
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,7,11,1-2423,79,28,0,44,70.99066710472107,0.8986160393002667
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,5,7,1-9794,46,15,0,26,40.403576016426086,0.878338609052741
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,19,6,1-3519,27,23,0,0,23.0,0.8518518518518519
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-7481,3,22,1-7481,33,2,0,26,27.403576016426086,0.8304113944371542
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,1,20,1-6909,36,19,0,11,29.747666776180267,0.8263240771161185
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,8,17,1-7839,24,3,0,17,19.610030472278595,0.8170846030116081
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,21,10,MLG48,159,10,0,118,125.29315268993378,0.788007249622225
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,15,9,1-1224,151,15,0,106,118.56842529773712,0.785221359587663
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,18,13,1-5981,28,7,0,15,21.65590924024582,0.7734253300087792
439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,439,MLG72,4,14,MLG72,9,3,0,4,6.908242464065552,0.7675824960072836
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,22,16,MLG33,20,7,0,8,14.816484928131104,0.7408242464065552
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,11,3,1-21192,4,1,0,2,2.954121232032776,0.738530308008194
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,22,16,MLG45,70,24,0,25,48.4265154004097,0.6918073628629957
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,18,13,1-9452,16,6,0,5,10.88530308008194,0.6803314425051212
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,4,14,1-10038,76,11,0,41,51.059485256671906,0.6718353323246303
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,16,15,1-8267,133,67,0,22,88.49533355236053,0.6653784477621093
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,10,5,1-2294,75,14,0,36,49.174182176589966,0.6556557623545328
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-10762,1,20,1-10762,6,0,0,4,3.9082424640655518,0.6513737440109253
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,1,20,1-6878,167,13,0,97,107.77487975358963,0.6453585613987403
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,20,1,1-10060,36,23,0,0,23.0,0.6388888888888888
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,16,15,1-7530,25,13,0,3,15.931181848049164,0.6372472739219666
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,22,16,1-5002,45,12,0,17,28.610030472278595,0.6357784549395243
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,4,14,1-6914,73,19,0,28,46.35769724845886,0.6350369486090255
68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1-7845,5,7,1-7845,36,7,0,16,22.632969856262207,0.6286936071183946
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,22,16,1-8578,11,2,0,5,6.88530308008194,0.6259366436438127
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,17,8,1-7682,141,51,0,38,88.12830340862274,0.6250234284299485
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,4,14,1-5531,8,4,0,1,4.977060616016388,0.6221325770020485
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,1-1592,5,7,1-1592,32,7,0,13,19.701788008213043,0.6156808752566576
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,5,7,1-9333,102,50,0,13,62.70178800821304,0.6147234118452259
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,19,6,1-7268,70,37,0,6,42.86236369609833,0.6123194813728332
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,72-11994,3,22,72-11994,8,0,0,5,4.88530308008194,0.6106628850102425
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,22,16,1-6035,23,7,0,7,13.839424312114716,0.6017141005267268
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,22,16,1-1005,125,20,0,56,74.71539449691772,0.5977231559753418
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,21,10,P-16616,28,2,0,15,16.65590924024582,0.5948539014373507
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,7,11,1-9836,5,1,0,2,2.954121232032776,0.5908242464065552
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,19,6,1-5990,5,1,0,2,2.954121232032776,0.5908242464065552
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,16,15,1-7993,24,11,0,3,13.931181848049164,0.5804659103353819
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,15,9,1-3639,17,3,0,7,9.839424312114716,0.5787896654185127
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,18,13,1-6787,56,7,0,26,32.403576016426086,0.5786352860076087
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,1,20,1-0003,17,1,0,9,9.793545544147491,0.5760909143616172
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,9,12,1-9938,55,12,0,20,31.54121232032776,0.5734765876423229
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,22,16,1-6693,98,19,0,38,56.12830340862274,0.5727377898839056
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,1,20,1-5161,12,1,0,6,6.862363696098328,0.5718636413415273
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,17,8,MLG60,47,17,0,10,26.77060616016388,0.5695873651098697
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,21,10,1-3033,7,3,0,1,3.977060616016388,0.5681515165737697
