Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,8,1-5775,20,244,67,0,24,67.41745579242706,0.2763010483296191
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-1224,16,1-1224,16,151,41,0,20,41.34787982702255,0.27382701872200366
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,11,MLG59,5,71,19,0,10,19.173939913511276,0.2700554917395954
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,79,0,118,81.05249097943306,0.2548820471051354
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,13,1-9997,7,16,4,0,4,4.0695759654045105,0.2543484978377819
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,13,1-0053,7,142,35,0,33,35.57400171458721,0.2505211388351212
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,19,MLG75,9,185,46,0,12,46.20872789621353,0.24977690754710016
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,20,1-1191,10,53,13,0,7,13.121757939457893,0.24758033848033761
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,8,MLG49,20,185,44,0,40,44.695759654045105,0.24159870083267623
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,6,MLG14,2,232,54,0,22,54.38266780972481,0.23440805090398625
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,13,1-5002,7,45,10,0,21,10.36527381837368,0.23033941818608178
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,8,MLG55,20,92,21,0,10,21.173939913511276,0.2301515207990356
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,23,1-4700,8,31,7,0,0,7.0,0.22580645161290322
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,9,1-6927,19,179,39,0,18,39.3130918443203,0.21962621142078378
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,23,1-18558,17,307,66,0,0,66.0,0.21498371335504887
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,10,1-3447,4,110,23,0,34,23.59139570593834,0.21446723369034854
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,12,1-9674,6,144,30,0,16,30.278303861618042,0.2102659990390142
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,1-8988,17,1-8988,2,29,6,0,3,6.052181974053383,0.20869593013977183
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,13,MLG29,7,164,33,0,37,33.64357767999172,0.20514376634141293
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,8,0,15,8.260909870266914,0.20148560659187595
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-1770,2,1-1770,11,35,7,0,0,7.0,0.2
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,96,0,181,99.1483124345541,0.19909299685653434
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,10,1-3596,4,223,43,0,67,44.16539742052555,0.1980511095090832
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,9,1-1989,19,46,9,0,6,9.104363948106766,0.19792095539362534
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,12,1-9452,19,16,3,0,4,3.0695759654045105,0.1918484978377819
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,1-9417,12,1-9417,6,76,14,0,21,14.36527381837368,0.18901676076807475
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,23,1-7058,17,80,15,0,0,15.0,0.1875
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-18615,2,1-18615,20,22,4,0,0,4.0,0.18181818181818182
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,23,P-16616,17,28,5,0,0,5.0,0.17857142857142858
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6061,17,1-6061,12,40,7,0,8,7.139151930809021,0.17847879827022553
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,8,1-9491,20,80,14,0,16,14.278303861618042,0.17847879827022553
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,MLG53,16,MLG53,15,91,16,0,13,16.22612188756466,0.17830903173147977
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,MLG39,8,MLG39,20,23,4,0,4,4.0695759654045105,0.17693808545237003
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,12,1-9404,6,100,17,0,21,17.36527381837368,0.1736527381837368
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-6909,10,1-6909,4,36,6,0,11,6.191333904862404,0.171981497357289
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,24,0,0,24.0,0.1702127659574468
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,16,0,38,16.66097167134285,0.17000991501370255
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,15,1-9270,14,128,21,0,25,21.43484978377819,0.16745976393576711
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-5161,8,1-5161,20,12,2,0,0,2.0,0.16666666666666666
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-0055,2,1-0055,16,18,3,0,0,3.0,0.16666666666666666
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-2701,2,1-2701,19,61,10,0,0,10.0,0.16393442622950818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-6098,13,1-6098,7,1327,211,0,327,216.68783517181873,0.16329151105638187
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,22,1-9609,12,25,4,0,4,4.0695759654045105,0.16278303861618043
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,1-20167,17,1-20167,4,56,9,0,6,9.104363948106766,0.16257792764476367
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,17,1-1131,12,138,22,0,25,22.43484978377819,0.1625713752447695
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-4747,14,1-4747,15,25,4,0,2,4.034787982702255,0.1613915193080902
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,MLG11,14,MLG11,15,87,14,0,2,14.034787982702255,0.16131940210002593
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-3265,7,1-3265,3,19,3,0,3,3.052181974053383,0.16064115652912542
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,1-8493,14,1-8493,15,38,6,0,2,6.034787982702255,0.15881021007111198
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-5043,14,1-5043,15,123,19,0,30,19.52181974053383,0.15871398163035633
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,12,1-8067,6,322,50,0,62,51.07842746376991,0.15862865671978232
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,23,72-12171,17,19,3,0,0,3.0,0.15789473684210525
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-0303,8,1-0303,20,212,33,0,25,33.43484978377819,0.15771155558385938
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,1-8018,8,1-8018,20,58,9,0,8,9.139151930809021,0.15757158501394863
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-1972,9,1-1972,19,32,5,0,2,5.034787982702255,0.15733712445944548
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,9,MLG44,19,59,9,0,15,9.260909870266914,0.1569645740723206
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,9,1-8042,19,52,8,0,9,8.156545922160149,0.15685665234923363
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,19,0,31,19.539213731884956,0.15631370985507964
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,10,1-2382,4,139,21,0,37,21.643577679991722,0.1557091919423865
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-10060,8,1-10060,20,36,5,0,33,5.574001714587212,0.15483338096075588
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,1,1-3587,13,46,7,0,0,7.0,0.15217391304347827
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,22,1-4417,18,151,22,0,55,22.95666952431202,0.15203092400206636
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,MLG67,8,MLG67,20,27,4,0,6,4.104363948106766,0.15201347955950983
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,1-9630,17,1-9630,14,33,5,0,0,5.0,0.15151515151515152
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-5799,15,1-5799,14,7,1,0,3,1.0521819740533829,0.1503117105790547
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,1-5981,6,1-5981,2,28,4,0,7,4.121757939457893,0.14720564069492476
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,9,1-7874,19,258,37,0,44,37.765335619449615,0.14637726984282798
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,17,MLG58,12,71,10,0,20,10.347879827022552,0.14574478629609228
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,44,0,109,45.89594505727291,0.14570141288023147
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,15,1-6561,14,65,9,0,13,9.22612188756466,0.14194033673176398
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-8397,10,1-8397,4,51,7,0,12,7.2087278962135315,0.14134760580810846
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,14,MLG78,15,80,11,0,17,11.29569785296917,0.1411962231621146
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-6734,12,1-6734,14,44,6,0,11,6.191333904862404,0.14071213420141826
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,9,MLG41,19,66,9,0,15,9.260909870266914,0.14031681621616537
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,1-6538,17,1-6538,11,44,6,0,8,6.139151930809021,0.13952618024565958
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,1-9338,1,1-9338,15,29,4,0,0,4.0,0.13793103448275862
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-2282,10,1-2282,4,219,29,0,62,30.078427463769913,0.137344417642785
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,9,1-5654,19,15,2,0,3,2.052181974053383,0.13681213160355885
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,1-18935,6,1-18935,2,30,4,0,3,4.052181974053383,0.1350727324684461
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-9614,6,1-9614,2,30,4,0,3,4.052181974053383,0.1350727324684461
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-9971,2,1-9971,11,15,2,0,0,2.0,0.13333333333333333
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,1-6858,5,23,3,0,1,3.0173939913511276,0.13119104310222293
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-1317,12,1-1317,6,414,53,0,64,54.11321544647217,0.13070824987070573
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,9,MLG64,19,245,31,0,32,31.556607723236084,0.1288024805030044
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,2,1-1350,11,195,25,0,0,25.0,0.1282051282051282
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-7019,19,1-7019,9,107,13,0,40,13.695759654045105,0.12799775377612246
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,6,1-2545,2,145,18,0,29,18.5044257491827,0.12761672930470827
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,1-18709,7,1-18709,3,33,4,0,11,4.191333904862404,0.12701011832916376
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-8023,22,1-8023,18,16,2,0,1,2.0173939913511276,0.12608712445944548
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,MLG63,7,MLG63,3,380,46,0,103,47.791581109166145,0.12576731870833197
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-9995,16,1-9995,16,24,3,0,1,3.0173939913511276,0.12572474963963032
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-6693,13,1-6693,7,98,12,0,15,12.260909870266914,0.12511132520680524
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1-8188,8,1-8188,20,140,17,0,29,17.5044257491827,0.12503161249416214
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-9643,14,1-9643,15,8,1,0,0,1.0,0.125
503,503,503,503,503,503,503,503,503,503,503,503,503,503,503,1-5531,5,1-5531,1,8,1,0,0,1.0,0.125
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-9650,16,1-9650,16,25,3,0,7,3.1217579394578934,0.12487031757831574
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-10038,16,1-10038,16,76,9,0,26,9.452243775129318,0.1243716286201226
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-1005,13,1-1005,7,125,15,0,22,15.382667809724808,0.12306134247779846
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3106,10,1-3106,4,34,4,0,10,4.173939913511276,0.1227629386326846
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9740,10,1-9740,4,34,4,0,8,4.139151930809021,0.12173976267085355
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8678,7,1-8678,3,17,2,0,4,2.0695759654045105,0.12173976267085355
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-8400,19,1-8400,9,33,4,0,1,4.017393991351128,0.12173921185912508
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG31,1,MLG31,19,33,4,0,0,4.0,0.12121212121212122
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,15,MLG46,14,17,2,0,3,2.052181974053383,0.12071658670902252
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,100,18.739399135112762,0.12012435343021001
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-2103,15,1-2103,14,26,3,0,6,3.1043639481067657,0.11939861338872176
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-7204,8,1-7204,20,26,3,0,4,3.0695759654045105,0.11806061405401963
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-5355,15,1-5355,14,53,6,0,11,6.191333904862404,0.11681762084646045
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-17733,12,1-17733,6,74,8,0,32,8.556607723236084,0.11562983409778492
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,23,1-3584,17,26,3,0,0,3.0,0.11538461538461539
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-8186,2,1-8186,11,26,3,0,0,3.0,0.11538461538461539
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-3312,12,1-3312,6,36,4,0,5,4.086969956755638,0.11352694324321216
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9497,13,1-9497,7,150,16,0,47,16.817517593503,0.11211678395668666
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-8622,16,1-8622,16,54,6,0,2,6.034787982702255,0.11175533301300472
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,1-3589,5,1-3589,1,27,3,0,1,3.0173939913511276,0.11175533301300472
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,1,1-19166,13,45,5,0,0,5.0,0.1111111111111111
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-9465,17,1-9465,12,18,2,0,0,2.0,0.1111111111111111
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,2,1-8285,11,72,8,0,0,8.0,0.1111111111111111
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,15,1-10785,14,279,30,0,42,30.73054763674736,0.11014533203135254
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,1,MLG69,13,576,63,0,0,63.0,0.109375
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-4355,7,1-4355,3,49,5,0,16,5.278303861618042,0.10772048697179677
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,1-3141,15,1-3141,14,136,14,0,33,14.574001714587212,0.10716177731314126
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-18994,23,1-18994,3,28,3,0,0,3.0,0.10714285714285714
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-4319,11,1-4319,5,163,17,0,24,17.417455792427063,0.10685555700875499
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-9237,14,1-9237,15,38,4,0,2,4.034787982702255,0.10617863112374355
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,1-9963,15,1-9963,14,116,12,0,17,12.29569785296917,0.10599739528421698
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,23,1-20578,5,19,2,0,0,2.0,0.10526315789473684
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,MLG30,22,MLG30,18,208,21,0,46,21.80012360215187,0.10480828654880707
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,1-8421,15,1-8421,14,109,11,0,24,11.417455792427063,0.10474730084795471
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,61,0,241,65.19195191562176,0.10364380272753856
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-0033,20,1-0033,8,10,1,0,2,1.0347879827022552,0.10347879827022552
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-3564,7,1-3564,3,41,4,0,11,4.191333904862404,0.10222765621615619
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-19286,11,1-19286,5,40,4,0,3,4.052181974053383,0.10130454935133457
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-8938,10,1-8938,4,30,3,0,2,3.0347879827022552,0.1011595994234085
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,5,1-1462,1,192,19,0,16,19.278303861618042,0.10040783261259396
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1-3052,5,1-3052,1,166,16,0,25,16.43484978377819,0.09900511917938669
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,8,1-9333,20,102,9,0,52,9.904487550258636,0.0971028191201827
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,18,1-18371,10,120,11,0,31,11.539213731884956,0.09616011443237464
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-6227,23,1-6227,19,52,5,0,0,5.0,0.09615384615384616
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,1,MLG56,13,511,49,0,0,49.0,0.0958904109589041
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-5653,16,1-5653,16,11,1,0,3,1.0521819740533829,0.09565290673212572
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,7,1-3083,3,78,7,0,23,7.400061801075935,0.09487258719328122
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,1-9892,15,1-9892,14,22,2,0,5,2.086969956755638,0.09486227076161992
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-8578,17,1-8578,1,11,1,0,2,1.0347879827022552,0.09407163479111412
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,10,MLG38,4,77,7,0,9,7.156545922160149,0.09294215483324868
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-1942,5,1-1942,1,34,3,0,9,3.1565459221601486,0.09283958594588672
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,1-9731,10,1-9731,4,11,1,0,1,1.0173939913511276,0.09249036285010251
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,1-9500,14,1-9500,15,33,3,0,2,3.0347879827022552,0.09196327220309865
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-7042,6,1-7042,2,117,10,0,41,10.713153645396233,0.09156541577261737
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,14,1-18487,15,23,2,0,6,2.1043639481067657,0.09149408470029416
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-7770,14,1-7770,15,11,1,0,0,1.0,0.09090909090909091
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-9553,14,1-9553,15,23,2,0,5,2.086969956755638,0.09073782420676688
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,18,1-9156,10,268,23,0,67,24.16539742052555,0.09016939336016996
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,1,1-4649,13,244,22,0,0,22.0,0.09016393442622951
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-1957,18,1-1957,10,47,4,0,13,4.226121887564659,0.08991748696946084
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-9946,8,1-9946,20,12,1,0,4,1.0695759654045105,0.08913133045037587
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-6006,5,1-6006,1,57,5,0,4,5.0695759654045105,0.08893992921762299
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,1,1-3206,13,45,4,0,0,4.0,0.08888888888888889
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,20,1-3534,8,279,23,0,94,24.635035187005997,0.08829761715772759
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-8573,11,1-8573,5,184,16,0,12,16.20872789621353,0.08809091247942137
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-6035,15,1-6035,14,23,2,0,1,2.0173939913511276,0.08771278223265773
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-4531,5,1-4531,1,94,8,0,7,8.121757939457893,0.08640168020699887
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,8,1-7845,20,36,3,0,5,3.086969956755638,0.08574916546543439
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-9055,5,1-9055,1,12,1,0,1,1.0173939913511276,0.08478283261259396
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG35,9,MLG35,19,49,4,0,7,4.121757939457893,0.08411750896852843
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,1-7744,15,1-7744,14,37,3,0,6,3.1043639481067657,0.08390172832720988
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,1-18203,19,1-18203,9,29,2,0,24,2.417455792427063,0.08336054456645045
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-5891,23,1-5891,17,96,8,0,0,8.0,0.08333333333333333
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,18,1-9770,10,50,4,0,9,4.156545922160149,0.08313091844320297
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-10539,8,1-10539,20,63,5,0,13,5.226121887564659,0.08295431567562951
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,MLG65,10,MLG65,4,201,15,0,95,16.652429178357124,0.08284790635998569
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-1204,18,1-1204,10,39,3,0,12,3.2087278962135315,0.08227507426188542
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,1-2297,16,1-2297,15,25,2,0,3,2.052181974053383,0.08208727896213532
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-6181,22,1-6181,18,659,52,0,106,53.84376308321953,0.08170525505799625
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,15,1-1570,14,142,11,0,33,11.574001714587212,0.08150705432807895
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,6,1-1580,2,400,32,0,32,32.556607723236084,0.08139151930809022
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-2335,18,1-2335,10,145,11,0,45,11.782729610800743,0.08126020421241892
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,12,MLG48,6,159,11,0,108,12.878551065921783,0.08099717651523135
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-19229,7,1-19229,3,38,3,0,3,3.052181974053383,0.08032057826456271
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-9651,8,1-9651,20,38,3,0,3,3.052181974053383,0.08032057826456271
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-3087,8,1-3087,20,26,2,0,5,2.086969956755638,0.08026807525983223
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-18613,23,1-18613,19,25,2,0,0,2.0,0.08
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,1-9805,16,1-9805,15,26,2,0,2,2.0347879827022552,0.07826107625777905
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-7995,8,1-7995,20,14,1,0,5,1.0869699567556381,0.07764071119683129
