Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,19,1-9491,10,80,10,1,24,1024.8780732154846,12.810975915193557
93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,19,MLG52,10,125,14,1,24,1028.8780732154846,8.231024585723876
368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,13,1-6858,21,23,9,0,14,17.678876042366028,0.7686467844506969
132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,12,MLG55,20,92,43,0,17,53.538635194301605,0.5819416868945827
116,116,116,116,116,116,116,116,116,116,116,116,116,MLG08,15,MLG08,4,107,2,0,90,57.79277455806732,0.5401193883931525
118,118,118,118,118,118,118,118,118,118,118,118,118,MLG15,7,MLG15,9,105,33,0,37,55.93702954053879,0.532733614671798
66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,20,MLG48,6,159,32,0,76,79.1138985157013,0.49757168877799557
332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,10,P-16616,16,28,7,0,11,13.81911689043045,0.4935398889439447
111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,19,1-0272,10,111,24,0,46,52.51630699634552,0.47311988284995965
17,17,17,17,17,17,17,17,17,17,17,17,17,1-7004,7,1-7004,19,381,53,0,201,177.60386317968369,0.46615187186268686
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,18,MLG59,9,71,22,0,17,32.538635194301605,0.45829063653945923
278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,20,1-7845,3,36,7,0,15,16.298795759677887,0.4527443266577191
169,169,169,169,169,169,169,169,169,169,169,169,169,1-7268,19,1-7268,4,70,6,0,41,31.416708409786224,0.4488101201398032
15,15,15,15,15,15,15,15,15,15,15,15,15,1-1580,8,1-1580,18,400,47,0,211,177.80306035280228,0.44450765088200567
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,18,1-9379,9,58,15,0,16,24.918715476989746,0.42963302546534043
104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,9,1-9394,17,117,14,0,58,49.95534360408783,0.42696874875288743
329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,3,1-5980,11,29,3,0,15,12.298795759677887,0.42409640550613403
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,5,47,13,0,11,19.81911689043045,0.4216833380942649
55,55,55,55,55,55,55,55,55,55,55,55,55,1-1462,5,1-1462,14,192,17,0,103,80.85173088312149,0.42110276501625776
28,28,28,28,28,28,28,28,28,28,28,28,28,1-7005,5,1-7005,14,285,21,0,158,118.94731533527374,0.4173590011763991
217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,12,1-9770,20,50,18,0,4,20.479678869247437,0.4095935773849487
358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,16,1-8627,6,25,7,0,5,10.099598586559296,0.4039839434623718
215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,10,MLG40,16,51,15,0,9,20.579277455806732,0.40351524423150453
267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,19,1-5413,10,39,7,0,14,15.678876042366028,0.4020224626247699
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,MLG32,13,52,17,0,6,20.719518303871155,0.3984522750744453
445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,15,1-5654,4,15,1,0,8,5.959357738494873,0.3972905158996582
409,409,409,409,409,409,409,409,409,409,409,409,409,1-5744,15,1-5744,4,18,4,0,5,7.099598586559296,0.39442214369773865
