,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG65,6,9,MLG65,201,117,0,58,166.37001395225525,0.8277115122002748
1,MLG54,6,9,MLG54,595,30,0,511,464.9668470621109,0.7814568858186738
2,1-11350,10,4,1-11350,100,42,0,35,71.79224979877472,0.7179224979877472
3,MLG62,20,7,MLG62,525,27,0,401,368.3340619802475,0.7015886894861857
4,1-1131,16,12,1-1131,138,28,0,80,96.09657096862792,0.6963519635407821
5,1-7005,2,3,1-7005,285,17,0,212,197.455913066864,0.6928277651468913
6,1-1989,5,5,1-1989,46,6,0,30,31.53621411323548,0.6855698720268582
7,1-6035,5,5,1-6035,23,8,0,9,15.660864233970642,0.6809071406074192
8,1-3535,4,8,1-3535,315,78,0,153,208.2346919775009,0.6610625142142886
9,1-1350,1,15,1-1350,195,70,0,68,127.88208532333374,0.6558055657606858
10,1-9491,1,15,1-9491,80,28,0,27,50.982592701911926,0.6372824087738991
11,1-4494,20,7,1-4494,16,7,0,3,9.553621411323547,0.5971013382077217
12,1-2335,4,8,1-2335,145,28,0,68,85.88208532333374,0.5922902436091982
13,1-3447,6,9,1-3447,110,30,0,40,64.04828548431396,0.5822571407664906
14,1-7140,16,12,1-7140,397,155,0,78,221.39415669441223,0.5576679009934817
15,1-18558,13,13,1-18558,307,86,0,96,167.71588516235352,0.5463058148610864
16,1-8314,5,19,1-8314,36,0,0,23,19.57776415348053,0.5438267820411258
17,MLG15,12,19,MLG15,105,0,0,66,56.17967104911804,0.5350444861820766
18,1-4020,5,8,1-4020,37,11,0,10,19.51207137107849,0.5273532802994186
19,MLG02,20,7,MLG02,320,110,0,69,168.7332924604416,0.5272915389388799
20,1-1942,2,3,1-1942,34,6,0,14,17.916899919509888,0.5269676446914673
21,1-0129,18,11,1-0129,142,37,0,43,73.60190689563751,0.5183232879974473
22,1-7122,4,8,1-7122,197,78,0,28,101.83379983901978,0.5169228418224354
23,1-19286,13,13,1-19286,40,5,0,18,20.321728467941284,0.5080432116985321
24,1-4682,7,10,1-4682,16,3,0,6,8.107242822647095,0.5067026764154434
25,1-9156,4,8,1-9156,268,37,0,116,135.7400279045105,0.5064926414347407
26,1-3139,2,3,1-3139,93,13,0,40,47.048285484313965,0.5058955428420856
27,1-10785,18,11,1-10785,279,101,0,47,141.0067354440689,0.5054004854626126
28,P-16616,16,13,P-16616,28,3,0,13,14.06569278240204,0.5023461708000728
29,1-9455,10,4,1-9455,2,1,0,0,1.0,0.5
30,1-4855,6,4,1-4855,22,5,0,7,10.958449959754944,0.4981113618070429
31,1-8493,19,6,1-8493,38,7,0,14,18.916899919509888,0.497813155776576
32,1-7682,10,4,1-7682,141,54,0,19,70.17293560504913,0.4976803943620506
33,MLG51,5,5,MLG51,248,91,0,38,123.34587121009828,0.4973623839116866
34,1-4531,2,3,1-4531,94,9,0,44,46.45311403274536,0.4941820641781421
35,1-6858,20,13,1-6858,23,2,0,11,11.36327850818634,0.4940555873124496
36,1-9338,7,10,1-9338,29,10,0,5,14.256035685539246,0.4915874374323877
37,MLG56,7,10,MLG56,511,127,0,145,250.4250348806381,0.4900685614102507
38,MLG31,10,4,MLG31,33,11,0,6,16.107242822647095,0.4880982673529422
39,1-18994,13,13,1-18994,28,6,0,9,13.660864233970642,0.4878880083560943
40,1-9270,18,11,1-9270,128,26,0,42,61.75069975852966,0.482427341863513
41,1-6914,2,15,1-6914,73,23,0,14,34.91689991950989,0.4783136975275327
42,1-6538,4,8,1-6538,44,15,0,7,20.958449959754944,0.4763284081762487
43,1-9752,5,5,1-9752,22,7,0,4,10.404828548431396,0.4729467522014271
44,MLG45,1,15,MLG45,70,15,0,21,32.87534987926483,0.469647855418069
45,1-1462,2,3,1-1462,192,30,0,70,89.58449959754944,0.4665859354039033
46,1-9394,4,8,1-9394,117,22,0,38,54.34587121009827,0.4644946257273356
47,1-10468,19,6,1-10468,549,124,0,153,254.2346919775009,0.4630868706329707
48,1-8627,16,12,1-8627,25,9,0,3,11.553621411323547,0.4621448564529419
49,MLG40,14,2,MLG40,51,21,0,3,23.553621411323547,0.4618357139475205
50,1-9761,16,12,1-9761,35,11,0,6,16.107242822647095,0.460206937789917
51,72-12171,4,2,72-12171,19,7,0,2,8.702414274215698,0.4580218039060894
52,1-7866,20,7,1-7866,318,120,0,30,145.53621411323547,0.4576610506705518
53,MLG43,7,10,MLG43,14,3,0,4,6.4048285484313965,0.4574877534593854
54,1-8928,20,7,1-8928,39,11,0,8,17.809657096862793,0.4566578742785331
55,1-3206,10,15,1-3206,45,6,0,17,20.470521330833435,0.4549004740185208
56,1-9333,4,8,1-9333,102,17,0,34,45.94104266166687,0.4504023790359497
57,1-6927,19,6,1-6927,179,44,0,43,80.60190689563751,0.4502899826571928
58,1-1570,18,11,1-1570,142,35,0,34,63.94104266166687,0.4502890328286399
59,1-1250,4,8,1-1250,34,5,0,12,15.21448564529419,0.4474848719204173
60,1-9971,5,5,1-9971,15,5,0,2,6.702414274215698,0.4468276182810465
61,1-9076,13,13,1-9076,9,4,0,0,4.0,0.4444444444444444
62,1-8421,10,4,1-8421,109,21,0,32,48.23862838745117,0.4425562237380841
63,1-4649,6,9,1-4649,244,67,0,48,107.85794258117676,0.4420407482835113
64,MLG57,5,5,MLG57,629,95,0,215,278.0095344781876,0.4419865413007751
65,1-7752,3,17,1-7752,29,0,0,15,12.768107056617737,0.4402795536764737
66,1-6692,4,8,1-6692,71,8,0,27,30.982592701911926,0.4363745450973511
67,1-6647,4,8,1-6647,62,15,0,14,26.916899919509888,0.4341435470888691
68,1-8397,1,19,1-8397,51,0,0,26,22.13138556480408,0.4339487365647858
69,MLG50,6,9,MLG50,319,105,0,39,138.19707834720612,0.4332196813392041
70,1-7004,9,1,1-7004,381,10,0,182,164.91969895362854,0.4328601022404948
71,MLG69,7,10,MLG69,576,112,0,161,249.0443490743637,0.432368661587437
72,MLG59,8,16,MLG59,71,23,0,9,30.66086423397064,0.4318431582249386
73,MLG10,20,7,MLG10,60,19,0,8,25.8096570968628,0.4301609516143799
74,1-9892,4,8,1-9892,22,6,0,4,9.404828548431396,0.4274922067468816
75,MLG84,7,10,MLG84,63,15,0,14,26.916899919509888,0.4272523796747601
76,1-5002,11,14,1-5002,45,9,0,12,19.21448564529419,0.4269885698954264
77,1-19567,10,4,1-19567,2,0,0,1,0.8512071371078491,0.4256035685539245
78,1-9946,3,17,1-9946,12,0,0,6,5.107242822647095,0.4256035685539245
79,1-19568,10,4,1-19568,2,0,0,1,0.8512071371078491,0.4256035685539245
80,1-9643,5,5,1-9643,8,0,0,4,3.4048285484313965,0.4256035685539245
81,1-17758,7,10,1-17758,40,11,0,7,16.958449959754944,0.4239612489938736
82,1-1592,10,4,1-1592,32,5,0,10,13.512071371078491,0.4222522303462028
83,1-5775,4,8,1-5775,244,66,0,43,102.60190689563753,0.4204996184247439
84,1-7024,16,12,1-7024,498,97,0,132,209.35934209823608,0.4204002853378235
85,1-3083,5,5,1-3083,78,14,0,22,32.72655701637268,0.4195712437996498
86,1-7744,8,16,1-7744,37,7,0,10,15.512071371078491,0.4192451721913106
87,1-19839,10,4,1-19839,13,2,0,4,5.4048285484313965,0.4157560421870305
88,1-9938,19,6,1-9938,55,10,0,15,22.768107056617737,0.4139655828475952
89,1-0278,20,7,1-0278,79,18,0,17,32.470521330833435,0.411019257352322
90,1-9610,4,8,1-9610,49,9,0,13,20.06569278240204,0.4095039343347355
91,1-10038,7,10,1-10038,76,8,0,27,30.982592701911926,0.4076656934462095
92,1-5530,2,3,1-5530,7,2,0,1,2.851207137107849,0.4073153053011213
93,1-9722,4,8,1-9722,22,3,0,7,8.958449959754944,0.4072022708979519
94,1-18202,13,13,1-18202,23,0,0,11,9.36327850818634,0.4070990655733191
95,MLG14,10,4,MLG14,232,49,0,53,94.113978266716,0.4056636994255
