Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,1,15,MLG65,201,43,0,118,113.09087252616882,0.5626411568466111
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,4,9,MLG44,59,18,0,23,31.66178023815155,0.5366403430195178
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,11,8,1-3052,166,48,0,60,83.63942670822144,0.5038519681218159
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,13,16,1-7866,318,120,0,64,158.01538848876953,0.4969037373860677
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,3,12,1-9379,58,17,0,19,28.285818457603455,0.48768652513109406
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,13,1-1390,98,26,0,35,46.78966557979584,0.47744556714077385
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,11,8,1-1462,192,38,0,89,90.86514961719513,0.47325598758955795
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,14,4,1-7058,80,1,0,61,37.23341715335846,0.46541771441698077
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,15,10,MLG50,319,108,0,66,147.20336937904358,0.4614525685863435
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,1,5,1-4494,16,5,0,4,7.375961780548096,0.460997611284256
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,14,4,1-9156,268,81,0,64,119.01538848876953,0.4440872704804833
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,1,15,MLG41,66,28,0,2,29.187980890274048,0.44224213470112195
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,6,3,1-6734,44,11,0,13,18.72187578678131,0.42549717697230255
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,11,18,1-1942,34,6,0,14,14.315866231918335,0.4210548891740687
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,15,10,1-5002,45,10,0,15,18.90985667705536,0.4202190372678969
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,11,8,1-9277,48,14,0,10,19.93990445137024,0.4154146760702133
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,15,MLG38,77,29,0,5,31.96995222568512,0.4151941847491574
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,13,16,1-11350,100,20,0,36,41.38365602493286,0.41383656024932863
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,21,13,1-6974,207,27,0,96,84.0230827331543,0.4059086122374604
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,2,7,MLG58,71,24,0,7,28.157933115959167,0.39659060726703055
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,2,4,MLG45,70,23,0,8,27.75192356109619,0.3964560508728027
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,20,10,1-3447,110,37,0,11,43.53389489650726,0.39576268087733874
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,11,8,1-9516,76,22,0,13,29.72187578678131,0.39107731298396464
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,6,3,1-7863,351,29,0,182,137.10626101493835,0.3906161282476876
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,6,3,1-5626,125,17,0,52,47.887503147125244,0.383100025177002
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,9,5,1-9333,102,31,0,13,38.72187578678131,0.37962623320373834
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,3,12,1-0053,142,30,0,39,53.16562736034393,0.3744058264812953
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,2,7,1-9630,33,7,0,9,12.345914006233215,0.3741186062494914
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,2,11,1-9938,55,11,0,16,20.503847122192383,0.3727972204034979
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,4,19,1-5980,29,6,0,8,10.751923561096191,0.3707559848653859
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,15,10,1-4649,244,69,0,35,89.78966557979584,0.3679904327040813
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,14,1-7530,25,5,0,7,9.157933115959167,0.3663173246383667
