Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1018.4067966341972,19.968760718317593
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,21,1029.9648253321648,14.713783219030924
9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,92,1,150,1177.4630380868912,2.1684402174712543
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,56,1,143,1137.4747629761696,2.071903029100491
101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,18,1-18371,10,120,9,0,98,64.83585155010223,0.5402987629175187
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,33,0,55,64.33644729852676,0.5146915783882141
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,18,0,32,36.23211479187012,0.5103114759418327
211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,12,1-8042,19,52,9,0,27,24.38334685564041,0.4689105164546233
128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-7897,18,1-7897,10,95,6,0,66,43.60373675823212,0.45898670271823283
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,12,MLG32,19,52,18,0,10,23.69753587245941,0.45572184370114255
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,49.964825332164764,0.4542256848378615
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,124,0,36,144.51112914085388,0.4530129440152159
217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,15,1-9770,10,50,20,0,4,22.279014348983765,0.4455802869796753
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,18.104332506656647,0.4415690855282109
275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-4020,11,1-4020,11,37,12,0,6,15.418521523475647,0.41671679793177424
66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,93,65.98708361387253,0.4150131044897643
265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-1204,18,1-1204,10,39,4,0,21,15.964825332164764,0.4093544956965324
132,132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,13,MLG55,20,92,15,0,39,37.220389902591705,0.4045694554629533
116,116,116,116,116,116,116,116,116,116,116,116,116,116,MLG08,15,MLG08,15,107,1,0,73,42.592011868953705,0.39805618569115614
545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-4926,12,1-4926,19,4,1,0,1,1.5697535872459412,0.3924383968114853
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,18.279014348983765,0.3889151989145482
6,6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,17,MLG54,12,595,43,0,327,229.30942302942276,0.38539398828474414
88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-8267,2,1-8267,8,133,51,0,0,51.0,0.38345864661654133
12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,83,0,181,186.12539929151535,0.37374578170987016
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,20,1-6878,18,167,11,0,89,61.70806926488876,0.3695093967957411
166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,17,MLG58,12,71,19,0,12,25.837043046951294,0.36390201474579287
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,14,1-18558,17,307,71,0,71,111.45250469446182,0.3630374745747942
425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-0003,18,1-0003,11,17,1,0,9,6.1277822852134705,0.36045778148314533
191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,12,MLG44,19,59,9,0,21,20.964825332164764,0.3553360225790638
91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,18,0,48,45.348172187805176,0.35428259521722794
368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,9,1-6858,5,23,3,0,9,8.12778228521347,0.3533818384875422
139,139,139,139,139,139,139,139,139,139,139,139,139,139,MLG11,9,MLG11,15,87,26,0,8,30.55802869796753,0.35124170917204056
57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,19,MLG75,9,185,59,0,10,64.69753587245941,0.3497164101214022
