,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-1989,6,6,1-1989,46,23,0,30,38.35297155380249,0.8337602511696194
1,1-9491,1,9,1-9491,80,38,0,9,42.60589146614075,0.5325736433267594
2,1-1580,7,14,1-1580,400,46,0,320,209.76502990722656,0.5244125747680664
3,1-9394,15,20,1-9394,117,25,0,64,57.75300598144531,0.4936154357388488
4,MLG60,5,21,MLG60,47,19,0,5,21.55882859230041,0.4586984806872429
5,MLG65,18,2,MLG65,201,65,0,43,87.00592589378357,0.4328653029541471
6,1-0303,4,22,1-0303,212,17,0,140,88.64720058441162,0.4181471725679793
7,MLG14,19,3,MLG14,232,68,0,49,93.07652020454408,0.4011918974333796
8,1-3139,13,8,1-3139,93,17,0,39,36.95886301994324,0.3974071292467014
9,1-7897,3,18,1-7897,95,5,0,61,36.21770882606506,0.3812390402743691
10,1-2423,10,4,1-2423,79,4,0,47,28.0529887676239,0.3551011236408088
11,MLG68,16,16,MLG68,642,94,0,259,226.5473210811615,0.3528774471669182
12,1-9277,13,8,1-9277,48,5,0,23,16.77061152458191,0.3493877400954564
13,1-3265,7,3,1-3265,19,5,0,3,6.535297155380249,0.3439630081779078
14,1-9417,4,22,1-9417,76,10,0,30,25.35297155380249,0.3335917309710854
15,1-1833,18,2,1-1833,124,33,0,16,41.18825149536133,0.3321633185109784
16,MLG30,1,9,MLG30,208,58,0,21,68.74708008766174,0.3305148081137584
17,1-5626,20,17,1-5626,125,32,0,18,41.21178293228149,0.329694263458252
18,1-10060,9,12,1-10060,36,0,0,23,11.77061152458191,0.3269614312383864
19,MLG40,5,21,MLG40,51,11,0,11,16.629422903060913,0.3260671157462924
20,1-7005,13,8,1-7005,285,38,0,107,92.75893187522888,0.3254699364043119
21,1-7530,2,19,1-7530,25,6,0,4,8.047062873840332,0.3218825149536133
22,1-1390,21,5,1-1390,98,27,0,8,31.094125747680664,0.3172869974253129
23,MLG67,15,20,MLG67,27,6,0,5,8.558828592300415,0.316993651566682
24,1-5515,6,6,1-5515,29,4,0,10,9.11765718460083,0.3144019718827872
25,1-5531,19,3,1-5531,8,2,0,1,2.511765718460083,0.3139707148075104
26,MLG32,4,22,MLG32,52,4,0,24,16.282377243041992,0.3131226392892691
27,1-3523,7,14,1-3523,543,66,0,201,168.86490941047668,0.3109851002034561
28,1-1131,19,3,1-1131,138,28,0,29,42.84120583534241,0.3104435205459595
29,MLG57,6,6,MLG57,629,68,0,248,194.9178981781006,0.3098853707124016
30,1-0292,10,4,1-0292,99,2,0,56,30.65888023376465,0.3096856589269156
31,P-16616,20,17,P-16616,28,2,0,13,8.652954339981079,0.3090340835707528
32,MLG75,2,19,MLG75,185,43,0,27,56.81767439842224,0.3071225643157959
33,1-5555,9,12,1-5555,10,0,0,6,3.070594310760498,0.3070594310760498
34,1-5891,16,16,1-5891,96,10,0,38,29.447097301483154,0.3067405968904495
35,1-9651,19,3,1-9651,38,6,0,11,11.629422903060911,0.3060374448173924
36,1-3206,7,3,1-3206,45,4,0,19,13.723548650741575,0.3049677477942573
37,1-8573,1,9,1-8573,184,52,0,8,56.09412574768066,0.3048593790634819
38,1-8042,7,14,1-8042,52,3,0,25,15.794142961502075,0.3037335184904245
39,1-3589,10,4,1-3589,27,1,0,14,8.164720058441162,0.3023970392015245
40,1-9576,14,7,1-9576,10,2,0,2,3.023531436920166,0.3023531436920166
41,1-2294,7,14,1-2294,75,18,0,9,22.605891466140747,0.30141188621521
42,1-8285,14,7,1-8285,72,14,0,15,21.676485776901245,0.3010623024569617
43,1-17733,9,12,1-17733,74,0,0,43,22.00592589378357,0.2973773769430212
44,1-4855,18,2,1-4855,22,5,0,3,6.535297155380249,0.2970589616081931
45,1-8678,20,17,1-8678,17,3,0,4,5.047062873840332,0.2968860514023724
46,1-7682,17,15,1-7682,141,34,0,15,41.676485776901245,0.2955779133113563
47,1-8095,3,18,1-8095,46,10,0,7,13.58236002922058,0.2952686962874039
48,1-4390,19,8,1-4390,45,7,0,12,13.141188621520996,0.2920264138115777
49,1-8186,16,16,1-8186,26,4,0,7,7.582360029220581,0.2916292318930992
50,1-8397,4,22,1-8397,51,1,0,27,14.81767439842224,0.2905426352631812
51,MLG31,20,17,MLG31,33,8,0,3,9.535297155380247,0.2889483986478863
52,1-4531,13,9,1-4531,94,21,0,12,27.141188621521,0.2887360491651169
53,1-8398,1,9,1-8398,54,12,0,7,15.58236002922058,0.2885622227633441
54,1-5799,16,16,1-5799,7,2,0,0,2.0,0.2857142857142857
55,1-4494,2,19,1-4494,16,3,0,3,4.535297155380249,0.2834560722112655
56,1-1570,11,10,1-1570,142,8,0,63,40.24124026298523,0.2833890159365157
57,1-3596,17,15,1-3596,223,58,0,10,63.11765718460083,0.2830388214556091
58,1-9286,4,22,1-9286,81,6,0,33,22.88826870918274,0.2825712186318856
59,MLG13,13,8,MLG13,140,22,0,34,39.40003442764282,0.2814288173403059
60,MLG51,6,6,MLG51,248,40,0,58,69.68241167068481,0.2809774664140517
61,MLG84,21,5,MLG84,63,12,0,11,17.629422903060913,0.2798321095723954
62,1-8826,13,8,1-8826,123,17,0,34,34.40003442764282,0.2796750766475026
63,1-9227,13,8,1-9227,801,80,0,281,223.80616688728333,0.2794084480490428
64,1-7024,21,5,1-7024,498,71,0,133,139.06484055519104,0.2792466677815081
65,MLG56,14,7,MLG56,511,86,0,109,141.78246331214905,0.2774607892605656
66,1-6228,18,12,1-6228,48,0,0,26,13.305908679962158,0.277206430832545
67,1-8928,16,16,1-8928,39,5,0,11,10.629422903060911,0.2725493052066901
68,MLG45,5,21,MLG45,70,16,0,6,19.07059431076049,0.2724370615822928
69,1-0129,11,10,1-0129,142,11,0,54,38.63534879684448,0.2720799211045386
70,1-6878,19,3,1-6878,167,24,0,41,44.9823944568634,0.2693556554303198
71,1-7058,11,15,1-7058,80,21,0,1,21.511765718460083,0.268897071480751
72,1-2545,7,14,1-2545,145,23,0,31,38.86473727226257,0.2680326708431901
73,1-2282,3,18,1-2282,219,29,0,58,58.682411670684814,0.2679562176743599
74,1-9270,11,10,1-9270,128,5,0,57,34.17064595222473,0.2669581715017557
75,1-19286,3,18,1-19286,40,5,0,11,10.629422903060911,0.2657355725765228
76,1-10785,11,10,1-10785,279,14,0,117,73.87658905982971,0.2647906417915043
77,1-5043,11,10,1-5043,123,8,0,48,32.564754486083984,0.2647541015128779
78,1-6858,1,17,1-6858,23,3,0,6,6.070594310760498,0.2639388830765434
79,1-7866,7,14,1-7866,318,16,0,132,83.55307483673096,0.2627455183544999
80,1-8705,4,22,1-8705,48,8,0,9,12.605891466140749,0.2626227388779322
81,MLG50,18,2,MLG50,319,72,0,23,83.77061152458191,0.2626037978827019
82,1-9436,2,19,1-9436,21,5,0,1,5.511765718460083,0.2624650342123849
83,1-8627,2,19,1-8627,25,4,0,5,6.558828592300415,0.2623531436920166
84,MLG41,4,22,MLG41,66,4,0,26,17.305908679962158,0.2622107375751842
85,1-7964,16,16,1-7964,202,16,0,72,52.84713172912598,0.2616194640055741
86,1-6594,3,18,1-6594,70,5,0,26,18.30590867996216,0.2615129811423165
87,MLG62,17,15,MLG62,525,136,0,2,137.02353143692017,0.2609972027369908
88,1-9110,2,19,1-9110,29,7,0,1,7.511765718460083,0.2590264040848304
89,1-9963,11,10,1-9963,116,7,0,45,30.02945733070373,0.258874632161239
90,1-3509,10,4,1-3509,35,7,0,4,9.047062873840332,0.2584875106811523
91,1-8421,19,10,1-8421,109,6,0,43,28.00592589378357,0.2569350999429685
92,1-4847,5,21,1-4847,2,0,0,1,0.511765718460083,0.2558828592300415
93,1-11206,2,19,1-11206,14,0,0,7,3.582360029220581,0.2558828592300415
94,1-19567,11,10,1-19567,2,0,0,1,0.511765718460083,0.2558828592300415
95,1-7521,4,22,1-7521,10,0,0,5,2.558828592300415,0.2558828592300415
96,1-5981,6,6,1-5981,28,0,0,14,7.164720058441162,0.2558828592300415
97,MLG29,2,19,MLG29,164,33,0,17,41.70001721382141,0.2542683976452525
98,MLG33,19,3,MLG33,20,3,0,4,5.047062873840332,0.2523531436920166
99,1-18935,21,5,1-18935,30,5,0,5,7.558828592300415,0.2519609530766805
100,1-10762,6,6,1-10762,6,1,0,1,1.511765718460083,0.2519609530766805
101,1-6181,10,4,1-6181,659,79,0,170,166.0001721382141,0.2518970745648166
102,1-8181,19,3,1-8181,30,7,0,1,7.511765718460083,0.2503921906153361
103,1-4910,1,9,1-4910,4,1,0,0,1.0,0.25
104,1-5163,17,15,1-5163,16,4,0,0,4.0,0.25
105,1-9452,21,15,1-9452,16,4,0,0,4.0,0.25
106,1-20641,5,21,1-20641,16,4,0,0,4.0,0.25
107,1-1957,6,6,1-1957,47,1,0,21,11.747080087661743,0.249937874205569
108,MLG35,19,3,MLG35,49,6,0,12,12.141188621520996,0.2477793596228774
109,MLG44,20,17,MLG44,59,10,0,9,14.605891466140749,0.2475574824769618
110,1-8529,3,18,1-8529,56,2,0,23,13.77061152458191,0.2459037772246769
111,1-4649,18,2,1-4649,244,31,0,56,59.65888023376465,0.2445036075154288
112,MLG08,20,3,MLG08,107,20,0,12,26.141188621521,0.2443101740329065
113,1-4760,7,14,1-4760,40,2,0,15,9.676485776901243,0.2419121444225311
114,1-18487,18,2,1-18487,23,3,0,5,5.558828592300415,0.2416881996652354
115,1-9283,16,16,1-9283,235,27,0,58,56.682411670684814,0.2412017517901481
116,1-19915,11,10,1-19915,62,0,0,29,14.841205835342407,0.239374287666813
117,1-19222,6,6,1-19222,15,0,0,7,3.582360029220581,0.2388240019480387
118,1-20578,7,14,1-20578,19,3,0,3,4.535297155380249,0.238699850283171
119,1-9925,2,19,1-9925,93,14,0,16,22.188251495361328,0.2385833494124874
120,1-0003,4,19,1-0003,17,2,0,4,4.047062873840332,0.2380625219906077
121,1-1177,11,10,1-1177,17,2,0,4,4.047062873840332,0.2380625219906077
122,MLG46,20,19,MLG46,17,3,0,2,4.023531436920166,0.2366783198188333
123,1-2103,14,7,1-2103,26,5,0,2,6.023531436920166,0.231674286035391
124,1-1608,14,7,1-1608,307,57,0,27,70.81767439842224,0.2306764638385089
125,1-5653,10,4,1-5653,11,1,0,3,2.535297155380249,0.2304815595800226
126,1-5355,11,10,1-5355,53,3,0,18,12.211782932281494,0.2304109987222923
127,1-9185,14,7,1-9185,31,2,0,10,7.11765718460083,0.2296018446645429
128,1-3108,11,10,1-3108,18,0,0,8,4.094125747680664,0.2274514304267035
129,1-7182,1,9,1-7182,22,5,0,0,5.0,0.2272727272727272
130,1-1350,14,7,1-1350,195,31,0,26,44.30590867996216,0.22720978810237
131,MLG72,3,18,MLG72,9,1,0,2,2.023531436920166,0.2248368263244629
132,1-2382,21,5,1-2382,139,23,0,16,31.188251495361328,0.2243759100385707
133,1-1942,13,8,1-1942,34,3,0,9,7.605891466140747,0.2237026901806102
134,1-9465,2,19,1-9465,18,3,0,2,4.023531436920166,0.2235295242733425
135,1-9549,15,20,1-9549,18,3,0,2,4.023531436920166,0.2235295242733425
136,MLG02,10,4,MLG02,320,31,0,79,71.42949175834656,0.223217161744833
137,1-9498,11,10,1-9498,64,2,0,24,14.282377243041992,0.2231621444225311
138,1-8023,6,6,1-8023,16,1,0,5,3.558828592300415,0.2224267870187759
139,1-2297,19,3,1-2297,25,4,0,3,5.535297155380249,0.2214118862152099
140,1-4098,2,19,1-4098,16,2,0,3,3.535297155380249,0.2209560722112655
141,1-0296,3,18,1-0296,41,7,0,4,9.047062873840332,0.2206600700936666
142,MLG59,21,5,MLG59,71,9,0,13,15.65295433998108,0.2204641456335363
143,1-8127,19,3,1-8127,32,5,0,4,7.047062873840332,0.2202207148075103
144,1-7744,11,10,1-7744,37,2,0,12,8.141188621520996,0.2200321249059728
145,1-4149,6,6,1-4149,16,3,0,1,3.511765718460083,0.2194853574037552
146,MLG42,6,6,MLG42,14,0,0,6,3.070594310760498,0.2193281650543213
147,1-5413,21,5,1-5413,39,7,0,3,8.535297155380249,0.2188537732148781
148,1-3141,11,10,1-3141,136,4,0,50,29.58828592300415,0.2175609259044423
149,1-2573,18,2,1-2573,37,6,0,4,8.047062873840332,0.2174881857794684
150,1-9379,21,5,1-9379,58,9,0,7,12.58236002922058,0.2169372418831134
151,1-8341,1,9,1-8341,197,35,0,15,42.676485776901245,0.2166319074969606
152,1-3052,13,8,1-3052,166,16,0,39,35.95886301994324,0.216619656746646
153,1-2400,10,4,1-2400,49,6,0,9,10.605891466140749,0.2164467646151172
154,1-7842,3,18,1-7842,21,3,0,3,4.535297155380249,0.2159665312085832
155,1-3447,18,2,1-3447,110,13,0,21,23.747080087661743,0.2158825462514703
156,1-1258,11,10,1-1258,435,30,0,124,93.4589490890503,0.2148481588254029
157,MLG43,3,21,MLG43,14,3,0,0,3.0,0.2142857142857142
158,1-9630,2,19,1-9630,33,5,0,4,7.047062873840332,0.2135473598133433
159,1-8427,16,16,1-8427,189,21,0,37,39.93533158302307,0.2112980507038257
160,1-9055,13,8,1-9055,12,1,0,3,2.535297155380249,0.2112747629483541
161,1-6561,11,10,1-6561,65,4,0,19,13.723548650741575,0.2111315177037165
162,1-5425,9,12,1-5425,17,0,0,7,3.582360029220581,0.2107270605423871
163,1-3535,15,20,1-3535,315,29,0,73,66.35889744758606,0.2106631665002732
