Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,123,123,MLG55,5,11,MLG55,92,25,1,20,1030.7060110569,11.203326207140218
153,153,153,1-1350,12,12,1-1350,195,32,2,80,2054.8240442276,10.53755920116718
352,352,352,MLG63,15,7,MLG63,380,82,3,59,3098.832732617855,8.154822980573304
345,345,345,1-1131,1,18,1-1131,138,26,1,24,1032.84721326828,7.484400096146957
381,381,381,1-2335,10,9,1-2335,145,30,1,36,1040.27081990242,7.174281516568414
283,283,283,1-3535,17,6,1-3535,315,92,2,40,2103.4120221138,6.677498482900953
382,382,382,1-18558,15,7,1-18558,307,33,2,45,2045.838524878025,6.663969136410505
388,388,388,MLG49,19,4,MLG49,185,57,1,26,1064.41781437397,5.753609807426865
331,331,331,MLG75,5,11,MLG75,185,50,1,35,1059.985519349575,5.729651455943649
106,106,106,MLG69,17,6,MLG69,576,115,3,128,3151.51847076416,5.471386233965556
259,259,259,1-3596,2,20,1-3596,223,24,1,29,1032.273716032505,4.629030116737691
375,375,375,MLG14,2,20,MLG14,232,26,1,42,1037.98262321949,4.474063031118492
92,92,92,1-7807,10,9,1-7807,239,54,1,43,1066.267923772335,4.461372065993034
390,390,390,MLG64,1,18,MLG64,245,22,1,84,1045.96524643898,4.269245903832572
302,302,302,MLG51,12,12,MLG51,248,38,1,44,1050.55322432518,4.236101710988629
446,446,446,1-3534,17,6,1-3534,279,65,1,44,1077.55322432518,3.862197936649391
371,371,371,1-1580,15,7,1-1580,400,36,1,93,1062.532951414585,2.656332378536463
236,236,236,1-7024,19,4,1-7024,498,87,1,50,1101.26502764225,2.2113755575145584
246,246,246,MLG56,13,13,MLG56,511,78,1,44,1090.55322432518,2.1341550378183562
244,244,244,MLG57,12,12,MLG57,629,64,1,237,1131.6162310242653,1.7990719094185457
299,299,299,MLG54,13,13,MLG54,595,33,1,37,1043.556120455265,1.7538758326979245
270,270,270,1-1390,3,8,1-1390,98,28,0,77,49.968142569065094,0.5098790058067867
400,400,400,1-18709,20,14,1-18709,33,12,0,16,16.56480884552002,0.5019639044096975
131,131,131,1-9283,18,17,1-9283,235,104,0,19,109.42071050405502,0.46562004469810647
190,190,190,1-2382,3,8,1-2382,139,42,0,70,61.971038699150085,0.4458348107852524
114,114,114,1-7496,4,15,1-7496,246,78,0,86,102.5358475446701,0.4168123883929679
303,303,303,1-8157,4,17,1-8157,75,28,0,8,30.28240442276001,0.4037653923034668
516,516,516,1-5036,1,18,1-5036,14,3,0,9,5.567704975605011,0.39769321254321505
218,218,218,1-9416,10,9,1-9416,13,4,0,4,5.141202211380005,0.3954770931830773
245,245,245,1-6647,17,6,1-6647,62,21,0,12,24.423606634140015,0.3939291392603228
346,346,346,MLG32,1,18,MLG32,52,15,0,19,20.420710504055023,0.3927059712318274
276,276,276,1-9495,6,19,1-9495,18,7,0,0,7.0,0.3888888888888889
335,335,335,1-8910,13,13,1-8910,137,46,0,24,52.84721326828003,0.38574608225021917
457,457,457,1-8503,20,14,1-8503,16,5,0,4,6.141202211380005,0.3838251382112503
184,184,184,1-8074,7,5,1-8074,145,39,0,56,54.97683095932007,0.3791505583401384
412,412,412,1-6858,1,18,1-6858,23,5,0,13,8.708907186985016,0.3786481385645659
225,225,225,1-9650,15,7,1-9650,25,8,0,5,9.426502764225006,0.37706011056900024
384,384,384,1-9270,14,16,1-9270,128,39,0,31,47.84431713819504,0.37378372764214873
340,340,340,1-3362,4,15,1-3362,117,35,0,30,43.55901658535004,0.37229928705427384
161,161,161,MLG41,3,8,MLG41,66,17,0,26,24.41781437397003,0.36996688445409137
228,228,228,1-17835,5,11,1-17835,17,6,0,1,6.285300552845001,0.3697235619320589
91,91,91,72-12171,18,17,72-12171,19,7,0,0,7.0,0.3684210526315789
206,206,206,1-9752,3,8,1-9752,22,7,0,2,7.570601105690002,0.3441182320768183
324,324,324,1-6734,5,11,1-6734,44,12,0,11,15.138306081295013,0.344052410938523
526,526,526,1-5002,1,18,1-5002,45,9,0,22,15.276612162590027,0.3394802702797784
157,157,157,1-6061,20,14,1-6061,40,10,0,12,13.423606634140015,0.3355901658535004
378,378,378,1-6561,14,16,1-6561,65,18,0,13,21.708907186985016,0.33398318749207717
549,549,549,1-4842,19,4,1-4842,6,2,0,0,2.0,0.3333333333333333
496,496,496,1-3176,4,15,1-3176,3,1,0,0,1.0,0.3333333333333333
31,31,31,1-8938,5,11,1-8938,30,8,0,7,9.997103869915009,0.33323679566383363
55,55,55,1-8095,7,5,1-8095,46,9,0,22,15.276612162590027,0.33210026440413104
547,547,547,MLG67,19,4,MLG67,27,8,0,3,8.855901658535004,0.32799635772351865
256,256,256,1-9277,8,10,1-9277,48,10,0,20,15.706011056900024,0.3272085636854172
264,264,264,P-0009,7,5,P-0009,7,2,0,1,2.285300552845001,0.3264715075492859
396,396,396,1-9963,14,16,1-9963,116,31,0,24,37.84721326828003,0.32626907989896575
427,427,427,1-9379,3,8,1-9379,58,12,0,24,18.84721326828003,0.3249519529013798
483,483,483,1-9491,5,11,1-9491,80,20,0,21,25.991311609745026,0.3248913951218128
251,251,251,1-7268,10,9,1-7268,70,16,0,23,22.561912715435028,0.32231303879192896
563,563,563,1-21192,2,20,1-21192,4,1,0,1,1.2853005528450012,0.3213251382112503
113,113,113,1-4499,13,13,1-4499,12,3,0,3,3.8559016585350037,0.3213251382112503
344,344,344,1-6035,20,14,1-6035,23,7,0,1,7.285300552845001,0.31675219794978265
126,126,126,1-8488,15,7,1-8488,23,7,0,1,7.285300552845001,0.31675219794978265
434,434,434,MLG59,19,4,MLG59,71,21,0,5,22.426502764225006,0.31586623611584513
414,414,414,1-8285,3,8,1-8285,72,17,0,20,22.706011056900024,0.31536126467916703
493,493,493,1-1836,15,7,1-1836,20,6,0,1,6.285300552845001,0.31426502764225006
541,541,541,1-5424,12,12,1-5424,5,1,0,2,1.5706011056900024,0.3141202211380005
537,537,537,1-4494,6,19,1-4494,16,5,0,0,5.0,0.3125
334,334,334,1-20641,8,10,1-20641,16,3,0,7,4.9971038699150085,0.31231899186968803
479,479,479,1-9286,19,4,1-9286,81,25,0,1,25.285300552845,0.31216420435611114
389,389,389,1-0278,10,9,1-0278,79,23,0,5,24.426502764225006,0.3091962375218355
398,398,398,1-0303,4,15,1-0303,212,52,0,46,65.12382543087006,0.30718785580599084
265,265,265,1-11330,3,8,1-11330,14,4,0,1,4.285300552845001,0.3060928966317858
425,425,425,1-6006,8,6,1-6006,57,16,0,5,17.426502764225006,0.30572811867061417
536,536,536,1-9971,17,17,1-9971,15,4,0,2,4.570601105690002,0.3047067403793335
203,203,203,1-1250,17,6,1-1250,34,8,0,8,10.28240442276001,0.3024236594929415
353,353,353,MLG50,13,13,MLG50,319,85,0,39,96.12672156095505,0.30133768514405973
416,416,416,1-18203,5,11,1-18203,29,7,0,6,8.711803317070007,0.3004070109334485
201,201,201,1-9902,13,13,1-9902,30,7,0,7,8.997103869915009,0.2999034623305003
73,73,73,1-5355,14,16,1-5355,53,13,0,10,15.853005528450012,0.2991133118575474
347,347,347,1-8188,4,15,1-8188,140,29,0,45,41.838524878025055,0.29884660627160753
62,62,62,1-9818,20,14,1-9818,28,8,0,1,8.285300552845001,0.2959035911730358
452,452,452,1-8529,15,7,1-8529,56,16,0,2,16.570601105690002,0.2959035911730358
521,521,521,1-19549,4,15,1-19549,29,8,0,2,8.570601105690002,0.2955379691617242
463,463,463,1-1989,12,12,1-1989,46,5,0,30,13.559016585350037,0.2947612301163051
221,221,221,1-8023,12,12,1-8023,16,3,0,6,4.711803317070007,0.29448770731687546
486,486,486,1-8678,10,9,1-8678,17,5,0,0,5.0,0.29411764705882354
402,402,402,1-5744,1,18,1-5744,18,3,0,8,5.28240442276001,0.2934669123755561
511,511,511,1-9697,4,15,1-9697,20,1,0,17,5.850109398365021,0.29250546991825105
448,448,448,1-3106,5,11,1-3106,34,9,0,3,9.855901658535004,0.2898794605451472
185,185,185,1-8906,13,13,1-8906,15,4,0,1,4.285300552845001,0.2856867035230001
523,523,523,1-9861,3,8,1-9861,8,2,0,1,2.285300552845001,0.28566256910562515
552,552,552,MLG46,6,19,MLG46,17,4,0,3,4.855901658535004,0.2856412740314708
558,558,558,1-0055,12,5,1-0055,18,4,0,4,5.141202211380005,0.28562234507666695
360,360,360,1-6611,1,18,1-6611,89,18,0,26,25.41781437397003,0.28559341993224757
553,553,553,1-5555,2,20,1-5555,10,2,0,3,2.8559016585350037,0.2855901658535004
556,556,556,1-10951,1,18,1-10951,1,0,0,1,0.2853005528450012,0.2853005528450012
491,491,491,MLG09,18,17,MLG09,125,1,0,120,35.23606634140015,0.2818885307312012
253,253,253,1-4649,13,13,1-4649,244,58,0,37,68.55612045526505,0.2809677067838731
522,522,522,1-5282,7,5,1-5282,17,3,0,6,4.711803317070007,0.27716490100411806
466,466,466,1-5981,15,7,1-5981,28,6,0,6,7.711803317070007,0.27542154703821453
357,357,357,1-4760,15,7,1-4760,40,9,0,7,10.997103869915009,0.2749275967478752
363,363,363,1-10785,14,16,1-10785,279,65,0,41,76.69732266664505,0.2749007980883335
355,355,355,1-9498,19,4,1-9498,64,17,0,2,17.570601105690002,0.2745406422764063
