Unnamed: 0,Unnamed: 0.1,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,6,15,1-6098,1327,132,0,395,166.03654485940933,0.12512173689480732
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,16,1,1-9855,8,1,0,0,1.0,0.125
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,12,18,1-9806,8,1,0,0,1.0,0.125
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-17657,22,2,1-17657,8,1,0,0,1.0,0.125
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,1-5515,14,11,1-5515,29,3,0,7,3.6031792759895325,0.12424756124101836
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,22,21,1-9902,30,3,0,8,3.689347743988037,0.12297825813293457
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,3,17,1-9907,17,2,0,1,2.0861684679985046,0.12271579223520615
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-2103,4,20,1-2103,26,3,0,2,3.1723369359970093,0.12201295907680805
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,1-3108,1,18,1-3108,18,2,0,2,2.1723369359970093,0.12068538533316718
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-7204,22,2,1-7204,26,3,0,1,3.0861684679985046,0.11869878723071171
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,16,1,1-6927,179,20,0,13,21.12019008398056,0.11798988873732157
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,9,9,1-1390,98,5,0,76,11.548803567886353,0.11784493436618727
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,19,19,1-6532,27,3,0,2,3.1723369359970093,0.11749396059248182
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,1-9516,14,11,1-9516,76,7,0,22,8.895706295967102,0.11704876705219872
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,10,13,1-9794,46,4,0,16,5.378695487976074,0.11692816278208858
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,14,11,1-7874,258,27,0,36,30.102064847946167,0.11667466995327971
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,1-9227,14,11,1-9227,801,72,0,248,93.36978006362915,0.11656651693336972
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,6,15,1-6061,40,4,0,7,4.6031792759895325,0.11507948189973831
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,8,6,1-9283,235,25,0,21,26.809537827968597,0.1140831396934834
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,21,7,1-3516,156,15,0,32,17.75739097595215,0.11382942933302659
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,1,14,1-1570,142,14,0,25,16.154211699962616,0.11376205422508885
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,17,1-18487,23,2,0,7,2.6031792759895325,0.1131817076517188
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,6,15,1-8646,20,2,0,3,2.258505403995514,0.11292527019977569
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,6,15,1-8084,82,8,0,14,9.206358551979065,0.11227266526803738
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,5,12,MLG53,91,9,0,14,10.206358551979065,0.11215778628548423
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,13,16,1-7024,498,36,0,230,55.81874763965607,0.11208583863384752
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,1-7839,12,18,1-7839,24,2,0,8,2.689347743988037,0.11205615599950154
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,12,18,MLG54,595,39,0,319,66.48774129152298,0.11174410301096299
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,6,15,1-9497,150,14,0,32,16.75739097595215,0.11171593983968099
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,6,15,1-9614,30,3,0,4,3.3446738719940186,0.11148912906646728
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-8174,3,17,1-8174,45,5,0,0,5.0,0.1111111111111111
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,5,1-10539,63,6,0,11,6.947853147983551,0.11028338330132621
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,1-9995,9,9,1-9995,24,1,0,19,2.637200891971588,0.10988337049881618
513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513,1-8094,8,6,1-8094,58,6,0,4,6.3446738719940186,0.10939092882748308
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,13,1,1-9338,29,3,0,2,3.1723369359970093,0.10939092882748308
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,3,17,1-0303,212,20,0,37,23.18823331594467,0.10937845903747487
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,19,19,1-8910,137,11,0,46,14.963749527931213,0.10922444910898696
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,10,13,1-9394,117,10,0,32,12.757390975952148,0.10903752970899272
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,21,7,1-8328,114,10,0,28,12.41271710395813,0.10888348336805377
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7496,21,7,1-7496,246,24,0,32,26.75739097595215,0.10876988201606565
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,11,21,1-9576,10,1,0,1,1.0861684679985046,0.10861684679985047
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,4,20,1-3083,78,8,0,4,8.344673871994019,0.10698299835889767
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,15,3,1-9457,11,1,0,2,1.1723369359970093,0.10657608509063721
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,1-8341,14,11,1-8341,197,17,0,44,20.791412591934204,0.10554016544129037
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,4,13,1-7897,95,8,0,23,9.981874763965607,0.10507236593648007
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,16,1,1-6743,58,6,0,1,6.086168467998505,0.1049339391034225
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,6,15,1-1935,12,1,0,3,1.258505403995514,0.10487545033295949
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,12,15,1-8222,12,1,0,3,1.258505403995514,0.10487545033295949
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72-0103,3,17,72-0103,71,7,0,5,7.430842339992523,0.10465975126750032
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,15,3,1-2573,37,3,0,10,3.8616846799850464,0.10436985621581206
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,7,8,1-9925,93,9,0,8,9.689347743988037,0.1041865348815918
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,9,9,1-4640,87,9,0,0,9.0,0.10344827586206896
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,13,16,1-6734,44,4,0,6,4.517010807991028,0.10265933654525063
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,13,16,1-18409,22,2,0,3,2.258505403995514,0.10265933654525063
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,13,1-18371,120,9,0,38,12.274401783943176,0.1022866815328598
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,7,1,1-6858,23,2,0,4,2.3446738719940186,0.1019423422606095
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,9,9,1-19229,38,3,0,10,3.8616846799850464,0.10162328105223806
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,17,4,1-9500,33,3,0,4,3.3446738719940186,0.10135375369678844
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,10,13,1-2335,145,9,0,66,14.687118887901306,0.10129047508897453
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,14,11,1-7005,285,18,0,125,28.77105849981308,0.1009510824554845
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,9,9,1-1224,151,13,0,26,15.24038016796112,0.10092966998649748
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,14,11,1-0205,34,3,0,5,3.430842339992523,0.10090712764683892
424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-4700,1,14,1-4700,31,2,0,13,3.1201900839805603,0.10065129303163098
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,4,20,MLG63,380,35,0,36,38.10206484794617,0.1002685917051215
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,3,17,1-8503,16,1,0,7,1.6031792759895325,0.10019870474934578
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,22,21,1-9997,16,1,0,7,1.6031792759895325,0.10019870474934578
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,1-9839,1,14,1-9839,20,2,0,0,2.0,0.1
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,18,10,1-1836,20,2,0,0,2.0,0.1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,17,4,1-9185,31,3,0,1,3.0861684679985046,0.09955382154833886
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,9,9,1-7842,21,2,0,1,2.0861684679985046,0.09934135561897642
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,1,14,1-6035,23,2,0,3,2.258505403995514,0.09819588713023973
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,MLG17,22,2,MLG17,153,15,0,0,15.0,0.09803921568627451
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,1-3139,14,11,1-3139,93,6,0,36,9.102064847946167,0.09787166503167921
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,18,10,1-5161,12,1,0,2,1.1723369359970093,0.09769474466641744
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,3,17,1-19915,62,5,0,12,6.034021615982056,0.09732292929003315
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,1-19448,10,5,1-19448,45,3,0,16,4.378695487976074,0.0973043441772461
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,21,7,1-7530,25,2,0,5,2.430842339992523,0.09723369359970092
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,6,15,1-19839,13,1,0,3,1.258505403995514,0.09680810799965492
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,20,5,1-20467,13,1,0,3,1.258505403995514,0.09680810799965492
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,15,3,1-8622,54,4,0,14,5.206358551979065,0.09641404725887158
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,16,1,1-4319,163,15,0,8,15.689347743988037,0.0962536671410309
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,1,19,1-8397,51,4,0,10,4.861684679985046,0.09532715058794208
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,1-19286,6,15,1-19286,40,2,0,21,3.8095378279685974,0.09523844569921494
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,9,9,MLG57,629,34,0,300,59.85054039955139,0.09515189252710873
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,1,2,1-9651,38,3,0,7,3.6031792759895325,0.09482050726288244
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,15,3,1-9452,16,1,0,6,1.5170108079910278,0.09481317549943924
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,14,11,1-9277,48,3,0,18,4.5510324239730835,0.09481317549943924
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,19,19,1-8590,24,2,0,3,2.258505403995514,0.09410439183314641
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,3,16,MLG67,27,2,0,6,2.517010807991028,0.09322262251818622
517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,517,1-18028,17,4,1-18028,309,15,0,160,28.786954879760742,0.09316166627754285
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,6,15,1-3106,34,2,0,13,3.1201900839805603,0.09177029658766354
477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,477,1-9055,22,18,1-9055,12,1,0,1,1.0861684679985046,0.09051403899987538
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,16,1,1-10468,549,45,0,49,49.22225493192673,0.08965802355542209
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,5,12,1-6914,73,6,0,6,6.517010807991028,0.08927412065741135
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,17,20,1-1250,34,3,0,0,3.0,0.08823529411764706
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,10,13,1-8066,86,5,0,30,7.585054039955139,0.08819830279017604
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,1-4649,14,11,1-4649,244,16,0,64,21.514781951904297,0.08817533586846023
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,6,15,1-8544,54,2,0,32,4.757390975952148,0.08809983288800274
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,14,11,1-8551,38,3,0,4,3.3446738719940186,0.0880177334735268
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,5,1-6240,698,51,0,100,59.616846799850464,0.08541095530064537
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,3,17,1-2294,75,3,0,39,6.360570251941681,0.08480760335922241
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,11,21,1-8573,184,14,0,18,15.551032423973083,0.0845164805650711
522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,1-5282,1,17,1-5282,17,1,0,5,1.4308423399925232,0.08416719647014842
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,7,8,1-18377,14,1,0,2,1.1723369359970093,0.08373835257121495
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,21,7,1-8826,123,9,0,15,10.29252701997757,0.08367908146323227
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,1-6543,1,14,1-6543,12,1,0,0,1.0,0.08333333333333333
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,12,18,1-2178,12,1,0,0,1.0,0.08333333333333333
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,1-6974,10,13,1-6974,207,10,0,84,17.23815131187439,0.08327609329407917
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,21,7,1-7004,381,19,0,144,31.408259391784668,0.0824363763563902
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,10,13,1-9770,50,3,0,13,4.12019008398056,0.0824038016796112
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,8,6,1-3521,22,0,0,21,1.8095378279685974,0.08225171945311806
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,1-1258,13,16,1-1258,435,27,0,100,35.616846799850464,0.08187780873528842
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,17,4,MLG64,245,17,0,32,19.75739097595215,0.08064241214674346
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,3,17,1-5172,120,8,0,19,9.637200891971588,0.08031000743309656
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,1,18,1-9805,26,2,0,1,2.0861684679985046,0.08023724876917325
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,12,18,1-1770,35,2,0,9,2.7755162119865417,0.07930046319961548
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,16,1,1-5197,72,5,0,8,5.689347743988037,0.07901871866650051
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,3,17,1-20641,16,1,0,3,1.258505403995514,0.07865658774971962
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,11,21,1-9808,74,5,0,9,5.775516211986542,0.07804751637819651
443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,14,11,1-3447,110,6,0,29,8.498885571956635,0.07726259610869668
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,MLG07,3,17,MLG07,90,6,0,10,6.861684679985046,0.07624094088872274
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,1-6647,19,13,1-6647,62,3,0,20,4.723369359970093,0.07618337677371118
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,3,17,1-10785,279,17,0,49,21.222254931926727,0.07606542986353666
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,16,1,1-9417,76,5,0,9,5.775516211986542,0.07599363436824397
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,4,13,1-8529,56,2,0,26,4.240380167961121,0.07572107442787715
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,6,15,1-8181,30,2,0,3,2.258505403995514,0.07528351346651713
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,1,14,1-9645,69,5,0,2,5.172336935997009,0.07496140486952188
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,15,3,1-0037,35,2,0,7,2.6031792759895325,0.07437655074255807
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,13,1,1-9938,55,4,0,1,4.086168467998505,0.07429397214542735
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,1,14,1-1972,32,2,0,4,2.3446738719940186,0.07327105849981308
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,19,19,1-9722,22,1,0,7,1.6031792759895325,0.07287178527225148
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-8042,20,5,1-8042,52,3,0,8,3.689347743988037,0.07094899507669303
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,17,4,1-7991,46,3,0,3,3.258505403995514,0.07083707399990248
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,1,14,1-9465,18,1,0,3,1.258505403995514,0.06991696688863966
442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,442,MLG11,3,17,MLG11,87,3,0,35,6.015896379947662,0.06914823425227198
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,1-9110,4,20,1-9110,29,2,0,0,2.0,0.06896551724137931
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,4,20,1-8678,17,1,0,2,1.1723369359970093,0.0689609962351182
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,3,17,1-7863,351,19,0,60,24.17010807991028,0.06886070678037116
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,3,17,MLG49,185,11,0,20,12.723369359970093,0.06877496951335185
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,11,21,1-7467,64,3,0,15,4.29252701997757,0.06707073468714952
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,17,4,1-3519,27,0,0,21,1.8095378279685974,0.0670199195543925
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,16,1,1-20578,19,1,0,3,1.258505403995514,0.06623712652607967
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,1-9553,10,13,1-9553,23,1,0,6,1.5170108079910278,0.06595699165178381
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,5,3,1-3589,27,1,0,9,1.7755162119865417,0.06575985970320525
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,1,17,1-5626,125,7,0,14,8.206358551979065,0.06565086841583252
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,8,6,1-10451,46,3,0,0,3.0,0.06521739130434782
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,11,21,1-9887,36,2,0,4,2.3446738719940186,0.06512982977761163
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,21,7,1-9549,18,1,0,2,1.1723369359970093,0.06512982977761163
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-8074,11,21,1-8074,145,7,0,27,9.326548635959625,0.06432102507558363
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,5,1-8427,189,9,0,36,12.102064847946167,0.06403208914257232
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,21,7,1-3068,180,9,0,29,11.498885571956635,0.0638826976219813
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,12,18,1-7122,197,11,0,18,12.551032423973083,0.06371082448717301
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,16,1,1-9674,144,8,0,12,9.034021615982056,0.0627362612220976
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,9,9,1-19547,66,4,0,1,4.086168467998505,0.0619116434545228
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,1-8493,8,1,1-8493,38,2,0,4,2.3446738719940186,0.06170194399984259
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,5,12,1-4390,45,2,0,9,2.7755162119865417,0.061678138044145375
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,12,18,1-6900,67,3,0,13,4.12019008398056,0.06149537438776956
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,15,3,MLG08,107,4,0,29,6.4988855719566345,0.06073724833604331
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,1-2324,9,9,1-2324,25,1,0,6,1.5170108079910278,0.06068043231964111
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,12,18,1-8400,33,2,0,0,2.0,0.06060606060606061
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,7,21,1-19004,60,3,0,7,3.6031792759895325,0.06005298793315887
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,5,9,1-4052,13,0,0,9,0.7755162119865417,0.05965509322973398
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,1-17733,16,1,1-17733,74,4,0,4,4.3446738719940186,0.05871180908100025
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,13,16,MLG33,20,1,0,2,1.1723369359970093,0.058616846799850464
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,16,1,1-9404,100,5,0,10,5.861684679985046,0.058616846799850464
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,15,3,1-8018,58,2,0,16,3.378695487976074,0.058253370482346106
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,19,19,1-9137,111,6,0,5,6.430842339992523,0.057935516576509215
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,3,17,1-8172,40,1,0,15,2.2925270199775696,0.05731317549943924
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,11,21,1-4417,151,7,0,19,8.637200891971588,0.05720000590709661
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,1-1769,16,1,1-1769,89,5,0,1,5.086168467998505,0.05714796031458994
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,16,1,1-1317,414,21,0,29,23.498885571956635,0.05676059316897738
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,20,13,1-8398,54,0,0,35,3.0158963799476624,0.055849932961993747
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,8,1,1-17758,40,2,0,2,2.1723369359970093,0.05430842339992523
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,11,21,1-2297,25,1,0,4,1.3446738719940186,0.05378695487976074
