Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,MLG44,21,22,MLG44,59,5,1,8,1007.7855288982391,17.08111065929219
168,168,168,168,168,168,168,168,168,MLG45,7,15,MLG45,70,14,1,4,1015.3927644491196,14.505610920701708
84,84,84,84,84,84,84,84,84,1-2382,21,22,1-2382,139,20,1,13,1024.5264844596386,7.370694132803155
6,6,6,6,6,6,6,6,6,MLG54,7,15,MLG54,595,47,1,33,1058.4903067052364,1.778975305386952
217,217,217,217,217,217,217,217,217,1-9770,15,5,1-9770,50,25,0,0,25.0,0.5
29,29,29,29,29,29,29,29,29,1-3534,10,13,1-3534,279,118,0,51,135.7577467262745,0.4865869058289408
49,49,49,49,49,49,49,49,49,1-6974,7,15,1-6974,207,47,0,140,95.74675571918488,0.4625447136192506
165,165,165,165,165,165,165,165,165,MLG59,10,13,MLG59,71,22,0,17,27.919248908758163,0.3932288578698333
180,180,180,180,180,180,180,180,180,1-10539,15,5,1-10539,63,18,0,19,24.615631133317947,0.3907243037034595
75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,29,0,68,52.676995635032654,0.3632896250691907
239,239,239,239,239,239,239,239,239,1-5002,6,2,1-5002,45,12,0,12,16.178293347358704,0.35951762994130454
203,203,203,203,203,203,203,203,203,1-9938,11,12,1-9938,55,10,0,28,19.749351143836975,0.35907911170612683
215,215,215,215,215,215,215,215,215,MLG40,15,5,MLG40,51,17,0,3,18.044573336839676,0.3538151634674446
145,145,145,145,145,145,145,145,145,1-9491,18,19,1-9491,80,25,0,7,27.437337785959244,0.34296672232449055
155,155,155,155,155,155,155,155,155,1-8157,1,8,1-8157,75,24,0,2,24.696382224559784,0.3292850963274638
57,57,57,57,57,57,57,57,57,MLG75,4,8,MLG75,185,41,0,53,59.454128950834274,0.3213736700045096
263,263,263,263,263,263,263,263,263,1-6061,6,2,1-6061,40,10,0,8,12.785528898239136,0.3196382224559784
482,482,482,482,482,482,482,482,482,1-9457,13,10,1-9457,11,3,0,1,3.348191112279892,0.3043810102072629
37,37,37,37,37,37,37,37,37,1-5775,12,11,1-5775,244,47,0,78,74.15890675783157,0.30392994572881793
166,166,166,166,166,166,166,166,166,MLG58,12,11,MLG58,71,18,0,10,21.48191112279892,0.30256212849012565
31,31,31,31,31,31,31,31,31,1-9156,15,5,1-9156,268,74,0,15,79.22286668419838,0.2956077115082029
118,118,118,118,118,118,118,118,118,MLG15,4,8,MLG15,105,4,0,76,30.46252453327179,0.2901192812692551
143,143,143,143,143,143,143,143,143,1-9286,16,17,1-9286,81,20,0,10,23.48191112279892,0.28990013731850517
334,334,334,334,334,334,334,334,334,1-18994,8,16,1-18994,28,7,0,3,8.044573336839676,0.287306190601417
85,85,85,85,85,85,85,85,85,1-1131,10,13,1-1131,138,32,0,20,38.96382224559784,0.28234653801157855
43,43,43,43,43,43,43,43,43,MLG14,12,11,MLG14,232,55,0,30,65.44573336839676,0.282093678312055
354,354,354,354,354,354,354,354,354,1-7530,2,1,1-7530,25,7,0,0,7.0,0.28
468,468,468,468,468,468,468,468,468,1-9946,16,17,1-9946,12,3,0,1,3.348191112279892,0.2790159260233243
441,441,441,441,441,441,441,441,441,1-9997,2,7,1-9997,16,2,0,7,4.437337785959244,0.27733361162245274
323,323,323,323,323,323,323,323,323,1-13247,19,20,1-13247,29,1,0,20,7.963822245597839,0.27461456019302893
92,92,92,92,92,92,92,92,92,1-6980,13,10,1-6980,128,32,0,9,35.13372001051903,0.2744821875821799
156,156,156,156,156,156,156,156,156,1-2294,8,16,1-2294,75,15,0,16,20.57105779647827,0.2742807706197103
228,228,228,228,228,228,228,228,228,MLG60,4,8,MLG60,47,5,0,22,12.660204470157623,0.26936605255654517
275,275,275,275,275,275,275,275,275,1-4020,15,5,1-4020,37,9,0,2,9.696382224559784,0.26206438444756175
345,345,345,345,345,345,345,345,345,1-3584,19,20,1-3584,26,4,0,8,6.785528898239136,0.26098188070150524
22,22,22,22,22,22,22,22,22,MLG50,12,11,MLG50,319,53,0,86,82.94443565607071,0.2600139048779646
48,48,48,48,48,48,48,48,48,MLG30,9,14,MLG30,208,31,0,66,53.98061341047287,0.25952217985804266
332,332,332,332,332,332,332,332,332,P-16616,2,10,P-16616,28,5,0,6,7.089146673679352,0.2531838097742626
80,80,80,80,80,80,80,80,80,1-0053,6,2,1-0053,142,27,0,25,35.7047778069973,0.25144209723237537
272,272,272,272,272,272,272,272,272,1-19229,15,5,1-19229,38,7,0,7,9.437337785959244,0.24835099436734853
46,46,46,46,46,46,46,46,46,1-2282,13,10,1-2282,219,35,0,55,54.15051117539406,0.24726260810682218
406,406,406,406,406,406,406,406,406,1-3265,17,18,1-3265,19,4,0,2,4.696382224559784,0.247178011818936
256,256,256,256,256,256,256,256,256,1-0296,2,7,1-0296,41,9,0,3,10.044573336839676,0.2449895935814555
