,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
0,MLG40,14,MLG40,3,51,7,1,14,1009.4320276677608,19.792784856230604
1,MLG45,8,MLG45,5,70,16,1,19,1019.3006089776754,14.561437271109648
2,1-3523,14,1-3523,3,543,61,1,132,1083.9305465817451,1.9961888519000832
3,1-10468,8,1-10468,5,549,29,1,184,1060.9637922048569,1.932538783615404
4,1-1131,4,1-1131,12,138,69,0,18,72.12689271569252,0.5226586428673371
5,1-3083,14,1-3083,3,78,27,0,15,29.605743929743767,0.3795608196120996
6,1-1350,6,1-1350,11,195,66,0,42,73.29608300328255,0.3758773487347823
7,1-4494,4,1-4494,12,16,6,0,0,6.0,0.375
8,1-5413,17,1-5413,16,39,13,0,7,14.216013833880424,0.3645131752277032
9,1-9770,5,1-9770,10,50,16,0,8,17.389730095863342,0.3477946019172668
10,1-9379,22,1-9379,9,58,20,0,0,20.0,0.3448275862068966
11,MLG75,22,MLG75,9,185,61,0,0,61.0,0.3297297297297297
12,MLG32,9,MLG32,19,52,16,0,4,16.69486504793167,0.3210550970756091
13,1-7058,18,1-7058,17,80,16,0,54,25.38067814707756,0.3172584768384695
14,MLG59,8,MLG59,5,71,14,0,35,20.08006916940212,0.282817875625382
15,MLG29,19,MLG29,7,164,39,0,40,45.94865047931671,0.2801746980446141
16,1-9674,7,1-9674,6,144,36,0,23,39.99547402560711,0.2777463474000494
17,1-18371,5,1-18371,10,120,30,0,18,33.12689271569252,0.2760574392974376
18,MLG51,17,MLG51,16,248,59,0,54,68.38067814707756,0.2757285409156353
19,1-8074,5,1-8074,10,145,33,0,39,39.774934217333794,0.2743098911540261
20,1-9997,19,1-9997,7,16,4,0,2,4.347432523965836,0.2717145327478647
21,1-0296,14,1-0296,3,41,10,0,6,11.042297571897508,0.2693243310218904
22,MLG44,9,MLG44,19,59,13,0,16,15.779460191726685,0.267448477825876
23,1-8042,9,1-8042,19,52,9,0,28,13.864055335521698,0.2666164487600326
24,1-9156,5,1-9156,10,268,56,0,86,70.93959853053093,0.2646999945169064
25,1-18558,18,1-18558,17,307,69,0,66,80.46527329087257,0.262101867396979
26,1-9286,6,1-9286,11,81,18,0,18,21.12689271569252,0.2608258359962039
27,1-1224,17,1-1224,16,151,33,0,35,39.08006916940212,0.2588084050953783
28,72-12171,9,72-12171,17,19,4,0,5,4.868581309914589,0.256241121574452
29,1-10038,17,1-10038,16,76,12,0,42,19.296083003282547,0.2538958289905598
30,1-8285,6,1-8285,11,72,17,0,7,18.216013833880424,0.2530001921372281
31,1-3312,7,1-3312,6,36,8,0,6,9.042297571897508,0.2511749325527085
32,1-3089,22,1-3089,9,16,4,0,0,4.0,0.25
33,1-9938,7,1-9938,6,55,12,0,10,13.737162619829178,0.2497665930878032
34,1-9610,5,1-9610,10,49,11,0,5,11.868581309914587,0.2422159451002977
35,P-16616,18,P-16616,17,28,5,0,10,6.737162619829178,0.2406129507081849
36,1-8066,18,1-8066,17,86,19,0,8,20.389730095863342,0.2370898848356202
37,MLG84,7,MLG84,6,63,14,0,5,14.868581309914587,0.2360092271415014
38,MLG50,15,MLG50,15,319,66,0,53,75.20696188509464,0.2357585012071932
39,1-4020,6,1-4020,11,37,8,0,4,8.694865047931671,0.2349963526468019
40,1-20578,14,1-20578,5,19,3,0,8,4.389730095863342,0.2310384260980706
41,1-2423,4,1-2423,12,79,17,0,6,18.042297571897507,0.2283835135683228
42,MLG31,3,MLG31,19,33,5,0,14,7.432027667760849,0.2252129596291166
43,1-1608,6,1-1608,11,307,55,0,79,68.7235846966505,0.2238553247447899
44,1-5654,9,1-5654,19,15,3,0,2,3.347432523965836,0.223162168264389
45,1-6532,22,1-6532,9,27,6,0,0,6.0,0.2222222222222222
46,1-7024,22,1-7024,9,498,110,0,0,110.0,0.2208835341365461
47,1-9794,5,1-9794,10,46,9,0,6,10.042297571897508,0.2183108167803805
48,MLG52,4,MLG52,12,125,25,0,12,27.084595143795013,0.2166767611503601
49,1-10060,10,1-10060,20,36,5,0,16,7.779460191726685,0.2160961164368523
50,1-1770,6,1-1770,11,35,7,0,3,7.521148785948753,0.2148899653128215
51,1-3516,21,1-3516,8,156,17,0,95,33.50304488837719,0.2147631082588281
52,1-9270,16,1-9270,14,128,21,0,36,27.25378543138504,0.2129201986826956
53,1-1191,5,1-1191,10,53,3,0,46,10.990948051214218,0.2073763783247965
54,1-9630,16,1-9630,14,33,6,0,4,6.694865047931671,0.2028746984221718
55,1-6734,16,1-6734,14,44,7,0,11,8.910878881812096,0.2025199745866385
56,1-7042,13,1-7042,2,117,23,0,3,23.52114878594876,0.2010354597089637
57,1-3535,5,1-3535,10,315,37,0,151,63.231155559420586,0.2007338271727637
58,1-6858,8,1-6858,5,23,2,0,15,4.605743929743767,0.2002497360758159
59,1-5555,22,1-5555,9,10,2,0,0,2.0,0.2
60,1-1250,18,1-1250,17,34,5,0,10,6.737162619829178,0.1981518417596817
61,1-7530,3,1-7530,13,25,3,0,11,4.910878881812096,0.1964351552724838
62,1-3564,14,1-3564,3,41,7,0,6,8.042297571897507,0.1961535993145733
63,1-19286,8,1-19286,5,40,5,0,16,7.779460191726685,0.1944865047931671
64,1-1258,15,1-1258,15,435,65,0,108,83.76135629415512,0.192554842055529
65,1-5799,16,1-5799,14,7,1,0,2,1.3474325239658356,0.1924903605665479
66,MLG68,18,MLG68,17,642,113,0,58,123.07554319500925,0.1917064535747807
67,MLG65,12,MLG65,4,201,21,0,100,38.37162619829178,0.1909036129268247
68,1-0278,15,1-0278,15,79,14,0,5,14.868581309914587,0.1882098899989188
69,1-8157,5,1-8157,10,75,12,0,11,13.910878881812096,0.1854783850908279
70,MLG69,3,MLG69,13,576,62,0,257,106.64507932960989,0.1851477071694615
71,1-9185,6,1-9185,11,31,5,0,4,5.694865047931671,0.1837053241268281
72,1-9417,7,1-9417,6,76,11,0,17,13.953176453709602,0.1835944270224947
73,MLG14,13,MLG14,2,232,39,0,20,42.47432523965836,0.1830789881019756
74,1-7770,15,1-7770,15,11,2,0,0,2.0,0.1818181818181818
75,1-9609,4,1-9609,12,25,4,0,3,4.521148785948753,0.1808459514379501
76,1-8646,8,1-8646,5,20,1,0,15,3.605743929743767,0.1802871964871883
77,1-8938,12,1-8938,4,30,5,0,2,5.347432523965836,0.1782477507988611
78,1-9404,7,1-9404,6,100,15,0,16,17.779460191726685,0.1777946019172668
79,1-8767,12,1-8767,4,48,2,0,37,8.427501693367958,0.1755729519451657
80,1-5355,16,1-5355,14,53,6,0,19,9.300608977675438,0.1754831882580271
81,1-17733,7,1-17733,6,74,11,0,11,12.910878881812096,0.174471336240704
82,1-18994,14,1-18994,3,28,4,0,5,4.868581309914589,0.173877903925521
83,1-9504,9,1-9504,19,30,5,0,1,5.173716261982918,0.1724572087327639
84,1-9237,15,1-9237,15,38,6,0,3,6.521148785948753,0.1716091785775987
85,1-6561,16,1-6561,14,65,9,0,12,11.084595143795012,0.1705322329814617
86,MLG41,9,MLG41,19,66,10,0,7,11.216013833880424,0.1699396035436428
87,1-4929,7,1-4929,6,10,1,0,4,1.6948650479316711,0.1694865047931671
88,1-18613,9,1-18613,19,25,3,0,7,4.2160138338804245,0.168640553355217
89,1-1390,17,1-1390,16,98,12,0,26,16.516622811555862,0.1685369674648557
90,1-2545,13,1-2545,2,145,23,0,8,24.389730095863342,0.1682050351438851
91,1-0129,15,1-0129,15,142,20,0,22,23.82175776362419,0.1677588574903112
92,MLG57,17,MLG57,16,629,71,0,192,104.3535223007202,0.1659038510345313
93,1-10785,16,1-10785,14,279,31,0,86,45.93959853053093,0.1646580592492148
94,1-19448,5,1-19448,10,45,6,0,8,7.389730095863342,0.1642162243525187
95,1-1204,5,1-1204,10,39,5,0,8,6.389730095863342,0.1638392332272651
96,MLG10,7,MLG10,20,60,7,0,16,9.779460191726685,0.1629910031954447
97,1-5980,12,1-5980,4,29,4,0,4,4.694865047931671,0.1618918982045404
98,1-5515,6,1-5515,11,29,4,0,4,4.694865047931671,0.1618918982045404
99,1-8627,6,1-8627,11,25,3,0,6,4.042297571897507,0.1616919028759002
100,1-5981,13,1-5981,2,28,4,0,3,4.521148785948753,0.1614695994981697
