Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,11,1,1-17907,119,8,0,9,10.067549705505371,0.0846012580294569
476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,476,1-19205,13,21,1-19205,12,1,0,0,1.0,0.08333333333333333
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-18735,12,8,1-18735,27,2,0,1,2.2297277450561523,0.08258250907615379
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,5,18,1-5913,14,0,0,5,1.1486387252807617,0.08204562323434013
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,1-4634,5,18,1-4634,48,3,0,4,3.9189109802246094,0.08164397875467937
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,MLG06,10,20,MLG06,18,1,0,2,1.4594554901123047,0.0810808605617947
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,MLG02,5,18,MLG02,320,15,0,47,25.79720401763916,0.08061626255512237
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,11,1,1-3068,180,10,0,18,14.135099411010742,0.07852833006117078
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,8,4,MLG15,105,4,0,18,8.135099411010742,0.07747713724772136
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,1-7453,7,9,1-7453,13,1,0,0,1.0,0.07692307692307693
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,14,11,1-2153,13,1,0,0,1.0,0.07692307692307693
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,1,20,1-19549,29,2,0,1,2.2297277450561523,0.07688716362262595
453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,453,1-8397,10,5,1-8397,51,3,0,4,3.9189109802246094,0.07684139176910999
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,18,20,1-9610,49,1,0,12,3.756732940673828,0.07666801919742507
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,1-7599,4,12,1-7599,3,0,0,1,0.22972774505615234,0.07657591501871745
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,13,21,MLG41,66,5,0,0,5.0,0.07575757575757576
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,14,11,1-8910,137,6,0,19,10.364827156066895,0.07565567267202113
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,11,1,1-7152,109,7,0,5,8.148638725280762,0.07475815344294277
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,6,2,1-8427,189,12,0,9,14.067549705505371,0.07443147992330884
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,7,9,1-6228,48,1,0,11,3.527005195617676,0.07347927490870158
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,10,5,1-20641,16,0,0,5,1.1486387252807617,0.07178992033004761
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,13,21,1-8188,140,10,0,0,10.0,0.07142857142857142
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,13,21,1-0303,212,15,0,0,15.0,0.07075471698113207
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-9739,8,4,1-9739,31,1,0,5,2.1486387252807617,0.06931092662196006
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,16,20,1-2382,139,5,0,20,9.594554901123047,0.06902557482822336
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-9761,7,9,1-9761,35,1,0,6,2.378366470336914,0.06795332772391183
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,2,1,1-7530,25,1,0,3,1.689183235168457,0.06756732940673828
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,15,15,1-8067,322,12,0,42,21.6485652923584,0.0672315692309267
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-5877,5,18,1-5877,79,3,0,10,5.297277450561523,0.06705414494381676
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,16,20,1-9818,28,0,0,8,1.8378219604492188,0.0656364985874721
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,14,11,1-3033,7,0,0,2,0.4594554901123047,0.0656364985874721
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,20,17,1-9609,25,0,0,7,1.6080942153930664,0.06432376861572266
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,5,18,1-7964,202,8,0,20,12.594554901123047,0.062349281688727956
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,MLG35,13,21,MLG35,49,3,0,0,3.0,0.061224489795918366
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,11,1,1-7807,239,7,0,32,14.351287841796875,0.060047229463585254
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,15,15,1-6914,73,3,0,6,4.378366470336914,0.05997762288132759
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-1972,5,18,1-1972,32,1,0,4,1.9189109802246094,0.05996596813201904
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,17,6,1-6035,23,0,0,6,1.378366470336914,0.059928976971170174
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,19,21,1-8678,17,1,0,0,1.0,0.058823529411764705
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,6,2,1-1177,17,1,0,0,1.0,0.058823529411764705
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-8125,14,11,1-8125,21,1,0,1,1.2297277450561523,0.05855846405029297
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,3,9,1-5531,8,0,0,2,0.4594554901123047,0.057431936264038086
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,1,7,1-3089,16,0,0,4,0.9189109802246094,0.057431936264038086
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,3,17,1-4926,4,0,0,1,0.22972774505615234,0.057431936264038086
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,10,21,1-6909,36,2,0,0,2.0,0.05555555555555555
515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,1-6531,11,1,1-6531,27,1,0,2,1.4594554901123047,0.05405390704119647
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,13,21,1-3265,19,1,0,0,1.0,0.05263157894736842
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,9,17,1-1836,20,1,0,0,1.0,0.05
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-8066,5,18,1-8066,86,2,0,10,4.297277450561523,0.04996834244838981
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,1-6594,7,9,1-6594,70,3,0,2,3.4594554901123047,0.04942079271589007
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,4,12,1-9504,30,1,0,2,1.4594554901123047,0.04864851633707682
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,11,1,1-7004,381,14,0,19,18.364827156066895,0.048201646078915736
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,13,21,1-5626,125,6,0,0,6.0,0.048
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,13,21,MLG12,146,7,0,0,7.0,0.04794520547945205
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,1-20003,2,14,1-20003,21,1,0,0,1.0,0.047619047619047616
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,5,18,1-8566,5,0,0,1,0.22972774505615234,0.04594554901123047
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,1-4136,5,18,1-4136,5,0,0,1,0.22972774505615234,0.04594554901123047
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,1-3647,1,7,1-3647,5,0,0,1,0.22972774505615234,0.04594554901123047
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-6743,2,14,1-6743,58,1,0,7,2.6080942153930664,0.04496714164470804
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-3564,8,4,1-3564,41,0,0,8,1.8378219604492188,0.04482492586461509
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,19,15,1-8503,16,0,0,3,0.689183235168457,0.043073952198028564
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,1-9345,6,2,1-9345,47,2,0,0,2.0,0.0425531914893617
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,3,14,1-18203,29,1,0,1,1.2297277450561523,0.04240440500193629
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,1-19897,19,10,1-19897,53,2,0,1,2.2297277450561523,0.04207033481238023
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,9,1-19547,66,2,0,3,2.689183235168457,0.04074520053285541
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0001,10,5,1-0001,17,0,0,3,0.689183235168457,0.040540190304026884
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,1-9331,6,2,1-9331,25,1,0,0,1.0,0.04
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-18234,5,18,1-18234,43,1,0,3,1.689183235168457,0.039283331050429235
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,19,10,1-3175,6,0,0,1,0.22972774505615234,0.038287957509358726
436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,436,1-5161,3,3,1-5161,12,0,0,2,0.4594554901123047,0.038287957509358726
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,9,9,1-5744,18,0,0,3,0.689183235168457,0.038287957509358726
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,5,18,1-1935,12,0,0,2,0.4594554901123047,0.038287957509358726
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,6,2,1-7070,129,4,0,4,4.918910980224609,0.038131092869958215
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,5,18,1-9808,74,0,0,12,2.756732940673828,0.03725314784694363
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1-8174,1,7,1-8174,45,0,0,7,1.6080942153930664,0.03573542700873481
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,2,14,1-3087,26,0,0,4,0.9189109802246094,0.03534273000863882
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,9,1,1-13247,29,1,0,0,1.0,0.034482758620689655
485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,485,1-5980,13,21,1-5980,29,1,0,0,1.0,0.034482758620689655
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-7341,4,12,1-7341,110,3,0,3,3.689183235168457,0.03353802941062234
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,1-7842,8,13,1-7842,21,0,0,3,0.689183235168457,0.03281824929373605
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,4,12,P-0009,7,0,0,1,0.22972774505615234,0.03281824929373605
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,5,18,1-9887,36,0,0,5,1.1486387252807617,0.03190663125779894
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,5,18,1-8622,54,1,0,3,1.689183235168457,0.03128117102163809
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,13,21,1-8127,32,1,0,0,1.0,0.03125
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,5,18,1-8576,55,1,0,3,1.689183235168457,0.03071242245760831
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,13,21,1-1207,66,2,0,0,2.0,0.030303030303030304
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,7,9,1-6216,45,1,0,1,1.2297277450561523,0.027327283223470052
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-9907,16,20,1-9907,17,0,0,2,0.4594554901123047,0.02702679353601792
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-1015,11,1,1-1015,155,3,0,5,4.148638725280762,0.026765411130843623
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,2,18,MLG67,27,0,0,3,0.689183235168457,0.02552530500623915
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-2025,1,7,1-2025,41,1,0,0,1.0,0.024390243902439025
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-8928,16,20,1-8928,39,0,0,4,0.9189109802246094,0.023561820005759213
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-9137,14,11,1-9137,111,1,0,7,2.6080942153930664,0.02349634428282042
83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,1-18423,7,9,1-18423,47,1,0,0,1.0,0.02127659574468085
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,1-9731,3,15,1-9731,11,0,0,1,0.22972774505615234,0.02088434045965021
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1-9722,4,12,1-9722,22,0,0,2,0.4594554901123047,0.02088434045965021
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,9,13,1-7993,24,0,0,2,0.4594554901123047,0.019143978754679363
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,6,2,1-5508,38,0,0,3,0.689183235168457,0.018136400925485713
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1-8401,9,13,1-8401,57,1,0,0,1.0,0.017543859649122806
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,1-7722,15,15,1-7722,60,0,0,4,0.9189109802246094,0.01531518300374349
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,1-7721,16,20,1-7721,20,0,0,1,0.22972774505615234,0.011486387252807618
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,72-12387,10,5,72-12387,71,0,0,2,0.4594554901123047,0.006471204086088799
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1-9955,11,1,1-9955,60,0,0,1,0.22972774505615234,0.0038287957509358724
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-2670,16,20,1-2670,104,0,0,1,0.22972774505615234,0.0022089206255399263
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-4361,1,7,1-4361,10,0,0,0,0.0,0.0
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,1-3178,12,8,1-3178,6,0,0,0,0.0,0.0
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,12,15,1-3176,3,0,0,0,0.0,0.0
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1-3519,15,15,1-3519,27,0,0,0,0.0,0.0
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,1,1,1-10232,5,0,0,0,0.0,0.0
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-0022,12,8,1-0022,18,0,0,0,0.0,0.0
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1-8021,1,7,1-8021,58,0,0,0,0.0,0.0
535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,1-5990,8,18,1-5990,5,0,0,0,0.0,0.0
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-20791,13,21,1-20791,13,0,0,0,0.0,0.0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1-8222,5,18,1-8222,12,0,0,0,0.0,0.0
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-18409,6,2,1-18409,22,0,0,0,0.0,0.0
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,1-10948,1,7,1-10948,2,0,0,0,0.0,0.0
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,1-8641,1,7,1-8641,30,0,0,0,0.0,0.0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,4,12,1-5167,24,0,0,0,0.0,0.0
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,8,15,1-18004,12,0,0,0,0.0,0.0
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,15,15,1-21192,4,0,0,0,0.0,0.0
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,19,21,1-8578,11,0,0,0,0.0,0.0
559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,559,1-5914,1,7,1-5914,3,0,0,0,0.0,0.0
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,20,21,1-3551,6,0,0,0,0.0,0.0
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,1-9646,8,4,1-9646,105,0,0,0,0.0,0.0
516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,516,1-5036,17,17,1-5036,14,0,0,0,0.0,0.0
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,18,12,1-20012,12,0,0,0,0.0,0.0
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,1-6971,2,14,1-6971,10,0,0,0,0.0,0.0
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,1-19222,13,1,1-19222,15,0,0,0,0.0,0.0
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,1-4910,1,7,1-4910,4,0,0,0,0.0,0.0
556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,1-10951,2,1,1-10951,1,0,0,0,0.0,0.0
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,12,1,1-6028,2,0,0,0,0.0,0.0
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,14,1,1-4847,2,0,0,0,0.0,0.0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,5,18,1-2596,35,0,0,0,0.0,0.0
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,1,7,1-4051,5,0,0,0,0.0,0.0
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,1-19839,12,8,1-19839,13,0,0,0,0.0,0.0
297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,297,1-8352,14,11,1-8352,1,0,0,0,0.0,0.0
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,8,21,1-8938,30,0,0,0,0.0,0.0
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,6,2,1-17790,5,0,0,0,0.0,0.0
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,1,21,1-4052,13,0,0,0,0.0,0.0
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,1-17645,12,8,1-17645,9,0,0,0,0.0,0.0
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,17,1,1-19568,2,0,0,0,0.0,0.0
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1-6642,2,14,1-6642,36,0,0,0,0.0,0.0
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,1,1,1-9455,2,0,0,0,0.0,0.0
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,13,21,1-1850,30,0,0,0,0.0,0.0
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,2,21,1-5799,7,0,0,0,0.0,0.0
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,1-19924,13,21,1-19924,1,0,0,0,0.0,0.0
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-2178,1,7,1-2178,12,0,0,0,0.0,0.0
262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,1-8623,1,7,1-8623,5,0,0,0,0.0,0.0
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,5,18,1-9447,7,0,0,0,0.0,0.0
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,1-4929,18,16,1-4929,10,0,0,0,0.0,0.0
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,1-9253,1,7,1-9253,24,0,0,0,0.0,0.0
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,1-10922,1,7,1-10922,1,0,0,0,0.0,0.0
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,10,1,1-19567,2,0,0,0,0.0,0.0
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,6,21,1-5654,15,0,0,0,0.0,0.0
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-3646,10,5,1-3646,7,0,0,0,0.0,0.0
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,14,11,1-7527,1,0,0,0,0.0,0.0
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,1,16,1-5653,11,0,0,0,0.0,0.0
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,1-10978,1,7,1-10978,1,0,0,0,0.0,0.0
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,1-5530,2,21,1-5530,7,0,0,0,0.0,0.0
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,1-6931,1,7,1-6931,1,0,0,0,0.0,0.0
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,13,21,1-7614,72,0,0,0,0.0,0.0
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,1-10071,4,12,1-10071,30,0,0,0,0.0,0.0
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,4,12,1-9034,3,0,0,0,0.0,0.0
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,3,18,1-9838,3,0,0,0,0.0,0.0
565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,565,1-19927,1,7,1-19927,1,0,0,0,0.0,0.0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,11,1,1-3521,22,0,0,0,0.0,0.0
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,1,7,1-18202,23,0,0,0,0.0,0.0
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,1-7525,1,7,1-7525,6,0,0,0,0.0,0.0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,6,2,1-7995,14,0,0,0,0.0,0.0
557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,557,1-9806,1,17,1-9806,8,0,0,0,0.0,0.0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,5,20,1-9946,12,0,0,0,0.0,0.0
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1-7536,2,1,1-7536,17,0,0,0,0.0,0.0
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,18,16,1-2584,36,0,0,0,0.0,0.0
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-8020,1,7,1-8020,56,0,0,0,0.0,0.0
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,1-21195,1,7,1-21195,1,0,0,0,0.0,0.0
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-2104,15,15,1-2104,36,0,0,0,0.0,0.0
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,1-3589,7,21,1-3589,27,0,0,0,0.0,0.0
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,8,6,1-20047,20,0,0,0,0.0,0.0
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1-2869,3,3,1-2869,9,0,0,0,0.0,0.0
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,1-6543,1,7,1-6543,12,0,0,0,0.0,0.0
