Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,18,14,1-4355,49,17,0,27,33.70781522989273,0.6879145965284231
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,7,12,1-1608,307,44,0,213,175.80609792470932,0.5726582994290206
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,19,14,1-7682,141,60,0,31,79.18304711580276,0.5615818944383175
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,2,15,1-0292,99,19,0,58,54.890862345695496,0.5544531550070252
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,10,3,MLG54,595,69,0,387,308.4786849617958,0.5184515713643627
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,19,8,MLG31,33,9,0,12,16.425695657730103,0.4977483532645486
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,12,13,MLG51,248,87,0,55,121.03443843126297,0.488042090448641
353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,353,MLG50,10,3,MLG50,319,109,0,67,150.46013408899307,0.47166186234794066
370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,370,MLG62,13,1,MLG62,525,19,0,369,247.34014147520065,0.4711240790003822
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,19,8,1-8627,25,5,0,10,11.188079714775085,0.44752318859100343
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,13,1-0003,17,3,0,7,7.33165580034256,0.43127387060838585
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,9,9,1-2034,16,5,0,3,6.856423914432526,0.42852649465203285
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,14,9,MLG59,71,21,0,15,30.282119572162628,0.42650872636848774
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,2,15,1-6878,167,15,0,90,70.69271743297577,0.4233096852273998
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,1-8067,16,2,1-8067,322,107,0,47,136.0839746594429,0.4226210393150401
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9630,10,21,1-9630,33,5,0,14,13.66331160068512,0.41403974547530664
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,14,MLG68,642,126,0,222,263.3753696680069,0.4102420088286712
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,6,17,1-3516,156,0,0,103,63.73722106218338,0.4085719298857909
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-9752,2,15,1-9752,22,5,0,6,8.712847828865051,0.39603853767568414
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,14,9,1-20578,19,5,0,4,7.475231885910034,0.3934332571531597
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,2,15,1-2423,79,4,0,43,30.608742773532867,0.3874524401713021
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,14,1-9283,235,83,0,13,91.04450362920761,0.38742341969875577
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,15,7,MLG45,70,21,0,9,26.569271743297577,0.3795610249042511
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,10,3,1-7122,197,74,0,1,74.61880797147751,0.37877567498211934
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,10,3,MLG58,71,21,0,9,26.569271743297577,0.37421509497602223
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,7,12,MLG56,511,36,0,250,190.70199286937714,0.37319372381482807
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,19,8,1-11350,100,12,0,40,36.75231885910034,0.3675231885910034
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,4,19,1-9496,39,5,0,15,14.282119572162628,0.3662081941580161
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,11,21,MLG65,201,11,0,100,72.88079714775085,0.36259103058582515
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,2,15,1-3509,35,5,0,12,12.425695657730103,0.3550198759351458
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,6,17,1-6611,89,0,0,50,30.940398573875427,0.34764492779635314
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,11,21,1-1390,98,12,0,35,33.6582790017128,0.3434518265480898
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,9,4,1-5002,45,3,0,20,15.376159429550171,0.3416924317677816
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,2,15,1-7140,397,83,0,85,135.59867757558823,0.3415583818024892
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,9,14,1-6061,40,13,0,1,13.618807971477509,0.3404701992869377
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-6098,9,4,1-6098,1327,109,0,550,449.3443843126297,0.33861671764327783
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,18,14,1-7268,70,21,0,4,23.475231885910034,0.3353604555130005
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,9,4,MLG29,164,14,0,66,54.841326117515564,0.334398329984851
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,16,2,1-9831,132,14,0,48,43.70278263092041,0.3310816865978819
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,20,20,1-9270,128,33,0,15,42.28211957216263,0.33032905915752053
471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,4,19,1-9794,46,9,0,10,15.188079714775085,0.3301756459733714
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,7,MLG60,47,13,0,4,15.475231885910034,0.32926025289170285
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,3,10,1-7024,498,81,0,133,163.30146020650864,0.327914578727929
527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,527,1-5531,5,14,1-5531,8,2,0,1,2.6188079714775085,0.32735099643468857
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,15,7,1-7866,318,99,0,8,103.95046377182007,0.32688825085478007
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,8,6,1-3217,5,1,0,1,1.6188079714775085,0.3237615942955017
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,13,MLG57,629,93,0,177,202.529010951519,0.3219857089849269
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,1-10468,16,2,1-10468,549,119,0,88,173.45510149002075,0.3159473615483074
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,2,15,1-6181,659,79,0,208,207.71205806732178,0.3151928043510194
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-9887,2,15,1-9887,36,2,0,15,11.282119572162628,0.3133922103378508
