Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,14,14,MLG08,107,26,0,63,68.78293806314468,0.6428311968518194
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,14,14,1-6692,71,31,0,16,41.86550807952881,0.5896550433736452
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,17,11,1-7122,197,7,0,160,115.65508079528809,0.5870816284024776
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,13,1-0292,99,34,0,35,57.76829892396927,0.5835181709491846
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,4,1-9277,48,12,0,23,27.619167864322662,0.5753993305067221
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,16,1-9379,58,20,0,18,32.22369658946991,0.5555809756805157
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,17,11,1-7268,70,7,0,45,37.559241473674774,0.5365605924810682
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,22,2,1-7004,381,74,0,187,200.99062567949295,0.5275344506023437
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,1,17,1-10060,36,16,0,4,18.716377019882202,0.5198993616633945
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,5,1-7024,498,109,0,215,255.00526481866837,0.5120587646961212
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,22,2,P-16616,28,9,0,7,13.753659784793854,0.4912021351712091
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,7,MLG65,201,55,0,64,98.46203231811523,0.4898608573040559
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,9,1-4640,87,33,0,14,42.50731956958771,0.48858988011020354
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,14,14,MLG48,159,50,0,39,76.48467594385147,0.48103569776007216
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,11,1-9283,235,53,0,87,112.0812001824379,0.47694127737207614
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,13,1-7140,397,30,0,222,180.75892460346222,0.45531215265355723
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,17,11,1-10539,63,19,0,14,28.507319569587708,0.4524971360252017
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,14,14,MLG38,77,26,0,13,34.82822531461716,0.4523146144755475
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,5,1-7019,107,13,0,52,48.31290125846863,0.4515224416679311
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,8,12,MLG56,511,126,0,152,229.22232675552368,0.4485759819090483
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,13,7,MLG10,60,9,0,26,26.656450629234314,0.4442741771539052
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,13,1-6878,167,29,0,64,72.46203231811523,0.43390438513841456
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1-5775,3,10,1-5775,244,71,0,51,105.63380700349808,0.43292543853892657
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,1-3052,21,4,1-3052,166,14,0,85,71.7230116724968,0.4320663353764867
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,14,1-3587,46,13,0,10,19.790942549705505,0.4302378815153371
512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,1-3033,7,5,1-3033,7,3,0,0,3.0,0.42857142857142855
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-8100,15,6,1-8100,19,2,0,9,8.111848294734955,0.4269393839334187
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,21,4,1-1462,192,9,0,106,80.98399102687836,0.4217916199316581
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-7005,21,4,1-7005,285,14,0,155,119.25960952043533,0.4184547702471415
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,11,1-9491,80,15,0,27,33.335544884204865,0.41669431105256083
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,1-3509,20,13,1-3509,35,3,0,17,14.54460233449936,0.4155600666999817
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,8,12,1-7530,25,9,0,2,10.358188509941101,0.414327540397644
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,6,17,MLG59,71,13,0,24,29.298262119293213,0.41265157914497486
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,MLG43,3,10,MLG43,14,1,0,7,5.753659784793854,0.4109756989138467
462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,16,18,1-1183,45,2,0,24,18.298262119293213,0.40662804709540473
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,19,8,1-20578,19,5,0,4,7.716377019882202,0.4061251063095896
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,11,15,1-6561,65,8,0,27,26.335544884204865,0.40516222898776716
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,3,10,MLG14,232,39,0,80,93.32754039764404,0.40227388102432776
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,7,5,1-5424,5,2,0,0,2.0,0.4
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,1-9836,2,16,1-9836,5,2,0,0,2.0,0.4
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,14,5,MLG60,47,14,0,7,18.753659784793854,0.3990140379743373
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,3,1-7682,141,44,0,18,56.22369658946991,0.39874962120191426
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-9518,12,9,1-9518,22,6,0,4,8.716377019882202,0.396198955449191
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,9,22,1-7993,24,0,0,14,9.507319569587708,0.3961383153994878
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,12,9,1-1224,151,14,0,67,59.499315083026886,0.39403519922534364
371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,371,1-1580,18,1,1-1580,400,21,0,201,157.49794524908066,0.3937448631227016
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,3,10,1-8705,48,10,0,13,18.828225314617157,0.3922546940545241
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,3,10,MLG41,66,15,0,16,25.86550807952881,0.3919016375686183
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,8,12,72-12171,19,2,0,8,7.432754039764404,0.3911975810402318
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,6,3,1-0278,79,18,0,19,30.90279084444046,0.39117456765114506
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,3,10,1-18004,12,4,0,1,4.6790942549705505,0.3899245212475459
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,17,11,1-9286,81,22,0,14,31.507319569587708,0.38897925394552724
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,2,16,1-1390,98,7,0,45,37.559241473674774,0.38325756605790584
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,11,15,1-11329,14,4,0,2,5.358188509941101,0.38272775071007864
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,6,3,MLG68,642,39,0,303,244.7655592560768,0.38125476519638135
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,6,1-6061,40,3,0,18,15.22369658946991,0.38059241473674776
451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,1-4098,20,13,1-4098,16,2,0,6,6.074565529823303,0.37966034561395645
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,24,1-9333,102,0,0,57,38.70837253332138,0.3794938483658959
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,12,9,MLG39,23,6,0,4,8.716377019882202,0.3789729139079218
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,17,MLG55,92,11,0,35,34.76829892396927,0.3779162926518399
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,11,15,1-10785,279,29,0,112,105.05855655670166,0.37655396615305253
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,MLG57,12,9,MLG57,629,103,0,196,236.1024739742279,0.37536164383820014
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,17,11,1-8427,189,32,0,57,70.70837253332138,0.3741183731921766
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,15,6,1-3312,36,8,0,8,13.432754039764404,0.37313205666012234
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,2,16,1-4390,45,12,0,7,16.753659784793854,0.37230355077319677
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,3,10,1-8646,20,4,0,5,7.395471274852753,0.36977356374263765
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,10,20,1-10696,24,0,0,13,8.828225314617157,0.36784272144238156
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,3,5,1-9645,69,24,0,2,25.3581885099411,0.3675099784049435
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,13,7,1-1131,138,39,0,17,50.54460233449936,0.36626523430796637
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,7,MLG54,595,64,0,225,216.79620736837387,0.3643633737283595
491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,491,MLG09,2,16,MLG09,125,0,0,67,45.499315083026886,0.3639945206642151
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,17,11,1-3087,26,6,0,5,9.395471274852753,0.36136427980202895
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,2,16,1-2282,219,54,0,37,79.12648743391037,0.3613081617986775
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,1-19004,12,9,1-19004,60,10,0,17,21.54460233449936,0.35907670557498933
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,1-7467,18,1,1-7467,64,10,0,19,22.90279084444046,0.3578561069443822
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,21,4,1-3089,16,3,0,4,5.716377019882202,0.35727356374263763
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,8,12,1-4417,151,36,0,26,53.656450629234314,0.35534073264393584
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,1-5163,8,12,1-5163,16,5,0,1,5.6790942549705505,0.3549433909356594
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,9,1-0003,17,6,0,0,6.0,0.35294117647058826
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,15,6,1-0053,142,14,0,53,49.99199551343918,0.3520563064326703
452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,452,1-8529,16,18,1-8529,56,2,0,26,19.656450629234314,0.3510080469506128
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,5,MLG75,185,53,0,17,64.54460233449936,0.34888974234864517
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,11,15,1-1570,142,26,0,34,49.08920466899872,0.34569862442956845
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,12,9,1-8018,58,18,0,3,20.03728276491165,0.3454703924984768
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,1,17,1-3175,6,0,0,3,2.0372827649116516,0.33954712748527527
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,2,16,1-2382,139,20,0,40,47.16377019882202,0.33930769927210086
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,13,15,1-8421,109,20,0,25,36.97735637426376,0.3392418015987501
