Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
424,1-4700,6,2,1-4700,31,20,0,0,20.0,0.6451612903225806
526,1-5002,9,8,1-5002,45,18,0,12,27.18171000480652,0.6040380001068115
170,1-5043,17,6,1-5043,123,56,0,18,69.77256500720978,0.5672566260748763
270,1-1390,11,11,1-1390,98,45,0,10,52.65142500400543,0.5372594388163819
251,1-7268,18,12,1-7268,70,7,0,40,37.60570001602173,0.5372242859431675
363,1-10785,3,7,1-10785,279,27,0,156,146.36223006248474,0.5245958066755726
459,1-2545,14,6,1-2545,145,65,0,13,74.94685250520706,0.516874844863497
305,1-7866,15,9,1-7866,318,92,0,85,157.03711253404617,0.4938273979058056
387,1-10539,15,9,1-10539,63,20,0,14,30.711995005607605,0.4874919842159937
322,1-0296,14,9,1-0296,41,16,0,5,19.825712502002716,0.4835539634634809
485,1-5980,9,8,1-5980,29,6,0,10,13.651425004005432,0.47073879324156664
234,MLG29,9,8,MLG29,164,42,0,44,75.6662700176239,0.461379695229414
483,1-9491,8,19,1-9491,80,30,0,8,36.121140003204346,0.4515142500400543
427,1-9379,8,6,1-9379,58,20,0,8,26.121140003204346,0.45036448281386804
157,1-6061,9,8,1-6061,40,5,0,17,18.007422506809235,0.45018556267023085
141,MLG45,15,9,MLG45,70,20,0,14,30.711995005607605,0.43874278579439435
302,MLG51,12,17,MLG51,248,60,0,61,106.67369252443314,0.43013585695335943
398,1-0303,3,7,1-0303,212,40,0,66,90.49940502643585,0.42688398597375404
358,1-9831,16,10,1-9831,132,9,0,61,55.673692524433136,0.42177039791237225
537,1-4494,18,12,1-4494,16,2,0,6,6.590855002403259,0.4119284376502037
174,MLG38,15,9,MLG38,77,20,0,15,31.477137506008148,0.4087939935845214
73,1-5355,20,13,1-5355,53,7,0,19,21.53770750761032,0.4063718397662325
461,1-9651,3,19,1-9651,38,13,0,3,15.29542750120163,0.40251125003162186
88,1-5626,3,7,1-5626,125,12,0,50,50.25712502002716,0.4020570001602173
209,1-9938,16,10,1-9938,55,6,0,21,22.067992508411407,0.40123622742566195
172,1-8573,13,14,1-8573,184,12,0,80,73.21140003204346,0.3978880436524101
384,1-9270,20,13,1-9270,128,33,0,23,50.598277509212494,0.3952990430407226
285,1-18615,17,18,1-18615,22,1,0,10,8.651425004005432,0.393246591091156
479,1-9286,14,15,1-9286,81,13,0,24,31.363420009613037,0.3872027161680622
540,1-5413,14,15,1-5413,39,8,0,9,14.886282503604889,0.38169955137448436
517,1-18028,18,12,1-18028,309,11,0,139,117.3548075556755,0.37978902121577834
345,1-1131,15,9,1-1131,138,37,0,20,52.302850008010864,0.3790061594783396
279,MLG43,11,11,MLG43,14,3,0,3,5.29542750120163,0.37824482151440214
231,1-8450,11,11,1-8450,52,12,0,10,19.651425004005432,0.3779120193077968
399,MLG60,15,19,MLG60,47,16,0,2,17.530285000801086,0.37298478725108697
389,1-0278,15,9,1-0278,79,21,0,11,29.416567504405975,0.3723616139798225
123,MLG55,11,11,MLG55,92,28,0,8,34.121140003204346,0.37088195655656897
364,1-7682,19,16,1-7682,141,27,0,33,52.249702513217926,0.37056526605119094
64,1-9674,16,10,1-9674,144,15,0,50,53.25712502002716,0.36984114597241086
400,1-18709,9,8,1-18709,33,6,0,8,12.121140003204346,0.3673072728243741
208,1-10468,16,10,1-10468,549,59,0,186,201.31650507450104,0.3666967305546467
71,1-6532,19,16,1-6532,27,6,0,5,9.825712502002716,0.36391527785195243
501,1-18487,3,7,1-18487,23,3,0,7,8.355997502803802,0.36330423925233923
296,1-9404,16,10,1-9404,100,21,0,20,36.302850008010864,0.3630285000801086
161,MLG41,11,11,MLG41,66,17,0,9,23.88628250360489,0.3619133712667407
465,1-5913,18,18,1-5913,14,2,0,4,5.060570001602173,0.3614692858287266
404,1-4682,20,6,1-4682,16,5,0,1,5.765142500400543,0.36032140627503395
331,MLG75,8,19,MLG75,185,50,0,21,66.06799250841141,0.3571242838292509
57,1-1224,16,10,1-1224,151,10,0,57,53.61312252283096,0.3550537915419269
162,1-8067,16,10,1-8067,322,56,0,76,114.15083003044128,0.35450568332435184
531,1-5891,18,12,1-5891,96,11,0,30,33.954275012016296,0.35369036470850307
412,1-6858,13,14,1-6858,23,2,0,8,8.121140003204346,0.35309304361758026
284,1-4136,3,7,1-4136,5,1,0,1,1.7651425004005432,0.35302850008010866
220,MLG73,2,5,MLG73,10,2,0,2,3.5302850008010864,0.35302850008010866
444,1-3217,8,19,1-3217,5,1,0,1,1.7651425004005432,0.35302850008010866
415,1-1957,4,22,1-1957,47,8,0,11,16.416567504405975,0.3492886703065101
316,1-7441,3,7,1-7441,111,15,0,31,38.71941751241684,0.3488235811929445
505,1-4747,20,13,1-4747,25,1,0,10,8.651425004005432,0.3460570001602173
80,1-9115,20,13,1-9115,16,4,0,2,5.530285000801086,0.3456428125500679
33,1-7991,18,12,1-7991,46,9,0,9,15.886282503604889,0.3453539674696715
443,1-3447,5,20,1-3447,110,15,0,30,37.954275012016296,0.3450388637456027
139,1-7863,3,7,1-7863,351,49,0,94,120.92339503765106,0.34451109697336485
245,1-6647,19,16,1-6647,62,6,0,20,21.302850008010864,0.3435943549679172
190,1-2382,11,11,1-2382,139,37,0,14,47.711995005607605,0.3432517626302705
183,1-9496,4,22,1-9496,39,8,0,7,13.355997502803802,0.3424614744308667
434,MLG59,14,15,MLG59,71,9,0,20,24.302850008010864,0.34229366208466006
332,MLG78,8,6,MLG78,80,22,0,7,27.355997502803802,0.3419499687850475
514,1-11206,17,6,1-11206,14,4,0,1,4.765142500400543,0.3403673214571817
408,MLG53,3,7,MLG53,91,14,0,22,30.83313500881195,0.338825659437494
321,1-5172,20,13,1-5172,120,20,0,27,40.65884751081467,0.3388237292567889
12,MLG84,7,18,MLG84,63,6,0,20,21.302850008010864,0.3381404763176328
14,1-6098,9,8,1-6098,1327,212,0,309,448.42903262376785,0.3379269273728469
428,1-2701,4,22,1-2701,61,3,0,23,20.598277509212494,0.3376766804788933
268,MLG44,8,19,MLG44,59,16,0,5,19.825712502002716,0.33602902545767316
564,1-9034,10,1,1-9034,3,1,0,0,1.0,0.3333333333333333
536,1-9971,3,1,1-9971,15,5,0,0,5.0,0.3333333333333333
193,1-9553,18,12,1-9553,23,0,0,10,7.651425004005432,0.33267065234806226
319,1-3584,9,13,1-3584,26,4,0,6,8.59085500240326,0.33041750009243304
197,1-8646,9,13,1-8646,20,2,0,6,6.590855002403259,0.329542750120163
518,1-1850,18,12,1-1850,30,3,0,9,9.886282503604889,0.329542750120163
339,1-3523,14,15,1-3523,543,82,0,126,178.40795505046844,0.32855976989036545
