Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
212,212,212,212,212,212,212,MLG32,9,MLG32,8,52,17,1,13,1024.8623440265656,19.708891231280106
34,34,34,34,34,34,34,MLG51,9,MLG51,8,248,7,2,72,2050.545289993286,8.268327782230992
30,30,30,30,30,30,30,1-10785,18,1-10785,17,279,27,2,87,2079.617225408554,7.453825180675821
58,58,58,58,58,58,58,MLG49,22,MLG49,21,185,24,1,10,1030.047956943512,5.567826794289254
18,18,18,18,18,18,18,MLG63,18,MLG63,17,380,67,2,15,2076.071935415268,5.463347198461231
54,54,54,54,54,54,54,1-1350,22,1-1350,21,195,15,1,46,1042.820601940155,5.347797958667462
45,45,45,45,45,45,45,1-3596,21,1-3596,15,223,34,1,43,1060.0062148571014,4.753391098013908
43,43,43,43,43,43,43,MLG14,21,MLG14,15,232,38,1,20,1050.095913887024,4.526275490892345
41,41,41,41,41,41,41,1-9283,9,1-9283,8,235,18,1,38,1040.9822363853455,4.42971164419296
31,31,31,31,31,31,31,1-9156,19,1-9156,12,268,23,1,80,1071.3836555480957,3.997700207269014
12,12,12,12,12,12,12,1-7024,19,1-7024,12,498,38,1,43,1064.0062148571014,2.1365586643716896
40,40,40,40,40,40,40,1-7807,6,1-7807,11,239,70,0,90,124.43161249160767,0.5206343618895718
78,78,78,78,78,78,78,1-1570,5,1-1570,13,142,36,0,61,72.89253735542297,0.5133277278550914
174,174,174,174,174,174,174,MLG41,11,MLG41,2,66,18,0,19,29.49111819267273,0.44683512413140497
245,245,245,245,245,245,245,1-1183,19,1-1183,12,45,3,0,27,19.3294837474823,0.4295440832773844
55,55,55,55,55,55,55,1-1462,8,1-1462,9,192,58,0,36,79.77264499664307,0.4154825260241826
11,11,11,11,11,11,11,MLG56,13,MLG56,5,511,89,0,195,206.93516039848328,0.4049611749481082
176,176,176,176,176,176,176,1-6561,5,1-6561,13,65,10,0,26,25.724688053131104,0.3957644315866324
47,47,47,47,47,47,47,1-0303,22,1-0303,21,212,26,0,94,82.85079526901245,0.39080563806137947
91,91,91,91,91,91,91,1-9270,5,1-9270,13,128,11,0,64,49.70692443847656,0.38833534717559814
239,239,239,239,239,239,239,1-5002,14,1-5002,3,45,10,0,12,17.257548332214355,0.3835010740492079
151,151,151,151,151,151,151,MLG38,11,MLG38,2,77,13,0,26,28.724688053131104,0.3730478967939104
277,277,277,277,277,277,277,1-10060,7,1-10060,7,36,11,0,4,13.419182777404785,0.3727550771501329
376,376,376,376,376,376,376,1-18487,5,1-18487,13,23,3,0,9,8.443161249160767,0.3670939673548159
161,161,161,161,161,161,161,1-8285,11,1-8285,2,72,23,0,5,26.02397847175598,0.3614441454410553
29,29,29,29,29,29,29,1-3534,14,1-3534,6,279,15,0,141,100.27619290351868,0.3594128777903895
28,28,28,28,28,28,28,1-7005,12,1-7005,4,285,48,0,90,102.43161249160767,0.3594091666372199
143,143,143,143,143,143,143,1-9286,13,1-9286,5,81,16,0,21,28.700709581375122,0.35432974791821137
104,104,104,104,104,104,104,1-9394,20,1-9394,16,117,5,0,60,41.28774166107178,0.3528866808638613
23,23,23,23,23,23,23,1-7866,3,1-7866,7,318,0,0,183,110.67761206626892,0.3480428052398394
88,88,88,88,88,88,88,1-8267,8,1-8267,6,133,43,0,5,46.02397847175598,0.3460449509154585
166,166,166,166,166,166,166,MLG58,6,MLG58,11,71,22,0,4,24.419182777404785,0.3439321517944336
89,89,89,89,89,89,89,1-9831,7,1-9831,10,132,21,0,39,44.587032079696655,0.337780546058308
64,64,64,64,64,64,64,MLG29,17,MLG29,18,164,45,0,17,55.28152680397034,0.3370824805120142
77,77,77,77,77,77,77,1-9674,7,1-9674,10,144,20,0,47,48.425397634506226,0.3362874835729599
180,180,180,180,180,180,180,1-10539,22,1-10539,21,63,3,0,30,21.14387083053589,0.3356169973100935
126,126,126,126,126,126,126,1-6693,17,1-6693,18,98,24,0,14,32.46713972091675,0.3312973440909872
420,420,420,420,420,420,420,1-8678,3,1-8678,7,17,2,0,6,5.628774166107178,0.3311043627121869
20,20,20,20,20,20,20,1-8067,7,1-8067,10,322,70,0,60,106.28774166107178,0.330086154226931
132,132,132,132,132,132,132,MLG55,10,MLG55,14,92,11,0,32,30.35346221923828,0.3299289371656335
232,232,232,232,232,232,232,1-8095,13,1-8095,5,46,3,0,20,15.095913887023926,0.3281720410222593
97,97,97,97,97,97,97,1-1833,10,1-1833,14,124,13,0,45,40.21580624580383,0.32432101811132125
211,211,211,211,211,211,211,1-8042,11,1-8042,2,52,12,0,8,16.83836555480957,0.3238147222078763
111,111,111,111,111,111,111,1-0272,15,1-0272,20,111,2,0,56,35.86855888366699,0.32314017012312607
332,332,332,332,332,332,332,P-16616,19,P-16616,15,28,6,0,5,9.023978471755981,0.3222849454198565
527,527,527,527,527,527,527,1-17790,19,1-17790,12,5,1,0,1,1.6047956943511963,0.32095913887023925
125,125,125,125,125,125,125,1-1390,21,1-1390,15,98,12,0,32,31.35346221923828,0.319933287951411
129,129,129,129,129,129,129,1-4531,12,1-4531,4,94,17,0,21,29.700709581375122,0.31596499554654384
512,512,512,512,512,512,512,1-5799,5,1-5799,13,7,1,0,2,2.2095913887023926,0.31565591267177034
109,109,109,109,109,109,109,1-7441,5,1-7441,13,111,9,0,43,35.00621485710144,0.3153713050189319
432,432,432,432,432,432,432,1-3089,4,1-3089,3,16,5,0,0,5.0,0.3125
256,256,256,256,256,256,256,1-0296,3,1-0296,7,41,0,0,21,12.700709581375122,0.3097734044237835
384,384,384,384,384,384,384,1-0358,6,1-0358,11,22,5,0,3,6.814387083053589,0.3097448674115268
426,426,426,426,426,426,426,1-3639,5,1-3639,13,17,1,0,7,5.233569860458374,0.30785705061519847
297,297,297,297,297,297,297,1-9630,18,1-9630,17,33,7,0,5,10.023978471755981,0.3037569233865449
299,299,299,299,299,299,299,MLG31,11,MLG31,2,33,7,0,5,10.023978471755981,0.3037569233865449
5,5,5,5,5,5,5,MLG57,10,MLG57,14,629,47,0,237,190.33657956123352,0.30260187529607874
508,508,508,508,508,508,508,1-9806,19,1-9806,12,8,0,0,4,2.419182777404785,0.30239784717559814
451,451,451,451,451,451,451,1-11329,21,1-11329,15,14,0,0,7,4.233569860458374,0.30239784717559814
556,556,556,556,556,556,556,1-9455,13,1-9455,5,2,0,0,1,0.6047956943511963,0.30239784717559814
394,394,394,394,394,394,394,1-9697,18,1-9697,17,20,3,0,5,6.0239784717559814,0.3011989235877991
294,294,294,294,294,294,294,1-3106,14,1-3106,6,34,6,0,7,10.233569860458374,0.300987348837011
449,449,449,449,449,449,449,MLG43,18,MLG43,17,14,3,0,2,4.209591388702393,0.30068509919302805
26,26,26,26,26,26,26,1-18558,3,1-18558,7,307,4,0,146,92.30017137527466,0.30065202402369595
79,79,79,79,79,79,79,1-0129,5,1-0129,13,142,7,0,59,42.68294596672058,0.30058412652620126
468,468,468,468,468,468,468,1-9946,5,1-9946,12,12,3,0,1,3.6047956943511963,0.30039964119593304
157,157,157,157,157,157,157,1-17733,7,1-17733,10,74,4,0,30,22.14387083053589,0.29924149770994446
372,372,372,372,372,372,372,1-9553,5,1-9553,13,23,2,0,8,6.83836555480957,0.2973202415134596
230,230,230,230,230,230,230,1-9345,3,1-9345,7,47,0,0,23,13.910300970077515,0.29596385042718115
276,276,276,276,276,276,276,1-2573,3,1-2573,7,37,3,0,13,10.862344026565552,0.29357686558285273
106,106,106,106,106,106,106,1-9963,5,1-9963,13,116,8,0,43,34.00621485710144,0.29315702463018484
136,136,136,136,136,136,136,1-1769,7,1-1769,10,89,0,0,43,26.00621485710144,0.2922046613157465
374,374,374,374,374,374,374,1-18202,3,1-18202,7,23,0,0,11,6.652752637863159,0.2892501146897026
448,448,448,448,448,448,448,MLG42,9,MLG42,8,14,1,0,5,4.0239784717559814,0.2874270336968558
46,46,46,46,46,46,46,1-2282,11,1-2282,2,219,41,0,36,62.772644996643066,0.28663308217645234
227,227,227,227,227,227,227,1-1957,10,1-1957,14,47,5,0,14,13.467139720916748,0.28653488767907975
217,217,217,217,217,217,217,1-9770,10,1-9770,14,50,4,0,17,14.281526803970337,0.28563053607940675
208,208,208,208,208,208,208,1-5355,23,1-5355,22,53,9,0,10,15.047956943511963,0.28392371591532006
425,425,425,425,425,425,425,1-0003,23,1-0003,22,17,3,0,3,4.814387083053589,0.2831992401796229
51,51,51,51,51,51,51,MLG65,8,MLG65,9,201,17,0,66,56.916515827178955,0.2831667454088505
493,493,493,493,493,493,493,1-0033,3,1-0033,7,10,1,0,3,2.814387083053589,0.2814387083053589
368,368,368,368,368,368,368,1-6858,7,1-6858,10,23,1,0,9,6.443161249160767,0.2801374456156855
401,401,401,401,401,401,401,1-8100,5,1-8100,13,19,1,0,7,5.233569860458374,0.27545104528728287
403,403,403,403,403,403,403,72-12171,3,72-12171,20,19,1,0,7,5.233569860458374,0.27545104528728287
169,169,169,169,169,169,169,1-7268,23,1-7268,21,70,18,0,2,19.209591388702393,0.2744227341243199
84,84,84,84,84,84,84,1-2382,11,1-2382,6,139,32,0,10,38.04795694351196,0.2737263089461292
334,334,334,334,334,334,334,1-18994,3,1-18994,7,28,1,0,11,7.652752637863159,0.2733125942093985
268,268,268,268,268,268,268,1-8493,5,1-8493,13,38,3,0,12,10.257548332214355,0.2699354824266936
35,35,35,35,35,35,35,1-7496,15,1-7496,20,246,30,0,60,66.28774166107178,0.26946236447590155
37,37,37,37,37,37,37,1-5775,16,1-5775,19,244,36,0,49,65.63498902320862,0.2689958566524943
130,130,130,130,130,130,130,1-3139,12,1-3139,4,93,11,0,23,24.910300970077515,0.26785269860298405
103,103,103,103,103,103,103,1-3362,15,1-3362,20,117,15,0,27,31.3294837474823,0.2677733653630966
108,108,108,108,108,108,108,1-8328,15,1-8328,20,114,11,0,32,30.35346221923828,0.26625844051963404
131,131,131,131,131,131,131,1-9925,7,1-9925,10,93,6,0,31,24.748666524887085,0.2661146938159902
352,352,352,352,352,352,352,1-2297,3,1-2297,7,25,0,0,11,6.652752637863159,0.26611010551452635
98,98,98,98,98,98,98,1-5043,5,1-5043,13,123,4,0,47,32.425397634506226,0.2636211189797254
163,163,163,163,163,163,163,1-6692,20,1-6692,16,71,12,0,11,18.65275263786316,0.26271482588539663
36,36,36,36,36,36,36,MLG64,6,MLG64,11,245,55,0,15,64.07193541526794,0.26151810373578754
9,9,9,9,9,9,9,1-3523,3,1-3523,7,543,13,0,213,141.8214828968048,0.26118136813407883
275,275,275,275,275,275,275,1-4020,23,1-4020,22,37,6,0,6,9.628774166107178,0.26023713962451833
165,165,165,165,165,165,165,MLG59,22,MLG59,12,71,8,0,17,18.281526803970337,0.2574862930136667
160,160,160,160,160,160,160,1-5197,7,1-5197,10,72,4,0,24,18.51509666442871,0.25715412033928764
87,87,87,87,87,87,87,1-3141,5,1-3141,13,136,4,0,51,34.84458041191101,0.25621015008758097
300,300,300,300,300,300,300,1-18709,17,1-18709,18,33,6,0,4,8.419182777404785,0.25512675083044806
197,197,197,197,197,197,197,1-6006,5,1-6006,13,57,6,0,14,14.467139720916748,0.25380946878801314
203,203,203,203,203,203,203,1-9938,7,1-9938,10,55,3,0,18,13.886322498321533,0.25247859087857333
242,242,242,242,242,242,242,1-3206,3,1-3206,7,45,1,0,17,11.281526803970337,0.2507005956437853
541,541,541,541,541,541,541,1-8532,11,1-8532,2,4,1,0,0,1.0,0.25
326,326,326,326,326,326,326,1-0027,17,1-0027,18,29,3,0,7,7.233569860458374,0.24943344346408186
195,195,195,195,195,195,195,1-9379,21,1-9379,15,58,9,0,9,14.443161249160767,0.2490200215372546
354,354,354,354,354,354,354,1-7530,23,1-7530,22,25,5,0,2,6.209591388702393,0.24838365554809572
150,150,150,150,150,150,150,1-3083,3,1-3083,7,78,3,0,27,19.3294837474823,0.24781389419849104
170,170,170,170,170,170,170,1-6594,5,1-6594,13,70,1,0,27,17.3294837474823,0.24756405353546143
122,122,122,122,122,122,122,1-9404,7,1-9404,10,100,6,0,31,24.748666524887085,0.24748666524887086
61,61,61,61,61,61,61,1-6927,7,1-6927,10,179,15,0,48,44.03019332885742,0.24597873368076772
412,412,412,412,412,412,412,1-0055,5,1-0055,21,18,2,0,4,4.419182777404785,0.24551015430026585
455,455,455,455,455,455,455,1-18377,24,1-18377,23,14,1,0,4,3.419182777404785,0.24422734124319895
525,525,525,525,525,525,525,1-3216,3,1-3216,7,5,0,0,2,1.2095913887023926,0.24191827774047853
443,443,443,443,443,443,443,1-19222,12,1-19222,4,15,0,0,6,3.6287741661071777,0.24191827774047853
534,534,534,534,534,534,534,1-8379,1,1-8379,1,5,0,0,2,1.2095913887023926,0.24191827774047853
535,535,535,535,535,535,535,1-8566,7,1-8566,10,5,0,0,2,1.2095913887023926,0.24191827774047853
265,265,265,265,265,265,265,1-1204,22,1-1204,21,39,7,0,4,9.419182777404785,0.2415175071129432
224,224,224,224,224,224,224,1-9277,12,1-9277,4,48,3,0,14,11.467139720916748,0.2388987441857656
66,66,66,66,66,66,66,MLG48,5,MLG48,13,159,21,0,28,37.934279441833496,0.2385803738480094
115,115,115,115,115,115,115,1-8421,5,1-8421,13,109,3,0,38,25.98223638534546,0.23836914114995833
343,343,343,343,343,343,343,MLG67,22,MLG67,11,27,4,0,4,6.419182777404785,0.2377475102742513
337,337,337,337,337,337,337,1-6532,23,1-6532,22,27,4,0,4,6.419182777404785,0.2377475102742513
407,407,407,407,407,407,407,1-9549,7,1-9549,10,18,0,0,7,4.233569860458374,0.23519832558102077
65,65,65,65,65,65,65,1-4319,7,1-4319,10,163,16,0,36,37.772644996643066,0.2317340183843133
10,10,10,10,10,10,10,MLG62,11,MLG62,2,525,62,0,98,121.26997804641724,0.23099043437412806
324,324,324,324,324,324,324,1-5515,20,1-5515,7,29,3,0,6,6.628774166107178,0.22857841952093716
325,325,325,325,325,325,325,1-9338,7,1-9338,10,29,3,0,6,6.628774166107178,0.22857841952093716
447,447,447,447,447,447,447,1-9971,22,1-9971,21,15,1,0,4,3.419182777404785,0.22794551849365235
344,344,344,344,344,344,344,1-2103,5,1-2103,13,26,1,0,8,5.83836555480957,0.22455252133882964
345,345,345,345,345,345,345,1-3584,3,1-3584,7,26,1,0,8,5.83836555480957,0.22455252133882964
358,358,358,358,358,358,358,1-8627,18,1-8627,17,25,5,0,1,5.604795694351196,0.22419182777404786
8,8,8,8,8,8,8,1-10468,7,1-10468,10,549,56,0,109,121.9227306842804,0.22208147665624844
49,49,49,49,49,49,49,1-6974,19,1-6974,12,207,9,0,61,45.892537355422974,0.2217030790117052
260,260,260,260,260,260,260,1-4760,3,1-4760,7,40,1,0,13,8.862344026565552,0.2215586006641388
266,266,266,266,266,266,266,1-9496,19,1-9496,12,39,5,0,6,8.628774166107178,0.2212506196437738
257,257,257,257,257,257,257,1-19286,17,1-19286,18,40,4,0,8,8.83836555480957,0.22095913887023927
488,488,488,488,488,488,488,1-9576,22,1-9576,21,10,1,0,2,2.2095913887023926,0.22095913887023927
210,210,210,210,210,210,210,1-1191,4,1-1191,20,53,11,0,1,11.604795694351196,0.21895840932738106
255,255,255,255,255,255,255,1-3564,5,1-3564,13,41,1,0,13,8.862344026565552,0.21615473235525737
0,0,0,0,0,0,0,1-6098,17,1-6098,18,1327,154,0,215,284.0310742855072,0.21403999569367535
445,445,445,445,445,445,445,1-5654,12,1-5654,6,15,2,0,2,3.2095913887023926,0.21397275924682618
296,296,296,296,296,296,296,1-0205,9,1-0205,8,34,3,0,7,7.233569860458374,0.21275205471936395
19,19,19,19,19,19,19,1-7863,5,1-7863,13,351,20,0,90,74.43161249160767,0.2120558760444663
404,404,404,404,404,404,404,1-20578,8,1-20578,9,19,1,0,5,4.0239784717559814,0.21178834061873586
183,183,183,183,183,183,183,1-19915,5,1-19915,13,62,1,0,20,13.095913887023926,0.21122441753264395
262,262,262,262,262,262,262,1-8172,10,1-8172,14,40,3,0,9,8.443161249160767,0.21107903122901917
154,154,154,154,154,154,154,1-9417,7,1-9417,10,76,2,0,23,15.910300970077515,0.20934606539575676
323,323,323,323,323,323,323,1-13247,15,1-13247,21,29,0,0,10,6.047956943511963,0.208550239431447
101,101,101,101,101,101,101,1-18371,20,1-18371,16,120,5,0,33,24.958257913589478,0.20798548261324565
7,7,7,7,7,7,7,MLG69,4,MLG69,3,576,74,0,75,119.35967707633972,0.20722166159086758
288,288,288,288,288,288,288,1-9761,22,1-9761,21,35,3,0,7,7.233569860458374,0.20667342458452498
100,100,100,100,100,100,100,1-5172,5,1-5172,13,120,6,0,31,24.748666524887085,0.20623888770739238
219,219,219,219,219,219,219,1-2400,8,1-2400,9,49,7,0,5,10.023978471755981,0.20457098921950984
141,141,141,141,141,141,141,1-8820,7,1-8820,10,83,3,0,23,16.910300970077515,0.20373856590454836
521,521,521,521,521,521,521,1-3551,7,1-3551,10,6,0,0,2,1.2095913887023926,0.2015985647837321
302,302,302,302,302,302,302,1-9500,5,1-9500,13,33,0,0,11,6.652752637863159,0.2015985647837321
395,395,395,395,395,395,395,1-1836,19,1-1836,12,20,1,0,5,4.0239784717559814,0.20119892358779906
482,482,482,482,482,482,482,1-9457,8,1-9457,9,11,1,0,2,2.2095913887023926,0.20087194442749023
439,439,439,439,439,439,439,1-4682,21,1-4682,15,16,2,0,2,3.2095913887023926,0.20059946179389954
411,411,411,411,411,411,411,1-8124,6,1-8124,11,18,3,0,1,3.6047956943511963,0.20026642746395534
269,269,269,269,269,269,269,1-8551,23,1-8551,22,38,7,0,1,7.604795694351196,0.20012620248292623
107,107,107,107,107,107,107,MLG37,3,MLG37,7,116,0,0,38,22.98223638534546,0.19812272745987464
123,123,123,123,123,123,123,1-11350,4,1-11350,3,100,13,0,11,19.65275263786316,0.19652752637863158
280,280,280,280,280,280,280,1-8314,9,1-8314,8,36,1,0,10,7.047956943511963,0.1957765817642212
190,190,190,190,190,190,190,1-7819,3,1-7819,7,59,3,0,14,11.467139720916748,0.19435830035452115
53,53,53,53,53,53,53,1-8341,12,1-8341,4,197,25,0,21,37.70070958137512,0.19137416031154883
67,67,67,67,67,67,67,1-3516,15,1-3516,20,156,6,0,39,29.587032079696655,0.18966046204933754
25,25,25,25,25,25,25,1-18028,16,1-18028,19,309,31,0,45,58.21580624580383,0.1884006674621483
308,308,308,308,308,308,308,1-4700,15,1-4700,20,31,1,0,8,5.83836555480957,0.1883343727357926
146,146,146,146,146,146,146,MLG78,6,MLG78,11,80,12,0,5,15.023978471755981,0.18779973089694976
228,228,228,228,228,228,228,MLG60,24,MLG60,23,47,7,0,3,8.814387083053589,0.18754015070326785
93,93,93,93,93,93,93,MLG52,8,MLG52,9,125,21,0,4,23.419182777404785,0.1873534622192383
272,272,272,272,272,272,272,1-19229,18,1-19229,17,38,4,0,5,7.0239784717559814,0.18484153873042056
22,22,22,22,22,22,22,MLG50,10,MLG50,14,319,29,0,49,58.63498902320862,0.18380874301946276
199,199,199,199,199,199,199,1-20167,17,1-20167,18,56,3,0,12,10.257548332214355,0.1831705059323992
487,487,487,487,487,487,487,1-4929,1,1-4929,1,10,0,0,3,1.8143870830535889,0.18143870830535888
322,322,322,322,322,322,322,1-19549,5,1-19549,13,29,1,0,7,5.233569860458374,0.18046792622270255
4,4,4,4,4,4,4,MLG68,16,MLG68,19,642,100,0,26,115.7246880531311,0.18025652344724472
400,400,400,400,400,400,400,1-8646,6,1-8646,11,20,3,0,1,3.6047956943511963,0.1802397847175598
16,16,16,16,16,16,16,1-7140,1,1-7140,1,397,0,0,118,71.36589193344116,0.17976295197340342
231,231,231,231,231,231,231,1-7991,16,1-7991,5,46,7,0,2,8.209591388702393,0.1784693780152694
1,1,1,1,1,1,1,1-9227,12,1-9227,4,801,82,0,100,142.47956943511963,0.17787711539964998
