Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,17,13,1-1131,138,71,0,11,71.34740336984396,0.5170101693466954
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,8,5,1-1989,46,20,0,3,20.094746373593807,0.4368423124694306
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,20,21,MLG52,125,52,0,18,52.56847824156284,0.42054782593250273
459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,1-2545,11,2,1-2545,145,54,0,31,54.97904586046934,0.3791658335204782
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,17,13,P-16616,28,10,0,11,10.34740336984396,0.36955012035157
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,6,16,1-7530,25,9,0,3,9.094746373593807,0.36378985494375227
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,6,1-1390,98,31,0,15,31.473731867969036,0.32116052926499017
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,1-8157,15,11,1-8157,75,23,0,6,23.189492747187614,0.3091932366291682
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,1-9156,15,15,1-9156,268,78,0,78,80.46340571343899,0.3002365884829813
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,17,13,1-6980,128,35,0,38,36.200120732188225,0.2828134432202205
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,15,16,1-20578,19,5,0,2,5.063164249062538,0.2664823288980283
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,16,1-7807,239,62,0,47,63.48435985296965,0.26562493662330394
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,1,17,1-6061,40,10,0,17,10.536896117031574,0.26342240292578933
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,7,6,1-9770,50,13,0,4,13.126328498125076,0.2625265699625015
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,3,10,1-1942,34,8,0,25,8.789553113281727,0.25851626803769784
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,15,15,1-7897,95,23,0,45,24.42119560390711,0.2570652168832327
322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,8,5,1-0296,41,10,0,12,10.378985494375229,0.25314598766768853
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,17,1-5002,45,11,0,12,11.378985494375229,0.25286634431944954
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,1-18709,1,17,1-18709,33,8,0,4,8.126328498125076,0.24625237873106293
