Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,17,7,1-8400,33,29,0,5,30.514262706041336,0.9246746274557981
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,11,15,1-1390,98,63,0,19,68.75419828295708,0.701573451866909
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,10,2,1-6227,52,36,0,0,36.0,0.6923076923076923
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,12,12,1-18377,14,9,0,2,9.605705082416534,0.686121791601181
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,12,12,1-6028,2,1,0,1,1.3028525412082672,0.6514262706041336
465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,1-5913,11,15,1-5913,14,8,0,2,8.605705082416534,0.6146932201726096
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,10,2,1-3216,5,3,0,0,3.0,0.6
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,20,16,1-1942,34,15,0,16,19.845640659332275,0.5836953135097728
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,18,6,1-10696,24,13,0,3,13.908557623624802,0.5795232343177
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,1-9733,7,3,1-9733,4,2,0,1,2.302852541208267,0.5757131353020668
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,5,4,1-7268,70,38,0,7,40.11996778845787,0.5731423969779695
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,5,4,MLG65,201,97,0,39,108.81124910712242,0.5413494980453852
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,5,4,1-9496,39,18,0,10,21.028525412082672,0.5391929592841711
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,17,7,1-1250,34,16,0,6,17.817115247249603,0.5240328013896942
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,15,10,P-16616,28,13,0,5,14.514262706041336,0.518366525215762
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,15,10,1-6228,48,21,0,11,24.33137795329094,0.5069037073602279
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,15,10,1-9379,58,25,0,14,29.23993557691574,0.5041368202916507
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,18,6,1-8267,133,56,0,36,66.90269148349762,0.5030277555150197
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,10,2,1-0055,18,9,0,0,9.0,0.5
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,6,14,1-4847,2,1,0,0,1.0,0.5
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,11,15,1-19567,2,1,0,0,1.0,0.5
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,16,9,1-9455,2,1,0,0,1.0,0.5
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,6,14,1-3206,45,18,0,13,21.937083035707474,0.48749073412683275
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,7,3,1-7993,24,4,0,24,11.268460988998413,0.4695192078749339
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,16,9,1-9286,81,24,0,46,37.93121689558029,0.46828662834049745
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,1-18371,10,2,1-18371,120,54,0,6,55.8171152472496,0.46514262706041337
254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,254,1-8379,8,5,1-8379,5,2,0,1,2.302852541208267,0.46057050824165346
541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,541,1-5424,10,2,1-5424,5,2,0,1,2.302852541208267,0.46057050824165346
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,18,6,1-8488,23,6,0,15,10.542788118124008,0.4583820920923482
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,17,7,1-9861,8,3,0,2,3.6057050824165344,0.4507131353020668
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,1-1770,4,13,1-1770,35,10,0,19,15.754198282957077,0.45011995094163076
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,18,6,1-0272,111,41,0,24,48.26846098899841,0.4348509999008866
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,1-9946,21,11,1-9946,12,4,0,4,5.211410164833069,0.43428418040275574
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,17,7,1-9697,20,8,0,2,8.605705082416534,0.43028525412082674
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,11,15,1-3596,223,91,0,10,94.02852541208267,0.42165258032324066
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,17,7,1-9333,102,35,0,24,42.26846098899841,0.41439667636272953
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,17,7,72-12171,19,5,0,9,7.725672870874405,0.40661436162496867
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,20,16,1-1462,192,56,0,68,76.59397280216217,0.39892694167792797
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,1-0205,4,13,1-0205,34,9,0,15,13.542788118124008,0.3983172975918826
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,1-18615,7,3,1-18615,22,6,0,9,8.725672870874405,0.3966214941306548
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,5,4,1-6692,71,22,0,20,28.057050824165344,0.39516972991782173
95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,1-3312,12,12,1-3312,36,12,0,7,14.11996778845787,0.3922213274571631
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,4,13,MLG32,52,13,0,24,20.268460988998413,0.3897780959422772
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,10,2,1-5002,45,16,0,5,17.514262706041336,0.3892058379120297
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-18613,4,13,1-18613,25,7,0,9,9.725672870874405,0.3890269148349762
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-9452,17,7,1-9452,16,5,0,4,6.211410164833069,0.3882131353020668
336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,336,1-1827,18,6,1-1827,24,9,0,1,9.302852541208267,0.3876188558836778
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-7070,5,4,1-7070,129,45,0,16,49.845640659332275,0.3864003151886223
490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,1-3551,3,21,1-3551,6,2,0,1,2.302852541208267,0.38380875686804455
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,1-6035,8,5,1-6035,23,7,0,6,8.817115247249603,0.38335283683693927
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,17,7,1-7964,202,42,0,110,75.3137795329094,0.37284049273717523
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,21,11,1-1570,142,45,0,26,52.87416607141495,0.372353282193063
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,15,10,MLG75,185,56,0,41,68.41695418953896,0.36982137399750786
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-0053,8,5,1-0053,142,43,0,30,52.085576236248016,0.3667998326496339
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,8,5,1-11330,14,3,0,7,5.1199677884578705,0.3657119848898479
504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,504,1-5425,19,8,1-5425,17,5,0,4,6.211410164833069,0.3653770685195923
533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,533,1-7530,18,6,1-7530,25,7,0,7,9.11996778845787,0.36479871153831483
426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,426,1-4355,15,10,1-4355,49,12,0,19,17.754198282957077,0.36233057720320566
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,15,10,1-18487,23,5,0,11,8.33137795329094,0.3622338240561278
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,17,7,1-5799,7,1,0,5,2.514262706041336,0.3591803865773337
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,7,3,1-1833,124,31,0,44,44.32551181316376,0.357463804944869
542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,16,9,1-1191,53,14,0,15,18.542788118124008,0.34986392675705674
412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,19,8,1-6858,23,5,0,10,8.028525412082672,0.349066322264464
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,18,6,1-6532,27,7,0,8,9.422820329666138,0.3489933455431903
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,21,11,1-7874,258,65,0,75,87.71394059062004,0.33997651391713196
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,16,9,1-7897,95,15,0,57,32.26259484887123,0.3396062615670656
520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,1-2034,4,13,1-2034,16,3,0,8,5.422820329666138,0.3389262706041336
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,11,15,MLG38,77,24,0,6,25.817115247249603,0.3352872110032416
496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,496,1-3176,10,2,1-3176,3,1,0,0,1.0,0.3333333333333333
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,3,21,1-6061,40,13,0,1,13.302852541208267,0.3325713135302067
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,16,9,MLG15,105,24,0,36,34.90269148349762,0.33240658555712016
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,17,7,1-1836,20,6,0,2,6.605705082416534,0.3302852541208267
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,1-8634,6,14,1-8634,10,3,0,1,3.302852541208267,0.3302852541208267
539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,539,1-9436,15,10,1-9436,21,6,0,3,6.908557623624802,0.3289789344583239
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-11350,6,14,1-11350,100,25,0,26,32.87416607141495,0.32874166071414945
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,4,13,1-5654,15,4,0,3,4.908557623624802,0.3272371749083201
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,MLG39,7,3,MLG39,23,6,0,5,7.514262706041336,0.32670707417571027
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,10,2,1-9770,50,13,0,11,16.33137795329094,0.3266275590658188
508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,508,1-8532,11,15,1-8532,4,1,0,1,1.3028525412082672,0.3257131353020668
280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-7608,5,4,1-7608,4,1,0,1,1.3028525412082672,0.3257131353020668
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,8,5,1-0405,64,9,0,39,20.81124910712242,0.32517576729878783
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-2701,16,9,1-2701,61,18,0,6,19.817115247249603,0.3248707417581902
