Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,1,MLG44,59,10,1,3,1012.7093794345856,17.16456575312857
168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,16,MLG45,70,11,1,18,1027.2562766075134,14.67508966582162
84,84,84,84,84,84,84,84,84,84,84,84,1-2382,21,1,1-2382,139,7,1,6,1012.4187588691711,7.283588193303389
6,6,6,6,6,6,6,6,6,6,6,6,MLG54,7,16,MLG54,595,25,1,93,1108.9907624721527,1.8638500209616011
75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,8,1-2545,145,29,0,68,90.41260051727295,0.6235351759811928
295,295,295,295,295,295,295,295,295,295,295,295,1-1942,14,16,1-1942,34,10,0,11,19.934391260147095,0.586305625298444
78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,20,1-1570,142,7,0,83,81.9594976902008,0.5771795611985973
228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,8,MLG60,47,6,0,23,26.77190899848938,0.5696150850742421
145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,20,1-9491,80,21,0,26,44.48128843307495,0.5560161054134369
49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,16,1-6974,207,62,0,56,112.57508277893066,0.5438409796083606
55,55,55,55,55,55,55,55,55,55,55,55,1-1462,14,5,1-1462,192,14,0,99,103.40952134132385,0.5385912569860617
29,29,29,29,29,29,29,29,29,29,29,29,1-3534,10,19,1-3534,279,63,0,82,137.05637121200562,0.4912414738781563
176,176,176,176,176,176,176,176,176,176,176,176,1-6561,18,20,1-6561,65,3,0,32,31.900047302246094,0.49076995849609373
36,36,36,36,36,36,36,36,36,36,36,36,MLG64,13,6,MLG64,245,78,0,45,118.64069151878357,0.4842477204848309
81,81,81,81,81,81,81,81,81,81,81,81,1-7682,18,20,1-7682,141,13,0,60,67.18758869171143,0.47650772121781154
57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,8,MLG75,185,40,0,53,87.86570334434509,0.4749497478072708
368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,13,1-6858,23,10,0,1,10.90312647819519,0.47404897731283435
299,299,299,299,299,299,299,299,299,299,299,299,MLG31,13,6,MLG31,33,9,0,7,15.321885347366333,0.464299555980798
102,102,102,102,102,102,102,102,102,102,102,102,1-17907,5,14,1-17907,119,28,0,30,55.09379434585571,0.46297306172987995
40,40,40,40,40,40,40,40,40,40,40,40,1-7807,5,14,1-7807,239,55,0,61,110.09071516990662,0.460630607405467
156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,17,1-2294,75,21,0,15,34.546897172927856,0.4606252956390381
281,281,281,281,281,281,281,281,281,281,281,281,1-3312,11,12,1-3312,36,3,0,15,16.546897172927856,0.45963603258132935
129,129,129,129,129,129,129,129,129,129,129,129,1-4531,14,5,1-4531,94,12,0,34,42.706300258636475,0.4543223431769838
35,35,35,35,35,35,35,35,35,35,35,35,1-7496,5,14,1-7496,246,52,0,66,111.60634756088257,0.45368433967838445
553,553,553,553,553,553,553,553,553,553,553,553,1-4847,1,6,1-4847,2,0,0,1,0.9031264781951904,0.4515632390975952
227,227,227,227,227,227,227,227,227,227,227,227,1-1957,16,3,1-1957,47,4,0,19,21.159403085708618,0.45020006565337484
67,67,67,67,67,67,67,67,67,67,67,67,1-3516,5,14,1-3516,156,32,0,42,69.931312084198,0.4482776415653718
331,331,331,331,331,331,331,331,331,331,331,331,1-5981,3,8,1-5981,28,8,0,5,12.515632390975952,0.446986871106284
43,43,43,43,43,43,43,43,43,43,43,43,MLG14,12,13,MLG14,232,63,0,44,102.73756504058838,0.44283433207150164
28,28,28,28,28,28,28,28,28,28,28,28,1-7005,14,5,1-7005,285,33,0,103,126.02202725410461,0.4421825517687881
7,7,7,7,7,7,7,7,7,7,7,7,MLG69,3,7,MLG69,576,32,0,245,253.26598715782166,0.43969789437121815
51,51,51,51,51,51,51,51,51,51,51,51,MLG65,3,7,MLG65,201,41,0,51,87.05945038795471,0.43313159396992396
148,148,148,148,148,148,148,148,148,148,148,148,1-0278,18,20,1-0278,79,6,0,31,33.9969208240509,0.430340769924695
239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,15,1-5002,45,12,0,8,19.225011825561523,0.4272224850124783
137,137,137,137,137,137,137,137,137,137,137,137,1-6611,5,14,1-6611,89,18,0,22,37.86878252029419,0.4254919384302718
5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,3,MLG57,629,63,0,226,267.10658407211304,0.42465275687140386
385,385,385,385,385,385,385,385,385,385,385,385,1-18615,16,3,1-18615,22,3,0,7,9.321885347366333,0.42372206124392425
332,332,332,332,332,332,332,332,332,332,332,332,P-16616,2,9,P-16616,28,10,0,2,11.80625295639038,0.42165189129965647
447,447,447,447,447,447,447,447,447,447,447,447,1-9971,1,10,1-9971,15,0,0,7,6.321885347366333,0.4214590231577555
213,213,213,213,213,213,213,213,213,213,213,213,1-6227,17,21,1-6227,52,11,0,12,21.837517738342285,0.4199522641988901
34,34,34,34,34,34,34,34,34,34,34,34,MLG51,8,17,MLG51,248,48,0,61,103.09071516990662,0.4156883676205912
208,208,208,208,208,208,208,208,208,208,208,208,1-5355,18,20,1-5355,53,3,0,21,21.965656042099,0.41444634041696227
496,496,496,496,496,496,496,496,496,496,496,496,1-9076,21,1,1-9076,9,1,0,3,3.7093794345855713,0.4121532705095079
22,22,22,22,22,22,22,22,22,22,22,22,MLG50,12,13,MLG50,319,73,0,64,130.8000946044922,0.4100316445281887
350,350,350,350,350,350,350,350,350,350,350,350,1-9609,9,18,1-9609,25,3,0,8,10.225011825561523,0.40900047302246095
450,450,450,450,450,450,450,450,450,450,450,450,1-11206,4,8,1-11206,14,3,0,3,5.709379434585571,0.40781281675611225
431,431,431,431,431,431,431,431,431,431,431,431,1-8503,10,22,1-8503,16,2,0,5,6.515632390975952,0.407227024435997
169,169,169,169,169,169,169,169,169,169,169,169,1-7268,16,3,1-7268,70,11,0,19,28.159403085708618,0.4022771869386945
63,63,63,63,63,63,63,63,63,63,63,63,1-3052,14,5,1-3052,166,16,0,56,66.57508277893066,0.4010547155357269
41,41,41,41,41,41,41,41,41,41,41,41,1-9283,3,7,1-9283,235,21,0,81,94.15324473381042,0.40065210525025713
534,534,534,534,534,534,534,534,534,534,534,534,1-8379,21,1,1-8379,5,2,0,0,2.0,0.4
103,103,103,103,103,103,103,103,103,103,103,103,1-3362,5,14,1-3362,117,24,0,25,46.57816195487976,0.39810394833230567
77,77,77,77,77,77,77,77,77,77,77,77,1-9674,11,12,1-9674,144,13,0,48,56.35007095336914,0.3913199371761746
161,161,161,161,161,161,161,161,161,161,161,161,1-8285,16,3,1-8285,72,10,0,20,28.06252956390381,0.38975735505421955
512,512,512,512,512,512,512,512,512,512,512,512,1-5799,18,20,1-5799,7,0,0,3,2.7093794345855713,0.3870542049407959
114,114,114,114,114,114,114,114,114,114,114,114,1-7152,5,14,1-7152,109,25,0,19,42.15940308570862,0.3867835145477855
54,54,54,54,54,54,54,54,54,54,54,54,1-1350,18,20,1-1350,195,22,0,59,75.28446221351624,0.38607416519751914
404,404,404,404,404,404,404,404,404,404,404,404,1-20578,11,12,1-20578,19,1,0,7,7.321885347366333,0.3853623867034912
64,64,64,64,64,64,64,64,64,64,64,64,MLG29,6,15,MLG29,164,35,0,31,62.9969208240509,0.3841275660003104
143,143,143,143,143,143,143,143,143,143,143,143,1-9286,16,3,1-9286,81,13,0,20,31.06252956390381,0.3834880193074544
296,296,296,296,296,296,296,296,296,296,296,296,1-0205,14,5,1-0205,34,4,0,10,13.031264781951904,0.3832724935868207
155,155,155,155,155,155,155,155,155,155,155,155,1-8157,1,10,1-8157,75,17,0,13,28.740644216537476,0.383208589553833
157,157,157,157,157,157,157,157,157,157,157,157,1-17733,11,12,1-17733,74,3,0,28,28.287541389465332,0.3822640728306126
24,24,24,24,24,24,24,24,24,24,24,24,1-3535,2,9,1-3535,315,46,0,82,120.05637121200562,0.3811313371809702
529,529,529,529,529,529,529,529,529,529,529,529,1-5424,21,1,1-5424,5,1,0,1,1.9031264781951904,0.3806252956390381
136,136,136,136,136,136,136,136,136,136,136,136,1-1769,11,12,1-1769,89,3,0,34,33.706300258636475,0.3787224748161402
46,46,46,46,46,46,46,46,46,46,46,46,1-2282,13,6,1-2282,219,63,0,22,82.86878252029419,0.3783962672159552
358,358,358,358,358,358,358,358,358,358,358,358,1-8627,5,14,1-8627,25,4,0,6,9.418758869171143,0.3767503547668457
477,477,477,477,477,477,477,477,477,477,477,477,1-8222,9,18,1-8222,12,0,0,5,4.515632390975952,0.37630269924799603
244,244,244,244,244,244,244,244,244,244,244,244,1-19448,4,8,1-19448,45,6,0,12,16.837517738342285,0.37416706085205076
147,147,147,147,147,147,147,147,147,147,147,147,1-2423,9,18,1-2423,79,6,0,26,29.48128843307495,0.3731808662414551
179,179,179,179,179,179,179,179,179,179,179,179,1-7467,12,13,1-7467,64,12,0,13,23.740644216537476,0.37094756588339806
466,466,466,466,466,466,466,466,466,466,466,466,1-9416,16,3,1-9416,13,3,0,2,4.806252956390381,0.36971176587618315
274,274,274,274,274,274,274,274,274,274,274,274,1-7744,1,10,1-7744,37,1,0,14,13.643770694732666,0.3687505593170991
160,160,160,160,160,160,160,160,160,160,160,160,1-5197,11,12,1-5197,72,3,0,26,26.48128843307495,0.3677956726815965
224,224,224,224,224,224,224,224,224,224,224,224,1-9277,21,1,1-9277,48,4,0,15,17.546897172927856,0.3655603577693303
263,263,263,263,263,263,263,263,263,263,263,263,1-6061,6,6,1-6061,40,11,0,4,14.612505912780762,0.36531264781951905
32,32,32,32,32,32,32,32,32,32,32,32,1-7874,14,5,1-7874,258,28,0,73,93.9282329082489,0.36406291824902676
17,17,17,17,17,17,17,17,17,17,17,17,1-7004,5,14,1-7004,381,49,0,99,138.40952134132385,0.3632795835730285
510,510,510,510,510,510,510,510,510,510,510,510,1-10444,18,20,1-10444,8,2,0,1,2.9031264781951904,0.3628908097743988
154,154,154,154,154,154,154,154,154,154,154,154,1-9417,11,12,1-9417,76,5,0,25,27.57816195487976,0.3628705520378916
414,414,414,414,414,414,414,414,414,414,414,414,MLG06,3,7,MLG06,18,2,0,5,6.515632390975952,0.3619795772764418
526,526,526,526,526,526,526,526,526,526,526,526,1-9836,1,10,1-9836,5,0,0,2,1.8062529563903809,0.3612505912780762
31,31,31,31,31,31,31,31,31,31,31,31,1-9156,15,4,1-9156,268,64,0,36,96.51255321502686,0.36012146722024946
302,302,302,302,302,302,302,302,302,302,302,302,1-9500,1,10,1-9500,33,1,0,12,11.837517738342285,0.358712658737645
125,125,125,125,125,125,125,125,125,125,125,125,1-1390,7,16,1-1390,98,17,0,20,35.06252956390381,0.3577809139173858
166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,13,MLG58,71,19,0,7,25.321885347366333,0.35664627249811737
181,181,181,181,181,181,181,181,181,181,181,181,MLG84,4,8,MLG84,63,8,0,16,22.450023651123047,0.3563495817638579
381,381,381,381,381,381,381,381,381,381,381,381,1-9752,21,1,1-9752,22,6,0,2,7.806252956390381,0.3548296798359264
25,25,25,25,25,25,25,25,25,25,25,25,1-18028,3,7,1-18028,309,2,0,119,109.47205090522766,0.3542784818939407
165,165,165,165,165,165,165,165,165,165,165,165,MLG59,10,19,MLG59,71,17,0,9,25.128138303756714,0.3539174408979819
441,441,441,441,441,441,441,441,441,441,441,441,1-9997,2,9,1-9997,16,2,0,4,5.612505912780762,0.3507816195487976
272,272,272,272,272,272,272,272,272,272,272,272,1-19229,15,4,1-19229,38,6,0,8,13.225011825561523,0.34802662698846115
53,53,53,53,53,53,53,53,53,53,53,53,1-8341,14,5,1-8341,197,15,0,59,68.28446221351624,0.34662163560160525
378,378,378,378,378,378,378,378,378,378,378,378,1-9518,7,16,1-9518,22,4,0,4,7.612505912780762,0.3460229960354892
448,448,448,448,448,448,448,448,448,448,448,448,MLG42,16,4,MLG42,14,3,0,2,4.806252956390381,0.34330378259931293
180,180,180,180,180,180,180,180,180,180,180,180,1-10539,15,4,1-10539,63,8,0,15,21.546897172927856,0.3420142408401247
48,48,48,48,48,48,48,48,48,48,48,48,MLG30,9,18,MLG30,208,34,0,41,71.02818560600281,0.3414816615673212
123,123,123,123,123,123,123,123,123,123,123,123,1-11350,3,7,1-11350,100,7,0,30,34.09379434585571,0.3409379434585571
269,269,269,269,269,269,269,269,269,269,269,269,1-8551,14,5,1-8551,38,3,0,11,12.934391260147095,0.340378717372292
503,503,503,503,503,503,503,503,503,503,503,503,1-5531,10,12,1-5531,8,0,0,3,2.7093794345855713,0.3386724293231964
437,437,437,437,437,437,437,437,437,437,437,437,1-4098,9,18,1-4098,16,0,0,6,5.418758869171143,0.3386724293231964
215,215,215,215,215,215,215,215,215,215,215,215,MLG40,15,4,MLG40,51,9,0,9,17.128138303756714,0.3358458490932689
216,216,216,216,216,216,216,216,216,216,216,216,1-8397,19,21,1-8397,51,9,0,9,17.128138303756714,0.3358458490932689
58,58,58,58,58,58,58,58,58,58,58,58,MLG49,20,22,MLG49,185,8,0,59,61.284462213516235,0.33126736331630396
319,319,319,319,319,319,319,319,319,319,319,319,1-18935,17,2,1-18935,30,9,0,1,9.90312647819519,0.3301042159398397
458,458,458,458,458,458,458,458,458,458,458,458,1-9667,16,3,1-9667,14,1,0,4,4.612505912780762,0.3294647080557687
138,138,138,138,138,138,138,138,138,138,138,138,1-4640,7,16,1-4640,87,16,0,14,28.643770694732666,0.32923874361761685
8,8,8,8,8,8,8,8,8,8,8,8,1-10468,11,12,1-10468,549,47,0,148,180.66271877288818,0.32907599047884917
329,329,329,329,329,329,329,329,329,329,329,329,1-5980,6,15,1-5980,29,5,0,5,9.515632390975952,0.3281252548612397
153,153,153,153,153,153,153,153,153,153,153,153,1-9516,14,5,1-9516,76,4,0,23,24.77190899848938,0.32594617103275497
217,217,217,217,217,217,217,217,217,217,217,217,1-9770,15,4,1-9770,50,9,0,8,16.225011825561523,0.32450023651123044
238,238,238,238,238,238,238,238,238,238,238,238,1-4390,14,5,1-4390,45,9,0,6,14.418758869171143,0.32041686375935874
422,422,422,422,422,422,422,422,422,422,422,422,1-7536,18,20,1-7536,17,0,0,6,5.418758869171143,0.3187505217159496
