Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,7,MLG65,201,84,0,79,88.6068224273622,0.44082996232518507
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,13,1-7682,141,59,0,17,59.99134153500199,0.4254705073404397
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,18,1-9379,58,20,0,12,20.699770495295525,0.35689259474647456
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,3,9,1-1957,47,16,0,10,16.583142079412937,0.35283281020027524
286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-3587,14,4,1-3587,46,16,0,3,16.17494262382388,0.3516291874744322
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,15,1-3083,78,23,0,35,25.04099727794528,0.3210384266403241
484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,484,MLG31,14,4,MLG31,33,10,0,2,10.116628415882587,0.3065644974509875
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,11,MLG75,185,54,0,18,55.04965574294329,0.2975657067186124
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,3,9,1-2335,145,41,0,25,42.45785519853234,0.29281279447263686
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,15,10,1-1005,125,34,0,13,34.75808470323682,0.27806467762589454
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,12,1-9277,48,12,0,23,13.341226782649755,0.2779422246385366
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,3,9,1-9394,117,32,0,6,32.34988524764776,0.27649474570639115
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,1-9997,11,17,1-9997,16,4,0,6,4.349885247647762,0.27186782797798514
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,9,23,1-0272,111,28,0,24,29.39954099059105,0.26486072964496443
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,3,9,MLG14,232,58,0,28,59.632797822356224,0.2570379216480872
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,22,4,P-16616,28,7,0,2,7.116628415882587,0.25416530056723524
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,6,6,1-4682,16,4,0,1,4.058314207941294,0.25364463799633086
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,14,4,MLG78,80,20,0,1,20.058314207941294,0.2507289275992662
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,11,1-7024,498,111,0,235,124.70383886620402,0.25040931499237756
499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,499,1-8627,3,21,1-8627,25,6,0,3,6.174942623823881,0.24699770495295525
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,4,24,1-9333,102,25,0,1,25.058314207941294,0.24566974713667936
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,6,13,1-0278,79,18,0,19,19.10796995088458,0.24187303735296936
350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,2,18,1-2282,219,51,0,23,52.341226782649755,0.2390010355372135
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,5,22,MLG32,52,11,0,17,11.991341535001993,0.2306027218269614
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,13,7,1-18487,23,5,0,3,5.174942623823881,0.22499750538364702
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-6532,9,23,1-6532,27,6,0,1,6.058314207941294,0.22438200770152938
259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,22,14,1-3596,223,47,0,49,49.85739618912339,0.22357576766423046
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,7,12,1-7042,117,24,0,35,26.04099727794528,0.2225726263072246
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,5,1-9491,80,16,0,27,17.57448361441493,0.21968104518018663
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,2,18,MLG40,51,11,0,3,11.174942623823881,0.21911652203576237
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,1-5803,14,4,1-5803,15,3,0,4,3.233256831765175,0.21555045545101165
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,22,14,1-7004,381,71,0,187,81.90475688502192,0.2149731151837846
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,16,20,1-17758,40,8,0,10,8.583142079412937,0.21457855198532344
494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,1-3265,14,4,1-3265,19,4,0,1,4.058314207941294,0.21359548462848915
461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,1-9651,14,4,1-9651,38,8,0,2,8.116628415882587,0.21359548462848915
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,10,21,MLG51,248,52,0,16,52.9330273270607,0.21343962631879315
455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,455,1-17790,18,15,1-17790,5,1,0,1,1.0583142079412937,0.21166284158825874
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,22,MLG33,20,4,0,4,4.233256831765175,0.21166284158825874
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,11,17,1-4051,5,1,0,1,1.0583142079412937,0.21166284158825874
