,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG56,9,1,MLG56,511,36,1,40,1055.69717502594,2.065943591048806
1,MLG54,9,1,MLG54,595,15,1,33,1031.2501693964005,1.733193562010757
2,1-2545,22,7,1-2545,145,77,0,25,89.31073439121246,0.6159360992497411
3,1-1390,3,23,1-1390,98,21,0,56,48.57604503631592,0.4956739289419992
4,MLG55,16,6,MLG55,92,37,0,8,40.93943500518799,0.4449938587520433
5,1-1608,18,12,1-1608,307,25,0,217,131.85717451572418,0.4295021971196227
6,1-7866,2,13,1-7866,318,70,0,135,136.4779657125473,0.4291759928067525
7,1-5002,8,19,1-5002,45,14,0,10,18.924293756484985,0.4205398612552219
8,MLG40,1,11,MLG40,51,14,0,14,20.89401125907898,0.4096864952760584
9,MLG64,11,8,MLG64,245,50,0,100,99.24293756484984,0.4050732145504075
10,MLG51,6,9,MLG51,248,55,0,87,97.84135568141936,0.3945215954895942
11,1-3596,13,17,1-3596,223,32,0,104,83.21265506744385,0.37315091958495
12,1-8532,16,6,1-8532,4,1,0,1,1.4924293756484983,0.3731073439121246
13,1-1570,14,18,1-1570,142,52,0,0,52.0,0.3661971830985915
14,1-6858,11,4,1-6858,23,3,0,11,8.416723132133484,0.3659444840058036
15,1-4355,22,7,1-4355,49,11,0,14,17.89401125907898,0.3651839032465098
16,MLG58,11,8,MLG58,71,15,0,22,25.833446264266968,0.363851355834746
17,1-6647,2,8,1-6647,62,21,0,3,22.477288126945496,0.3625369052733144
18,1-0027,15,3,1-0027,29,7,0,7,10.44700562953949,0.3602415734323962
19,MLG29,8,19,MLG29,164,26,0,67,58.9927681684494,0.3597120010271305
20,1-8095,6,9,1-8095,46,16,0,1,16.4924293756485,0.358531073383663
21,1-3033,1,11,1-3033,7,2,0,1,2.4924293756484985,0.3560613393783569
22,P-16616,13,17,P-16616,28,8,0,4,9.969717502593994,0.3560613393783569
23,1-8285,18,12,1-8285,72,20,0,11,25.416723132133484,0.3530100435018539
24,1-9576,11,8,1-9576,10,3,0,1,3.4924293756484985,0.3492429375648498
25,1-8634,3,23,1-8634,10,3,0,1,3.4924293756484985,0.3492429375648498
26,1-4929,7,5,1-4929,10,2,0,3,3.477288126945496,0.3477288126945496
27,1-5413,11,8,1-5413,39,10,0,7,13.44700562953949,0.3447950161420382
28,1-3584,15,3,1-3584,26,1,0,16,8.878870010375977,0.341495000399076
29,1-5355,5,14,1-5355,53,17,0,2,17.984858751296997,0.3393369575716414
30,1-8450,16,6,1-8450,52,15,0,5,17.462146878242493,0.3358105168892787
31,1-9034,3,23,1-9034,3,1,0,0,1.0,0.3333333333333333
32,1-3176,14,18,1-3176,3,1,0,0,1.0,0.3333333333333333
33,1-8124,11,8,1-8124,18,5,0,2,5.984858751296997,0.3324921528498332
34,1-9436,8,19,1-9436,21,5,0,4,6.969717502593994,0.331891309647333
35,1-6692,1,9,1-6692,71,19,0,9,23.431864380836487,0.3300262588850209
36,MLG59,5,14,MLG59,71,17,0,13,23.40158188343048,0.329599744837049
37,1-9995,15,3,1-9995,24,2,0,12,7.909152507781982,0.3295480211575826
38,1-20167,2,13,1-20167,56,11,0,15,18.38644063472748,0.3283292970487049
39,1-3175,15,3,1-3175,6,0,0,4,1.969717502593994,0.3282862504323323
40,1-9610,19,22,1-9610,49,15,0,2,15.984858751296995,0.3262216071693264
41,1-6061,19,22,1-6061,40,12,0,2,12.984858751296995,0.3246214687824249
42,MLG57,16,6,MLG57,629,138,0,132,203.0006775856018,0.3227355764476976
43,MLG14,12,4,MLG14,232,58,0,34,74.74259877204895,0.3221663740174523
44,1-7614,12,4,1-7614,72,3,0,41,23.18960440158844,0.3220778389109505
45,1-6098,8,19,1-6098,1327,190,0,482,427.3509590625763,0.3220429231820469
46,1-7845,12,22,1-7845,36,9,0,5,11.462146878242493,0.3183929688400692
47,1-9518,16,6,1-9518,22,6,0,2,6.984858751296997,0.3174935796044089
48,1-9457,11,8,1-9457,11,2,0,3,3.477288126945496,0.3161171024495905
49,1-8328,21,10,1-8328,114,22,0,28,35.78802251815796,0.3139300220891049
50,1-8023,14,18,1-8023,16,5,0,0,5.0,0.3125
51,MLG68,5,14,MLG68,642,104,0,196,200.5161576271057,0.3123304635936226
52,1-8590,2,13,1-8590,24,5,0,5,7.462146878242493,0.3109227865934372
