Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,17,11,1-9491,80,26,0,32,43.921770095825195,0.549022126197815
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,13,8,1-1131,138,35,0,61,69.16337424516678,0.5011838713417882
500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1-0292,20,13,1-0292,99,29,0,36,49.161991357803345,0.4965857712909429
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,6,4,MLG59,71,31,0,6,34.360331892967224,0.4839483365206651
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-7024,7,6,1-7024,498,106,0,217,227.5320034623146,0.4568915732174992
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,17,11,1-10539,63,16,0,22,28.321216940879822,0.44954312604571145
299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,MLG54,13,8,MLG54,595,104,0,256,247.37416076660156,0.4157548920447085
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,14,18,MLG08,107,4,0,71,43.76392740011215,0.4090086672907678
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,8,MLG65,201,59,0,40,81.4022126197815,0.4049861324367239
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,2,16,1-9379,58,20,0,6,23.360331892967224,0.40276434298219355
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,3,5,1-9277,48,12,0,13,19.280719101428986,0.4016816479464372
298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,1-7019,20,6,1-7019,107,12,0,53,41.68293172121048,0.38956010954402315
457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,21,5,1-8503,16,5,0,2,6.120110630989075,0.38250691443681717
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,5,20,MLG32,52,12,0,14,19.840774416923523,0.3815533541716062
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-7140,20,13,1-7140,397,26,0,221,149.77222472429276,0.37726001189998176
94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-3083,18,9,1-3083,78,25,0,7,28.92038720846176,0.37077419498027897
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,1,17,MLG55,92,10,0,43,34.082378566265106,0.37046063658983813
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,17,2,1-9286,81,26,0,7,29.92038720846176,0.36938749640076246
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,1-1350,17,11,1-1350,195,36,0,64,71.84354019165039,0.36842841123923276
544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,544,1-5799,22,10,1-5799,7,2,0,1,2.5600553154945374,0.36572218792779104
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,17,11,1-9283,235,17,0,123,85.8868038058281,0.36547576087586425
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,1-4640,12,2,1-4640,87,30,0,3,31.680165946483612,0.3641398384653289
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,MLG15,2,16,MLG15,105,7,0,55,37.803042352199554,0.3600289747828529
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,3,3,MLG41,66,10,0,24,23.441327571868896,0.35517162987680145
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,1-7682,6,4,1-7682,141,34,0,28,49.681548833847046,0.35235141016912797
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,1,17,1-9971,15,3,0,4,5.240221261978149,0.3493480841318766
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,1,20,1-0055,18,4,0,4,6.240221261978149,0.3466789589987861
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,12,2,MLG45,70,18,0,11,24.16060847043991,0.345151549577713
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,1,22,1-10060,36,4,0,15,12.40082973241806,0.34446749256716835
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,3,3,MLG14,232,31,0,86,79.16475713253021,0.34122740143331987
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1-5549,5,20,1-5549,35,8,0,7,11.920387208461761,0.34058249167033605
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,13,4,1-8398,54,16,0,4,18.24022126197815,0.3377818752218176
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,7,6,MLG75,185,51,0,20,62.20110630989075,0.3362221962696797
339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339,1-3523,18,9,1-3523,543,128,0,97,182.32536560297012,0.3357741539649542
478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,478,1-9394,3,3,1-9394,117,9,0,54,39.24298703670502,0.3354101456128634
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,22,10,1-7004,381,82,0,81,127.36448055505753,0.3342899752101247
562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,12,19,1-0003,17,4,0,3,5.680165946483612,0.33412740861668305
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,5,20,MLG33,20,5,0,3,6.680165946483612,0.3340082973241806
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,8,12,1-8188,140,12,0,62,46.723429560661316,0.33373878257615225
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,5,20,1-4842,6,2,0,0,2.0,0.3333333333333333
502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,1-20012,6,4,1-20012,12,4,0,0,4.0,0.3333333333333333
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,18,9,1-7182,22,5,0,4,7.240221261978149,0.32910096645355225
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,3,3,1-1957,47,7,0,15,15.40082973241806,0.32767722834932045
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,4,22,1-20641,16,3,0,4,5.240221261978149,0.32751382887363434
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-9818,9,19,1-9818,28,3,0,11,9.160608470439911,0.32716458822999683
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,MLG12,14,18,MLG12,146,13,0,62,47.723429560661316,0.326872805210009
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,9,19,1-7993,24,0,0,14,7.840774416923523,0.3266989340384801
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,13,8,1-8421,109,29,0,11,35.16060847043991,0.3225743896370634
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,MLG29,15,7,MLG29,164,13,0,71,52.76392740011215,0.3217312646348302
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,13,8,1-18487,23,4,0,6,7.360331892967224,0.32001443012900976
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,1,17,1-9861,8,2,0,1,2.5600553154945374,0.32000691443681717
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,12,2,1-8018,58,18,0,1,18.560055315494537,0.32000095371542303
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,5,20,1-5002,45,7,0,13,14.280719101428986,0.3173493133650886
414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,1-8285,8,12,1-8285,72,15,0,14,22.840774416923523,0.3172329780128267
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,17,11,1-5891,96,4,0,47,30.322599828243256,0.3158604148775339
422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,20,17,1-6878,167,33,0,35,52.60193604230881,0.31498165294795694
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,22,10,1-8450,52,13,0,6,16.360331892967224,0.3146217671724466
