Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,3,MLG40,3,51,11,1,8,1015.0132756233215,19.902221090653363
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,6,MLG45,5,70,14,1,10,1019.0165945291519,14.557379921845028
9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,3,1-3523,3,543,95,1,138,1164.2290045022964,2.1440681482546897
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,6,1-10468,5,549,34,1,137,1102.7273450493813,2.008610828869547
171,171,171,171,171,171,171,171,171,171,171,171,171,171,1-9645,9,1-9645,9,69,5,0,57,33.594588816165924,0.48687809878501337
267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-5413,16,1-5413,16,39,10,0,14,17.023232340812683,0.43649313694391495
85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,11,1-1131,12,138,27,0,62,58.10288608074188,0.42103540638218756
191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,5,MLG44,19,59,14,0,21,24.534848511219025,0.41584489002066144
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,12,1-7682,11,141,27,0,56,55.09292936325073,0.39072999548404774
211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,5,1-8042,19,52,7,0,26,20.043145775794983,0.38544511107298046
228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,18.006637811660767,0.38311995343959077
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,8,1-5002,7,45,9,0,16,17.026551246643066,0.37836780548095705
213,213,213,213,213,213,213,213,213,213,213,213,213,213,1-6227,17,1-6227,19,52,5,0,29,19.548124134540558,0.37592546412578
34,34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,16,MLG51,16,248,71,0,44,93.07301592826843,0.3752944190655985
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,5,MLG32,19,52,13,0,12,19.0199134349823,0.36576756605735194
12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,9,1-7024,9,498,70,0,223,181.87005800008774,0.36520091967889107
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,144,115.2389612197876,0.3612506621309956
242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,13,1-3206,13,45,11,0,10,16.016594529151917,0.3559243228700426
71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,63,52.604545533657074,0.3483744737328283
146,146,146,146,146,146,146,146,146,146,146,146,146,146,MLG78,15,MLG78,15,80,17,0,21,27.534848511219025,0.3441856063902378
54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,12,1-1350,11,195,34,0,65,66.60786443948746,0.34157879199737157
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,27,0,20,37.03318905830383,0.3366653550754894
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,9,1-9379,9,58,13,0,13,19.52157288789749,0.33657884289478435
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,7,1-9938,6,55,18,0,1,18.50165945291519,0.3363938082348217
45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,4,1-3596,4,223,56,0,36,74.0597403049469,0.332106458766578
5,5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,115,0,186,208.30865824222565,0.3311743374280217
123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,10,33.01659452915192,0.33016594529151916
206,206,206,206,206,206,206,206,206,206,206,206,206,206,1-8544,8,1-8544,8,54,5,0,25,17.54148632287979,0.3248423393125887
143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,12,1-9286,11,81,9,0,34,26.056421399116516,0.32168421480390763
93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,11,MLG52,12,125,30,0,20,40.03318905830383,0.32026551246643065
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,3,1-0296,3,41,5,0,16,13.026551246643066,0.3177207621132455
221,221,221,221,221,221,221,221,221,221,221,221,221,221,1-4355,3,1-4355,3,49,7,0,17,15.528210699558258,0.3169022591746583
182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,3,1-6647,9,62,10,0,19,19.53152960538864,0.3150246710546555
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,6,MLG59,5,71,14,0,16,22.026551246643066,0.31023311614990234
30,30,30,30,30,30,30,30,30,30,30,30,30,30,1-10785,14,1-10785,14,279,28,0,115,85.69083708524704,0.30713561679300017
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,18,1-6878,18,167,8,0,86,51.14271295070648,0.3062437901239909
67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,0,0,95,47.65764802694321,0.3054977437624565
91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,14,1-9270,14,128,23,0,32,39.05310249328613,0.3051023632287979
94,94,94,94,94,94,94,94,94,94,94,94,94,94,1-1005,8,1-1005,7,125,18,0,40,38.066378116607666,0.3045310249328613
84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,4,1-2382,4,139,34,0,16,42.026551246643066,0.3023492895441947
26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,79,0,27,92.54480522871017,0.30144887696648265
350,350,350,350,350,350,350,350,350,350,350,350,350,350,1-9609,18,1-9609,12,25,4,0,7,7.5116161704063416,0.3004646468162537
286,286,286,286,286,286,286,286,286,286,286,286,286,286,1-1770,12,1-1770,11,35,8,0,5,10.508297264575958,0.3002370647021702
56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,12,1-8427,11,189,9,0,95,56.65764802694321,0.299775915486472
57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,9,MLG75,9,185,41,0,28,55.046464681625366,0.2975484577385155
386,386,386,386,386,386,386,386,386,386,386,386,386,386,1-4855,12,1-4855,11,22,1,0,11,6.518253982067108,0.2962842719121413
425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-0003,12,1-0003,11,17,3,0,4,5.006637811660767,0.2945081065682804
424,424,424,424,424,424,424,424,424,424,424,424,424,424,1-1177,10,1-1177,10,17,4,0,2,5.003318905830383,0.29431287681355195
233,233,233,233,233,233,233,233,233,233,233,233,233,233,1-3587,13,1-3587,13,46,11,0,5,13.508297264575958,0.2936586361864339
41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,12,1-9283,11,235,19,0,99,68.66428583860397,0.29218845037703817
73,73,73,73,73,73,73,73,73,73,73,73,73,73,MLG12,11,MLG12,12,146,14,0,57,42.594588816165924,0.29174375901483507
19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-7863,14,1-7863,14,351,17,0,169,101.78044754266739,0.2899727850218444
404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-20578,17,1-20578,5,19,5,0,1,5.501659452915192,0.28956102383764165
43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,22,67.03650796413422,0.28895046536264746
13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,15,1-1258,15,435,91,0,69,125.61450225114822,0.2887689706922948
70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-1224,16,1-1224,16,151,15,0,57,43.594588816165924,0.28870588619977433
450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-11206,14,1-11206,14,14,3,0,2,4.003318905830383,0.285951350416456
114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,0,0,62,31.102886080741882,0.2853475787224026
7,7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,13,MLG69,13,576,97,0,132,163.2190477848053,0.2833664024041759
440,440,440,440,440,440,440,440,440,440,440,440,440,440,1-2034,20,1-2034,8,16,0,0,9,4.514935076236725,0.2821834422647953
439,439,439,439,439,439,439,439,439,439,439,439,439,439,1-4682,16,1-4682,16,16,3,0,3,4.504978358745575,0.28156114742159843
429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-9452,5,1-9452,19,16,3,0,3,4.504978358745575,0.28156114742159843
64,64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,8,MLG29,7,164,27,0,38,46.06305921077728,0.2808723122608371
174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG41,5,MLG41,19,66,12,0,13,18.52157288789749,0.2806298922408711
23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,3,1-7866,3,318,28,0,122,89.20245325565338,0.2805108592945075
354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-7530,13,1-7530,13,25,5,0,4,7.006637811660767,0.28026551246643067
184,184,184,184,184,184,184,184,184,184,184,184,184,184,1-2701,5,1-2701,19,61,15,0,4,17.006637811660767,0.2787973411747667
124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,18,1-0292,18,99,4,0,47,27.577994287014008,0.27856559885872734
31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,10,1-9156,10,268,22,0,104,74.17258310317993,0.2767633697879848
329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-5980,4,1-5980,4,29,4,0,8,8.013275623321533,0.27631984908005286
125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,20,0,14,27.023232340812683,0.2757472687838029
109,109,109,109,109,109,109,109,109,109,109,109,109,109,1-7441,14,1-7441,14,111,10,0,41,30.568037569522858,0.2753877258515573
80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,8,1-0053,7,142,25,0,28,39.046464681625366,0.2749751033917279
78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,14,1-1570,14,142,26,0,26,39.04314577579498,0.27495173081545765
235,235,235,235,235,235,235,235,235,235,235,235,235,235,1-1989,5,1-1989,19,46,8,0,9,12.514935076236725,0.2720638060051462
361,361,361,361,361,361,361,361,361,361,361,361,361,361,1-10696,10,1-10696,10,24,0,0,13,6.5215728878974915,0.2717322036623955
101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,10,1-18371,10,120,9,0,47,32.57799428701401,0.2714832857251167
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,8,1-3584,17,26,3,0,8,7.013275623321533,0.2697413701277513
445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,5,1-5654,19,15,3,0,2,4.003318905830383,0.2668879270553589
418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-17835,16,1-17835,16,17,3,0,3,4.504978358745575,0.2649987269850338
422,422,422,422,422,422,422,422,422,422,422,422,422,422,1-7536,9,1-7536,9,17,3,0,3,4.504978358745575,0.2649987269850338
161,161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,12,1-8285,11,72,10,0,18,19.02987015247345,0.2643037521176868
403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,17,72-12171,17,19,4,0,2,5.003318905830383,0.2633325739910728
38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,13,1-4649,13,244,36,0,56,64.09292936325073,0.2626759400133227
390,390,390,390,390,390,390,390,390,390,390,390,390,390,1-20003,9,1-20003,9,21,1,0,9,5.514935076236725,0.26261595601127263
376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-18487,15,1-18487,15,23,2,0,8,6.013275623321533,0.26144676623137103
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,7,1-8627,11,25,6,0,1,6.501659452915192,0.26006637811660765
337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-6532,9,1-6532,9,27,3,0,8,7.013275623321533,0.25975094901190865
297,297,297,297,297,297,297,297,297,297,297,297,297,297,1-9630,9,1-9630,14,33,8,0,1,8.501659452915192,0.2576260440277331
218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9610,10,1-9610,10,49,1,0,23,12.538167417049408,0.2558809676948859
