Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,492,1-6028,16,3,1-6028,2,2,0,1,2.758650839328766,1.379325419664383
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,18,22,1-18202,23,0,0,33,25.035477697849274,1.0884990303412727
556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,1-10951,4,23,1-10951,1,1,0,0,1.0,1.0
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,6,8,1-6216,45,38,0,4,41.03460335731506,0.9118800746070014
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,7,17,1-9455,2,1,0,1,1.7586508393287659,0.8793254196643829
545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,545,1-19567,21,16,1-19567,2,1,0,1,1.7586508393287659,0.8793254196643829
530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,530,1-4847,2,13,1-4847,2,1,0,1,1.7586508393287659,0.8793254196643829
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,1-8910,16,3,1-8910,137,7,0,140,113.21111750602722,0.8263585219418046
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,2,13,1-13247,29,4,0,24,22.20762014389038,0.7657800049617373
550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,550,1-19568,6,8,1-19568,2,0,0,2,1.5173016786575317,0.7586508393287659
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,5,15,1-2423,79,9,0,66,59.07095539569855,0.7477336126037791
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,MLG42,8,14,MLG42,14,8,0,3,10.275952517986298,0.7339966084275927
