Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
525,525,525,525,525,525,525,525,1-3175,12,4,1-3175,6,1,0,1,1.2565471231937408,0.20942452053229013
477,477,477,477,477,477,477,477,1-9055,3,17,1-9055,12,2,0,2,2.5130942463874817,0.20942452053229013
490,490,490,490,490,490,490,490,1-3551,1,13,1-3551,6,1,0,1,1.2565471231937408,0.20942452053229013
89,89,89,89,89,89,89,89,1-18004,3,17,1-18004,12,2,0,2,2.5130942463874817,0.20942452053229013
500,500,500,500,500,500,500,500,1-0292,1,14,1-0292,99,13,0,30,20.696413695812225,0.20905468379608308
522,522,522,522,522,522,522,522,1-5282,11,8,1-5282,17,2,0,6,3.539282739162445,0.20819310230367324
24,24,24,24,24,24,24,24,1-7140,15,2,1-7140,397,65,0,68,82.44520437717438,0.20767053999288257
261,261,261,261,261,261,261,261,1-1942,4,22,1-1942,34,5,0,8,7.052376985549927,0.20742285251617432
228,228,228,228,228,228,228,228,1-17835,6,15,1-17835,17,3,0,2,3.5130942463874817,0.2066526027286754
453,453,453,453,453,453,453,453,1-8397,3,17,1-8397,51,10,0,2,10.513094246387482,0.2061391028703428
534,534,534,534,534,534,534,534,1-9457,2,18,1-9457,11,2,0,1,2.256547123193741,0.20514064756306735
41,41,41,41,41,41,41,41,1-7509,3,17,1-7509,40,2,0,24,8.15713095664978,0.20392827391624452
169,169,169,169,169,169,169,169,1-9606,1,13,1-9606,16,3,0,1,3.256547123193741,0.2035341951996088
190,190,190,190,190,190,190,190,1-2382,9,16,1-2382,139,22,0,24,28.15713095664978,0.20256928745791208
338,338,338,338,338,338,338,338,1-6296,1,13,1-6296,254,37,0,56,51.36663889884949,0.20223086180649405
141,141,141,141,141,141,141,141,MLG45,4,22,MLG45,70,9,0,20,14.130942463874817,0.2018706066267831
356,356,356,356,356,356,356,356,1-9761,8,9,1-9761,35,6,0,4,7.026188492774963,0.20074824265071323
40,40,40,40,40,40,40,40,1-7722,3,17,1-7722,60,12,0,0,12.0,0.2
499,499,499,499,499,499,499,499,1-8627,15,2,1-8627,25,5,0,0,5.0,0.2
160,160,160,160,160,160,160,160,1-19813,6,15,1-19813,20,4,0,0,4.0,0.2
185,185,185,185,185,185,185,185,1-8906,2,18,1-8906,15,3,0,0,3.0,0.2
418,418,418,418,418,418,418,418,1-6216,6,15,1-6216,45,9,0,0,9.0,0.2
287,287,287,287,287,287,287,287,1-9836,2,18,1-9836,5,1,0,0,1.0,0.2
290,290,290,290,290,290,290,290,1-8341,3,17,1-8341,197,28,0,44,39.2880734205246,0.19943184477423653
391,391,391,391,391,391,391,391,MLG30,1,13,MLG30,208,34,0,29,41.439866572618484,0.1992301277529735
349,349,349,349,349,349,349,349,1-3052,17,12,1-3052,166,17,0,62,32.90592163801193,0.1982284436024815
386,386,386,386,386,386,386,386,MLG68,16,7,MLG68,642,91,0,139,126.66005012392998,0.1972897977008255
320,320,320,320,320,320,320,320,MLG13,3,17,MLG13,140,18,0,37,27.49224355816841,0.19637316827263152
558,558,558,558,558,558,558,558,1-0055,1,13,1-0055,18,3,0,2,3.5130942463874817,0.1951719025770823
346,346,346,346,346,346,346,346,MLG32,4,22,MLG32,52,5,0,20,10.130942463874817,0.19482581661297724
417,417,417,417,417,417,417,417,1-10451,19,9,1-10451,46,1,0,31,8.952960819005966,0.19462958302186883
378,378,378,378,378,378,378,378,1-6561,11,8,1-6561,65,9,0,14,12.591659724712372,0.19371784191865188
180,180,180,180,180,180,180,180,1-0037,3,17,1-0037,35,6,0,3,6.7696413695812225,0.1934183248451778
258,258,258,258,258,258,258,258,1-9516,17,12,1-9516,76,7,0,30,14.696413695812225,0.19337386441858193
360,360,360,360,360,360,360,360,1-6611,17,12,1-6611,89,9,0,32,17.209507942199707,0.1933652577775248
43,43,43,43,43,43,43,43,1-8705,8,9,1-8705,48,9,0,1,9.25654712319374,0.19284473173320293
393,393,393,393,393,393,393,393,1-7819,3,17,1-7819,59,7,0,17,11.361301094293594,0.19256442532701007
521,521,521,521,521,521,521,521,1-19549,11,8,1-19549,29,3,0,10,5.5654712319374084,0.19191280110128994
197,197,197,197,197,197,197,197,1-8646,5,14,1-8646,20,1,0,11,3.8220183551311493,0.19110091775655746
270,270,270,270,270,270,270,270,1-1390,9,16,1-1390,98,13,0,22,18.6440367102623,0.19024527255369691
365,365,365,365,365,365,365,365,MLG48,9,16,MLG48,159,27,0,12,30.07856547832489,0.18917336778820687
293,293,293,293,293,293,293,293,1-8066,16,14,1-8066,86,9,0,28,16.183319449424744,0.18817813313284584
289,289,289,289,289,289,289,289,1-1592,8,9,1-1592,32,6,0,0,6.0,0.1875
124,124,124,124,124,124,124,124,1-8427,21,19,1-8427,189,14,0,83,35.29341122508049,0.1867376255295264
319,319,319,319,319,319,319,319,1-3584,5,10,1-3584,26,2,0,11,4.822018355131149,0.18546224442812112
350,350,350,350,350,350,350,350,1-2282,9,16,1-2282,219,30,0,41,40.518432050943375,0.18501567146549486
305,305,305,305,305,305,305,305,1-7866,6,15,1-7866,318,48,0,40,58.261884927749634,0.1832134746155649
101,101,101,101,101,101,101,101,1-9892,21,19,1-9892,22,3,0,4,4.026188492774963,0.18300856785340744
206,206,206,206,206,206,206,206,1-9752,19,3,1-9752,22,3,0,4,4.026188492774963,0.18300856785340744
458,458,458,458,458,458,458,458,1-7182,3,17,1-7182,22,3,0,4,4.026188492774963,0.18300856785340744
106,106,106,106,106,106,106,106,MLG69,18,6,MLG69,576,83,0,86,105.06305259466171,0.18240113297684324
70,70,70,70,70,70,70,70,1-2584,17,12,1-2584,36,4,0,10,6.5654712319374084,0.18237420088715023
483,483,483,483,483,483,483,483,1-9491,2,18,1-9491,80,12,0,10,14.565471231937408,0.1820683903992176
234,234,234,234,234,234,234,234,MLG29,5,10,MLG29,164,16,0,54,29.853544652462006,0.18203380885647563
314,314,314,314,314,314,314,314,1-3139,17,12,1-3139,93,10,0,27,16.926772326231003,0.18200830458312905
219,219,219,219,219,219,219,219,1-5653,8,9,1-5653,11,2,0,0,2.0,0.18181818181818182
306,306,306,306,306,306,306,306,1-18377,21,19,1-18377,14,1,0,6,2.539282739162445,0.18137733851160323
154,154,154,154,154,154,154,154,1-18994,6,15,1-18994,28,3,0,8,5.052376985549927,0.18044203519821167
514,514,514,514,514,514,514,514,1-11206,1,3,1-11206,14,2,0,2,2.5130942463874817,0.1795067318848201
279,279,279,279,279,279,279,279,MLG43,14,14,MLG43,14,2,0,2,2.5130942463874817,0.1795067318848201
461,461,461,461,461,461,461,461,1-9651,1,19,1-9651,38,5,0,7,6.795829862356186,0.17883762795674174
452,452,452,452,452,452,452,452,1-8529,2,18,1-8529,56,10,0,0,10.0,0.17857142857142858
389,389,389,389,389,389,389,389,1-0278,2,18,1-0278,79,12,0,8,14.052376985549927,0.1778781896905054
511,511,511,511,511,511,511,511,1-9697,11,16,1-9697,20,3,0,2,3.5130942463874817,0.17565471231937407
304,304,304,304,304,304,304,304,1-19004,3,17,1-19004,60,9,0,6,10.539282739162445,0.17565471231937407
246,246,246,246,246,246,246,246,MLG56,18,6,MLG56,511,57,0,127,89.58148464560509,0.1753062321831802
244,244,244,244,244,244,244,244,MLG57,19,3,MLG57,629,83,0,105,109.93744793534279,0.17478131627240506
236,236,236,236,236,236,236,236,1-7024,8,9,1-7024,498,74,0,50,86.82735615968704,0.17435212080258441
87,87,87,87,87,87,87,87,MLG35,1,13,MLG35,49,7,0,6,8.539282739162445,0.17427107630943767
183,183,183,183,183,183,183,183,1-9496,4,22,1-9496,39,5,0,7,6.795829862356186,0.1742520477527227
63,63,63,63,63,63,63,63,1-7066,1,13,1-7066,23,4,0,0,4.0,0.17391304347826086
199,199,199,199,199,199,199,199,MLG39,2,18,MLG39,23,4,0,0,4.0,0.17391304347826086
537,537,537,537,537,537,537,537,1-4494,16,7,1-4494,16,2,0,3,2.7696413695812225,0.1731025855988264
451,451,451,451,451,451,451,451,1-4098,6,15,1-4098,16,2,0,3,2.7696413695812225,0.1731025855988264
488,488,488,488,488,488,488,488,1-11350,3,17,1-11350,100,15,0,9,17.308924108743668,0.17308924108743667
397,397,397,397,397,397,397,397,1-9808,1,13,1-9808,74,11,0,7,12.795829862356186,0.17291661976157008
342,342,342,342,342,342,342,342,MLG65,21,19,MLG65,201,8,0,104,34.68090081214905,0.17254179508531864
328,328,328,328,328,328,328,328,1-9497,4,22,1-9497,150,21,0,19,25.874395340681076,0.17249596893787383
161,161,161,161,161,161,161,161,MLG41,21,19,MLG41,66,8,0,13,11.335112601518631,0.17174413032603986
394,394,394,394,394,394,394,394,1-2423,4,22,1-2423,79,12,0,6,13.539282739162445,0.17138332581218285
348,348,348,348,348,348,348,348,1-17758,6,15,1-17758,40,5,0,7,6.795829862356186,0.16989574655890466
482,482,482,482,482,482,482,482,1-4390,3,17,1-4390,45,3,0,18,7.617848217487335,0.169285515944163
53,53,53,53,53,53,53,53,1-9850,6,15,1-9850,27,2,0,10,4.5654712319374084,0.1690915271087929
291,291,291,291,291,291,291,291,MLG02,14,14,MLG02,320,37,0,66,53.932110130786896,0.16853784415870904
532,532,532,532,532,532,532,532,1-19447,2,18,1-19447,15,2,0,2,2.5130942463874817,0.16753961642583212
170,170,170,170,170,170,170,170,1-5043,11,8,1-5043,123,13,0,29,20.439866572618484,0.16617777701315842
383,383,383,383,383,383,383,383,1-8551,21,19,1-8551,38,4,0,9,6.308924108743668,0.16602431865114914
431,431,431,431,431,431,431,431,1-7614,17,12,1-7614,72,4,0,31,11.952960819005966,0.1660133447084162
137,137,137,137,137,137,137,137,1-1972,14,14,1-1972,32,4,0,5,5.282735615968704,0.165085487999022
464,464,464,464,464,464,464,464,1-10060,15,1,1-10060,36,0,0,23,5.900583833456039,0.16390510648488998
526,526,526,526,526,526,526,526,1-5002,5,10,1-5002,45,3,0,17,7.361301094293594,0.16358446876207988
388,388,388,388,388,388,388,388,MLG49,19,3,MLG49,185,14,0,62,29.905921638011932,0.16165363047574016
333,333,333,333,333,333,333,333,1-11329,2,2,1-11329,14,2,0,1,2.256547123193741,0.1611819373709815
237,237,237,237,237,237,237,237,1-9667,1,13,1-9667,14,2,0,1,2.256547123193741,0.1611819373709815
351,351,351,351,351,351,351,351,1-19229,19,3,1-19229,38,5,0,4,6.026188492774963,0.1585839077046043
37,37,37,37,37,37,37,37,1-5508,1,13,1-5508,38,6,0,0,6.0,0.15789473684210525
494,494,494,494,494,494,494,494,1-3265,2,18,1-3265,19,3,0,0,3.0,0.15789473684210525
414,414,414,414,414,414,414,414,1-8285,12,4,1-8285,72,8,0,13,11.335112601518631,0.15743211946553654
208,208,208,208,208,208,208,208,1-10468,10,1,1-10468,549,69,0,66,85.9321101307869,0.15652479076646064
387,387,387,387,387,387,387,387,1-10539,12,4,1-10539,63,6,0,15,9.848206847906113,0.15632074361755735
56,56,56,56,56,56,56,56,1-5877,8,9,1-5877,79,12,0,1,12.25654712319374,0.15514616611637647
412,412,412,412,412,412,412,412,1-6858,10,1,1-6858,23,1,0,10,3.5654712319374084,0.1550204883451047
136,136,136,136,136,136,136,136,1-9549,2,18,1-9549,18,2,0,3,2.7696413695812225,0.15386896497673458
83,83,83,83,83,83,83,83,1-18423,17,12,1-18423,47,0,0,28,7.183319449424744,0.1528365840303137
481,481,481,481,481,481,481,481,1-10038,19,3,1-10038,76,8,0,14,11.591659724712372,0.15252183848305753
94,94,94,94,94,94,94,94,1-3083,6,15,1-3083,78,8,0,15,11.848206847906113,0.15190008779366812
220,220,220,220,220,220,220,220,MLG73,14,14,MLG73,10,1,0,2,1.5130942463874817,0.15130942463874816
156,156,156,156,156,156,156,156,1-8634,9,16,1-8634,10,1,0,2,1.5130942463874817,0.15130942463874816
423,423,423,423,423,423,423,423,1-7122,7,21,1-7122,197,11,0,73,29.72793999314308,0.1509032486961578
411,411,411,411,411,411,411,411,MLG15,4,22,MLG15,105,14,0,7,15.795829862356186,0.15043647487958273
547,547,547,547,547,547,547,547,MLG67,21,19,MLG67,27,2,0,8,4.052376985549927,0.15008803650184913
396,396,396,396,396,396,396,396,1-9963,11,8,1-9963,116,12,0,21,17.387489587068558,0.14989215161265998
65,65,65,65,65,65,65,65,1-8659,11,8,1-8659,91,11,0,10,13.565471231937408,0.1490711124388726
485,485,485,485,485,485,485,485,1-5980,5,10,1-5980,29,2,0,9,4.308924108743668,0.1485835899566782
295,295,295,295,295,295,295,295,1-3639,16,7,1-3639,17,2,0,2,2.5130942463874817,0.1478290733169107
118,118,118,118,118,118,118,118,1-6543,15,2,1-6543,12,1,0,3,1.7696413695812225,0.14747011413176855
281,281,281,281,281,281,281,281,1-9995,14,14,1-9995,24,2,0,6,3.539282739162445,0.14747011413176855
12,12,12,12,12,12,12,12,MLG84,1,13,MLG84,63,8,0,5,9.282735615968704,0.14734500977728102
316,316,316,316,316,316,316,316,1-7441,8,9,1-7441,111,15,0,5,16.282735615968704,0.1466913118555739
128,128,128,128,128,128,128,128,1-19286,9,16,1-19286,40,3,0,11,5.822018355131149,0.14555045887827872
96,96,96,96,96,96,96,96,MLG37,9,16,MLG37,116,12,0,19,16.874395340681076,0.14546892535069894
462,462,462,462,462,462,462,462,1-1183,19,3,1-1183,45,5,0,6,6.539282739162445,0.1453173942036099
245,245,245,245,245,245,245,245,1-6647,7,21,1-6647,62,9,0,0,9.0,0.14516129032258066
122,122,122,122,122,122,122,122,MLG42,9,4,MLG42,14,1,0,4,2.0261884927749634,0.14472774948392594
55,55,55,55,55,55,55,55,1-8095,12,21,1-8095,46,4,0,10,6.5654712319374084,0.14272763547690018
253,253,253,253,253,253,253,253,1-4649,18,6,1-4649,244,23,0,46,34.80116766691208,0.1426277363398036
200,200,200,200,200,200,200,200,1-4634,14,14,1-4634,48,4,0,11,6.822018355131149,0.14212538239856562
300,300,300,300,300,300,300,300,1-4020,7,21,1-4020,37,5,0,1,5.256547123193741,0.1420688411673984
131,131,131,131,131,131,131,131,1-9283,12,4,1-9283,235,21,0,48,33.31426191329956,0.14176281665233856
344,344,344,344,344,344,344,344,1-6035,11,8,1-6035,23,3,0,1,3.256547123193741,0.1415890053562496
126,126,126,126,126,126,126,126,1-8488,8,9,1-8488,23,3,0,1,3.256547123193741,0.1415890053562496
251,251,251,251,251,251,251,251,1-7268,4,4,1-7268,70,7,0,11,9.82201835513115,0.14031454793044498
362,362,362,362,362,362,362,362,1-1462,17,12,1-1462,192,14,0,50,26.827356159687042,0.13972581333170334
150,150,150,150,150,150,150,150,1-7005,17,12,1-7005,285,17,0,88,39.576146841049194,0.1388636731264884
202,202,202,202,202,202,202,202,1-8988,4,22,1-8988,29,3,0,4,4.026188492774963,0.13883408595775737
172,172,172,172,172,172,172,172,1-8573,10,1,1-8573,184,24,0,6,25.539282739162445,0.13880044966936111
57,57,57,57,57,57,57,57,1-1224,3,17,1-1224,151,13,0,31,20.952960819005966,0.13876132992719184
44,44,44,44,44,44,44,44,1-5214,1,13,1-5214,40,5,0,2,5.513094246387482,0.13782735615968705
472,472,472,472,472,472,472,472,1-9518,3,17,1-9518,22,2,0,4,3.0261884927749634,0.13755402239886197
108,108,108,108,108,108,108,108,1-9731,12,4,1-9731,11,1,0,2,1.5130942463874817,0.13755402239886197
469,469,469,469,469,469,469,469,1-8578,4,22,1-8578,11,1,0,2,1.5130942463874817,0.13755402239886197
425,425,425,425,425,425,425,425,1-6006,17,12,1-6006,57,5,0,11,7.822018355131149,0.13722839219528332
470,470,470,470,470,470,470,470,1-1204,3,17,1-1204,39,2,0,13,5.335112601518631,0.13679775901329824
117,117,117,117,117,117,117,117,1-0358,1,13,1-0358,22,3,0,0,3.0,0.13636363636363635
332,332,332,332,332,332,332,332,MLG78,21,19,MLG78,80,6,0,19,10.874395340681076,0.13592994175851345
354,354,354,354,354,354,354,354,1-9417,10,1,1-9417,76,8,0,9,10.308924108743668,0.135643738272943
174,174,174,174,174,174,174,174,MLG38,4,22,MLG38,77,6,0,17,10.361301094293594,0.13456235187394278
205,205,205,205,205,205,205,205,1-8018,20,5,1-8018,58,7,0,3,7.7696413695812225,0.13395933395829693
303,303,303,303,303,303,303,303,1-8157,16,7,1-8157,75,9,0,4,10.026188492774963,0.1336825132369995
504,504,504,504,504,504,504,504,1-5425,4,1,1-5425,17,2,0,1,2.256547123193741,0.13273806607022004
357,357,357,357,357,357,357,357,1-4760,1,19,1-4760,40,3,0,9,5.308924108743668,0.1327231027185917
480,480,480,480,480,480,480,480,1-1005,5,10,1-1005,125,12,0,17,16.361301094293594,0.13089040875434876
14,14,14,14,14,14,14,14,1-6098,5,10,1-6098,1327,75,0,384,173.51409530639648,0.13075666564159494
318,318,318,318,318,318,318,318,1-2324,8,18,1-2324,25,3,0,1,3.256547123193741,0.13026188492774962
524,524,524,524,524,524,524,524,1-9338,2,18,1-9338,29,3,0,3,3.7696413695812225,0.12998763343383526
343,343,343,343,343,343,343,343,1-4319,10,1,1-4319,163,16,0,20,21.130942463874817,0.12963768382745286
438,438,438,438,438,438,438,438,MLG10,1,13,MLG10,60,7,0,3,7.7696413695812225,0.12949402282635372
224,224,224,224,224,224,224,224,1-9227,17,12,1-9227,801,50,0,209,103.61834874749184,0.12936123439137556
50,50,50,50,50,50,50,50,1-8174,3,17,1-8174,45,4,0,7,5.795829862356186,0.1287962191634708
530,530,530,530,530,530,530,530,1-4847,12,4,1-4847,2,0,0,1,0.25654712319374084,0.12827356159687042
437,437,437,437,437,437,437,437,1-6980,18,6,1-6980,128,10,0,25,16.41367807984352,0.1282318599987775
73,73,73,73,73,73,73,73,1-5355,11,8,1-5355,53,5,0,7,6.795829862356186,0.12822320495011671
510,510,510,510,510,510,510,510,1-3206,3,17,1-3206,45,5,0,3,5.7696413695812225,0.1282142526573605
430,430,430,430,430,430,430,430,1-3141,11,8,1-3141,136,11,0,25,17.41367807984352,0.12804175058708472
398,398,398,398,398,398,398,398,1-0303,2,18,1-0303,212,23,0,16,27.104753971099854,0.12785261307122572
240,240,240,240,240,240,240,240,MLG33,4,22,MLG33,20,1,0,6,2.539282739162445,0.12696413695812225
145,145,145,145,145,145,145,145,MLG06,14,8,MLG06,18,1,0,5,2.2827356159687042,0.12681864533159468
405,405,405,405,405,405,405,405,1-3104,9,16,1-3104,16,1,0,4,2.0261884927749634,0.1266367807984352
269,269,269,269,269,269,269,269,1-7839,21,19,1-7839,24,2,0,4,3.0261884927749634,0.12609118719895682
4,4,4,4,4,4,4,4,1-6240,12,4,1-6240,698,68,0,78,88.01067560911179,0.1260897931362633
310,310,310,310,310,310,310,310,1-4855,3,17,1-4855,22,2,0,3,2.7696413695812225,0.12589278952641922
313,313,313,313,313,313,313,313,1-7521,2,18,1-7521,10,1,0,1,1.2565471231937408,0.12565471231937408
198,198,198,198,198,198,198,198,1-9839,2,18,1-9839,20,2,0,2,2.5130942463874817,0.12565471231937408
312,312,312,312,312,312,312,312,1-3108,8,9,1-3108,18,2,0,1,2.256547123193741,0.12536372906631893
95,95,95,95,95,95,95,95,1-3312,2,18,1-3312,36,4,0,2,4.513094246387482,0.12536372906631893
527,527,527,527,527,527,527,527,1-5531,1,13,1-5531,8,1,0,0,1.0,0.125
