,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG52,8,11,MLG52,125,31,0,69,75.46755647659302,0.6037404518127442
1,MLG08,17,4,MLG08,107,18,0,69,62.46755647659302,0.5838089390335796
2,MLG59,8,11,MLG59,71,16,0,38,40.48937892913818,0.570272942663918
3,1-9379,17,4,1-9379,58,29,0,6,32.86674404144287,0.5666680007145323
4,1-1570,23,9,1-1570,142,63,0,24,78.46697616577148,0.5525843391955738
5,MLG51,8,11,MLG51,248,92,0,67,135.17864179611206,0.5450751685327099
6,MLG29,2,5,MLG29,164,43,0,62,82.95635509490967,0.5058314335055467
7,MLG49,3,8,MLG49,185,78,0,6,81.86674404144287,0.442522940764556
8,1-2423,9,20,1-2423,79,27,0,12,34.73348808288574,0.4396644061124777
9,1-1131,21,2,1-1131,138,56,0,6,59.86674404144287,0.433816985807557
10,1-3535,6,13,1-3535,315,55,0,125,135.5571675300598,0.4303402143811423
11,1-19448,17,4,1-19448,45,14,0,6,17.86674404144287,0.3970387564765082
12,MLG44,20,5,MLG44,59,13,0,16,23.311317443847656,0.3951070753194518
13,1-8066,9,20,1-8066,86,31,0,4,33.577829360961914,0.3904398762902548
14,1-7005,7,3,1-7005,285,12,0,154,111.24643039703368,0.3903383522702937
15,1-8074,12,13,1-8074,145,43,0,21,56.53360414505005,0.3898869251382762
16,1-5775,6,13,1-5775,244,71,0,35,93.55600690841676,0.3834262578213801
17,1-5002,10,17,1-5002,45,12,0,8,17.155658721923828,0.3812368604871962
18,1-10539,1,22,1-10539,63,4,0,31,23.97817754745484,0.3806059928167434
19,1-0278,20,14,1-0278,79,15,0,23,29.82251882553101,0.3775002382978608
20,1-9794,6,17,1-9794,46,5,0,19,17.244689464569092,0.3748845535775889
21,1-11330,6,13,1-11330,14,2,0,5,5.222286701202393,0.3730204786573137
22,1-18377,9,20,1-18377,14,2,0,5,5.222286701202393,0.3730204786573137
23,MLG14,21,2,MLG14,232,79,0,11,86.08903074264526,0.3710734083734709
24,1-3052,7,3,1-3052,166,18,0,67,61.17864179611206,0.3685460349163377
25,1-8067,5,15,1-8067,322,89,0,46,118.645037651062,0.3684628498480187
26,1-18203,2,5,1-18203,29,10,0,1,10.64445734024048,0.3670502531117406
27,1-7467,22,16,1-7467,64,6,0,27,23.40034818649292,0.3656304404139519
28,MLG13,7,3,MLG13,140,26,0,39,51.13383626937866,0.365241687638419
29,1-9892,15,19,1-9892,22,8,0,0,8.0,0.3636363636363636
30,1-5744,10,17,1-5744,18,2,0,7,6.51120138168335,0.3617334100935194
31,1-3265,6,13,1-3265,19,3,0,6,6.866744041442871,0.3614075811285722
32,1-18615,13,16,1-18615,22,6,0,3,7.9333720207214355,0.3606078191237016
33,1-3596,15,19,1-3596,223,73,0,11,80.08903074264526,0.3591436356172433
34,MLG40,11,18,MLG40,51,8,0,16,18.311317443847656,0.3590454400754442
35,1-5555,13,16,1-5555,10,1,0,4,3.577829360961914,0.3577829360961914
36,MLG09,21,2,MLG09,125,6,0,60,44.66744041442871,0.3573395233154297
37,1-0031,5,15,1-0031,13,4,0,1,4.644457340240479,0.3572659492492676
38,1-6561,23,9,1-6561,65,18,0,8,23.155658721923828,0.3562409034142127
39,1-8172,6,13,1-8172,40,11,0,5,14.222286701202393,0.3555571675300598
