Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,21,18,MLG44,59,10,1,14,1017.6570243835449,17.24842414209398
168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,7,9,MLG45,70,10,1,23,1022.5793972015381,14.608277102879116
84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,21,9,1-2382,139,22,1,39,1043.3302822113037,7.505973253318731
80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,6,18,1-0053,142,23,1,29,1038.8609790802002,7.315922387888734
189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,8,3,MLG10,60,3,0,46,28.158794403076172,0.4693132400512695
49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,7,20,1-6974,207,35,0,109,94.61540412902832,0.4570792470001368
75,75,75,75,75,75,75,75,75,75,75,75,75,1-2545,4,3,1-2545,145,29,0,68,66.1912612915039,0.45649145718278555
29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,10,8,1-3534,279,93,0,42,115.97107315063477,0.41566692885532175
431,431,431,431,431,431,431,431,431,431,431,431,431,1-8503,10,18,1-8503,16,0,0,12,6.563163757324219,0.41019773483276367
156,156,156,156,156,156,156,156,156,156,156,156,156,1-2294,8,21,1-2294,75,24,0,12,30.56316375732422,0.40750885009765625
228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,4,3,MLG60,47,6,0,24,19.126327514648438,0.40694313860954123
195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,21,9,1-9379,58,13,0,18,22.844745635986328,0.393874924758385
111,111,111,111,111,111,111,111,111,111,111,111,111,1-0272,5,19,1-0272,111,19,0,45,43.61186408996582,0.3928996764861786
210,210,210,210,210,210,210,210,210,210,210,210,210,1-1191,5,8,1-1191,53,15,0,9,19.922372817993164,0.375893826754588
145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,18,12,1-9491,80,24,0,11,30.016233444213867,0.37520291805267336
57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,4,3,MLG75,185,40,0,53,68.98730659484863,0.37290435997215476
165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,10,8,MLG59,71,16,0,19,26.39167594909668,0.37171374576192506
91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,19,11,1-9270,128,24,0,43,47.51800346374512,0.37123440206050873
368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,11,6,1-6858,23,3,0,10,8.469303131103516,0.36823057091754413
78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,18,12,1-1570,142,16,0,66,52.0974006652832,0.36688310327664225
121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,20,8,1-9333,102,32,0,9,36.922372817993164,0.3619840472352271
37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,12,6,1-5775,244,48,0,73,87.92591285705566,0.36035210187317895
212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,21,9,MLG32,52,9,0,17,18.297815322875977,0.35188106390146107
85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,10,8,1-1131,138,33,0,28,48.314048767089844,0.35010180266007135
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,12,6,MLG58,71,18,0,12,24.56316375732422,0.34596005292005944
239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,6,18,1-5002,45,9,0,12,15.563163757324219,0.34584808349609375
345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,19,11,1-3584,26,5,0,7,8.828512191772461,0.3395581612220177
58,58,58,58,58,58,58,58,58,58,58,58,58,MLG49,20,10,MLG49,185,25,0,69,62.73819160461426,0.3391253600249419
