Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
99,99,99,99,99,1-5775,12,12,1-5775,244,88,0,34,88.4631685782224,0.36255396958287867
516,516,516,516,516,1-5036,19,14,1-5036,14,5,0,5,5.068113026209176,0.3620080733006554
241,241,241,241,241,1-19448,10,15,1-19448,45,16,0,10,16.13622605241835,0.35858280116485225
237,237,237,237,237,1-9667,14,4,1-9667,14,5,0,0,5.0,0.35714285714285715
552,552,552,552,552,MLG46,10,15,MLG46,17,6,0,4,6.0544904209673405,0.35614649535102005
228,228,228,228,228,1-17835,14,4,1-17835,17,6,0,3,6.040867815725505,0.35534516563091206
161,161,161,161,161,MLG41,14,4,MLG41,66,23,0,12,23.16347126290202,0.3509616858015458
426,426,426,426,426,1-4355,11,2,1-4355,49,17,0,9,17.122603447176516,0.34944088667707174
364,364,364,364,364,1-7682,21,7,1-7682,141,48,0,38,48.517658999189734,0.34409687233467895
490,490,490,490,490,1-3551,1,9,1-3551,6,2,0,2,2.0272452104836702,0.3378742017472784
250,250,250,250,250,1-9333,12,12,1-9333,102,34,0,33,34.44954597298056,0.33774064679392707
375,375,375,375,375,MLG14,14,4,MLG14,232,78,0,19,78.25882949959487,0.3373225409465296
74,74,74,74,74,1-8124,11,2,1-8124,18,6,0,3,6.040867815725505,0.33560376754030585
551,551,551,551,551,1-9838,2,18,1-9838,3,1,0,0,1.0,0.3333333333333333
503,503,503,503,503,1-9076,7,11,1-9076,9,3,0,0,3.0,0.3333333333333333
345,345,345,345,345,1-1131,14,4,1-1131,138,45,0,7,45.095358236692846,0.3267779582369047
300,300,300,300,300,1-4020,9,6,1-4020,37,12,0,6,12.08173563145101,0.3265333954446219
305,305,305,305,305,1-7866,7,11,1-7866,318,103,0,42,103.57214942015707,0.32569858308225497
318,318,318,318,318,1-2324,1,9,1-2324,25,8,0,6,8.08173563145101,0.3232694252580404
499,499,499,499,499,1-8627,9,6,1-8627,25,8,0,4,8.05449042096734,0.3221796168386936
381,381,381,381,381,1-2335,12,12,1-2335,145,46,0,36,46.490413788706064,0.3206235433703867
533,533,533,533,533,1-7530,3,20,1-7530,25,8,0,1,8.013622605241835,0.3205449042096734
505,505,505,505,505,1-4747,9,6,1-4747,25,8,0,1,8.013622605241835,0.3205449042096734
322,322,322,322,322,1-0296,14,4,1-0296,41,13,0,10,13.136226052418351,0.32039575737605736
117,117,117,117,117,1-0358,17,10,1-0358,22,7,0,2,7.02724521048367,0.31942023684016685
182,182,182,182,182,1-7752,10,15,1-7752,29,9,0,12,9.163471262902021,0.3159817676862766
483,483,483,483,483,1-9491,1,9,1-9491,80,25,0,17,25.231584289111197,0.31539480361388994
331,331,331,331,331,MLG75,11,2,MLG75,185,58,0,9,58.122603447176516,0.3141762348496028
169,169,169,169,169,1-9606,7,11,1-9606,16,5,0,1,5.013622605241835,0.3133514128276147
405,405,405,405,405,1-3104,11,2,1-3104,16,5,0,0,5.0,0.3125
179,179,179,179,179,1-4052,15,13,1-4052,13,4,0,4,4.0544904209673405,0.3118838785359493
484,484,484,484,484,MLG31,17,10,MLG31,33,10,0,13,10.177093868143857,0.3083967838831472
540,540,540,540,540,1-5413,11,2,1-5413,39,12,0,0,12.0,0.3076923076923077
518,518,518,518,518,1-1850,21,7,1-1850,30,9,0,13,9.177093868143857,0.30590312893812854
553,553,553,553,553,1-5555,12,12,1-5555,10,3,0,3,3.0408678157255054,0.30408678157255054
197,197,197,197,197,1-8646,17,10,1-8646,20,6,0,3,6.040867815725505,0.3020433907862753
167,167,167,167,167,1-4929,14,4,1-4929,10,3,0,1,3.013622605241835,0.3013622605241835
220,220,220,220,220,MLG73,8,16,MLG73,10,3,0,1,3.013622605241835,0.3013622605241835
294,294,294,294,294,1-3509,17,10,1-3509,35,10,0,25,10.340565131045878,0.2954447180298822
333,333,333,333,333,1-11329,11,2,1-11329,14,4,0,1,4.013622605241835,0.28668732894584537
187,187,187,187,187,1-7321,4,21,1-7321,7,2,0,0,2.0,0.2857142857142857
512,512,512,512,512,1-3033,1,9,1-3033,7,2,0,0,2.0,0.2857142857142857
149,149,149,149,149,MLG58,8,16,MLG58,71,20,0,17,20.231584289111197,0.28495189139593236
392,392,392,392,392,1-9609,20,1,1-9609,25,7,0,0,7.0,0.28
312,312,312,312,312,1-3108,9,6,1-3108,18,5,0,1,5.013622605241835,0.27853458918010193
420,420,420,420,420,1-8172,12,12,1-8172,40,11,0,7,11.095358236692846,0.2773839559173211
138,138,138,138,138,1-5515,10,15,1-5515,29,8,0,2,8.02724521048367,0.27680155898219555
2,2,2,2,2,MLG17,1,9,MLG17,153,42,0,6,42.08173563145101,0.27504402373497394
219,219,219,219,219,1-5653,15,13,1-5653,11,3,0,1,3.013622605241835,0.2739656913856214
13,13,13,13,13,1-9805,8,16,1-9805,26,7,0,4,7.0544904209673405,0.27132655465259004
272,272,272,272,272,1-1570,6,8,1-1570,142,38,0,38,38.517658999189734,0.27125111971260374
302,302,302,302,302,MLG51,10,15,MLG51,248,65,0,80,66.08980841934681,0.26649116298123715
448,448,448,448,448,1-3106,8,16,1-3106,34,9,0,3,9.040867815725505,0.2659078769331031
489,489,489,489,489,1-9578,15,13,1-9578,42,11,0,8,11.108980841934681,0.26449954385558766
387,387,387,387,387,1-10539,9,6,1-10539,63,16,0,38,16.517658999189734,0.2621850634792021
208,208,208,208,208,1-10468,19,14,1-10468,549,142,0,130,143.77093868143857,0.26187784823577154
71,71,71,71,71,1-6532,8,16,1-6532,27,7,0,5,7.068113026209176,0.26178196393367315
151,151,151,151,151,1-9870,9,6,1-9870,27,7,0,4,7.0544904209673405,0.26127742299879037
273,273,273,273,273,1-3589,2,18,1-3589,27,7,0,1,7.013622605241835,0.259763800194142
440,440,440,440,440,MLG52,8,16,MLG52,125,32,0,24,32.32694252580404,0.25861554020643235
238,238,238,238,238,1-9855,8,16,1-9855,8,2,0,5,2.0681130262091756,0.25851412827614695
508,508,508,508,508,1-8532,11,2,1-8532,4,1,0,1,1.0136226052418351,0.2534056513104588
527,527,527,527,527,1-5531,2,18,1-5531,8,2,0,2,2.0272452104836702,0.2534056513104588
113,113,113,113,113,1-4499,18,5,1-4499,12,3,0,3,3.0408678157255054,0.2534056513104588
246,246,246,246,246,MLG56,15,13,MLG56,511,128,0,88,129.1987892612815,0.252835204033819
473,473,473,473,473,1-9452,1,9,1-9452,16,4,0,2,4.02724521048367,0.2517028256552294
282,282,282,282,282,1-1608,15,13,1-1608,307,76,0,90,77.22603447176516,0.2515506008852285
3,3,3,3,3,1-8222,2,18,1-8222,12,3,0,1,3.013622605241835,0.25113521710348624
528,528,528,528,528,1-6718,2,18,1-6718,20,5,0,1,5.013622605241835,0.25068113026209177
529,529,529,529,529,1-6217,7,11,1-6217,44,11,0,2,11.02724521048367,0.2506192093291743
523,523,523,523,523,1-9861,11,2,1-9861,8,2,0,0,2.0,0.25
15,15,15,15,15,1-8093,1,9,1-8093,4,1,0,0,1.0,0.25
428,428,428,428,428,1-2701,16,17,1-2701,61,15,0,1,15.013622605241835,0.24612496074166942
316,316,316,316,316,1-7441,6,8,1-7441,111,27,0,22,27.299697315320373,0.2459432190569403
217,217,217,217,217,1-9630,6,8,1-9630,33,8,0,2,8.02724521048367,0.24324985486314152
268,268,268,268,268,MLG44,2,18,MLG44,59,14,0,12,14.163471262902021,0.24005883496444105
461,461,461,461,461,1-9651,15,13,1-9651,38,9,0,5,9.068113026209176,0.2386345533212941
363,363,363,363,363,1-10785,6,8,1-10785,279,66,0,15,66.20433907862753,0.2372915379162277
321,321,321,321,321,1-5172,6,8,1-5172,120,28,0,29,28.39505555201322,0.2366254629334435
257,257,257,257,257,1-9504,2,18,1-9504,30,7,0,2,7.02724521048367,0.23424150701612234
341,341,341,341,341,1-0031,6,8,1-0031,13,3,0,2,3.0272452104836702,0.23286501619105154
403,403,403,403,403,1-1770,8,16,1-1770,35,8,0,8,8.108980841934681,0.23168516691241944
247,247,247,247,247,1-20467,16,17,1-20467,13,3,0,0,3.0,0.23076923076923078
356,356,356,356,356,1-9761,16,17,1-9761,35,8,0,4,8.05449042096734,0.230128297741924
384,384,384,384,384,1-9270,6,8,1-9270,128,29,0,31,29.42230076249689,0.22986172470700694
244,244,244,244,244,MLG57,10,15,MLG57,629,141,0,194,143.642785416916,0.22836690845296664
51,51,51,51,51,1-9925,19,14,1-9925,93,21,0,10,21.13622605241835,0.22727124787546615
1,1,1,1,1,1-9185,9,6,1-9185,31,7,0,3,7.040867815725505,0.22712476824920985
427,427,427,427,427,1-9379,11,2,1-9379,58,13,0,3,13.040867815725505,0.22484254854699148
168,168,168,168,168,1-9655,3,20,1-9655,27,6,0,4,6.0544904209673405,0.22424038596175336
124,124,124,124,124,1-8427,8,16,1-8427,189,42,0,27,42.36781034152955,0.22416830868534152
382,382,382,382,382,1-18558,7,11,1-18558,307,68,0,45,68.61301723588258,0.22349517014945466
136,136,136,136,136,1-9549,8,16,1-9549,18,4,0,0,4.0,0.2222222222222222
92,92,92,92,92,1-7807,16,17,1-7807,239,52,0,11,52.149848657660186,0.21820020358853634
351,351,351,351,351,1-19229,17,10,1-19229,38,8,0,14,8.190716473385692,0.21554517035225504
152,152,152,152,152,1-9500,7,11,1-9500,33,7,0,8,7.108980841934681,0.2154236618768085
415,415,415,415,415,1-1957,10,15,1-1957,47,10,0,9,10.122603447176516,0.21537454142928758
86,86,86,86,86,1-9345,7,11,1-9345,47,10,0,6,10.08173563145101,0.2145050134351279
22,22,22,22,22,1-7995,15,13,1-7995,14,3,0,0,3.0,0.21428571428571427
171,171,171,171,171,1-8100,5,3,1-8100,19,4,0,5,4.068113026209176,0.21411121190574608
485,485,485,485,485,1-5980,5,3,1-5980,29,6,0,10,6.136226052418351,0.21159400180752935
25,25,25,25,25,1-9607,9,6,1-9607,19,4,0,0,4.0,0.21052631578947367
172,172,172,172,172,1-8573,15,13,1-8573,184,38,0,44,38.599394630640745,0.20977931864478666
259,259,259,259,259,1-3596,21,7,1-3596,223,46,0,49,46.66750765684992,0.20927133478408036
153,153,153,153,153,1-1350,1,9,1-1350,195,40,0,54,40.735620683059096,0.20890061888748254
139,139,139,139,139,1-7863,6,8,1-7863,351,72,0,27,72.36781034152955,0.20617609783911553
538,538,538,538,538,1-9576,17,10,1-9576,10,2,0,4,2.0544904209673405,0.20544904209673404
526,526,526,526,526,1-5002,5,3,1-5002,45,9,0,16,9.217961683869362,0.2048435929748747
141,141,141,141,141,MLG45,1,9,MLG45,70,14,0,20,14.272452104836702,0.2038921729262386
337,337,337,337,337,1-18613,1,9,1-18613,25,5,0,7,5.095358236692846,0.20381432946771383
5,5,5,5,5,1-5549,19,14,1-5549,35,7,0,8,7.108980841934681,0.2031137383409909
46,46,46,46,46,1-8566,4,21,1-8566,5,1,0,1,1.0136226052418351,0.20272452104836702
313,313,313,313,313,1-7521,4,21,1-7521,10,2,0,1,2.013622605241835,0.20136226052418352
8,8,8,8,8,1-8181,11,2,1-8181,30,6,0,0,6.0,0.2
211,211,211,211,211,1-5406,11,2,1-5406,10,2,0,0,2.0,0.2
47,47,47,47,47,1-19547,16,17,1-19547,66,13,0,6,13.08173563145101,0.1982081156280456
283,283,283,283,283,1-3535,12,12,1-3535,315,61,0,96,62.30777010321617,0.19780244477211484
114,114,114,114,114,1-7496,16,17,1-7496,246,48,0,10,48.13622605241835,0.1956757156602372
94,94,94,94,94,1-3083,7,11,1-3083,78,15,0,5,15.068113026209176,0.19318093623345098
396,396,396,396,396,1-9963,6,8,1-9963,116,22,0,22,22.299697315320373,0.19223876995965838
404,404,404,404,404,1-4682,21,7,1-4682,16,3,0,5,3.0681130262091756,0.19175706413807347
408,408,408,408,408,MLG53,8,16,MLG53,91,17,0,20,17.272452104836702,0.1898071659872165
517,517,517,517,517,1-18028,9,6,1-18028,309,58,0,24,58.32694252580404,0.1887603317987186
354,354,354,354,354,1-9417,19,14,1-9417,76,14,0,21,14.286074710078537,0.18797466723787548
419,419,419,419,419,1-6692,12,12,1-6692,71,13,0,25,13.340565131045878,0.18789528353585744
547,547,547,547,547,MLG67,17,10,MLG67,27,5,0,5,5.068113026209176,0.1877078898595991
451,451,451,451,451,1-4098,15,13,1-4098,16,3,0,0,3.0,0.1875
374,374,374,374,374,1-6919,21,7,1-6919,43,8,0,4,8.05449042096734,0.1873137307201707
515,515,515,515,515,1-6531,9,6,1-6531,27,5,0,1,5.013622605241835,0.18568972612006795
314,314,314,314,314,1-3139,18,5,1-3139,93,17,0,19,17.258829499594867,0.18557881182360073
472,472,472,472,472,1-9518,1,9,1-9518,22,4,0,5,4.068113026209176,0.18491422846405345
470,470,470,470,470,1-1204,12,12,1-1204,39,7,0,14,7.190716473385692,0.18437734547142798
81,81,81,81,81,1-7770,14,4,1-7770,11,2,0,2,2.0272452104836702,0.1842950191348791
339,339,339,339,339,1-3523,7,11,1-3523,543,99,0,74,100.0080727878958,0.18417692962780075
562,562,562,562,562,1-0003,8,16,1-0003,17,3,0,6,3.0817356314510107,0.1812785665559418
170,170,170,170,170,1-5043,6,8,1-5043,123,22,0,18,22.245206894353032,0.1808553406044962
166,166,166,166,166,MLG40,17,10,MLG40,51,9,0,16,9.217961683869362,0.1807443467425365
522,522,522,522,522,1-5282,8,16,1-5282,17,3,0,5,3.0681130262091756,0.18047723683583386
154,154,154,154,154,1-18994,14,4,1-18994,28,5,0,3,5.040867815725505,0.18003099341876805
380,380,380,380,380,1-7004,16,17,1-7004,381,67,0,105,68.43037355039269,0.17960727965982332
226,226,226,226,226,1-9996,7,11,1-9996,28,5,0,0,5.0,0.17857142857142858
560,560,560,560,560,1-0027,5,3,1-0027,29,5,0,12,5.163471262902021,0.17805073320351797
295,295,295,295,295,1-3639,15,13,1-3639,17,3,0,1,3.013622605241835,0.17727191795540206
486,486,486,486,486,1-8678,3,20,1-8678,17,3,0,1,3.013622605241835,0.17727191795540206
261,261,261,261,261,1-1942,4,21,1-1942,34,6,0,2,6.02724521048367,0.17727191795540206
88,88,88,88,88,1-5626,6,8,1-5626,125,22,0,7,22.095358236692846,0.17676286589354276
66,66,66,66,66,1-7536,2,18,1-7536,17,3,0,0,3.0,0.17647058823529413
301,301,301,301,301,1-1177,9,6,1-1177,17,3,0,0,3.0,0.17647058823529413
463,463,463,463,463,1-1989,12,12,1-1989,46,8,0,8,8.108980841934681,0.17628219221597133
231,231,231,231,231,1-8450,12,12,1-8450,52,9,0,10,9.136226052418351,0.17569665485419905
286,286,286,286,286,1-3587,16,17,1-3587,46,8,0,6,8.08173563145101,0.17568990503154372
236,236,236,236,236,1-7024,11,2,1-7024,498,84,0,190,86.58829499594867,0.1738720783051178
478,478,478,478,478,1-9394,12,12,1-9394,117,19,0,58,19.790111104026437,0.1691462487523627
89,89,89,89,89,1-18004,14,4,1-18004,12,2,0,2,2.0272452104836702,0.1689371008736392
507,507,507,507,507,1-6909,8,16,1-6909,36,6,0,6,6.081735631451011,0.1689371008736392
549,549,549,549,549,1-4842,1,9,1-4842,6,1,0,1,1.0136226052418351,0.1689371008736392
209,209,209,209,209,1-9938,19,14,1-9938,55,9,0,17,9.231584289111197,0.16784698707474904
475,475,475,475,475,1-18234,17,10,1-18234,43,7,0,15,7.204339078627527,0.1675427692704076
109,109,109,109,109,1-9768,12,12,1-9768,241,40,0,24,40.32694252580404,0.167331711725328
269,269,269,269,269,1-7839,11,2,1-7839,24,4,0,1,4.013622605241835,0.1672342752184098
407,407,407,407,407,1-8421,6,8,1-8421,109,18,0,15,18.204339078627527,0.16701228512502317
162,162,162,162,162,1-8067,19,14,1-8067,322,53,0,53,53.72199807781726,0.16683850334725858
525,525,525,525,525,1-3175,15,13,1-3175,6,1,0,0,1.0,0.16666666666666666
87,87,87,87,87,MLG35,17,10,MLG35,49,8,0,12,8.163471262902021,0.16660145434493923
303,303,303,303,303,1-8157,12,12,1-8157,75,12,0,29,12.395055552013218,0.16526740736017625
480,480,480,480,480,1-1005,5,3,1-1005,125,20,0,43,20.58577202539891,0.1646861762031913
224,224,224,224,224,1-9227,18,5,1-9227,801,129,0,187,131.54742718022317,0.1642289977281188
133,133,133,133,133,1-8576,11,2,1-8576,55,9,0,1,9.013622605241835,0.16388404736803336
326,326,326,326,326,1-8826,16,17,1-8826,123,20,0,11,20.149848657660186,0.16381990778585517
121,121,121,121,121,1-7070,14,4,1-7070,129,21,0,5,21.068113026209176,0.1633187056295285
450,450,450,450,450,1-2297,19,14,1-2297,25,4,0,5,4.068113026209176,0.16272452104836702
447,447,447,447,447,1-7152,17,10,1-7152,109,17,0,47,17.64026244636625,0.1618372701501491
311,311,311,311,311,1-20578,2,18,1-20578,19,3,0,2,3.0272452104836702,0.15932869528861424
4,4,4,4,4,1-6240,10,15,1-6240,698,109,0,102,110.38950573466718,0.15815115434766072
352,352,352,352,352,MLG63,17,10,MLG63,380,59,0,56,59.76286589354277,0.1572706997198494
65,65,65,65,65,1-8659,15,13,1-8659,91,14,0,20,14.272452104836702,0.15684013302018354
343,343,343,343,343,1-4319,19,14,1-4319,163,25,0,40,25.544904209673405,0.15671720374032763
215,215,215,215,215,1-19839,5,3,1-19839,13,2,0,0,2.0,0.15384615384615385
304,304,304,304,304,1-19004,21,7,1-19004,60,9,0,14,9.190716473385692,0.15317860788976154
357,357,357,357,357,1-4760,7,11,1-4760,40,6,0,8,6.108980841934681,0.15272452104836703
388,388,388,388,388,MLG49,2,18,MLG49,185,28,0,14,28.19071647338569,0.15238225120749022
542,542,542,542,542,1-1191,16,17,1-1191,53,8,0,4,8.05449042096734,0.15197151737674228
353,353,353,353,353,MLG50,8,16,MLG50,319,47,0,75,48.021695393137634,0.15053823007253178
263,263,263,263,263,1-6927,19,14,1-6927,179,26,0,52,26.708375472575426,0.14920880152276775
315,315,315,315,315,1-1769,21,7,1-1769,89,13,0,20,13.272452104836702,0.14912867533524385
271,271,271,271,271,1-7897,12,12,1-7897,95,14,0,8,14.108980841934681,0.14851558780983876
245,245,245,245,245,1-6647,21,7,1-6647,62,9,0,11,9.149848657660186,0.14757820415580947
164,164,164,164,164,1-9740,9,6,1-9740,34,5,0,1,5.013622605241835,0.14745948838946574
360,360,360,360,360,1-6611,16,17,1-6611,89,13,0,9,13.122603447176516,0.14744498255254512
122,122,122,122,122,MLG42,10,15,MLG42,14,2,0,4,2.0544904209673405,0.14674931578338146
189,189,189,189,189,1-9156,12,12,1-9156,268,38,0,90,39.22603447176516,0.14636580026778045
340,340,340,340,340,1-3362,16,17,1-3362,117,17,0,7,17.095358236692846,0.1461141729631867
265,265,265,265,265,1-11330,1,9,1-11330,14,2,0,3,2.0408678157255054,0.14577627255182182
446,446,446,446,446,1-3534,16,17,1-3534,279,40,0,33,40.44954597298056,0.14498045151605934
19,19,19,19,19,1-2596,16,17,1-2596,35,5,0,0,5.0,0.14285714285714285
155,155,155,155,155,1-9447,14,4,1-9447,7,1,0,0,1.0,0.14285714285714285
390,390,390,390,390,MLG64,17,10,MLG64,245,34,0,72,34.98082757741213,0.14277888807106992
57,57,57,57,57,1-1224,19,14,1-1224,151,20,0,110,21.498486576601863,0.14237408328875406
378,378,378,378,378,1-6561,6,8,1-6561,65,9,0,16,9.217961683869362,0.14181479513645173
524,524,524,524,524,1-9338,15,13,1-9338,29,4,0,4,4.0544904209673405,0.1398100145161152
132,132,132,132,132,1-9110,9,6,1-9110,29,4,0,4,4.0544904209673405,0.1398100145161152
513,513,513,513,513,1-8094,7,11,1-8094,58,8,0,6,8.08173563145101,0.13934026950777606
531,531,531,531,531,1-5891,9,6,1-5891,96,13,0,22,13.299697315320373,0.1385385137012539
329,329,329,329,329,1-1317,19,14,1-1317,414,56,0,94,57.2805248927325,0.1383587557795471
130,130,130,130,130,1-1833,12,12,1-1833,124,16,0,84,17.14429884031415,0.1382604745186625
58,58,58,58,58,1-17733,19,14,1-17733,74,10,0,11,10.149848657660186,0.13716011699540792
258,258,258,258,258,1-9516,18,5,1-9516,76,10,0,25,10.340565131045878,0.13606006751376154
344,344,344,344,344,1-6035,5,3,1-6035,23,3,0,9,3.122603447176516,0.13576536726854418
361,361,361,361,361,1-0008,20,1,1-0008,230,31,0,11,31.149848657660186,0.13543412459852255
438,438,438,438,438,MLG10,15,13,MLG10,60,8,0,7,8.095358236692846,0.1349226372782141
433,433,433,433,433,1-5654,14,4,1-5654,15,2,0,1,2.013622605241835,0.13424150701612234
501,501,501,501,501,1-18487,6,8,1-18487,23,3,0,5,3.0681130262091756,0.13339621853083372
30,30,30,30,30,1-8418,1,9,1-8418,46,6,0,6,6.081735631451011,0.1322116441619785
377,377,377,377,377,1-7213,1,9,1-7213,23,3,0,3,3.0408678157255054,0.1322116441619785
379,379,379,379,379,1-4640,18,5,1-4640,87,11,0,35,11.476791183464229,0.13191714003981872
44,44,44,44,44,1-5214,17,10,1-5214,40,5,0,14,5.190716473385692,0.12976791183464229
537,537,537,537,537,1-4494,1,9,1-4494,16,2,0,5,2.0681130262091756,0.12925706413807347
460,460,460,460,460,1-7993,15,13,1-7993,24,3,0,7,3.095358236692846,0.1289732598622019
227,227,227,227,227,1-3068,16,17,1-3068,180,23,0,13,23.177093868143857,0.1287616326007992
260,260,260,260,260,1-0129,6,8,1-0129,142,18,0,17,18.231584289111197,0.12839143865571265
371,371,371,371,371,1-1580,7,11,1-1580,400,50,0,95,51.294147497974336,0.12823536874493585
289,289,289,289,289,1-1592,16,17,1-1592,32,4,0,7,4.095358236692846,0.12797994489665143
200,200,200,200,200,1-4634,5,3,1-4634,48,6,0,10,6.136226052418351,0.12783804275871566
334,334,334,334,334,1-20641,8,16,1-20641,16,2,0,3,2.0408678157255054,0.12755423848284408
557,557,557,557,557,1-9806,1,9,1-9806,8,1,0,1,1.0136226052418351,0.1267028256552294
213,213,213,213,213,1-18563,15,13,1-18563,8,1,0,1,1.0136226052418351,0.1267028256552294
184,184,184,184,184,1-8074,2,18,1-8074,145,18,0,22,18.299697315320373,0.12620480907117498
430,430,430,430,430,1-3141,6,8,1-3141,136,17,0,10,17.13622605241835,0.12600166215013495
414,414,414,414,414,1-8285,4,21,1-8285,72,9,0,5,9.068113026209176,0.12594601425290522
