Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
64,64,64,64,64,64,MLG29,10,MLG29,18,164,49,0,21,66.90017354488373,0.4079278874688032
144,144,144,144,144,144,1-7058,11,1-7058,2,80,23,0,11,32.37628138065338,0.4047035172581673
28,28,28,28,28,28,1-7005,5,1-7005,4,285,31,0,97,113.68175399303436,0.39888334734398023
23,23,23,23,23,23,1-7866,1,1-7866,7,318,10,0,137,126.77732264995575,0.3986708259432571
126,126,126,126,126,126,1-6693,10,1-6693,18,98,23,0,18,38.343005895614624,0.3912551622001492
157,157,157,157,157,157,1-17733,15,1-17733,10,74,4,0,29,28.719287276268005,0.3880984767063244
33,33,33,33,33,33,1-6296,3,1-6296,1,254,8,0,104,96.6484785079956,0.3805058208976205
197,197,197,197,197,197,1-6006,17,1-6006,13,57,11,0,12,21.228670597076416,0.3724328174925687
372,372,372,372,372,372,1-9553,17,1-9553,13,23,0,0,10,8.523892164230347,0.37060400714044983
358,358,358,358,358,358,1-8627,20,1-8627,17,25,5,0,5,9.261946082115173,0.3704778432846069
46,46,46,46,46,46,1-2282,11,1-2282,2,219,47,0,40,81.09556865692139,0.37029940025991503
20,20,20,20,20,20,1-8067,15,1-8067,10,322,71,0,54,117.02901768684387,0.3634441543069685
227,227,227,227,227,227,1-1957,12,1-1957,14,47,6,0,13,17.08105981349945,0.3634268045425415
3,3,3,3,3,3,1-6181,3,1-6181,1,659,34,0,241,239.42580115795135,0.36331684545971377
51,51,51,51,51,51,MLG65,14,MLG65,9,201,15,0,68,72.96246671676636,0.36299734684958385
174,174,174,174,174,174,MLG41,11,MLG41,2,66,12,0,14,23.933449029922485,0.36262801560488617
211,211,211,211,211,211,1-8042,11,1-8042,2,52,18,0,1,18.852389216423035,0.36254594646967375
471,471,471,471,471,471,1-19205,3,1-19205,1,12,0,0,5,4.261946082115173,0.3551621735095978
272,272,272,272,272,272,1-19229,19,1-19229,17,38,4,0,11,13.376281380653381,0.35200740475403636
294,294,294,294,294,294,1-3106,7,1-3106,6,34,6,0,7,11.966724514961243,0.3519624857341542
160,160,160,160,160,160,1-5197,15,1-5197,10,72,4,0,25,25.309730410575867,0.3515240334802204
79,79,79,79,79,79,1-0129,17,1-0129,13,142,25,0,29,49.719287276268005,0.3501358258892113
131,131,131,131,131,131,1-9925,15,1-9925,10,93,6,0,31,32.424065709114075,0.3486458678399363
124,124,124,124,124,124,1-0292,3,1-0292,1,99,8,0,31,34.424065709114075,0.3477178354455967
40,40,40,40,40,40,1-7807,16,1-7807,11,239,66,0,20,83.0477843284607,0.3474802691567393
77,77,77,77,77,77,1-9674,2,1-9674,10,144,50,0,0,50.0,0.3472222222222222
106,106,106,106,106,106,1-9963,17,1-9963,13,116,12,0,33,40.128844141960144,0.3459383115686219
136,136,136,136,136,136,1-1769,15,1-1769,10,89,0,0,36,30.686011791229248,0.34478664933965447
35,35,35,35,35,35,1-7496,8,1-7496,20,246,30,0,64,84.55290985107422,0.34371101565477324
535,535,535,535,535,535,1-8566,15,1-8566,10,5,0,0,2,1.7047784328460693,0.3409556865692139
525,525,525,525,525,525,1-3216,1,1-3216,7,5,0,0,2,1.7047784328460693,0.3409556865692139
38,38,38,38,38,38,1-4649,5,1-4649,4,244,12,0,83,82.74830496311188,0.3391323973898028
300,300,300,300,300,300,1-18709,21,1-18709,18,33,6,0,6,11.114335298538208,0.33679803934964264
451,451,451,451,451,451,1-11329,12,1-11329,15,14,3,0,2,4.704778432846069,0.3360556023461478
302,302,302,302,302,302,1-9500,17,1-9500,13,33,0,0,13,11.08105981349945,0.33578969131816516
180,180,180,180,180,180,1-10539,9,1-10539,21,63,16,0,6,21.114335298538208,0.3351481793418763
151,151,151,151,151,151,MLG38,11,MLG38,2,77,13,0,15,25.78583824634552,0.33488101618630545
108,108,108,108,108,108,1-8328,8,1-8328,20,114,10,0,33,38.128844141960144,0.33446354510491355
203,203,203,203,203,203,1-9938,15,1-9938,10,55,3,0,18,18.343005895614624,0.33350919810208407
11,11,11,11,11,11,MLG56,6,MLG56,5,511,87,0,97,169.68175399303436,0.33205822699223947
389,389,389,389,389,389,1-7842,19,1-7842,17,21,1,0,7,6.966724514961243,0.33174878642672584
263,263,263,263,263,263,1-6061,10,1-6061,18,40,3,0,12,13.228670597076416,0.3307167649269104
350,350,350,350,350,350,1-9609,10,1-9609,1,25,4,0,5,8.261946082115173,0.33047784328460694
166,166,166,166,166,166,MLG58,16,MLG58,11,71,20,0,4,23.40955686569214,0.3297120685308752
406,406,406,406,406,406,1-3265,17,1-3265,13,19,2,0,5,6.261946082115173,0.3295761095850091
158,158,158,158,158,158,1-9808,3,1-9808,1,74,3,0,25,24.309730410575867,0.3285098704131874
327,327,327,327,327,327,1-8988,3,1-8988,1,29,1,0,10,9.523892164230347,0.32841007462863264
112,112,112,112,112,112,1-3447,5,1-3447,4,110,2,0,40,36.09556865692139,0.3281415332447399
425,425,425,425,425,425,1-0003,23,1-0003,22,17,3,0,3,5.557167649269104,0.3268922146628885
103,103,103,103,103,103,1-3362,8,1-3362,20,117,16,0,26,38.1621196269989,0.32617196262392223
71,71,71,71,71,71,1-4417,3,1-4417,1,151,3,0,54,49.02901768684387,0.32469548136982695
304,304,304,304,304,304,1-1592,5,1-1592,4,32,1,0,11,10.376281380653381,0.32425879314541817
122,122,122,122,122,122,1-9404,15,1-9404,10,100,6,0,31,32.424065709114075,0.32424065709114075
130,130,130,130,130,130,1-3139,5,1-3139,4,93,2,0,33,30.128844141960144,0.3239660660425822
343,343,343,343,343,343,MLG67,16,MLG67,11,27,7,0,2,8.70477843284607,0.3223992012165211
430,430,430,430,430,430,1-8023,12,1-8023,14,16,0,0,6,5.114335298538208,0.319645956158638
210,210,210,210,210,210,1-1191,22,1-1191,20,53,5,0,14,16.933449029922485,0.31949903830042425
298,298,298,298,298,298,1-7481,5,1-7481,4,33,2,0,10,10.523892164230347,0.31890582315849536
250,250,250,250,250,250,1-18234,3,1-18234,1,43,0,0,16,13.638227462768555,0.3171680805295013
165,165,165,165,165,165,MLG59,22,MLG59,12,71,8,0,17,22.49061667919159,0.3167692490026984
381,381,381,381,381,381,1-9752,3,1-9752,1,22,1,0,7,6.966724514961243,0.31666929613460193
403,403,403,403,403,403,72-12171,6,72-12171,20,19,6,0,0,6.0,0.3157894736842105
335,335,335,335,335,335,1-18735,9,1-18735,19,27,0,0,10,8.523892164230347,0.3156997097863091
22,22,22,22,22,22,MLG50,12,MLG50,14,319,29,0,83,99.74830496311188,0.3126906111696297
439,439,439,439,439,439,1-4682,2,1-4682,15,16,5,0,0,5.0,0.3125
88,88,88,88,88,88,1-8267,14,1-8267,6,133,37,0,5,41.26194608211517,0.31024019610612913
61,61,61,61,61,61,1-6927,15,1-6927,10,179,17,0,45,55.35751473903656,0.30925985887729923
277,277,277,277,277,277,1-10060,18,1-10060,7,36,6,0,6,11.114335298538208,0.3087315360705058
354,354,354,354,354,354,1-7530,23,1-7530,22,25,6,0,2,7.704778432846069,0.3081911373138428
109,109,109,109,109,109,1-7441,17,1-7441,13,111,12,0,26,34.1621196269989,0.3077668434864766
115,115,115,115,115,115,1-8421,17,1-8421,13,109,7,0,31,33.424065709114075,0.3066428046707713
125,125,125,125,125,125,1-1390,21,1-1390,15,98,11,0,22,29.752562761306763,0.3035975791970078
163,163,163,163,163,163,1-6692,20,1-6692,16,71,13,0,10,21.523892164230347,0.3031534107638077
368,368,368,368,368,368,1-6858,15,1-6858,10,23,1,0,7,6.966724514961243,0.3029010658678801
275,275,275,275,275,275,1-4020,23,1-4020,22,37,6,0,6,11.114335298538208,0.30038744050103267
490,490,490,490,490,490,1-8634,2,1-8634,3,10,3,0,0,3.0,0.3
324,324,324,324,324,324,1-5515,1,1-5515,7,29,1,0,9,8.671502947807312,0.29901734302783833
5,5,5,5,5,5,MLG57,12,MLG57,14,629,49,0,161,186.23466384410858,0.2960805466520009
441,441,441,441,441,441,1-9997,10,1-9997,18,16,3,0,2,4.704778432846069,0.29404865205287933
447,447,447,447,447,447,1-9971,22,1-9971,21,15,1,0,4,4.409556865692139,0.2939704577128092
296,296,296,296,296,296,1-0205,13,1-0205,8,34,4,0,7,9.966724514961243,0.2931389563223895
65,65,65,65,65,65,1-4319,15,1-4319,10,163,17,0,36,47.68601179122925,0.2925522195780935
257,257,257,257,257,257,1-19286,10,1-19286,18,40,4,0,9,11.671502947807312,0.2917875736951828
1,1,1,1,1,1,1-9227,5,1-9227,4,801,27,0,241,232.42580115795135,0.2901695395230354
265,265,265,265,265,265,1-1204,22,1-1204,21,39,7,0,5,11.261946082115173,0.2887678482593634
142,142,142,142,142,142,1-8084,10,1-8084,18,82,4,0,23,23.604951977729797,0.2878652680210951
98,98,98,98,98,98,1-5043,17,1-5043,13,123,8,0,32,35.27645492553711,0.2868004465490822
332,332,332,332,332,332,P-16616,2,P-16616,15,28,8,0,0,8.0,0.2857142857142857
297,297,297,297,297,297,1-9630,19,1-9630,17,33,6,0,4,9.409556865692139,0.2851380868391557
325,325,325,325,325,325,1-9338,15,1-9338,10,29,4,0,5,8.261946082115173,0.2848946924867301
255,255,255,255,255,255,1-3564,17,1-3564,13,41,4,0,9,11.671502947807312,0.28467080360505637
357,357,357,357,357,357,1-9650,18,1-9650,12,25,2,0,6,7.114335298538208,0.2845734119415283
521,521,521,521,521,521,1-3551,15,1-3551,10,6,0,0,2,1.7047784328460693,0.2841297388076782
472,472,472,472,472,472,1-1935,3,1-1935,1,12,0,0,4,3.4095568656921387,0.2841297388076782
48,48,48,48,48,48,MLG30,3,MLG30,1,208,6,0,62,58.84813141822815,0.2829237087414815
0,0,0,0,0,0,1-6098,10,1-6098,18,1327,157,0,256,375.2116394042969,0.28275180060610167
21,21,21,21,21,21,MLG02,3,MLG02,1,320,17,0,86,90.30547261238098,0.28220460191369057
169,169,169,169,169,169,1-7268,23,1-7268,21,70,18,0,2,19.70477843284607,0.28149683475494386
329,329,329,329,329,329,1-5980,10,1-5980,18,29,3,0,6,8.114335298538208,0.27980466546683475
224,224,224,224,224,224,1-9277,24,1-9277,4,48,10,0,4,13.409556865692139,0.27936576803525287
4,4,4,4,4,4,MLG68,9,MLG68,19,642,100,0,93,179.27219712734222,0.279240182441343
404,404,404,404,404,404,1-20578,14,1-20578,9,19,1,0,5,5.261946082115173,0.2769445306376407
36,36,36,36,36,36,MLG64,16,MLG64,11,245,31,0,43,67.65273630619049,0.27613361757628774
338,338,338,338,338,338,1-3589,3,1-3589,1,27,4,0,4,7.409556865692139,0.2744280320626718
337,337,337,337,337,337,1-6532,23,1-6532,22,27,4,0,4,7.409556865692139,0.2744280320626718
256,256,256,256,256,256,1-0296,1,1-0296,7,41,1,0,12,11.228670597076416,0.27387001456283944
344,344,344,344,344,344,1-2103,17,1-2103,13,26,2,0,6,7.114335298538208,0.273628280713008
154,154,154,154,154,154,1-9417,15,1-9417,10,76,2,0,22,20.752562761306763,0.2730600363329837
141,141,141,141,141,141,1-8820,15,1-8820,10,83,3,0,23,22.604951977729797,0.27234881900879276
299,299,299,299,299,299,MLG31,11,MLG31,2,33,3,0,7,8.966724514961243,0.2717189246957952
488,488,488,488,488,488,1-9576,22,1-9576,21,10,1,0,2,2.7047784328460693,0.27047784328460694
493,493,493,493,493,493,1-0033,1,1-0033,7,10,1,0,2,2.7047784328460693,0.27047784328460694
97,97,97,97,97,97,1-1833,12,1-1833,14,124,13,0,24,33.45734119415283,0.2698172676947809
232,232,232,232,232,232,1-8095,6,1-8095,5,46,3,0,11,12.376281380653381,0.2690495952315953
290,290,290,290,290,290,1-3509,3,1-3509,1,35,0,0,11,9.376281380653381,0.26789375373295377
217,217,217,217,217,217,1-9770,12,1-9770,14,50,4,0,11,13.376281380653381,0.26752562761306764
208,208,208,208,208,208,1-5355,23,1-5355,22,53,9,0,6,14.114335298538208,0.26630821317996617
336,336,336,336,336,336,1-9655,9,1-9655,19,27,2,0,6,7.114335298538208,0.26349389994585953
80,80,80,80,80,80,1-0053,10,1-0053,18,142,16,0,25,37.30973041057587,0.2627445803561681
8,8,8,8,8,8,1-10468,15,1-10468,10,549,59,0,100,144.23892164230347,0.262730276215489
274,274,274,274,274,274,1-7744,7,1-7744,6,37,8,0,2,9.70477843284607,0.2622913089958397
370,370,370,370,370,370,1-7066,10,1-7066,18,23,6,0,0,6.0,0.2608695652173913
87,87,87,87,87,87,1-3141,17,1-3141,13,136,8,0,32,35.27645492553711,0.2593856979818905
384,384,384,384,384,384,1-0358,16,1-0358,11,22,4,0,2,5.704778432846069,0.25930811058391223
341,341,341,341,341,341,1-9870,3,1-9870,1,27,1,0,7,6.966724514961243,0.25802683388745346
288,288,288,288,288,288,1-9761,22,1-9761,21,35,3,0,7,8.966724514961243,0.25619212899889265
492,492,492,492,492,492,MLG73,3,MLG73,1,10,0,0,3,2.557167649269104,0.2557167649269104
129,129,129,129,129,129,1-4531,5,1-4531,4,94,12,0,14,23.933449029922485,0.25461115989279237
448,448,448,448,448,448,MLG42,8,MLG42,8,14,1,0,3,3.557167649269104,0.2540834035192217
412,412,412,412,412,412,1-0055,17,1-0055,21,18,2,0,3,4.557167649269104,0.2531759805149502
238,238,238,238,238,238,1-4390,5,1-4390,4,45,2,0,11,11.376281380653381,0.25280625290340847
539,539,539,539,539,539,1-21192,18,1-21192,12,4,1,0,0,1.0,0.25
541,541,541,541,541,541,1-8532,11,1-8532,2,4,1,0,0,1.0,0.25
137,137,137,137,137,137,1-6611,8,1-6611,20,89,6,0,19,22.19539511203766,0.2493864619330074
110,110,110,110,110,110,1-9137,11,1-9137,2,111,1,0,31,27.424065709114075,0.24706365503706373
482,482,482,482,482,482,1-9457,14,1-9457,9,11,1,0,2,2.7047784328460693,0.24588894844055176
481,481,481,481,481,481,1-7770,1,1-7770,7,11,1,0,2,2.7047784328460693,0.24588894844055176
453,453,453,453,453,453,1-5036,3,1-5036,1,14,0,0,4,3.4095568656921387,0.24353977612086705
458,458,458,458,458,458,1-9667,17,1-9667,13,14,0,0,4,3.4095568656921387,0.24353977612086705
511,511,511,511,511,511,1-3033,5,1-3033,4,7,0,0,2,1.7047784328460693,0.24353977612086705
515,515,515,515,515,515,1-3646,17,1-3646,13,7,0,0,2,1.7047784328460693,0.24353977612086705
516,516,516,516,516,516,1-9447,21,1-9447,15,7,0,0,2,1.7047784328460693,0.24353977612086705
153,153,153,153,153,153,1-9516,5,1-9516,4,76,4,0,17,18.49061667919159,0.24329758788409986
53,53,53,53,53,53,1-8341,5,1-8341,4,197,12,0,42,47.800347089767456,0.2426413557856216
233,233,233,233,233,233,1-3587,8,1-3587,20,46,6,0,6,11.114335298538208,0.2416159847508306
292,292,292,292,292,292,1-9740,12,1-9740,14,34,3,0,6,8.114335298538208,0.2386569205452414
37,37,37,37,37,37,1-5775,9,1-5775,19,244,35,0,27,58.014508843421936,0.2377643805058276
280,280,280,280,280,280,1-8314,13,1-8314,8,36,0,0,10,8.523892164230347,0.23677478233973184
146,146,146,146,146,146,MLG78,16,MLG78,11,80,12,0,8,18.819113731384277,0.23523892164230348
26,26,26,26,26,26,1-18558,1,1-18558,7,307,9,0,74,72.07680201530457,0.23477785672737644
44,44,44,44,44,44,1-0008,3,1-0008,1,230,0,0,63,53.700520634651184,0.23348052449848342
9,9,9,9,9,9,1-3523,1,1-3523,7,543,27,0,116,125.87714910507202,0.23181795415298714
99,99,99,99,99,99,1-8826,22,1-8826,21,123,7,0,25,28.309730410575867,0.23016040984208022
219,219,219,219,219,219,1-2400,14,1-2400,9,49,7,0,5,11.261946082115173,0.2298356343288811
426,426,426,426,426,426,1-3639,12,1-3639,13,17,3,0,1,3.8523892164230347,0.22661113037782557
205,205,205,205,205,205,1-8398,17,1-8398,13,54,2,0,12,12.228670597076416,0.22645686290882253
473,473,473,473,473,473,1-5161,21,1-5161,15,12,1,0,2,2.7047784328460693,0.22539820273717245
308,308,308,308,308,308,1-4700,8,1-4700,20,31,1,0,7,6.966724514961243,0.2247330488697175
334,334,334,334,334,334,1-18994,1,1-18994,7,28,2,0,5,6.261946082115173,0.22364093150411332
427,427,427,427,427,427,1-3104,19,1-3104,17,16,1,0,3,3.557167649269104,0.222322978079319
326,326,326,326,326,326,1-0027,10,1-0027,18,29,3,0,4,6.409556865692139,0.22101920226524616
25,25,25,25,25,25,1-18028,9,1-18028,19,309,29,0,46,68.2099039554596,0.22074402574582394
119,119,119,119,119,119,1-9646,9,1-9646,19,105,0,0,27,23.014508843421936,0.21918579850878034
75,75,75,75,75,75,1-2545,23,1-2545,22,145,13,0,22,31.752562761306763,0.218983191457288
420,420,420,420,420,420,1-8678,1,1-8678,7,17,2,0,2,3.7047784328460693,0.21792814310859232
173,173,173,173,173,173,1-1207,11,1-1207,2,66,5,0,11,14.376281380653381,0.21782244516141486
85,85,85,85,85,85,1-1131,7,1-1131,6,138,17,0,15,29.78583824634552,0.21583940758221393
449,449,449,449,449,449,MLG43,21,MLG43,17,14,3,0,0,3.0,0.21428571428571427
231,231,231,231,231,231,1-7991,1,1-7991,5,46,3,0,8,9.819113731384277,0.21345899416052777
504,504,504,504,504,504,1-9861,3,1-9861,1,8,0,0,2,1.7047784328460693,0.21309730410575867
545,545,545,545,545,545,1-4926,3,1-4926,1,4,0,0,1,0.8523892164230347,0.21309730410575867
503,503,503,503,503,503,1-5531,6,1-5531,5,8,0,0,2,1.7047784328460693,0.21309730410575867
544,544,544,544,544,544,1-4910,3,1-4910,1,4,0,0,1,0.8523892164230347,0.21309730410575867
477,477,477,477,477,477,1-8222,6,1-8222,5,12,0,0,3,2.557167649269104,0.21309730410575867
542,542,542,542,542,542,1-8093,24,1-8093,23,4,0,0,1,0.8523892164230347,0.21309730410575867
506,506,506,506,506,506,1-17657,19,1-17657,17,8,0,0,2,1.7047784328460693,0.21309730410575867
243,243,243,243,243,243,1-19166,5,1-19166,4,45,1,0,10,9.523892164230347,0.21164204809400772
322,322,322,322,322,322,1-19549,17,1-19549,13,29,1,0,6,6.114335298538208,0.21083914822545544
14,14,14,14,14,14,1-1317,15,1-1317,10,414,18,0,81,87.04352653026581,0.21025006408276764
387,387,387,387,387,387,1-9436,24,1-9436,23,21,1,0,4,4.409556865692139,0.20997889836629233
244,244,244,244,244,244,1-19448,19,1-19448,17,45,0,0,11,9.376281380653381,0.20836180845896404
323,323,323,323,323,323,1-13247,9,1-13247,21,29,6,0,0,6.0,0.20689655172413793
269,269,269,269,269,269,1-8551,23,1-8551,22,38,7,0,1,7.852389216423035,0.2066418214848167
410,410,410,410,410,410,1-3108,19,1-3108,17,18,2,0,2,3.7047784328460693,0.20582102404700386
127,127,127,127,127,127,1-5891,9,1-5891,19,96,12,0,9,19.671502947807312,0.2049114890396595
355,355,355,355,355,355,1-4747,17,1-4747,13,25,0,0,6,5.114335298538208,0.2045734119415283
189,189,189,189,189,189,MLG10,11,MLG10,2,60,8,0,5,12.261946082115173,0.2043657680352529
2,2,2,2,2,2,1-6240,13,1-6240,8,698,45,0,114,142.17237067222595,0.20368534480261596
228,228,228,228,228,228,MLG60,24,MLG60,23,47,7,0,3,9.557167649269104,0.20334399253764052
286,286,286,286,286,286,1-1770,8,1-1770,20,35,2,0,6,7.114335298538208,0.20326672281537736
134,134,134,134,134,134,1-8659,22,1-8659,21,91,4,0,17,18.49061667919159,0.20319358988122627
199,199,199,199,199,199,1-20167,10,1-20167,18,56,2,0,11,11.376281380653381,0.2031478817973818
229,229,229,229,229,229,1-18423,5,1-18423,4,47,1,0,10,9.523892164230347,0.2026360034942627
138,138,138,138,138,138,1-4640,21,1-4640,15,87,9,0,10,17.523892164230347,0.20142404786471663
101,101,101,101,101,101,1-18371,20,1-18371,16,120,13,0,13,24.08105981349945,0.20067549844582874
394,394,394,394,394,394,1-9697,19,1-9697,17,20,4,0,0,4.0,0.2
489,489,489,489,489,489,1-7521,24,1-7521,1,10,2,0,0,2.0,0.2
527,527,527,527,527,527,1-17790,18,1-17790,12,5,1,0,0,1.0,0.2
102,102,102,102,102,102,1-17907,8,1-17907,20,119,5,0,22,23.752562761306763,0.19960136774207363
310,310,310,310,310,310,1-10071,7,1-10071,6,30,0,0,7,5.966724514961243,0.19889081716537477
161,161,161,161,161,161,1-8285,11,1-8285,2,72,10,0,5,14.261946082115173,0.19808258447382185
463,463,463,463,463,463,1-20467,1,1-20467,7,13,0,0,3,2.557167649269104,0.1967052037899311
345,345,345,345,345,345,1-3584,1,1-3584,7,26,0,0,6,5.114335298538208,0.1967052037899311
306,306,306,306,306,306,1-1972,15,1-1972,10,32,2,0,5,6.261946082115173,0.19568581506609917
318,318,318,318,318,318,1-9902,9,1-9902,1,30,5,0,1,5.852389216423035,0.19507964054743449
132,132,132,132,132,132,MLG55,12,MLG55,14,92,11,0,8,17.819113731384277,0.19368601881939432
156,156,156,156,156,156,1-2294,15,1-2294,10,75,6,0,10,14.523892164230347,0.1936518955230713
281,281,281,281,281,281,1-3312,15,1-3312,10,36,1,0,7,6.966724514961243,0.19352012541559008
241,241,241,241,241,241,1-6216,5,1-6216,4,45,1,0,9,8.671502947807312,0.19270006550682917
172,172,172,172,172,172,1-6900,21,1-6900,15,67,0,0,15,12.78583824634552,0.19083340666187343
10,10,10,10,10,10,MLG62,11,MLG62,2,525,42,0,68,99.96246671676636,0.19040469850812639
342,342,342,342,342,342,1-6531,3,1-6531,1,27,0,0,6,5.114335298538208,0.1894198258717855
66,66,66,66,66,66,MLG48,2,MLG48,13,159,30,0,0,30.0,0.18867924528301888
437,437,437,437,437,437,1-4098,1,1-4098,7,16,3,0,0,3.0,0.1875
93,93,93,93,93,93,MLG52,14,MLG52,9,125,20,0,4,23.40955686569214,0.1872764549255371
237,237,237,237,237,237,1-8418,20,1-8418,16,46,0,0,10,8.523892164230347,0.18530200357022492
487,487,487,487,487,487,1-4929,15,1-4929,1,10,1,0,1,1.8523892164230347,0.18523892164230346
140,140,140,140,140,140,1-8066,7,1-8066,8,86,9,0,8,15.819113731384277,0.183943182923073
367,367,367,367,367,367,1-9995,18,1-9995,1,24,1,0,4,4.409556865692139,0.18373153607050577
67,67,67,67,67,67,1-3516,8,1-3516,20,156,8,0,24,28.457341194152832,0.182418853808672
258,258,258,258,258,258,1-17758,14,1-17758,9,40,3,0,5,7.261946082115173,0.18154865205287934
143,143,143,143,143,143,1-9286,12,1-9286,5,81,6,0,10,14.523892164230347,0.17930731066951044
264,264,264,264,264,264,1-8928,23,1-8928,22,39,1,0,7,6.966724514961243,0.17863396192208314
431,431,431,431,431,431,1-8503,13,1-8503,4,16,2,0,1,2.8523892164230347,0.17827432602643967
177,177,177,177,177,177,1-9498,17,1-9498,13,64,2,0,11,11.376281380653381,0.17775439657270908
421,421,421,421,421,421,1-5282,23,1-5282,22,17,3,0,0,3.0,0.17647058823529413
235,235,235,235,235,235,1-1989,5,1-1989,22,46,3,0,6,8.114335298538208,0.1763985934464828
215,215,215,215,215,215,MLG40,24,MLG40,23,51,3,0,7,8.966724514961243,0.17581812774433808
346,346,346,346,346,346,1-9805,6,1-9805,5,26,2,0,3,4.557167649269104,0.17527567881804246
159,159,159,159,159,159,1-6914,5,1-6914,4,73,0,0,15,12.78583824634552,0.17514846912802082
262,262,262,262,262,262,1-8172,20,1-8172,14,40,7,0,0,7.0,0.175
373,373,373,373,373,373,1-8488,2,1-8488,21,23,4,0,0,4.0,0.17391304347826086
82,82,82,82,82,82,1-8188,8,1-8188,20,140,9,0,18,24.343005895614624,0.17387861354010445
52,52,52,52,52,52,1-7122,22,1-7122,21,197,12,0,26,34.1621196269989,0.1734117747563396
331,331,331,331,331,331,1-5981,14,1-5981,7,28,4,0,1,4.852389216423035,0.17329961487225123
100,100,100,100,100,100,1-5172,17,1-5172,13,120,7,0,16,20.638227462768555,0.17198522885640463
7,7,7,7,7,7,MLG69,2,MLG69,3,576,99,0,0,99.0,0.171875
68,68,68,68,68,68,1-1015,12,1-1015,14,155,6,0,24,26.457341194152832,0.17069252383324407
391,391,391,391,391,391,72-18936,3,72-18936,1,20,0,0,4,3.4095568656921387,0.17047784328460694
495,495,495,495,495,495,1-9712,5,1-9712,4,10,0,0,2,1.7047784328460693,0.17047784328460694
534,534,534,534,534,534,1-8379,10,1-8379,1,5,0,0,1,0.8523892164230347,0.17047784328460694
529,529,529,529,529,529,1-5424,15,1-5424,10,5,0,0,1,0.8523892164230347,0.17047784328460694
352,352,352,352,352,352,1-2297,1,1-2297,7,25,0,0,5,4.261946082115173,0.17047784328460694
533,533,533,533,533,533,1-3217,20,1-3217,16,5,0,0,1,0.8523892164230347,0.17047784328460694
396,396,396,396,396,396,1-7721,3,1-7721,1,20,0,0,4,3.4095568656921387,0.17047784328460694
