Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,1-5002,1,22,1-5002,45,0,1,4,1003.2384037971497,22.29418675104777
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,13,6,MLG41,66,18,1,11,1026.9056104421616,15.559175915790327
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,1-4417,13,6,1-4417,151,42,2,8,2048.4768075942993,13.56607157347218
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,14,14,1-9491,80,28,1,20,1044.1920189857483,13.052400237321853
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,1,22,MLG38,77,0,1,5,1004.0480047464371,13.039584477226455
282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282,1-1608,14,14,1-1608,307,56,1,84,1124.0064797401428,3.661258891661703
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,13,6,MLG63,380,66,1,56,1111.3376531600952,2.924572771473935
464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,1-10060,16,16,1-10060,36,23,0,28,45.66882658004761,1.2685785161124334
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,20,12,1-8646,20,11,0,11,19.90561044216156,0.995280522108078
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,11,2,1-2294,75,39,0,35,67.33603322505951,0.8978137763341268
564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,564,1-9034,17,9,1-9034,3,1,0,2,2.619201898574829,0.873067299524943
551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,551,1-9838,3,20,1-9838,3,0,0,3,2.4288028478622437,0.8096009492874146
546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,546,1-7527,1,22,1-7527,1,0,0,1,0.8096009492874146,0.8096009492874146
556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,556,1-10951,10,4,1-10951,1,0,0,1,0.8096009492874146,0.8096009492874146
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,15,7,1-5555,10,4,0,5,8.048004746437073,0.8048004746437073
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1-8767,7,8,1-8767,48,37,0,2,38.61920189857483,0.8045667062203089
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,1-9333,6,11,1-9333,102,30,0,62,80.1952588558197,0.7862280279982323
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,72-12171,7,8,72-12171,19,10,0,6,14.857605695724487,0.7819792471433941
416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,416,1-18203,3,20,1-18203,29,0,0,28,22.668826580047607,0.7816836751740555
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1-3521,9,3,1-3521,22,0,0,21,17.001619935035706,0.7728009061379866
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-5167,4,1,1-5167,24,0,0,22,17.81122088432312,0.7421342035134634
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,20,12,1-18487,23,12,0,6,16.857605695724487,0.7329393780749777
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,10,4,1-11329,14,7,0,4,10.238403797149658,0.7313145569392613
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,16,16,1-9495,18,8,0,6,12.857605695724487,0.7143114275402493
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,5,5,1-5981,28,7,0,16,19.953615188598633,0.7126291138785226
421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,421,1-8398,11,2,1-8398,54,14,0,29,37.47842752933502,0.6940449542469449
563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,563,1-21192,12,10,1-21192,4,1,0,2,2.619201898574829,0.6548004746437073
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,1-8544,6,11,1-8544,54,31,0,5,35.04800474643707,0.6490371249340199
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,1-9379,11,2,1-9379,58,36,0,2,37.61920189857483,0.6486069292857729
434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,10,4,MLG59,71,41,0,6,45.85760569572449,0.6458817703623168
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,1-20578,20,12,1-20578,19,9,0,4,12.238403797149658,0.6441265156394557
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,5,5,1-6909,36,4,0,23,22.620821833610535,0.6283561620447371
425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,14,14,1-6006,57,1,0,42,35.00323987007141,0.6140919275451124
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,12,10,1-6227,52,8,0,29,31.478427529335022,0.6053543755641351
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,9,3,1-6734,44,10,0,20,26.19201898574829,0.5952731587670066
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-7752,14,14,1-7752,29,13,0,5,17.048004746437073,0.5878622326357611
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,1-9609,15,7,1-9609,25,9,0,7,14.667206645011902,0.5866882658004761
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,7,8,1-4747,25,9,0,7,14.667206645011902,0.5866882658004761
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,7,8,1-8095,46,18,0,11,26.90561044216156,0.5849045748295991
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,5,5,1-8488,23,11,0,3,13.428802847862244,0.5838609933853149
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,17,9,MLG48,159,81,0,14,92.3344132900238,0.5807195804404013
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-5654,8,15,1-5654,15,3,0,7,8.667206645011902,0.5778137763341268
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,16,16,1-7614,72,39,0,3,41.428802847862244,0.5754000395536423
271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,1-7897,6,11,1-7897,95,6,0,60,54.57605695724487,0.5744848100762618
460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,1-7993,1,22,1-7993,24,0,0,17,13.763216137886047,0.5734673390785853
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,17,9,1-2423,79,8,0,46,45.24164366722107,0.572679033762292
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1-7964,17,9,1-7964,202,20,0,118,115.53291201591492,0.5719451089896778
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,14,14,1-9286,81,23,0,28,45.66882658004761,0.5638126738277482
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1-0405,15,7,1-0405,64,34,0,2,35.61920189857483,0.5565500296652317
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,15,7,1-8084,82,8,0,46,45.24164366722107,0.5517273617953788
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,1-9808,17,9,1-9808,74,8,0,40,40.38403797149658,0.5457302428580619
417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,417,1-10451,1,22,1-10451,46,0,0,31,25.09762942790985,0.5456006397371707
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,19,13,1-7042,117,29,0,43,63.812840819358826,0.5454088958919557
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,10,4,1-6980,128,14,0,68,69.05286455154419,0.539475504308939
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,16,1-3639,17,5,0,5,9.048004746437073,0.5322355733198278
511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,1-9697,17,9,1-9697,20,9,0,2,10.619201898574829,0.5309600949287414
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,9,3,1-10785,279,21,0,157,148.10734903812408,0.5308507133982943
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,18,24,MLG08,107,0,0,70,56.67206645011902,0.5296454808422338
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,8,15,1-8188,140,40,0,42,74.00323987007141,0.5285945705005101
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,1-4682,14,14,1-4682,16,6,0,3,8.428802847862244,0.5268001779913902
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,5,5,1-1204,39,10,0,13,20.52481234073639,0.5262772395060613
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,17,9,MLG32,52,20,0,9,27.28640854358673,0.5247386258382064
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,9,3,1-9270,128,32,0,43,66.81284081935883,0.5219753189012408
474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,474,1-8400,13,6,1-8400,33,5,0,15,17.14401423931122,0.5195155830094309
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,15,7,1-9496,39,12,0,10,20.096009492874146,0.5152822946890806
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,MLG65,13,6,MLG65,201,62,0,50,102.48004746437073,0.5098509824098046
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,2,18,1-13247,29,0,0,18,14.572817087173462,0.5025109340404642
561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,561,1-9455,4,1,1-9455,2,1,0,0,1.0,0.5
357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,357,1-4760,8,15,1-4760,40,14,0,7,19.667206645011902,0.4916801661252975
440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,MLG52,12,10,MLG52,125,29,0,40,61.38403797149658,0.49107230377197264
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,1-18558,5,5,1-18558,307,45,0,128,148.62892150878906,0.4841332948169025
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,9,3,1-1570,142,42,0,33,68.71683132648468,0.4839213473696104
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,1-6181,17,9,1-6181,659,97,0,274,318.8306601047516,0.48380980289036657
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,8,15,MLG55,92,21,0,29,44.47842752933502,0.4834611687971198
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,1-9549,8,15,1-9549,18,7,0,2,8.619201898574829,0.4788445499208238
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-18202,7,8,1-18202,23,11,0,0,11.0,0.4782608695652174
419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,419,1-6692,6,11,1-6692,71,4,0,37,33.95523512363434,0.47824274822020196
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1-7995,5,5,1-7995,14,1,0,7,6.667206645011902,0.4762290460722787
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,5,5,1-1957,47,7,0,19,22.382418036460876,0.4762216603502314
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,20,12,1-9457,11,2,0,4,5.238403797149658,0.4762185270136053
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,12,10,MLG56,511,119,0,153,242.86894524097443,0.4752816932308697
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,1-5043,9,3,1-5043,123,13,0,56,58.337653160095215,0.474289863090205
454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,19,13,1-0272,111,4,0,60,52.57605695724487,0.4736581707859899
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,1-10696,3,20,1-10696,24,0,0,14,11.334413290023804,0.4722672204176585
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,19,13,1-6611,89,20,0,27,41.85922563076019,0.47032837787371
510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,1-3206,5,5,1-3206,45,9,0,15,21.14401423931122,0.4698669830958048
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,7,8,MLG67,27,7,0,7,12.667206645011902,0.46915580166710746
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,1-6061,15,7,1-6061,40,9,0,12,18.715211391448975,0.46788028478622434
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,1-7004,19,13,1-7004,381,57,0,149,177.63054144382477,0.46622189355334587
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,9,3,1-3141,136,14,0,60,62.57605695724487,0.46011806586209464
