Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,13,MLG40,3,51,8,1,17,1011.4933602809906,19.83320314276452
168,168,168,168,168,168,168,168,168,168,MLG45,8,MLG45,5,70,21,1,13,1023.6713931560516,14.623877045086452
9,9,9,9,9,9,9,9,9,9,1-3523,13,1-3523,3,543,66,1,167,1100.3171274662018,2.0263667172489903
8,8,8,8,8,8,8,8,8,8,1-10468,8,1-10468,5,549,77,1,164,1110.7006521224976,2.0231341568715804
203,203,203,203,203,203,203,203,203,203,1-9938,5,1-9938,6,55,34,0,1,34.20549178123474,0.6219180323860862
265,265,265,265,265,265,265,265,265,265,1-1204,7,1-1204,10,39,15,0,5,16.027458906173706,0.4109604847736848
169,169,169,169,169,169,169,169,169,169,1-7268,2,1-7268,11,70,26,0,8,27.64393424987793,0.39491334642682757
97,97,97,97,97,97,97,97,97,97,1-1833,1,1-1833,4,124,48,0,0,48.0,0.3870967741935484
93,93,93,93,93,93,93,93,93,93,MLG52,11,MLG52,12,125,33,0,55,44.30204796791077,0.35441638374328616
228,228,228,228,228,228,228,228,228,228,MLG60,14,MLG60,2,47,14,0,8,15.64393424987793,0.3328496648910198
212,212,212,212,212,212,212,212,212,212,MLG32,18,MLG32,19,52,15,0,8,16.64393424987793,0.3200756586514987
195,195,195,195,195,195,195,195,195,195,1-9379,5,1-9379,9,58,17,0,5,18.027458906173706,0.3108182570029949
239,239,239,239,239,239,239,239,239,239,1-5002,6,1-5002,7,45,10,0,18,13.698852062225342,0.3044189347161187
123,123,123,123,123,123,123,123,123,123,1-11350,14,1-11350,2,100,28,0,11,30.260409593582153,0.30260409593582155
155,155,155,155,155,155,155,155,155,155,1-8157,12,1-8157,10,75,21,0,7,22.43844246864319,0.2991792329152425
165,165,165,165,165,165,165,165,165,165,MLG59,8,MLG59,5,71,15,0,30,21.164753437042236,0.2980951188315808
441,441,441,441,441,441,441,441,441,441,1-9997,6,1-9997,7,16,4,0,3,4.616475343704224,0.288529708981514
166,166,166,166,166,166,166,166,166,166,MLG58,11,MLG58,12,71,16,0,14,18.876884937286377,0.2658716188350194
43,43,43,43,43,43,43,43,43,43,MLG14,14,MLG14,2,232,56,0,27,61.54827809333801,0.26529430212645694
81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,30,0,36,37.397704124450684,0.2652319441450403
26,26,26,26,26,26,26,26,26,26,1-18558,19,1-18558,17,307,72,0,43,80.83614659309387,0.2633099237560061
263,263,263,263,263,263,263,263,263,263,1-6061,11,1-6061,12,40,8,0,12,10.465901374816895,0.2616475343704224
57,57,57,57,57,57,57,57,57,57,MLG75,5,MLG75,9,185,45,0,16,48.28786849975586,0.26101550540408575
85,85,85,85,85,85,85,85,85,85,1-1131,11,1-1131,12,138,30,0,29,35.959261655807495,0.260574359824692
61,61,61,61,61,61,61,61,61,61,1-6927,18,1-6927,19,179,38,0,40,46.21967124938965,0.25821045390720476
247,247,247,247,247,247,247,247,247,247,1-6734,10,1-6734,14,44,10,0,6,11.232950687408447,0.25529433380473743
154,154,154,154,154,154,154,154,154,154,1-9417,7,1-9417,6,76,14,0,23,18.726310968399048,0.24639882853156642
368,368,368,368,368,368,368,368,368,368,1-6858,19,1-6858,5,23,4,0,8,5.64393424987793,0.24538844564686652
211,211,211,211,211,211,211,211,211,211,1-8042,18,1-8042,19,52,12,0,3,12.616475343704224,0.24262452584046584
332,332,332,332,332,332,332,332,332,332,P-16616,19,P-16616,17,28,5,0,8,6.64393424987793,0.23728336606706893
80,80,80,80,80,80,80,80,80,80,1-0053,6,1-0053,7,142,26,0,36,33.397704124450684,0.23519509946796255
343,343,343,343,343,343,343,343,343,343,MLG67,17,MLG67,20,27,3,0,16,6.287868499755859,0.23288401850947626
64,64,64,64,64,64,64,64,64,64,MLG29,6,MLG29,7,164,30,0,39,38.01417946815491,0.23179377724484698
277,277,277,277,277,277,277,277,277,277,1-10060,17,1-10060,20,36,4,0,21,8.315327405929565,0.23098131683137682
77,77,77,77,77,77,77,77,77,77,1-9674,7,1-9674,6,144,31,0,11,33.26040959358215,0.2309750666220983
