Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,1-7521,2,14,1-7521,10,0,0,3,2.584889531135559,0.2584889531135559
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,1-4531,5,16,1-4531,94,7,0,20,24.23259687423706,0.2577935837684794
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,3,10,1-0303,212,27,0,32,54.5721549987793,0.2574158254659401
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1-18603,7,7,1-18603,19,4,0,1,4.861629843711853,0.2558752549322028
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,1-9270,20,19,1-9270,128,18,0,17,32.6477073431015,0.2550602136179805
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,MLG38,15,17,MLG38,77,11,0,10,19.61629843711853,0.2547571225599809
450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,1-2297,19,8,1-2297,25,2,0,5,6.308149218559265,0.2523259687423706
506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,1,21,1-6227,52,7,0,7,13.031408905982971,0.25060401742274946
519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,1-4926,3,13,1-4926,4,1,0,0,1.0,0.25
536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,536,1-9971,3,10,1-9971,15,2,0,2,3.723259687423706,0.24821731249491374
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7770,13,4,1-7770,11,1,0,2,2.723259687423706,0.24756906249306418
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-8622,2,14,1-8622,54,3,0,12,13.339558124542236,0.24702885415818956
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,1-9447,3,10,1-9447,7,0,0,2,1.723259687423706,0.24617995534624373
507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507,1-6909,14,9,1-6909,36,8,0,1,8.861629843711853,0.24615638454755148
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,1-8705,18,13,1-8705,48,10,0,2,11.723259687423706,0.2442345768213272
529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,1-6217,14,9,1-6217,44,9,0,2,10.723259687423706,0.24371044744144787
560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,1-0027,1,21,1-0027,29,1,0,7,7.031408905982971,0.2424623760683783
346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,MLG32,1,21,MLG32,52,3,0,11,12.477928280830383,0.23996015924673814
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,1-9963,20,19,1-9963,116,13,0,17,27.6477073431015,0.2383423046819095
483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,8,20,1-9491,80,13,0,7,19.03140890598297,0.23789261132478715
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1-1207,1,21,1-1207,66,1,0,17,15.647707343101501,0.2370864748954773
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,1-8328,6,1,1-8328,114,27,0,0,27.0,0.23684210526315788
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,MLG64,20,19,MLG64,245,17,0,47,57.49660265445709,0.23468001083451875
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,1-9938,16,5,1-9938,55,6,0,8,12.893038749694824,0.23441888635808772
351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,351,1-19229,11,18,1-19229,38,2,0,8,8.893038749694824,0.23402733551828483
479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,479,1-9286,14,9,1-9286,81,6,0,15,18.924447655677795,0.23363515624293574
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,1-9861,3,10,1-9861,8,1,0,1,1.861629843711853,0.23270373046398163
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,1-9855,3,5,1-9855,8,1,0,1,1.861629843711853,0.23270373046398163
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,16,5,1-6927,179,26,0,18,41.509337186813354,0.23189573847381761
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,1-6734,1,21,1-6734,44,5,0,6,10.169779062271118,0.2311313423243436
470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,6,1,1-1204,39,9,0,0,9.0,0.23076923076923078
418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,418,1-6216,5,16,1-6216,45,0,0,12,10.339558124542236,0.2297679583231608
466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1-5981,7,7,1-5981,28,2,0,5,6.308149218559265,0.22529104351997375
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1-5214,8,20,1-5214,40,9,0,0,9.0,0.225
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,MLG68,18,13,MLG68,642,121,0,27,144.26400578022003,0.22471028937728976
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,1-7991,18,6,1-7991,46,6,0,5,10.308149218559265,0.22409020040346228
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,1-3104,5,16,1-3104,16,1,0,3,3.584889531135559,0.22405559569597244
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,MLG14,19,8,MLG14,232,25,0,31,51.710525155067444,0.2228901946339114
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,1-9655,19,8,1-9655,27,5,0,1,5.861629843711853,0.21709740161895752
430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,1-3141,20,19,1-3141,136,14,0,18,29.509337186813354,0.21698042049127467
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1-9185,19,8,1-9185,31,5,0,2,6.723259687423706,0.21687934475560341
482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,1-4390,5,16,1-4390,45,2,0,9,9.754668593406677,0.21677041318681506
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,1-9497,9,2,1-9497,150,22,0,12,32.339558124542236,0.2155970541636149
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,1-4149,12,12,1-4149,16,0,0,4,3.446519374847412,0.21540746092796326
509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,509,1-18935,14,9,1-18935,30,3,0,4,6.446519374847412,0.2148839791615804
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,1-9902,2,14,1-9902,30,3,0,4,6.446519374847412,0.2148839791615804
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,1-0358,12,12,1-0358,22,3,0,2,4.723259687423706,0.21469362215562302
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1-18377,8,1,1-18377,14,3,0,0,3.0,0.21428571428571427
480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,1-1005,9,2,1-1005,125,18,0,10,26.61629843711853,0.21293038749694823
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,1-9498,20,19,1-9498,64,5,0,10,13.61629843711853,0.21275466307997704
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-6914,1,21,1-6914,73,5,0,12,15.339558124542236,0.21013093321290735
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-4052,19,8,1-4052,13,1,0,2,2.723259687423706,0.20948151441720816
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,MLG56,7,7,MLG56,511,34,0,84,106.37690687179565,0.20817398605048074
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,1-7863,3,10,1-7863,351,17,0,64,72.1443099975586,0.20553934472238916
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,1-11330,9,2,1-11330,14,2,0,1,2.861629843711853,0.20440213169370378
514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,514,1-11206,17,11,1-11206,14,2,0,1,2.861629843711853,0.20440213169370378
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,MLG75,8,20,MLG75,185,24,0,16,37.78607749938965,0.20424906756426836
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-9805,3,10,1-9805,26,1,0,5,5.308149218559265,0.2041595853292025
548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548,1-3087,1,21,1-3087,26,1,0,5,5.308149218559265,0.2041595853292025
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,1-7819,12,12,1-7819,59,6,0,7,12.031408905982971,0.203922184847169
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,1-4319,16,5,1-4319,163,22,0,13,33.20118796825409,0.20368826974389012
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-8826,6,1,1-8826,123,25,0,0,25.0,0.2032520325203252
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,1-1177,3,10,1-1177,17,0,0,4,3.446519374847412,0.20273643381455364
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,1-5172,20,19,1-5172,120,13,0,13,24.20118796825409,0.20167656640211742
444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,1-3217,8,20,1-3217,5,1,0,0,1.0,0.2
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,1-4361,13,4,1-4361,10,2,0,0,2.0,0.2
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,1-3216,14,9,1-3216,5,1,0,0,1.0,0.2
354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,354,1-9417,16,5,1-9417,76,10,0,6,15.169779062271118,0.19960235608251473
501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,1-18487,3,10,1-18487,23,2,0,3,4.584889531135559,0.1993430230928504
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-2153,3,10,1-2153,13,0,0,3,2.584889531135559,0.19883765624119684
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,1-20467,12,12,1-20467,13,0,0,3,2.584889531135559,0.19883765624119684
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,1-2573,5,16,1-2573,37,3,0,5,7.308149218559265,0.1975175464475477
524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,524,1-9338,16,5,1-9338,29,4,0,2,5.723259687423706,0.19735378232495537
92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,1-7807,6,1,1-7807,239,47,0,0,47.0,0.19665271966527198
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,9,2,1-8084,82,10,0,7,16.03140890598297,0.1955049866583289
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-8938,15,17,1-8938,30,5,0,1,5.861629843711853,0.19538766145706177
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,1-9614,9,2,1-9614,30,5,0,1,5.861629843711853,0.19538766145706177
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,1-9588,17,11,1-9588,14,1,0,2,2.723259687423706,0.19451854910169328
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,20,19,P-16616,28,2,0,4,5.446519374847412,0.19451854910169328
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,1-11329,8,6,1-11329,14,1,0,2,2.723259687423706,0.19451854910169328
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,MLG48,1,21,MLG48,159,4,0,31,30.710525155067444,0.19314795695010972
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,1-19813,15,17,1-19813,20,3,0,1,3.861629843711853,0.19308149218559265
521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,1-19549,14,9,1-19549,29,3,0,3,5.584889531135559,0.1925823976253641
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,1-8095,1,21,1-8095,46,1,0,9,8.754668593406677,0.19031888246536255
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1-9674,16,5,1-9674,144,16,0,13,27.20118796825409,0.18889713866843116
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-5197,16,5,1-5197,72,11,0,3,13.584889531135559,0.18867902126577166
429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,429,1-6693,9,2,1-6693,98,15,0,4,18.446519374847412,0.1882297895392593
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,1-8018,17,11,1-8018,58,4,0,8,10.893038749694824,0.18781101292577282
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,1-9645,18,13,1-9645,69,12,0,1,12.861629843711853,0.18640043251756308
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-1250,8,20,1-1250,34,2,0,5,6.308149218559265,0.18553380054586074
376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,376,1-7874,5,16,1-7874,258,3,0,52,47.80475187301636,0.18528973594192386
498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498,1-19915,1,21,1-19915,62,2,0,11,11.477928280830383,0.18512787549726425
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,1-0037,20,19,1-0037,35,3,0,4,6.446519374847412,0.1841862678527832
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-4747,20,11,1-4747,25,2,0,3,4.584889531135559,0.18339558124542235
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,10,6,1-7122,197,28,0,9,35.75466859340668,0.18149577966196284
448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448,1-3106,7,7,1-3106,34,1,0,6,6.169779062271118,0.1814640900667976
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-9610,8,20,1-9610,49,8,0,1,8.861629843711853,0.18084958864718068
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,16,5,1-1224,151,16,0,13,27.20118796825409,0.18014031767055688
547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,547,MLG67,14,9,MLG67,27,4,0,1,4.861629843711853,0.18006036458192048
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,1-6611,6,1,1-6611,89,16,0,0,16.0,0.1797752808988764
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,1-2294,16,11,1-2294,75,10,0,4,13.446519374847412,0.1792869249979655
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,1-3089,1,21,1-3089,16,2,0,1,2.861629843711853,0.17885186523199081
537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,18,20,1-4494,16,2,0,1,2.861629843711853,0.17885186523199081
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,1-8421,19,8,1-8421,109,10,0,11,19.477928280830383,0.17869658973238883
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,MLG44,8,20,MLG44,59,7,0,4,10.446519374847412,0.17705965042114258
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,1-9496,4,23,1-9496,39,0,0,8,6.893038749694824,0.17674458332550833
329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,329,1-1317,16,5,1-1317,414,55,0,21,73.09422671794891,0.17655610318345147
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,1-8576,2,14,1-8576,55,1,0,10,9.61629843711853,0.17484178976579146
363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,1-10785,3,10,1-10785,279,22,0,31,48.710525155067444,0.17458969589629908
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,1-8488,14,1,1-8488,23,4,0,0,4.0,0.17391304347826086
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,1-8659,7,7,1-8659,91,2,0,16,15.786077499389648,0.17347337911417196
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,1-13247,10,1,1-13247,29,5,0,0,5.0,0.1724137931034483
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-4051,8,20,1-4051,5,0,0,1,0.861629843711853,0.1723259687423706
553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,553,1-5555,4,23,1-5555,10,0,0,2,1.723259687423706,0.1723259687423706
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,MLG73,2,14,MLG73,10,0,0,2,1.723259687423706,0.1723259687423706
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,1-8566,1,21,1-8566,5,0,0,1,0.861629843711853,0.1723259687423706
538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,538,1-9576,2,14,1-9576,10,0,0,2,1.723259687423706,0.1723259687423706
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-7042,6,1,1-7042,117,20,0,0,20.0,0.17094017094017094
487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,1-6900,8,20,1-6900,67,8,0,4,11.446519374847412,0.1708435727589166
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,1-9606,10,6,1-9606,16,1,0,2,2.723259687423706,0.17020373046398163
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-9115,20,19,1-9115,16,1,0,2,2.723259687423706,0.17020373046398163
378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,378,1-6561,20,19,1-6561,65,5,0,7,11.031408905982971,0.1697139831689688
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,1-9500,10,11,1-9500,33,3,0,3,5.584889531135559,0.16923907670107755
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,1-5653,5,11,1-5653,11,1,0,1,1.861629843711853,0.16923907670107755
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1-19547,7,7,1-19547,66,6,0,6,11.169779062271118,0.16923907670107755
276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,276,1-9495,8,17,1-9495,18,3,0,0,3.0,0.16666666666666666
518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,518,1-1850,18,20,1-1850,30,5,0,0,5.0,0.16666666666666666
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,1-9465,13,4,1-9465,18,3,0,0,3.0,0.16666666666666666
549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,1-4842,1,21,1-4842,6,1,0,0,1.0,0.16666666666666666
456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,1-8186,7,7,1-8186,26,0,0,5,4.308149218559265,0.16569804686766404
88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-5626,3,10,1-5626,125,5,0,18,20.509337186813354,0.16407469749450684
248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,1-2400,6,1,1-2400,49,8,0,0,8.0,0.16326530612244897
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-9831,16,5,1-9831,132,12,0,11,21.477928280830383,0.16271157788507867
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-8181,9,2,1-8181,30,4,0,1,4.861629843711853,0.16205432812372844
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,1-20641,10,10,1-20641,16,0,0,3,2.584889531135559,0.16155559569597244
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,1-9404,16,5,1-9404,100,10,0,7,16.03140890598297,0.16031408905982972
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,1-3639,16,5,1-3639,17,1,0,2,2.723259687423706,0.16019174631904154
431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,431,1-7614,5,16,1-7614,72,2,0,11,11.477928280830383,0.15941567056708866
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,1-8988,2,20,1-8988,29,2,0,3,4.584889531135559,0.15809963900467444
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,1-8551,6,1,1-8551,38,6,0,0,6.0,0.15789473684210525
534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,1-9457,19,8,1-9457,11,0,0,2,1.723259687423706,0.15665997158397327
469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,1-8578,3,10,1-8578,11,0,0,2,1.723259687423706,0.15665997158397327
458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,458,1-7182,10,4,1-7182,22,0,0,4,3.446519374847412,0.15665997158397327
374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374,1-6919,17,11,1-6919,43,5,0,2,6.723259687423706,0.1563548764517141
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-18714,7,7,1-18714,32,5,0,0,5.0,0.15625
447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,447,1-7152,6,1,1-7152,109,17,0,0,17.0,0.1559633027522936
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-18004,1,21,1-18004,12,1,0,1,1.861629843711853,0.15513582030932108
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,MLG63,14,9,MLG63,380,15,0,51,58.943122029304504,0.15511347902448555
495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,495,MLG08,19,8,MLG08,107,7,0,11,16.477928280830383,0.15399932972738675
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9416,19,1,1-9416,13,2,0,0,2.0,0.15384615384615385
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,1-1570,8,20,1-1570,142,8,0,16,21.78607749938965,0.15342308098161725
481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,481,1-10038,17,11,1-10038,76,3,0,10,11.61629843711853,0.1528460320673491
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,1-9504,1,21,1-9504,30,2,0,3,4.584889531135559,0.15282965103785198
486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,1-8678,14,9,1-8678,17,0,0,3,2.584889531135559,0.15205232536091523
552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,552,MLG46,1,21,MLG46,17,0,0,3,2.584889531135559,0.15205232536091523
531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,18,13,1-5891,96,12,0,3,14.584889531135559,0.1519259326159954
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,1-5744,2,14,1-5744,18,1,0,2,2.723259687423706,0.15129220485687256
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,1-17907,6,1,1-17907,119,18,0,0,18.0,0.15126050420168066
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1-8541,5,16,1-8541,232,4,0,36,35.01867437362671,0.15094256195528755
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,MLG33,19,20,MLG33,20,3,0,0,3.0,0.15
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-3068,6,1,1-3068,180,27,0,0,27.0,0.15
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,1-9925,16,5,1-9925,93,1,0,15,13.924447655677795,0.14972524360943867
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,MLG53,3,10,MLG53,91,5,0,10,13.61629843711853,0.14962965315514867
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-9444,12,12,1-9444,24,1,0,3,3.584889531135559,0.14937039713064829
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-8188,17,11,1-8188,140,9,0,13,20.20118796825409,0.1442941997732435
525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,1-3175,4,23,1-3175,6,0,0,1,0.861629843711853,0.1436049739519755
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1-4499,5,16,1-4499,12,0,0,2,1.723259687423706,0.1436049739519755
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,1-2584,14,9,1-2584,36,0,0,6,5.169779062271118,0.1436049739519755
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,1-8590,4,23,1-8590,24,0,0,4,3.446519374847412,0.1436049739519755
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-0055,12,20,1-0055,18,0,0,3,2.584889531135559,0.1436049739519755
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,1-1935,13,16,1-1935,12,0,0,2,1.723259687423706,0.1436049739519755
493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,1-1836,15,17,1-1836,20,2,0,1,2.861629843711853,0.14308149218559266
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,P-0009,15,10,P-0009,7,1,0,0,1.0,0.14285714285714285
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,1-7321,8,20,1-7321,7,1,0,0,1.0,0.14285714285714285
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,1-3535,4,23,1-3535,315,0,0,52,44.80475187301636,0.14223730753338526
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,1-8450,11,18,1-8450,52,3,0,5,7.308149218559265,0.1405413311261397
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,1-6787,9,2,1-6787,56,7,0,1,7.861629843711853,0.14038624720914022
463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,1-1989,12,12,1-1989,46,3,0,4,6.446519374847412,0.14014172554016113
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,1-0278,15,17,1-0278,79,11,0,0,11.0,0.13924050632911392
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-8127,1,21,1-8127,32,1,0,4,4.446519374847412,0.13895373046398163
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,1-8646,9,20,1-8646,20,1,0,2,2.723259687423706,0.1361629843711853
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,1-3516,6,1,1-3516,156,21,0,0,21.0,0.1346153846153846
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-19166,5,16,1-19166,45,0,0,7,6.031408905982971,0.1340313090218438
438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,438,MLG10,10,7,MLG10,60,2,0,7,8.031408905982971,0.1338568150997162
532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,19,8,1-19447,15,2,0,0,2.0,0.13333333333333333
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5508,6,1,1-5508,38,5,0,0,5.0,0.13157894736842105
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,1-8820,16,5,1-8820,83,4,0,8,10.893038749694824,0.13124143071921476
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-6916,5,16,1-6916,43,3,0,3,5.584889531135559,0.12988115188687346
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,1-20047,3,10,1-20047,20,0,0,3,2.584889531135559,0.12924447655677795
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,1-17758,13,4,1-17758,40,0,0,6,5.169779062271118,0.12924447655677795
528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,1-6718,1,21,1-6718,20,0,0,3,2.584889531135559,0.12924447655677795
420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,1-8172,4,23,1-8172,40,0,0,6,5.169779062271118,0.12924447655677795
415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,415,1-1957,4,23,1-1957,47,0,0,7,6.031408905982971,0.12832784906346748
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,1-3362,6,1,1-3362,117,15,0,0,15.0,0.1282051282051282
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-2596,11,18,1-2596,35,1,0,4,4.446519374847412,0.12704341070992606
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,1-7058,1,21,1-7058,80,4,0,7,10.031408905982971,0.12539261132478713
