Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
236,236,236,1-7024,6,2,1-7024,498,67,1,0,1067.0,2.142570281124498
4,4,4,1-6240,6,2,1-6240,698,50,1,0,1050.0,1.504297994269341
268,268,268,MLG44,2,12,MLG44,59,28,0,17,28.63135727494955,0.48527724194829747
462,462,462,1-1183,2,12,1-1183,45,19,0,6,19.22283197939396,0.4271740439865324
302,302,302,MLG51,12,10,MLG51,248,102,0,22,102.81705059111118,0.4145848814157709
166,166,166,MLG40,20,19,MLG40,51,20,0,8,20.297109305858612,0.39798253540899237
346,346,346,MLG32,13,18,MLG32,52,20,0,13,20.482802622020245,0.39390005042346626
375,375,375,MLG14,20,19,MLG14,232,85,0,31,86.15129856020212,0.37134180413880225
483,483,483,1-9491,2,12,1-9491,80,28,0,23,28.85418925434351,0.36067736567929387
412,412,412,1-6858,15,13,1-6858,23,8,0,1,8.037138663232327,0.34944081144488376
471,471,471,1-9794,19,9,1-9794,46,15,0,18,15.668495938181877,0.34061947691699734
434,434,434,MLG59,8,14,MLG59,71,23,0,11,23.40852529555559,0.3296975393740224
495,495,495,MLG08,1,8,MLG08,107,34,0,6,34.22283197939396,0.31983955120928936
105,105,105,1-1258,10,17,1-1258,435,136,0,37,137.37413053959608,0.3158025989416002
357,357,357,1-4760,18,16,1-4760,40,12,0,3,12.11141598969698,0.30278539974242447
345,345,345,1-1131,18,16,1-1131,138,41,0,21,41.77991192787886,0.3027529849846294
342,342,342,MLG65,18,16,MLG65,201,60,0,13,60.482802622020245,0.30090946578119526
378,378,378,1-6561,10,17,1-6561,65,19,0,13,19.482802622020245,0.2997354249541576
440,440,440,MLG52,12,10,MLG52,125,36,0,23,36.85418925434351,0.29483351403474806
510,510,510,1-3206,8,14,1-3206,45,13,0,3,13.11141598969698,0.291364799771044
260,260,260,1-0129,10,17,1-0129,142,39,0,29,40.07702123373747,0.28223254389955965
443,443,443,1-3447,18,16,1-3447,110,30,0,22,30.817050591111183,0.28015500537373805
484,484,484,MLG31,13,18,MLG31,33,9,0,6,9.222831979393959,0.2794797569513321
149,149,149,MLG58,19,6,MLG58,71,19,0,9,19.33424796909094,0.27231335167733717
479,479,479,1-9286,6,2,1-9286,81,22,0,0,22.0,0.2716049382716049
488,488,488,1-11350,8,14,1-11350,100,26,0,15,26.557079948484898,0.26557079948484896
