Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,MLG40,22,MLG40,3,51,3,1,15,1006.0364956473932,19.726205797007708
168,168,168,168,168,168,MLG45,11,MLG45,5,70,17,1,21,1021.2510939063504,14.589301341519292
32,32,32,32,32,32,1-7874,22,1-7874,19,258,16,1,27,1021.4656921653077,3.959169349477937
8,8,8,8,8,8,1-10468,11,1-10468,5,549,50,1,146,1079.5552243012935,1.966402958654451
112,112,112,112,112,112,1-3447,12,1-3447,4,110,34,0,19,37.846227820031345,0.3440566165457395
165,165,165,165,165,165,MLG59,11,MLG59,5,71,17,0,33,23.680290424264967,0.3335252172431686
228,228,228,228,228,228,MLG60,14,MLG60,2,47,14,0,4,14.809732172638178,0.3151006845242165
34,34,34,34,34,34,MLG51,20,MLG51,16,248,70,0,32,76.47785738110542,0.30837845718187673
123,123,123,123,123,123,1-11350,14,1-11350,2,100,28,0,10,30.024330431595445,0.3002433043159545
125,125,125,125,125,125,1-1390,20,1-1390,16,98,20,0,45,29.1094869421795,0.297035581042648
242,242,242,242,242,242,1-3206,17,1-3206,13,45,8,0,23,12.655959992669523,0.28124355539265605
146,146,146,146,146,146,MLG78,19,MLG78,15,80,18,0,21,22.251093906350434,0.2781386738293804
93,93,93,93,93,93,MLG52,8,MLG52,12,125,30,0,23,34.65595999266952,0.2772476799413562
439,439,439,439,439,439,1-4682,20,1-4682,16,16,3,0,6,4.214598258957267,0.2634123911848292
203,203,203,203,203,203,1-9938,10,1-9938,6,55,12,0,11,14.22676347475499,0.2586684268137271
77,77,77,77,77,77,1-9674,10,1-9674,6,144,34,0,12,36.429196517914534,0.25298053137440646
57,57,57,57,57,57,MLG75,6,MLG75,9,185,44,0,8,45.619464345276356,0.24659169916365598
404,404,404,404,404,404,1-20578,11,1-20578,5,19,4,0,3,4.607299129478633,0.2424894278672965
43,43,43,43,43,43,MLG14,14,MLG14,2,232,54,0,11,56.22676347475499,0.24235673911532324
195,195,195,195,195,195,1-9379,6,1-9379,9,58,13,0,5,14.012165215797722,0.24158905544478831
66,66,66,66,66,66,MLG48,10,MLG48,6,159,11,0,135,38.3284608265385,0.24105950205370127
13,13,13,13,13,13,1-1258,19,1-1258,15,435,90,0,70,104.17031302116811,0.2394719839567083
386,386,386,386,386,386,1-4855,20,1-4855,11,22,4,0,6,5.214598258957267,0.23702719358896668
54,54,54,54,54,54,1-1350,9,1-1350,11,195,30,0,75,45.182478236965835,0.2317050165998248
256,256,256,256,256,256,1-0296,13,1-0296,3,41,5,0,22,9.453526949509978,0.23057382803682874
5,5,5,5,5,5,MLG57,20,MLG57,16,629,115,0,137,142.7333269128576,0.22692102847831097
182,182,182,182,182,182,1-6647,13,1-6647,9,62,10,0,20,14.04866086319089,0.22659130424501434
85,85,85,85,85,85,1-1131,8,1-1131,12,138,29,0,11,31.22676347475499,0.22628089474460136
84,84,84,84,84,84,1-2382,12,1-2382,4,139,25,0,31,31.27542433794588,0.22500305279097754
27,27,27,27,27,27,1-1608,9,1-1608,11,307,52,0,82,68.59950953908265,0.22345117113707702
147,147,147,147,147,147,1-2423,8,1-2423,12,79,17,0,3,17.607299129478633,0.2228772041706156
45,45,45,45,45,45,1-3596,12,1-3596,4,223,41,0,42,49.50218781270087,0.22198290498968998
22,22,22,22,22,22,MLG50,19,MLG50,15,319,41,0,144,70.1503582149744,0.2199070790438069
9,9,9,9,9,9,1-3523,13,1-3523,3,543,87,0,148,116.96009038761258,0.21539611489431415
327,327,327,327,327,327,1-8988,14,1-8988,2,29,6,0,1,6.2024330431595445,0.21387700148826017
275,275,275,275,275,275,1-4020,9,1-4020,11,37,7,0,4,7.809732172638178,0.21107384250373454
231,231,231,231,231,231,1-7991,19,1-7991,15,46,9,0,3,9.607299129478633,0.20885432890170944
12,12,12,12,12,12,1-7024,6,1-7024,9,498,63,0,181,99.64038081187755,0.2000810859676256
166,166,166,166,166,166,MLG58,8,MLG58,12,71,12,0,10,14.024330431595445,0.1975257807266964
78,78,78,78,78,78,1-1570,18,1-1570,14,142,26,0,7,27.41703130211681,0.19307768522617472
55,55,55,55,55,55,1-1462,15,1-1462,1,192,19,0,88,36.81410779803991,0.19174014478145787
267,267,267,267,267,267,1-5413,6,1-5413,16,39,7,0,2,7.404866086319089,0.18986836118766895
435,435,435,435,435,435,1-4494,9,1-4494,12,16,2,0,5,3.0121652157977223,0.18826032598735765
163,163,163,163,163,163,1-6692,8,1-6692,12,71,10,0,16,13.238928690552711,0.18646378437398184
