Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG59,2,4,MLG59,71,11,1,29,1033.383863802068,14.554702307071379
MLG45,21,21,MLG45,70,7,1,10,1014.718573724851,14.495979624640729
1-8285,7,21,1-8285,72,4,1,11,1012.4904310973361,14.062367098574112
MLG38,7,7,MLG38,77,10,1,11,1018.4904310973361,13.22714845580956
1-18028,7,7,1-18028,309,3,1,136,1107.9726026579738,3.585671853262051
MLG56,2,4,MLG56,511,66,1,70,1120.030016073957,2.1918395617885658
1-7845,10,13,1-7845,36,26,0,16,38.34971795976162,1.0652699433267117
1-3587,14,15,1-3587,46,17,0,17,30.12157533224672,0.6548168550488418
1-1580,13,14,1-1580,400,42,0,282,259.66377904079854,0.6491594476019964
1-8627,14,15,1-8627,25,5,0,13,15.034145842306316,0.6013658336922526
MLG44,8,8,MLG44,59,25,0,13,35.034145842306316,0.5937990820729884
MLG40,9,8,MLG40,51,17,0,13,27.034145842306316,0.5300812910256141
1-9496,1,9,1-9496,39,8,0,16,20.34971795976162,0.5217876399938877
1-4682,1,3,1-4682,16,5,0,4,8.087429489940405,0.5054643431212753
1-6228,5,7,1-6228,48,22,0,2,23.543714744970202,0.4904940571868792
1-5913,8,8,1-5913,14,3,0,5,6.859286862425506,0.4899490616018219
1-7682,7,7,1-7682,141,48,0,27,68.84014905709773,0.48822800749714707
1-6858,9,20,1-6858,23,5,0,8,11.17485897988081,0.4858634339078613
MLG60,14,15,MLG60,47,8,0,19,22.665290077216923,0.4822402144088707
MLG65,8,8,MLG65,201,35,0,80,96.7485897988081,0.4813362676557617
1-10785,17,18,1-10785,279,91,0,54,132.68029811419547,0.4755566240652167
MLG41,8,8,MLG41,66,13,0,23,30.752719567157328,0.46595029647208075
1-0296,10,11,1-0296,41,12,0,9,18.94671635236591,0.46211503298453444
1-5891,15,16,1-5891,96,8,0,47,44.27729650679976,0.4612218386124975
1-8067,6,9,1-8067,322,96,0,68,148.48630132898688,0.46113758176704
MLG68,15,16,MLG68,642,59,0,293,285.15421013813466,0.44416543635223465
72-12171,4,18,72-12171,19,5,0,4,8.087429489940405,0.42565418368107394
MLG63,8,8,MLG63,380,132,0,36,159.78686540946364,0.4204917510775359
MLG64,8,8,MLG64,245,22,0,100,99.18573724851012,0.40483974387146987
1-9609,1,17,1-9609,25,7,0,4,10.087429489940405,0.4034971795976162
1-2382,7,7,1-2382,139,32,0,31,55.92757854703814,0.402356680194519
MLG32,10,11,MLG32,52,10,0,14,20.806003214791417,0.4001154464382965
1-1131,3,2,1-1131,138,50,0,6,54.63114423491061,0.39587785677471454
1-5002,3,2,1-5002,45,12,0,7,17.40300160739571,0.38673336905323796
1-0303,17,18,1-0303,212,55,0,34,81.24315066449344,0.38322240879478037
1-10539,21,21,1-10539,63,3,0,27,23.840149057097733,0.3784150643983767
MLG58,10,11,MLG58,71,10,0,21,26.209004822187126,0.36914091298855106
1-2545,15,16,1-2545,145,32,0,25,51.29643431212753,0.35376851249743124
