Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,MLG40,12,MLG40,3,51,11,1,11,1016.3873266875744,19.92916326838381
168,168,168,168,168,168,168,168,168,168,MLG45,10,MLG45,5,70,18,1,16,1025.8361115455627,14.65480159350804
9,9,9,9,9,9,9,9,9,9,1-3523,12,1-3523,3,543,91,1,112,1145.8527808189392,2.110226115688654
8,8,8,8,8,8,8,8,8,8,1-10468,10,1-10468,5,549,56,1,152,1130.443059682846,2.0590948263804116
112,112,112,112,112,112,112,112,112,112,1-3447,11,1-3447,4,110,41,0,21,51.2848964035511,0.46622633094137367
211,211,211,211,211,211,211,211,211,211,1-8042,7,1-8042,19,52,12,0,23,23.264410346746445,0.44739250666820085
67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,101,66.46545413136482,0.42606060340618473
203,203,203,203,203,203,203,203,203,203,1-9938,9,1-9938,6,55,18,0,11,23.387326687574387,0.4252241215922616
165,165,165,165,165,165,165,165,165,165,MLG59,10,MLG59,5,71,19,0,22,29.774653375148773,0.41936131514294045
195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,20,0,7,23.4282988011837,0.4039361862273052
239,239,239,239,239,239,239,239,239,239,1-5002,8,1-5002,7,45,8,0,20,17.79513943195343,0.39544754293229845
189,189,189,189,189,189,189,189,189,189,MLG10,6,MLG10,20,60,12,0,23,23.264410346746445,0.3877401724457741
12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,95,0,181,183.64601185917854,0.3687670920867039
66,66,66,66,66,66,66,66,66,66,MLG48,9,MLG48,6,159,13,0,93,58.54739835858345,0.3682226311860594
277,277,277,277,277,277,277,277,277,277,1-10060,6,1-10060,20,36,4,0,18,12.815625488758087,0.35598959690994686
52,52,52,52,52,52,52,52,52,52,1-7122,18,1-7122,10,197,5,0,130,68.6684063076973,0.3485705903944025
385,385,385,385,385,385,385,385,385,385,1-18615,2,1-18615,20,22,4,0,7,7.428298801183701,0.33764994550835004
70,70,70,70,70,70,70,70,70,70,1-1224,16,1-1224,16,151,41,0,20,50.79513943195343,0.33639165186724124
123,123,123,123,123,123,123,123,123,123,1-11350,13,1-11350,2,100,23,0,21,33.2848964035511,0.332848964035511
412,412,412,412,412,412,412,412,412,412,1-0055,16,1-0055,16,18,4,0,4,5.959027886390686,0.3310571047994826
150,150,150,150,150,150,150,150,150,150,1-3083,12,1-3083,3,78,7,0,38,25.610764920711517,0.328343140009122
246,246,246,246,246,246,246,246,246,246,1-6538,2,1-6538,11,44,11,0,7,14.4282988011837,0.3279158818450841
71,71,71,71,71,71,71,71,71,71,1-4417,22,1-4417,18,151,23,0,54,49.44687646627426,0.3274627580547964
308,308,308,308,308,308,308,308,308,308,1-4700,23,1-4700,8,31,10,0,0,10.0,0.3225806451612903
145,145,145,145,145,145,145,145,145,145,1-9491,6,1-9491,20,80,8,0,36,25.631250977516174,0.32039063721895217
22,22,22,22,22,22,22,22,22,22,MLG50,14,MLG50,15,319,82,0,38,100.61076492071152,0.3153942474003496
166,166,166,166,166,166,166,166,166,166,MLG58,17,MLG58,12,71,12,0,21,22.2848964035511,0.31387178033170565
441,441,441,441,441,441,441,441,441,441,1-9997,8,1-9997,7,16,3,0,4,4.959027886390686,0.3099392428994179
24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,47,0,103,97.44496807456017,0.3093491049986037
45,45,45,45,45,45,45,45,45,45,1-3596,11,1-3596,4,223,47,0,44,68.54930675029755,0.3073959943959531
267,267,267,267,267,267,267,267,267,267,1-5413,19,1-5413,16,39,11,0,2,11.979513943195343,0.307167024184496
80,80,80,80,80,80,80,80,80,80,1-0053,8,1-0053,7,142,32,0,22,42.77465337514877,0.30122995334611813
61,61,61,61,61,61,61,61,61,61,1-6927,7,1-6927,19,179,51,0,5,53.44878485798836,0.29859656345244895
245,245,245,245,245,245,245,245,245,245,1-1183,10,1-1183,10,45,9,0,9,13.407812744379044,0.2979513943195343
5,5,5,5,5,5,5,5,5,5,MLG57,16,MLG57,16,629,65,0,245,184.99045804142952,0.2941024770134015
247,247,247,247,247,247,247,247,247,247,1-6734,15,1-6734,14,44,9,0,8,12.918055772781372,0.2935921766541221
81,81,81,81,81,81,81,81,81,81,1-7682,2,1-7682,11,141,24,0,35,41.1414940059185,0.2917836454320461
84,84,84,84,84,84,84,84,84,84,1-2382,11,1-2382,4,139,25,0,31,40.18246611952782,0.2890824900685454
64,64,64,64,64,64,64,64,64,64,MLG29,8,MLG29,7,164,23,0,49,46.998091608285904,0.2865737293188165
278,278,278,278,278,278,278,278,278,278,1-7845,6,1-7845,20,36,1,0,19,10.305382460355759,0.28626062389877105
152,152,152,152,152,152,152,152,152,152,1-10038,16,1-10038,16,76,9,0,26,21.73368126153946,0.28596949028341395
387,387,387,387,387,387,387,387,387,387,1-9436,11,1-9436,4,21,3,0,6,5.938541829586029,0.28278770617076326
20,20,20,20,20,20,20,20,20,20,1-8067,9,1-8067,6,322,50,0,82,90.16007167100906,0.2800002225807735
32,32,32,32,32,32,32,32,32,32,1-7874,7,1-7874,19,258,58,0,29,72.20295217633247,0.2798564037842344
357,357,357,357,357,357,357,357,357,357,1-9650,9,1-9650,16,25,3,0,8,6.918055772781372,0.27672223091125486
93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,19,0,31,34.18246611952782,0.27345972895622256
77,77,77,77,77,77,77,77,77,77,1-9674,9,1-9674,6,144,32,0,15,39.34635457396507,0.273238573430313
263,263,263,263,263,263,263,263,263,263,1-6061,17,1-6061,12,40,7,0,8,10.918055772781372,0.2729513943195343
57,57,57,57,57,57,57,57,57,57,MLG75,19,MLG75,9,185,45,0,11,50.38732668757439,0.2723639280409426
228,228,228,228,228,228,228,228,228,228,MLG60,13,MLG60,2,47,2,0,22,12.774653375148773,0.27180113564146324
0,0,0,0,0,0,0,0,0,0,1-6098,8,1-6098,7,1327,192,0,327,352.1505297124386,0.2653734210342416
182,182,182,182,182,182,182,182,182,182,1-6647,19,1-6647,9,62,3,0,27,16.22343823313713,0.26166835859898596
213,213,213,213,213,213,213,213,213,213,1-6227,7,1-6227,19,52,13,0,1,13.489756971597672,0.25941840329995525
43,43,43,43,43,43,43,43,43,43,MLG14,13,MLG14,2,232,37,0,47,60.01857766509056,0.25870076579780416
125,125,125,125,125,125,125,125,125,125,1-1390,16,1-1390,16,98,15,0,21,25.2848964035511,0.25800914697501126
137,137,137,137,137,137,137,137,137,137,1-6611,20,1-6611,8,89,4,0,38,22.610764920711517,0.25405353843496087
89,89,89,89,89,89,89,89,89,89,1-9831,10,1-9831,5,132,7,0,54,33.44687646627426,0.253385427774805
184,184,184,184,184,184,184,184,184,184,1-2701,7,1-2701,19,61,13,0,5,15.448784857988358,0.25325876816374354
82,82,82,82,82,82,82,82,82,82,1-8188,6,1-8188,20,140,9,0,54,35.44687646627426,0.2531919747591019
221,221,221,221,221,221,221,221,221,221,1-4355,12,1-4355,3,49,7,0,11,12.387326687574387,0.2528025854607018
49,49,49,49,49,49,49,49,49,49,1-6974,6,1-6974,20,207,5,0,96,52.016669273376465,0.2512882573593066
212,212,212,212,212,212,212,212,212,212,MLG32,7,MLG32,19,52,11,0,4,12.959027886390686,0.2492120747382824
122,122,122,122,122,122,122,122,122,122,1-9404,9,1-9404,6,100,17,0,16,24.836111545562744,0.24836111545562745
394,394,394,394,394,394,394,394,394,394,1-9697,14,1-9697,20,20,3,0,4,4.959027886390686,0.2479513943195343
454,454,454,454,454,454,454,454,454,454,1-5913,11,1-5913,4,14,2,0,3,3.4692709147930145,0.2478050653423582
114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,1,0,53,26.95711949467659,0.24731302288694118
270,270,270,270,270,270,270,270,270,270,1-9651,10,1-9651,20,38,4,0,11,9.387326687574387,0.24703491283090492
552,552,552,552,552,552,552,552,552,552,1-19568,4,1-19568,1,2,0,0,1,0.4897569715976715,0.24487848579883575
539,539,539,539,539,539,539,539,539,539,1-21192,4,1-21192,1,4,0,0,2,0.979513943195343,0.24487848579883575
503,503,503,503,503,503,503,503,503,503,1-5531,4,1-5531,1,8,0,0,4,1.959027886390686,0.24487848579883575
541,541,541,541,541,541,541,541,541,541,1-8532,18,1-8532,10,4,0,0,2,0.979513943195343,0.24487848579883575
85,85,85,85,85,85,85,85,85,85,1-1131,17,1-1131,12,138,22,0,24,33.754167318344116,0.24459541535031967
216,216,216,216,216,216,216,216,216,216,1-8397,11,1-8397,4,51,8,0,9,12.407812744379044,0.24329044596821653
256,256,256,256,256,256,256,256,256,256,1-0296,13,1-0296,3,41,7,0,6,9.938541829586029,0.24240345925819584
29,29,29,29,29,29,29,29,29,29,1-3534,20,1-3534,8,279,21,0,95,67.5269123017788,0.24203194373397416
102,102,102,102,102,102,102,102,102,102,1-17907,20,1-17907,8,119,4,0,50,28.487848579883575,0.23939368554524013
326,326,326,326,326,326,326,326,326,326,1-0027,8,1-0027,7,29,3,0,8,6.918055772781372,0.2385536473372887
350,350,350,350,350,350,350,350,350,350,1-9609,22,1-9609,12,25,4,0,4,5.959027886390686,0.23836111545562744
343,343,343,343,343,343,343,343,343,343,MLG67,6,MLG67,20,27,3,0,7,6.428298801183701,0.2380851407845815
126,126,126,126,126,126,126,126,126,126,1-6693,8,1-6693,7,98,15,0,17,23.325868517160416,0.2380190665016369
60,60,60,60,60,60,60,60,60,60,1-3068,20,1-3068,8,180,8,0,71,42.77274498343468,0.23762636101908155
404,404,404,404,404,404,404,404,404,404,1-20578,10,1-20578,5,19,4,0,1,4.4897569715976715,0.2363029985051406
154,154,154,154,154,154,154,154,154,154,1-9417,9,1-9417,6,76,14,0,8,17.918055772781372,0.2357638917471233
369,369,369,369,369,369,369,369,369,369,MLG39,6,MLG39,20,23,1,0,9,5.407812744379044,0.23512229323387146
72,72,72,72,72,72,72,72,72,72,1-9497,8,1-9497,7,150,21,0,29,35.202952176332474,0.23468634784221648
91,91,91,91,91,91,91,91,91,91,1-9270,15,1-9270,14,128,21,0,18,29.815625488758087,0.23293457413092256
445,445,445,445,445,445,445,445,445,445,1-5654,7,1-5654,19,15,3,0,1,3.4897569715976715,0.2326504647731781
47,47,47,47,47,47,47,47,47,47,1-0303,6,1-0303,20,212,13,0,74,49.24201589822769,0.23227365989730042
315,315,315,315,315,315,315,315,315,315,1-9614,13,1-9614,2,30,5,0,4,6.959027886390686,0.23196759621302288
169,169,169,169,169,169,169,169,169,169,1-7268,2,1-7268,11,70,3,0,27,16.22343823313713,0.23176340333053044
76,76,76,76,76,76,76,76,76,76,1-2335,18,1-2335,10,145,11,0,46,33.52882069349289,0.23123324616201993
250,250,250,250,250,250,250,250,250,250,1-18234,12,1-18234,20,43,4,0,12,9.877083659172058,0.22969961998074553
146,146,146,146,146,146,146,146,146,146,MLG78,14,MLG78,15,80,11,0,15,18.346354573965073,0.22932943217456342
442,442,442,442,442,442,442,442,442,442,1-5803,18,1-5803,10,15,0,0,7,3.4282988011837006,0.2285532534122467
265,265,265,265,265,265,265,265,265,265,1-1204,18,1-1204,10,39,3,0,12,8.877083659172058,0.22761752972236046
151,151,151,151,151,151,151,151,151,151,MLG38,11,MLG38,4,77,12,0,11,17.387326687574387,0.22580943750096605
286,286,286,286,286,286,286,286,286,286,1-1770,14,1-1770,11,35,3,0,10,7.897569715976715,0.22564484902790616
480,480,480,480,480,480,480,480,480,480,1-5653,16,1-5653,16,11,1,0,3,2.4692709147930145,0.22447917407209222
46,46,46,46,46,46,46,46,46,46,1-2282,11,1-2282,4,219,32,0,35,49.1414940059185,0.22439038358866897
101,101,101,101,101,101,101,101,101,101,1-18371,18,1-18371,10,120,12,0,30,26.692709147930145,0.22243924289941788
161,161,161,161,161,161,161,161,161,161,1-8285,2,1-8285,11,72,9,0,14,15.856597602367401,0.22023052225510278
414,414,414,414,414,414,414,414,414,414,MLG06,14,MLG06,15,18,2,0,4,3.959027886390686,0.21994599368837145
132,132,132,132,132,132,132,132,132,132,MLG55,6,MLG55,20,92,6,0,29,20.202952176332474,0.2195973062644834
26,26,26,26,26,26,26,26,26,26,1-18558,23,1-18558,17,307,67,0,0,67.0,0.2182410423452769
88,88,88,88,88,88,88,88,88,88,1-8267,20,1-8267,8,133,5,0,49,28.998091608285904,0.21803076397207447
255,255,255,255,255,255,255,255,255,255,1-3564,12,1-3564,3,41,3,0,12,8.877083659172058,0.2165142355895624
317,317,317,317,317,317,317,317,317,317,1-9504,7,1-9504,19,30,6,0,1,6.4897569715976715,0.21632523238658904
296,296,296,296,296,296,296,296,296,296,1-0205,4,1-0205,1,34,0,0,15,7.346354573965073,0.21606925217544332
13,13,13,13,13,13,13,13,13,13,1-1258,14,1-1258,15,435,20,0,150,93.46354573965073,0.21485872583827753
433,433,433,433,433,433,433,433,433,433,1-20641,20,1-20641,8,16,0,0,7,3.4282988011837006,0.21426867507398129
434,434,434,434,434,434,434,434,434,434,1-4149,4,1-4149,1,16,0,0,7,3.4282988011837006,0.21426867507398129
41,41,41,41,41,41,41,41,41,41,1-9283,2,1-9283,11,235,11,0,80,50.18055772781372,0.21353428820346265
14,14,14,14,14,14,14,14,14,14,1-1317,9,1-1317,6,414,57,0,64,88.34444618225098,0.21339238208273184
10,10,10,10,10,10,10,10,10,10,MLG62,11,MLG62,4,525,61,0,104,111.93472504615784,0.21320900008791968
331,331,331,331,331,331,331,331,331,331,1-5981,12,1-5981,2,28,3,0,6,5.938541829586029,0.21209077962807246
6,6,6,6,6,6,6,6,6,6,MLG54,17,MLG54,12,595,31,0,194,126.01285248994827,0.21178630670579543
297,297,297,297,297,297,297,297,297,297,1-9630,15,1-9630,14,33,6,0,2,6.979513943195343,0.211500422521071
36,36,36,36,36,36,36,36,36,36,MLG64,7,MLG64,19,245,39,0,26,51.73368126153946,0.21115788270016106
