Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,MLG45,20,11,MLG45,70,25,1,11,1031.3437600135803,14.73348228590829
4,4,4,4,4,4,4,4,4,1-6240,20,11,1-6240,698,71,1,61,1106.1790328025818,1.5847837146168793
322,322,322,322,322,322,322,322,322,1-0296,18,12,1-0296,41,6,0,38,27.914807319641113,0.6808489590156369
399,399,399,399,399,399,399,399,399,MLG60,15,5,MLG60,47,27,0,8,31.613643646240234,0.6726307158774518
470,470,470,470,470,470,470,470,470,1-1204,2,10,1-1204,39,7,0,33,26.031280040740967,0.6674687189933581
423,423,423,423,423,423,423,423,423,1-7122,13,20,1-7122,197,16,0,198,130.1876802444458,0.660851168753532
385,385,385,385,385,385,385,385,385,1-6974,19,22,1-6974,207,0,0,186,107.26721477508545,0.5181991051936495
268,268,268,268,268,268,268,268,268,MLG44,14,7,MLG44,59,22,0,13,29.49717092514038,0.4999520495786505
166,166,166,166,166,166,166,166,166,MLG40,14,7,MLG40,51,19,0,10,24.767054557800293,0.48562852074118223
443,443,443,443,443,443,443,443,443,1-3447,8,13,1-3447,110,38,0,26,52.99434185028076,0.4817667440934615
394,394,394,394,394,394,394,394,394,1-2423,3,18,1-2423,79,9,0,49,37.258567333221436,0.4716274345977397
526,526,526,526,526,526,526,526,526,1-5002,11,6,1-5002,45,7,0,23,20.264225482940674,0.4503161218431261
345,345,345,345,345,345,345,345,345,1-1131,3,18,1-1131,138,39,0,39,61.49151277542114,0.44559067228566046
300,300,300,300,300,300,300,300,300,1-4020,17,15,1-4020,37,11,0,9,16.190349102020264,0.43757700275730443
483,483,483,483,483,483,483,483,483,1-9491,20,11,1-9491,80,26,0,15,34.65058183670044,0.4331322729587555
485,485,485,485,485,485,485,485,485,1-5980,8,6,1-5980,29,5,0,13,12.49717092514038,0.4309369284531166
404,404,404,404,404,404,404,404,404,1-4682,16,5,1-4682,16,4,0,5,6.8835272789001465,0.43022045493125916
346,346,346,346,346,346,346,346,346,MLG32,14,7,MLG32,52,13,0,16,22.22728729248047,0.4274478325477013
457,457,457,457,457,457,457,457,457,1-8503,11,20,1-8503,16,5,0,3,6.730116367340088,0.4206322729587555
251,251,251,251,251,251,251,251,251,1-7268,6,16,1-7268,70,12,0,30,29.30116367340088,0.4185880524771554
234,234,234,234,234,234,234,234,234,MLG29,11,6,MLG29,164,34,0,60,68.60232734680176,0.41830687406586436
199,199,199,199,199,199,199,199,199,MLG39,8,13,MLG39,23,7,0,4,9.306821823120117,0.404644427092179
353,353,353,353,353,353,353,353,353,MLG50,7,9,MLG50,319,109,0,29,125.72445821762085,0.39412055867592743
458,458,458,458,458,458,458,458,458,1-7182,20,11,1-7182,22,4,0,8,8.613643646240234,0.3915292566472834
403,403,403,403,403,403,403,403,403,1-1770,7,9,1-1770,35,13,0,1,13.57670545578003,0.3879058701651437
499,499,499,499,499,499,499,499,499,1-8627,20,11,1-8627,25,5,0,8,9.613643646240234,0.3845457458496094
305,305,305,305,305,305,305,305,305,1-7866,2,12,1-7866,318,69,0,88,119.75008010864258,0.3765725789579955
313,313,313,313,313,313,313,313,313,1-7521,1,14,1-7521,10,2,0,3,3.730116367340088,0.3730116367340088
414,414,414,414,414,414,414,414,414,1-8285,8,13,1-8285,72,21,0,10,26.767054557800293,0.3717646466361152
153,153,153,153,153,153,153,153,153,1-1350,20,11,1-1350,195,51,0,37,72.33810186386108,0.37096462494287735
209,209,209,209,209,209,209,209,209,1-9938,15,8,1-9938,55,7,0,23,20.264225482940674,0.36844046332619407
466,466,466,466,466,466,466,466,466,1-5981,3,18,1-5981,28,8,0,4,10.306821823120117,0.368100779397147
501,501,501,501,501,501,501,501,501,1-18487,17,18,1-18487,23,5,0,6,8.460232734680176,0.3678362058556598
248,248,248,248,248,248,248,248,248,1-2400,1,14,1-2400,49,7,0,19,17.957403659820557,0.3664776257106236
217,217,217,217,217,217,217,217,217,1-9630,7,4,1-9630,33,4,0,14,12.07387638092041,0.36587504184607306
240,240,240,240,240,240,240,240,240,MLG33,8,13,MLG33,20,5,0,4,7.306821823120117,0.3653410911560059
422,422,422,422,422,422,422,422,422,1-6878,17,14,1-6878,167,7,0,93,60.633607387542725,0.3630754933385792
327,327,327,327,327,327,327,327,327,P-16616,8,7,P-16616,28,9,0,2,10.153410911560059,0.3626218182700021
392,392,392,392,392,392,392,392,392,1-9609,11,20,1-9609,25,5,0,7,9.036938190460205,0.3614775276184082
281,281,281,281,281,281,281,281,281,1-9995,13,20,1-9995,24,0,0,15,8.65058183670044,0.3604409098625183
161,161,161,161,161,161,161,161,161,MLG41,14,7,MLG41,66,15,0,15,23.65058183670044,0.35834214904091577
167,167,167,167,167,167,167,167,167,1-4929,20,11,1-4929,10,3,0,1,3.5767054557800293,0.35767054557800293
514,514,514,514,514,514,514,514,514,1-11206,4,1,1-11206,14,5,0,0,5.0,0.35714285714285715
279,279,279,279,279,279,279,279,279,MLG43,1,1,MLG43,14,5,0,0,5.0,0.35714285714285715
505,505,505,505,505,505,505,505,505,1-4747,6,16,1-4747,25,6,0,5,8.883527278900146,0.3553410911560059
311,311,311,311,311,311,311,311,311,1-20578,2,12,1-20578,19,5,0,3,6.730116367340088,0.3542166509126362
331,331,331,331,331,331,331,331,331,MLG75,15,5,MLG75,185,56,0,16,65.22728729248047,0.35257993131070525
332,332,332,332,332,332,332,332,332,MLG78,20,11,MLG78,80,27,0,2,28.15341091156006,0.35191763639450074
350,350,350,350,350,350,350,350,350,1-2282,8,13,1-2282,219,40,0,64,76.90914916992188,0.3511833295430223
168,168,168,168,168,168,168,168,168,1-9655,8,13,1-9655,27,6,0,6,9.460232734680176,0.35037899017333984
528,528,528,528,528,528,528,528,528,1-6718,14,7,1-6718,20,7,0,0,7.0,0.35
516,516,516,516,516,516,516,516,516,1-5036,11,6,1-5036,14,2,0,5,4.8835272789001465,0.34882337706429617
191,191,191,191,191,191,191,191,191,1-8328,2,12,1-8328,114,27,0,22,39.687520027160645,0.34813614058912845
369,369,369,369,369,369,369,369,369,1-6594,3,18,1-6594,70,22,0,4,24.306821823120117,0.34724031175885883
102,102,102,102,102,102,102,102,102,1-3564,2,12,1-3564,41,9,0,9,14.190349102020264,0.34610607565903084
206,206,206,206,206,206,206,206,206,1-9752,1,14,1-9752,22,3,0,8,7.613643646240234,0.3460747111927379
416,416,416,416,416,416,416,416,416,1-18203,4,1,1-18203,29,10,0,0,10.0,0.3448275862068966
123,123,123,123,123,123,123,123,123,MLG55,1,14,MLG55,92,19,0,22,31.687520027160645,0.3444295655126157
62,62,62,62,62,62,62,62,62,1-9818,3,18,1-9818,28,9,0,1,9.57670545578003,0.3420251948492868
473,473,473,473,473,473,473,473,473,1-9452,3,10,1-9452,16,2,0,6,5.460232734680176,0.341264545917511
253,253,253,253,253,253,253,253,253,1-4649,18,10,1-4649,244,37,0,79,82.55973100662231,0.3383595533058292
536,536,536,536,536,536,536,536,536,1-9971,18,10,1-9971,15,1,0,7,5.036938190460205,0.33579587936401367
558,558,558,558,558,558,558,558,558,1-0055,20,9,1-0055,18,6,0,0,6.0,0.3333333333333333
384,384,384,384,384,384,384,384,384,1-9270,12,4,1-9270,128,16,0,46,42.52845096588135,0.33225352317094803
193,193,193,193,193,193,193,193,193,1-9553,9,19,1-9553,23,7,0,1,7.576705455780029,0.32942197633826215
174,174,174,174,174,174,174,174,174,MLG38,8,13,MLG38,77,19,0,11,25.343760013580322,0.3291397404361081
560,560,560,560,560,560,560,560,560,1-0027,11,6,1-0027,29,2,0,13,9.49717092514038,0.3274886525910476
13,13,13,13,13,13,13,13,13,1-9805,16,17,1-9805,26,5,0,6,8.460232734680176,0.3253935667184683
81,81,81,81,81,81,81,81,81,1-7770,20,11,1-7770,11,3,0,1,3.5767054557800293,0.3251550414345481
91,91,91,91,91,91,91,91,91,72-12171,14,11,72-12171,19,5,0,2,6.153410911560059,0.3238637321873715
293,293,293,293,293,293,293,293,293,1-8066,1,14,1-8066,86,14,0,24,27.840930938720703,0.3237317551014035
255,255,255,255,255,255,255,255,255,1-9946,10,8,1-9946,12,1,0,5,3.8835272789001465,0.3236272732416789
147,147,147,147,147,147,147,147,147,1-17657,2,12,1-17657,8,2,0,1,2.5767054557800293,0.32208818197250366
295,295,295,295,295,295,295,295,295,1-3639,10,4,1-3639,17,2,0,6,5.460232734680176,0.32119016086353974
201,201,201,201,201,201,201,201,201,1-9902,1,14,1-9902,30,5,0,8,9.613643646240234,0.3204547882080078
446,446,446,446,446,446,446,446,446,1-3534,9,19,1-3534,279,69,0,35,89.18469095230103,0.3196583905100395
237,237,237,237,237,237,237,237,237,1-9667,13,20,1-9667,14,1,0,6,4.460232734680176,0.31858805247715544
285,285,285,285,285,285,285,285,285,1-18615,8,13,1-18615,22,7,0,0,7.0,0.3181818181818182
162,162,162,162,162,162,162,162,162,1-8067,10,8,1-8067,322,32,0,122,102.35806560516357,0.31788219132038376
389,389,389,389,389,389,389,389,389,1-0278,8,13,1-0278,79,17,0,14,25.07387638092041,0.31739084026481534
452,452,452,452,452,452,452,452,452,1-8529,15,5,1-8529,56,5,0,22,17.687520027160645,0.31584857191358295
106,106,106,106,106,106,106,106,106,MLG69,18,10,MLG69,576,105,0,133,181.7018256187439,0.3154545583658748
277,277,277,277,277,277,277,277,277,1-4051,18,10,1-4051,5,1,0,1,1.5767054557800293,0.31534109115600584
302,302,302,302,302,302,302,302,302,MLG51,13,20,MLG51,248,43,0,61,78.17903280258179,0.3152380354942814
398,398,398,398,398,398,398,398,398,1-0303,16,17,1-0303,212,19,0,82,66.2898473739624,0.3126879593111434
504,504,504,504,504,504,504,504,504,1-5425,14,7,1-5425,17,3,0,4,5.306821823120117,0.312165989595301
3,3,3,3,3,3,3,3,3,1-8222,1,14,1-8222,12,2,0,3,3.730116367340088,0.310843030611674
427,427,427,427,427,427,427,427,427,1-9379,8,13,1-9379,58,11,0,12,17.92046546936035,0.30897354257517845
143,143,143,143,143,143,143,143,143,1-8928,16,17,1-8928,39,8,0,7,12.036938190460205,0.3086394407810309
179,179,179,179,179,179,179,179,179,1-4052,7,1,1-4052,13,4,0,0,4.0,0.3076923076923077
218,218,218,218,218,218,218,218,218,1-9416,9,19,1-9416,13,4,0,0,4.0,0.3076923076923077
264,264,264,264,264,264,264,264,264,P-0009,3,18,P-0009,7,1,0,2,2.1534109115600586,0.3076301302228655
214,214,214,214,214,214,214,214,214,1-0053,11,6,1-0053,142,13,0,53,43.56538915634155,0.3067985151855039
328,328,328,328,328,328,328,328,328,1-9497,11,6,1-9497,150,16,0,52,45.98868370056152,0.30659122467041017
438,438,438,438,438,438,438,438,438,MLG10,17,5,MLG10,60,12,0,11,18.343760013580322,0.305729333559672
450,450,450,450,450,450,450,450,450,1-2297,10,8,1-2297,25,3,0,8,7.613643646240234,0.30454574584960936
562,562,562,562,562,562,562,562,562,1-0003,20,11,1-0003,17,4,0,2,5.153410911560059,0.3031418183270623
128,128,128,128,128,128,128,128,128,1-19286,13,20,1-19286,40,5,0,12,11.920465469360352,0.29801163673400877
329,329,329,329,329,329,329,329,329,1-1317,10,8,1-1317,414,35,0,153,123.23593473434448,0.29767133993803013
90,90,90,90,90,90,90,90,90,1-19222,7,9,1-19222,15,1,0,6,4.460232734680176,0.29734884897867836
357,357,357,357,357,357,357,357,357,1-4760,2,12,1-4760,40,9,0,5,11.883527278900146,0.29708818197250364
378,378,378,378,378,378,378,378,378,1-6561,12,4,1-6561,65,6,0,23,19.264225482940674,0.2963726997375488
221,221,221,221,221,221,221,221,221,1-8023,9,19,1-8023,16,3,0,3,4.730116367340088,0.2956322729587555
