,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-3206,7,5,1-3206,45,10,0,28,28.02893233299256,0.6228651629553901
1,1-1608,15,8,1-1608,307,49,0,201,178.42197853326795,0.581179083170254
2,1-3447,14,18,1-3447,110,60,0,5,63.2194522023201,0.5747222927483645
3,1-2545,7,5,1-2545,145,24,0,81,76.1551256775856,0.5252077632936938
4,P-16616,19,22,P-16616,28,6,0,12,13.726685285568236,0.4902387601988656
5,1-3596,18,4,1-3596,223,75,0,44,103.33117938041688,0.4633685174009725
6,MLG57,12,3,MLG57,629,141,0,229,288.45091086626053,0.4585865037619404
7,1-6980,8,12,1-6980,128,52,0,7,56.50723308324814,0.4414627584628761
8,MLG29,4,11,MLG29,164,47,0,39,72.11172717809677,0.4397056535249803
9,1-7682,18,4,1-7682,141,40,0,34,61.89227497577667,0.4389523047927423
10,1-5002,4,11,1-5002,45,8,0,17,18.946137487888336,0.4210252775086296
11,1-7467,10,22,1-7467,64,16,0,16,26.30224704742432,0.4109726101160049
12,1-7268,8,12,1-7268,70,22,0,10,28.4389044046402,0.4062700629234314
13,MLG68,11,10,MLG68,642,85,0,270,258.85041892528534,0.4031937989490425
14,1-6296,20,13,1-6296,254,17,0,132,101.9935381412506,0.4015493627608292
15,1-10785,5,7,1-10785,279,22,0,139,111.50077122449876,0.3996443413064471
16,1-9938,2,15,1-9938,55,0,0,34,21.892274975776672,0.3980413631959395
17,1-3523,17,6,1-3523,543,120,0,144,212.72022342681885,0.3917499510622815
18,1-0296,7,5,1-0296,41,5,0,17,15.946137487888336,0.3889301826314228
19,1-6098,4,11,1-6098,1327,167,0,541,515.3447282910347,0.38835322403243
20,1-7122,3,1,1-7122,197,5,0,110,75.82794845104218,0.3849134439139197
21,1-9333,16,20,1-9333,102,26,0,20,38.8778088092804,0.3811549883262783
22,1-3516,9,17,1-3516,156,34,0,39,59.11172717809677,0.3789213280647229
23,1-0292,20,21,1-0292,99,27,0,16,37.30224704742432,0.3767903742164072
24,1-4855,15,8,1-4855,22,7,0,2,8.28778088092804,0.3767173127694563
25,1-6181,20,13,1-6181,659,61,0,288,246.4404468536377,0.3739612243606035
26,1-19286,7,5,1-19286,40,4,0,17,14.946137487888336,0.3736534371972084
27,1-6693,4,11,1-6693,98,5,0,49,36.55063158273697,0.3729656283952752
28,1-5913,4,11,1-5913,14,2,0,5,5.219452202320099,0.3728180144514356
29,MLG59,14,18,MLG59,71,20,0,10,26.4389044046402,0.3723789352766225
30,1-1827,7,5,1-1827,24,7,0,3,8.93167132139206,0.3721529717246691
31,1-7213,4,11,1-7213,23,4,0,7,8.507233083248138,0.3698796992716582
32,1-4020,10,19,1-4020,37,11,0,4,13.57556176185608,0.3669070746447589
33,1-5531,13,9,1-5531,8,1,0,3,2.93167132139206,0.3664589151740074
34,1-9997,12,20,1-9997,16,2,0,6,5.863342642784119,0.3664589151740074
35,1-9379,14,18,1-9379,58,18,0,5,21.2194522023201,0.3658526241779327
36,MLG58,11,10,MLG58,71,22,0,6,25.86334264278412,0.3642724315885087
37,1-3139,13,9,1-3139,93,8,0,40,33.75561761856079,0.3629636303071052
38,1-2382,8,12,1-2382,139,42,0,13,50.37057572603226,0.3623782426333256
39,1-5980,4,11,1-5980,29,4,0,10,10.438904404640198,0.359962220849662
40,1-6878,1,21,1-6878,167,51,0,14,60.01446616649628,0.3593680608772232
41,1-9227,13,9,1-9227,801,51,0,367,287.30779165029526,0.3586863815858867
42,1-9498,7,5,1-9498,64,12,0,17,22.946137487888336,0.3585333982482552
43,1-9516,13,9,1-9516,76,9,0,28,27.02893233299256,0.3556438464867441
44,1-8627,11,10,1-8627,25,5,0,6,8.863342642784119,0.3545337057113647
45,1-3083,17,6,1-3083,78,25,0,4,27.57556176185608,0.353532843100719
46,MLG75,11,10,MLG75,185,48,0,27,65.38504189252853,0.3534326588785326
47,1-3104,11,10,1-3104,16,5,0,1,5.64389044046402,0.3527431525290012
48,1-8938,17,6,1-8938,30,8,0,4,10.57556176185608,0.3525187253952026
49,1-6734,17,6,1-6734,44,11,0,7,15.507233083248138,0.3524371155283667
50,1-11329,18,8,1-11329,14,3,0,3,4.931671321392059,0.3522622372422899
51,1-7845,11,10,1-7845,36,12,0,1,12.64389044046402,0.3512191789017783
52,1-9761,17,6,1-9761,35,11,0,2,12.28778088092804,0.3510794537408011
53,1-6061,4,11,1-6061,40,5,0,14,14.014466166496277,0.3503616541624069
54,1-8573,2,15,1-8573,184,0,0,100,64.38904404640198,0.3499404567739237
55,MLG02,20,13,MLG02,320,20,0,141,110.7885521054268,0.3462142253294587
56,1-3052,13,9,1-3052,166,18,0,60,56.63342642784119,0.3411652194448264
57,1-5425,2,15,1-5425,17,0,0,9,5.795013964176178,0.3408831743633045
58,1-8188,5,7,1-8188,140,11,0,57,47.70175510644913,0.3407268221889223
59,1-9808,20,13,1-9808,74,2,0,36,25.180055856704712,0.3402710250906042
60,1-5197,2,15,1-5197,72,0,0,38,24.46783673763275,0.3398310658004548
61,1-7024,5,7,1-7024,498,81,0,137,169.2129903435707,0.3397851211718287
62,1-7530,9,17,1-7530,25,2,0,10,8.438904404640198,0.3375561761856079
63,1-6858,2,15,1-6858,23,0,0,12,7.726685285568237,0.3359428385029668
64,MLG52,8,12,MLG52,125,20,0,34,41.89227497577667,0.3351381998062134
65,1-9838,6,2,1-9838,3,1,0,0,1.0,0.3333333333333333
66,1-20012,14,18,1-20012,12,4,0,0,4.0,0.3333333333333333
67,1-9946,1,21,1-9946,12,4,0,0,4.0,0.3333333333333333
68,1-9034,1,21,1-9034,3,1,0,0,1.0,0.3333333333333333
69,1-0278,16,20,1-0278,79,14,0,19,26.233918368816376,0.3320749160609668
70,1-20578,15,6,1-20578,19,5,0,2,6.28778088092804,0.3309358358383178
71,1-8427,8,12,1-8427,189,58,0,7,62.50723308324814,0.3307261009695669
72,1-5515,15,8,1-5515,29,7,0,4,9.57556176185608,0.3301917848915889
73,1-18935,10,19,1-18935,30,6,0,6,9.86334264278412,0.3287780880928039
74,1-1204,16,20,1-1204,39,7,0,9,12.795013964176178,0.3280772811327225
75,1-5799,14,18,1-5799,7,1,0,2,2.28778088092804,0.3268258401325771
76,1-9286,12,3,1-9286,81,11,0,24,26.453370571136475,0.3265848218658824
77,1-13247,15,17,1-13247,29,3,0,10,9.438904404640198,0.3254794622289723
78,1-8066,14,18,1-8066,86,26,0,3,27.93167132139206,0.3247868758301402
79,1-0008,20,13,1-0008,230,0,0,116,74.6912910938263,0.3247447438862013
80,72-12171,13,9,72-12171,19,1,0,8,6.151123523712158,0.3237433433532715
81,1-7140,20,13,1-7140,397,49,0,123,128.19852417707443,0.3229181969195829
82,1-1258,5,7,1-1258,435,67,0,114,140.40351021289823,0.3227666901445937
83,1-4847,12,3,1-4847,2,0,0,1,0.6438904404640198,0.3219452202320099
84,1-9455,1,21,1-9455,2,0,0,1,0.6438904404640198,0.3219452202320099
