Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
394,394,394,394,394,394,1-9697,3,1-9697,20,20,3,0,9,5.7123251259326935,0.2856162562966347
210,210,210,210,210,210,1-1191,20,1-1191,10,53,13,0,7,15.109586209058762,0.28508653224639174
233,233,233,233,233,233,1-3587,13,1-3587,13,46,11,0,7,13.109586209058762,0.2849910045447557
32,32,32,32,32,32,1-7874,7,1-7874,19,258,53,0,66,72.89038425683975,0.2825208692125572
143,143,143,143,143,143,1-9286,12,1-9286,11,81,14,0,29,22.739714294672012,0.2807372135144693
297,297,297,297,297,297,1-9630,14,1-9630,14,33,5,0,14,9.219172418117523,0.2793688611550765
161,161,161,161,161,161,1-8285,12,1-8285,11,72,17,0,10,20.01369458436966,0.2779679803384675
13,13,13,13,13,13,1-1258,15,1-1258,15,435,99,0,70,120.09586209058762,0.27608244158755774
404,404,404,404,404,404,1-20578,10,1-20578,5,19,4,0,4,5.205477833747864,0.27397251756567703
308,308,308,308,308,308,1-4700,16,1-4700,8,31,6,0,8,8.410955667495728,0.27132115056437833
22,22,22,22,22,22,MLG50,15,MLG50,15,319,43,0,144,86.3972020149231,0.2708376238712323
43,43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,22,62.63012808561325,0.2699574486448847
358,358,358,358,358,358,1-8627,12,1-8627,11,25,4,0,9,6.7123251259326935,0.2684930050373077
334,334,334,334,334,334,1-18994,3,1-18994,3,28,6,0,5,7.50684729218483,0.2681016890066011
236,236,236,236,236,236,1-9794,11,1-9794,10,46,9,0,11,12.315064042806625,0.2677187835392745
38,38,38,38,38,38,1-4649,13,1-4649,13,244,37,0,93,65.02735963463783,0.2665055722731059
132,132,132,132,132,132,MLG55,4,MLG55,20,92,21,0,11,24.315064042806625,0.26429417437833286
361,361,361,361,361,361,1-10696,11,1-10696,10,24,3,0,11,6.315064042806625,0.2631276684502761
12,12,12,12,12,12,1-7024,19,1-7024,9,498,115,0,53,130.9725812971592,0.2629971511991149
91,91,91,91,91,91,1-9270,14,1-9270,14,128,24,0,32,33.64382266998291,0.2628423646092415
429,429,429,429,429,429,1-9452,5,1-9452,19,16,3,0,4,4.205477833747864,0.2628423646092415
213,213,213,213,213,213,1-6227,3,1-6227,19,52,10,0,12,13.616433501243591,0.2618544904085306
61,61,61,61,61,61,1-6927,5,1-6927,19,179,41,0,19,46.72601971030235,0.2610392162586724
145,145,145,145,145,145,1-9491,4,1-9491,20,80,16,0,16,20.821911334991455,0.2602738916873932
492,492,492,492,492,492,MLG73,4,MLG73,20,10,2,0,2,2.602738916873932,0.2602738916873932
354,354,354,354,354,354,1-7530,13,1-7530,13,25,5,0,5,6.50684729218483,0.2602738916873932
491,491,491,491,491,491,1-5555,19,1-5555,9,10,2,0,2,2.602738916873932,0.2602738916873932
488,488,488,488,488,488,1-9576,4,1-9576,20,10,2,0,2,2.602738916873932,0.2602738916873932
62,62,62,62,62,62,1-6878,18,1-6878,18,167,17,0,87,43.21914288401604,0.25879726277853915
283,283,283,283,283,283,1-6909,6,1-6909,4,36,6,0,11,9.315064042806625,0.2587517789668507
85,85,85,85,85,85,1-1131,10,1-1131,12,138,29,0,22,35.63012808561325,0.25818933395371924
450,450,450,450,450,450,1-11206,14,1-11206,14,14,3,0,2,3.602738916873932,0.2573384940624237
235,235,235,235,235,235,1-1989,5,1-1989,19,46,10,0,6,11.808216750621796,0.2567003641439521
286,286,286,286,286,286,1-1770,12,1-1770,11,35,8,0,3,8.904108375310898,0.25440309643745423
77,77,77,77,77,77,1-9674,8,1-9674,6,144,33,0,12,36.61643350124359,0.2542807882030805
422,422,422,422,422,422,1-7536,19,1-7536,9,17,4,0,1,4.301369458436966,0.2530217328492333
67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,74,39.30133992433548,0.2519316661816377
332,332,332,332,332,332,P-16616,17,P-16616,17,28,7,0,0,7.0,0.25
472,472,472,472,472,472,1-1935,4,1-1935,20,12,3,0,0,3.0,0.25
243,243,243,243,243,243,1-19166,13,1-19166,13,45,10,0,4,11.205477833747864,0.2490106185277303
327,327,327,327,327,327,1-8988,2,1-8988,2,29,6,0,4,7.205477833747864,0.24846475288785738
425,425,425,425,425,425,1-0003,12,1-0003,11,17,3,0,4,4.205477833747864,0.247381049043992
125,125,125,125,125,125,1-1390,16,1-1390,16,98,20,0,14,24.219172418117523,0.24713441242977063
345,345,345,345,345,345,1-3584,9,1-3584,17,26,4,0,8,6.4109556674957275,0.24657521798060492
300,300,300,300,300,300,1-18709,3,1-18709,3,33,5,0,10,8.01369458436966,0.2428392298293836
121,121,121,121,121,121,1-9333,4,1-9333,20,102,9,0,52,24.67121183872223,0.24187462586982578
246,246,246,246,246,246,1-6538,5,1-6538,11,44,7,0,12,10.616433501243591,0.241282579573718
163,163,163,163,163,163,1-6692,11,1-6692,12,71,10,0,23,16.931497544050217,0.2384717963950735
441,441,441,441,441,441,1-9997,9,1-9997,7,16,2,0,6,3.8082167506217957,0.23801354691386223
7,7,7,7,7,7,MLG69,13,MLG69,13,576,97,0,132,136.7807685136795,0.2374666120029158
56,56,56,56,56,56,1-8427,12,1-8427,11,189,18,0,89,44.82188180088997,0.23715281376132258
154,154,154,154,154,154,1-9417,8,1-9417,6,76,15,0,10,18.01369458436966,0.2370222971627587
11,11,11,11,11,11,MLG56,13,MLG56,13,511,96,0,83,121.01366505026817,0.23681734843496707
385,385,385,385,385,385,1-18615,4,1-18615,20,22,4,0,4,5.205477833747864,0.23661262880672107
326,326,326,326,326,326,1-0027,9,1-0027,7,29,5,0,6,6.808216750621796,0.23476609484902744
24,24,24,24,24,24,1-3535,11,1-3535,10,315,36,0,125,73.67118230462074,0.23387676922101824
80,80,80,80,80,80,1-0053,9,1-0053,7,142,24,0,30,33.04108375310898,0.2326836884021759
225,225,225,225,225,225,1-8767,6,1-8767,4,48,0,0,37,11.15066996216774,0.2323056242118279
247,247,247,247,247,247,1-6734,14,1-6734,14,44,6,0,14,10.219172418117523,0.23225391859358008
122,122,122,122,122,122,1-9404,8,1-9404,6,100,19,0,14,23.219172418117523,0.23219172418117523
78,78,78,78,78,78,1-1570,14,1-1570,14,142,25,0,26,32.835605919361115,0.23123666140395152
194,194,194,194,194,194,1-8018,4,1-8018,20,58,11,0,8,13.410955667495728,0.23122337357751255
337,337,337,337,337,337,1-6532,19,1-6532,9,27,5,0,4,6.205477833747864,0.229832512361032
184,184,184,184,184,184,1-2701,5,1-2701,19,61,11,0,10,14.01369458436966,0.22973269810442065
418,418,418,418,418,418,1-17835,16,1-17835,16,17,3,0,3,3.904108375310898,0.22965343384181752
93,93,93,93,93,93,MLG52,10,MLG52,12,125,22,0,22,28.63012808561325,0.229041024684906
148,148,148,148,148,148,1-0278,15,1-0278,15,79,12,0,20,18.02738916873932,0.22819479960429517
262,262,262,262,262,262,1-8172,11,1-8172,10,40,4,0,17,9.123280793428421,0.22808201983571053
64,64,64,64,64,64,MLG29,9,MLG29,7,164,26,0,37,37.15066996216774,0.2265284753790716
41,41,41,41,41,41,1-9283,12,1-9283,11,235,24,0,97,53.232837468385696,0.2265227126314285
369,369,369,369,369,369,MLG39,4,MLG39,20,23,4,0,4,5.205477833747864,0.22632512320642886
4,4,4,4,4,4,MLG68,17,MLG68,17,642,105,0,132,144.7807685136795,0.22551521575339487
211,211,211,211,211,211,1-8042,5,1-8042,19,52,9,0,9,11.712325125932693,0.2252370216525518
432,432,432,432,432,432,1-3089,19,1-3089,9,16,3,0,2,3.602738916873932,0.22517118230462074
439,439,439,439,439,439,1-4682,16,1-4682,16,16,3,0,2,3.602738916873932,0.22517118230462074
205,205,205,205,205,205,1-8398,6,1-8398,4,54,10,0,7,12.109586209058762,0.22425159646405113
191,191,191,191,191,191,MLG44,5,MLG44,19,59,9,0,14,13.219172418117523,0.2240537697986021
33,33,33,33,33,33,1-6296,18,1-6296,18,254,37,0,66,56.89038425683975,0.22397789077495966
48,48,48,48,48,48,MLG30,18,MLG30,18,208,29,0,58,46.479428589344025,0.2234587912949232
466,466,466,466,466,466,1-9416,19,1-9416,9,13,2,0,3,2.904108375310898,0.22339295194699213
30,30,30,30,30,30,1-10785,14,1-10785,14,279,27,0,115,61.65748772025108,0.220994579642477
174,174,174,174,174,174,MLG41,5,MLG41,19,66,10,0,15,14.52054187655449,0.2200082102508256
214,214,214,214,214,214,1-8450,10,1-8450,12,52,6,0,18,11.424650251865387,0.21970481253587282
331,331,331,331,331,331,1-5981,2,1-5981,2,28,4,0,7,6.109586209058762,0.21819950746638433
115,115,115,115,115,115,1-8421,14,1-8421,14,109,21,0,9,23.712325125932693,0.2175442672103917
51,51,51,51,51,51,MLG65,6,MLG65,4,201,16,0,92,43.72599017620087,0.21754223968259137
126,126,126,126,126,126,1-6693,9,1-6693,7,98,13,0,27,21.13697537779808,0.2156834222224294
231,231,231,231,231,231,1-7991,15,1-7991,15,46,9,0,3,9.904108375310898,0.21530670381110648
343,343,343,343,343,343,MLG67,4,MLG67,20,27,4,0,6,5.808216750621796,0.21511913891191836
321,321,321,321,321,321,1-7752,11,1-7752,10,29,5,0,4,6.205477833747864,0.2139819942671677
447,447,447,447,447,447,1-9971,12,1-9971,11,15,2,0,4,3.2054778337478638,0.21369852224985758
431,431,431,431,431,431,1-8503,4,1-8503,20,16,1,0,8,3.4109556674957275,0.21318472921848297
423,423,423,423,423,423,MLG46,14,MLG46,14,17,3,0,2,3.602738916873932,0.21192581863964305
46,46,46,46,46,46,1-2282,6,1-2282,4,219,27,0,64,46.28764533996582,0.21135911114139644
144,144,144,144,144,144,1-7058,17,1-7058,17,80,15,0,6,16.808216750621796,0.21010270938277245
201,201,201,201,201,201,1-8529,11,1-8529,10,56,3,0,29,11.739714294672012,0.2096377552620002
0,0,0,0,0,0,1-6098,9,1-6098,7,1327,166,0,361,274.7943744957447,0.20707940806009398
294,294,294,294,294,294,1-3106,6,1-3106,4,34,4,0,10,7.013694584369659,0.20628513483440175
94,94,94,94,94,94,1-1005,9,1-1005,7,125,14,0,39,25.75340887904167,0.20602727103233337
406,406,406,406,406,406,1-3265,3,1-3265,3,19,3,0,3,3.904108375310898,0.2054793881742578
403,403,403,403,403,403,72-12171,17,72-12171,17,19,3,0,3,3.904108375310898,0.2054793881742578
106,106,106,106,106,106,1-9963,14,1-9963,14,116,16,0,26,23.835605919361115,0.2054793613738027
47,47,47,47,47,47,1-0303,4,1-0303,20,212,36,0,25,43.53423646092415,0.20535017198549127
127,127,127,127,127,127,1-5891,17,1-5891,17,96,13,0,22,19.63012808561325,0.2044805008918047
350,350,350,350,350,350,1-9609,10,1-9609,12,25,3,0,7,5.109586209058762,0.20438344836235045
351,351,351,351,351,351,1-2324,12,1-2324,11,25,3,0,7,5.109586209058762,0.20438344836235045
245,245,245,245,245,245,1-1183,11,1-1183,10,45,4,0,17,9.123280793428421,0.20273957318729824
206,206,206,206,206,206,1-8544,20,1-8544,8,54,1,0,33,10.945192128419876,0.2026887431188866
3,3,3,3,3,3,1-6181,18,1-6181,18,659,82,0,169,132.93143847584724,0.20171690208778034
109,109,109,109,109,109,1-7441,14,1-7441,14,111,10,0,41,22.356147795915604,0.20140673690014058
448,448,448,448,448,448,MLG42,12,MLG42,11,14,1,0,6,2.8082167506217957,0.2005869107586997
221,221,221,221,221,221,1-4355,3,1-4355,3,49,5,0,16,9.821911334991455,0.20044717010186644
155,155,155,155,155,155,1-8157,11,1-8157,10,75,12,0,10,15.01369458436966,0.20018259445826211
74,74,74,74,74,74,1-8074,5,1-8074,10,145,19,0,33,28.945192128419876,0.19962201467875776
70,70,70,70,70,70,1-1224,16,1-1224,16,151,12,0,59,29.78079804778099,0.19722382813099995
378,378,378,378,378,378,1-9518,4,1-9518,20,22,4,0,1,4.301369458436966,0.19551679356531662
216,216,216,216,216,216,1-8397,6,1-8397,4,51,6,0,13,9.917802959680557,0.19446672469961876
176,176,176,176,176,176,1-6561,14,1-6561,14,65,9,0,12,12.616433501243591,0.1940989769422091
445,445,445,445,445,445,1-5654,5,1-5654,19,15,2,0,3,2.904108375310898,0.19360722502072653
265,265,265,265,265,265,1-1204,11,1-1204,10,39,3,0,15,7.520541876554489,0.19283440709114075
9,9,9,9,9,9,1-3523,3,1-3523,3,543,63,0,138,104.5889852643013,0.19261323253094162
376,376,376,376,376,376,1-18487,15,1-18487,15,23,2,0,8,4.4109556674957275,0.1917806811954664
19,19,19,19,19,19,1-7863,14,1-7863,14,351,16,0,170,67.23280793428421,0.19154646135123707
150,150,150,150,150,150,1-3083,3,1-3083,3,78,8,0,23,14.931497544050217,0.1914294556929515
105,105,105,105,105,105,1-7042,2,1-7042,2,117,10,0,41,22.356147795915604,0.19107818628987697
82,82,82,82,82,82,1-8188,4,1-8188,20,140,18,0,29,26.739714294672012,0.19099795924765722
166,166,166,166,166,166,MLG58,10,MLG58,12,71,9,0,15,13.52054187655449,0.19043016727541534
329,329,329,329,329,329,1-5980,8,1-5980,4,29,4,0,5,5.50684729218483,0.18989128593740792
290,290,290,290,290,290,1-3509,18,1-3509,18,35,3,0,12,6.616433501243591,0.1890409571783883
260,260,260,260,260,260,1-4760,17,1-4760,17,40,6,0,5,7.50684729218483,0.18767118230462074
18,18,18,18,18,18,MLG63,3,MLG63,3,380,51,0,67,71.19175371527672,0.18734672030335978
72,72,72,72,72,72,1-9497,9,1-9497,7,150,16,0,40,28.054778337478638,0.1870318555831909
158,158,158,158,158,158,1-9808,18,1-9808,18,74,9,0,16,13.821911334991455,0.18678258560799263
76,76,76,76,76,76,1-2335,11,1-2335,10,145,12,0,50,27.068472921848297,0.18667912359895378
124,124,124,124,124,124,1-0292,18,1-0292,18,99,4,0,48,18.465734004974365,0.18652256570681178
65,65,65,65,65,65,1-4319,8,1-4319,5,163,21,0,31,30.342453211545944,0.18615001970273584
512,512,512,512,512,512,1-5799,14,1-5799,14,7,1,0,1,1.301369458436966,0.18590992263385228
468,468,468,468,468,468,1-9946,4,1-9946,20,12,1,0,4,2.2054778337478638,0.18378981947898865
227,227,227,227,227,227,1-1957,11,1-1957,10,47,5,0,12,8.616433501243591,0.18332837236688493
325,325,325,325,325,325,1-9338,15,1-9338,15,29,5,0,1,5.301369458436966,0.18280584339437814
483,483,483,483,483,483,1-8578,1,1-8578,1,11,2,0,0,2.0,0.18181818181818182
199,199,199,199,199,199,1-20167,9,1-20167,4,56,5,0,17,10.123280793428421,0.1807728713112218
2,2,2,2,2,2,1-6240,12,1-6240,11,698,73,0,175,125.73965522646904,0.18014277253075794
268,268,268,268,268,268,1-8493,15,1-8493,15,38,5,0,6,6.808216750621796,0.17916359870057358
89,89,89,89,89,89,1-9831,7,1-9831,5,132,7,0,55,23.575320214033127,0.17860091071237216
412,412,412,412,412,412,1-0055,16,1-0055,16,18,2,0,4,3.2054778337478638,0.17808210187488133
248,248,248,248,248,248,1-6217,6,1-6217,4,44,0,0,26,7.8356059193611145,0.1780819527127526
169,169,169,169,169,169,1-7268,12,1-7268,11,70,4,0,28,12.438344836235046,0.17769064051764352
295,295,295,295,295,295,1-1942,1,1-1942,1,34,3,0,10,6.013694584369659,0.1768733701285194
387,387,387,387,387,387,1-9436,6,1-9436,4,21,1,0,9,3.7123251259326935,0.17677738694917589
306,306,306,306,306,306,1-1972,5,1-1972,19,32,5,0,2,5.602738916873932,0.17508559115231037
242,242,242,242,242,242,1-3206,3,1-3206,13,45,3,0,16,7.821911334991455,0.173820251888699
319,319,319,319,319,319,1-18935,2,1-18935,2,30,4,0,4,5.205477833747864,0.17351592779159547
104,104,104,104,104,104,1-9394,11,1-9394,10,117,9,0,37,20.15066996216774,0.17222794839459607
14,14,14,14,14,14,1-1317,8,1-1317,6,414,54,0,57,71.17805913090706,0.171927679060162
75,75,75,75,75,75,1-2545,2,1-2545,2,145,20,0,16,24.821911334991455,0.17118559541373418
49,49,49,49,49,49,1-6974,4,1-6974,20,207,11,0,81,35.41092613339424,0.17106727600673546
426,426,426,426,426,426,1-3639,7,1-3639,5,17,2,0,3,2.904108375310898,0.1708299044300528
420,420,420,420,420,420,1-8678,3,1-8678,3,17,2,0,3,2.904108375310898,0.1708299044300528
52,52,52,52,52,52,1-7122,11,1-7122,10,197,17,0,55,33.57532021403313,0.17043309753316307
371,371,371,371,371,371,1-6035,14,1-6035,14,23,3,0,3,3.904108375310898,0.16974384240482165
467,467,467,467,467,467,1-0031,13,1-0031,13,13,1,0,4,2.2054778337478638,0.169652141057528
73,73,73,73,73,73,MLG12,10,MLG12,12,146,21,0,12,24.61643350124359,0.16860570891262733
292,292,292,292,292,292,1-9740,6,1-9740,4,34,3,0,9,5.7123251259326935,0.16800956252743215
442,442,442,442,442,442,1-5803,11,1-5803,10,15,1,0,5,2.5068472921848297,0.16712315281232198
473,473,473,473,473,473,1-5161,4,1-5161,20,12,2,0,0,2.0,0.16666666666666666
230,230,230,230,230,230,1-9345,12,1-9345,11,47,3,0,16,7.821911334991455,0.1664236454253501
315,315,315,315,315,315,1-9614,2,1-9614,2,30,4,0,3,4.904108375310898,0.16347027917702991
438,438,438,438,438,438,1-5163,11,1-5163,10,16,2,0,2,2.602738916873932,0.16267118230462074
347,347,347,347,347,347,1-7204,4,1-7204,20,26,3,0,4,4.205477833747864,0.1617491474518409
411,411,411,411,411,411,1-8124,3,1-8124,3,18,2,0,3,2.904108375310898,0.16133935418393877
301,301,301,301,301,301,1-8400,10,1-8400,9,33,5,0,1,5.301369458436966,0.16064755934657474
493,493,493,493,493,493,1-0033,20,1-0033,8,10,1,0,2,1.6027389168739319,0.1602738916873932
377,377,377,377,377,377,1-9892,14,1-9892,14,22,2,0,5,3.5068472921848297,0.15940214964476498
244,244,244,244,244,244,1-19448,11,1-19448,10,45,5,0,7,7.109586209058762,0.15799080464575027
90,90,90,90,90,90,1-7070,12,1-7070,11,129,11,0,31,20.342453211545944,0.15769343574841818
157,157,157,157,157,157,1-17733,8,1-17733,6,74,8,0,12,11.616433501243591,0.15697883109788638
275,275,275,275,275,275,1-4020,12,1-4020,11,37,4,0,6,5.808216750621796,0.15697883109788638
36,36,36,36,36,36,MLG64,5,MLG64,19,245,27,0,38,38.452039420604706,0.15694709967593756
25,25,25,25,25,25,1-18028,13,1-18028,13,309,12,0,121,48.46570447087288,0.15684694003518732
95,95,95,95,95,95,1-5626,14,1-5626,14,125,5,0,48,19.465734004974365,0.15572587203979493
263,263,263,263,263,263,1-6061,10,1-6061,12,40,2,0,14,6.219172418117523,0.15547931045293809
255,255,255,255,255,255,1-3564,3,1-3564,3,41,3,0,11,6.315064042806625,0.15402595226357624
264,264,264,264,264,264,1-8928,13,1-8928,13,39,6,0,0,6.0,0.15384615384615385
29,29,29,29,29,29,1-3534,20,1-3534,8,279,23,0,65,42.589014798402786,0.15264879856058347
324,324,324,324,324,324,1-5515,12,1-5515,11,29,2,0,8,4.4109556674957275,0.1521019195688182
27,27,27,27,27,27,1-1608,12,1-1608,11,307,30,0,54,46.27395075559616,0.15072948128858685
545,545,545,545,545,545,1-4926,6,1-4926,19,4,0,0,2,0.6027389168739319,0.15068472921848297
551,551,551,551,551,551,1-19567,11,1-19567,10,2,0,0,1,0.30136945843696594,0.15068472921848297
280,280,280,280,280,280,1-8314,15,1-8314,15,36,0,0,18,5.424650251865387,0.15068472921848297
543,543,543,543,543,543,1-7608,6,1-7608,4,4,0,0,2,0.6027389168739319,0.15068472921848297
556,556,556,556,556,556,1-9455,4,1-9455,20,2,0,0,1,0.30136945843696594,0.15068472921848297
555,555,555,555,555,555,1-6028,9,1-6028,7,2,0,0,1,0.30136945843696594,0.15068472921848297
133,133,133,133,133,133,MLG53,15,MLG53,15,91,11,0,8,13.410955667495728,0.14737313920324976
100,100,100,100,100,100,1-5172,14,1-5172,14,120,6,0,38,17.452039420604706,0.14543366183837256
496,496,496,496,496,496,1-9076,4,1-9076,20,9,1,0,1,1.301369458436966,0.14459660649299622
281,281,281,281,281,281,1-3312,8,1-3312,6,36,4,0,4,5.205477833747864,0.14459660649299622
374,374,374,374,374,374,1-18202,6,1-18202,4,23,0,0,11,3.3150640428066254,0.14413321925246197
430,430,430,430,430,430,1-8023,18,1-8023,18,16,2,0,1,2.301369458436966,0.14383559115231037
63,63,63,63,63,63,1-3052,1,1-3052,1,166,16,0,26,23.835605919361115,0.1435879874660308
368,368,368,368,368,368,1-6858,7,1-6858,5,23,3,0,1,3.301369458436966,0.14353780254073764
21,21,21,21,21,21,MLG02,18,MLG02,18,320,22,0,79,45.80818721652031,0.14315058505162598
458,458,458,458,458,458,1-9667,4,1-9667,20,14,2,0,0,2.0,0.14285714285714285
272,272,272,272,272,272,1-19229,3,1-19229,3,38,3,0,8,5.4109556674957275,0.142393570197256
180,180,180,180,180,180,1-10539,4,1-10539,20,63,5,0,13,8.917802959680557,0.1415524279314374
304,304,304,304,304,304,1-1592,1,1-1592,1,32,3,0,5,4.50684729218483,0.14083897788077593
357,357,357,357,357,357,1-9650,16,1-9650,16,25,2,0,5,3.5068472921848297,0.14027389168739318
320,320,320,320,320,320,1-18203,19,1-18203,9,29,4,0,0,4.0,0.13793103448275862
257,257,257,257,257,257,1-19286,7,1-19286,5,40,4,0,5,5.50684729218483,0.13767118230462075
142,142,142,142,142,142,1-8084,9,1-8084,7,82,4,0,24,11.232867002487183,0.13698618295716075
348,348,348,348,348,348,1-3087,4,1-3087,20,26,2,0,5,3.5068472921848297,0.13487874200710884
171,171,171,171,171,171,1-9645,19,1-9645,9,69,9,0,1,9.301369458436966,0.1348024559193763
79,79,79,79,79,79,1-0129,15,1-0129,15,142,14,0,17,19.12328079342842,0.13467099150301706
477,477,477,477,477,477,1-8222,16,1-8222,16,12,1,0,2,1.6027389168739319,0.13356157640616098
338,338,338,338,338,338,1-3589,1,1-3589,1,27,3,0,2,3.602738916873932,0.1334347746990345
190,190,190,190,190,190,1-7819,1,1-7819,1,59,3,0,16,7.821911334991455,0.13257476838968568
356,356,356,356,356,356,1-18613,17,1-18613,19,25,3,0,1,3.301369458436966,0.13205477833747864
152,152,152,152,152,152,1-10038,16,1-10038,16,76,4,0,20,10.027389168739319,0.1319393311676226
69,69,69,69,69,69,MLG17,4,MLG17,20,153,5,0,50,20.068472921848297,0.131166489685283
285,285,285,285,285,285,1-9887,18,1-9887,18,36,2,0,9,4.7123251259326935,0.13089792016479704
489,489,489,489,489,489,1-7521,17,1-7521,17,10,1,0,1,1.301369458436966,0.1301369458436966
177,177,177,177,177,177,1-9498,14,1-9498,14,64,5,0,11,8.315064042806625,0.12992287566885352
424,424,424,424,424,424,1-1177,11,1-1177,10,17,1,0,4,2.2054778337478638,0.12973399022046259
160,160,160,160,160,160,1-5197,8,1-5197,6,72,6,0,11,9.315064042806625,0.12937588948342535
454,454,454,454,454,454,1-5913,6,1-5913,4,14,0,0,6,1.8082167506217957,0.12915833933012827
511,511,511,511,511,511,1-3033,6,1-3033,4,7,0,0,3,0.9041083753108978,0.12915833933012827
408,408,408,408,408,408,1-9495,17,1-9495,17,18,2,0,1,2.301369458436966,0.12785385880205366
136,136,136,136,136,136,1-1769,7,1-1769,5,89,8,0,11,11.315064042806625,0.12713555104277108
349,349,349,349,349,349,1-8186,12,1-8186,11,26,3,0,1,3.301369458436966,0.12697574840142176
291,291,291,291,291,291,1-0037,14,1-0037,14,35,2,0,8,4.4109556674957275,0.1260273047855922
55,55,55,55,55,55,1-1462,1,1-1462,1,192,19,0,17,24.12328079342842,0.12564208746577302
