Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
161,161,161,161,161,161,161,161,161,161,161,161,161,MLG41,7,9,MLG41,66,20,1,20,1036.3757193088531,15.702662413770502
345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,19,1-1131,138,15,1,9,1022.3690736889839,7.408471548470898
259,259,259,259,259,259,259,259,259,259,259,259,259,1-3596,7,9,1-3596,223,45,1,77,1108.0465193390846,4.968818472372577
391,391,391,391,391,391,391,391,391,391,391,391,391,MLG30,3,19,MLG30,208,10,1,20,1026.3757193088531,4.934498650523333
270,270,270,270,270,270,270,270,270,270,270,270,270,1-1390,7,9,1-1390,98,60,0,44,96.02658247947693,0.9798630865252748
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,8,6,MLG51,248,70,0,129,175.6233895421028,0.7081588287988017
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,13,3,1-7268,70,29,0,24,48.65086317062378,0.6950123310089111
443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,9,14,1-3447,110,57,0,22,75.01329123973846,0.6819390112703497
434,434,434,434,434,434,434,434,434,434,434,434,434,MLG59,18,2,MLG59,71,36,0,14,47.463003516197205,0.6684930072703832
361,361,361,361,361,361,361,361,361,361,361,361,361,1-0008,15,8,1-0008,230,107,0,48,146.30172634124756,0.6360944623532503
124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,13,3,1-8427,189,42,0,85,111.59680706262589,0.5904592966276502
537,537,537,537,537,537,537,537,537,537,537,537,537,1-4494,15,5,1-4494,16,4,0,6,8.912715792655945,0.5570447370409966
350,350,350,350,350,350,350,350,350,350,350,350,350,1-2282,7,9,1-2282,219,58,0,78,121.86530530452728,0.5564625812992113
542,542,542,542,542,542,542,542,542,542,542,542,542,1-1191,13,3,1-1191,53,13,0,20,29.37571930885315,0.5542588548840217
256,256,256,256,256,256,256,256,256,256,256,256,256,1-9277,20,10,1-9277,48,24,0,3,26.456357896327972,0.5511741228401661
454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,14,13,1-0272,111,12,0,56,57.85201406478882,0.5211893158989984
423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,7,9,1-7122,197,41,0,74,101.59016144275665,0.5156860986941962
190,190,190,190,190,190,190,190,190,190,190,190,190,1-2382,7,9,1-2382,139,29,0,51,70.75808423757553,0.5090509657379535
172,172,172,172,172,172,172,172,172,172,172,172,172,1-8573,11,7,1-8573,184,82,0,14,93.4630035161972,0.5079511060662891
412,412,412,412,412,412,412,412,412,412,412,412,412,1-6858,15,8,1-6858,23,1,0,13,11.644217550754547,0.5062703282936759
192,192,192,192,192,192,192,192,192,192,192,192,192,1-9770,7,8,1-9770,50,17,0,9,24.369073688983917,0.48738147377967833
362,362,362,362,362,362,362,362,362,362,362,362,362,1-1462,20,10,1-1462,192,86,0,9,93.36907368898392,0.48629725879679125
327,327,327,327,327,327,327,327,327,327,327,327,327,P-16616,4,7,P-16616,28,6,0,9,13.369073688983917,0.47746691746371134
531,531,531,531,531,531,531,531,531,531,531,531,531,1-5891,15,8,1-5891,96,32,0,16,45.10057544708252,0.46979766090710956
471,471,471,471,471,471,471,471,471,471,471,471,471,1-9794,17,15,1-9794,46,14,0,9,21.369073688983917,0.46454508019530255
123,123,123,123,123,123,123,123,123,123,123,123,123,MLG55,5,5,MLG55,92,18,0,30,42.563578963279724,0.46264759742695355
388,388,388,388,388,388,388,388,388,388,388,388,388,MLG49,8,6,MLG49,185,61,0,30,85.56357896327972,0.4625058322339445
149,149,149,149,149,149,149,149,149,149,149,149,149,MLG58,15,8,MLG58,71,22,0,13,32.64421755075455,0.4597777119824584
104,104,104,104,104,104,104,104,104,104,104,104,104,1-8267,14,13,1-8267,133,7,0,66,61.03987371921539,0.45894641894146915
