Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
141,141,141,141,141,141,141,141,141,141,141,141,141,MLG45,20,3,MLG45,70,25,1,13,1034.741010069847,14.782014429569244
4,4,4,4,4,4,4,4,4,4,4,4,4,1-6240,20,3,1-6240,698,79,1,109,1160.6746228933334,1.6628576259216812
470,470,470,470,470,470,470,470,470,470,470,470,470,1-1204,2,4,1-1204,39,2,0,39,31.22303020954132,0.8005905181933672
322,322,322,322,322,322,322,322,322,322,322,322,322,1-0296,18,2,1-0296,41,8,0,25,26.732711672782898,0.6520173578727536
425,425,425,425,425,425,425,425,425,425,425,425,425,1-6006,3,6,1-6006,57,6,0,41,36.72164714336395,0.6442394235677886
57,57,57,57,57,57,57,57,57,57,57,57,57,1-1224,10,18,1-1224,151,5,0,118,93.41839909553528,0.618664894672419
131,131,131,131,131,131,131,131,131,131,131,131,131,1-9283,18,2,1-9283,235,95,0,62,141.4571249485016,0.6019452125468152
462,462,462,462,462,462,462,462,462,462,462,462,462,1-1183,13,16,1-1183,45,22,0,6,26.495850801467896,0.5887966844770643
130,130,130,130,130,130,130,130,130,130,130,130,130,1-1833,19,16,1-1833,124,2,0,94,72.4349958896637,0.5841531926585782
506,506,506,506,506,506,506,506,506,506,506,506,506,1-6227,14,1,1-6227,52,27,0,4,29.997233867645264,0.5768698820701013
124,124,124,124,124,124,124,124,124,124,124,124,124,1-8427,20,3,1-8427,189,45,0,84,107.94191122055054,0.5711212233891563
387,387,387,387,387,387,387,387,387,387,387,387,387,1-10539,20,3,1-10539,63,9,0,35,35.22579634189606,0.5591396244745406
399,399,399,399,399,399,399,399,399,399,399,399,399,MLG60,15,7,MLG60,47,19,0,9,25.743776202201843,0.5477399191957839
305,305,305,305,305,305,305,305,305,305,305,305,305,1-7866,2,4,1-7866,318,59,0,151,172.1455785036087,0.5413382971811594
540,540,540,540,540,540,540,540,540,540,540,540,540,1-5413,3,20,1-5413,39,7,0,18,20.487552404403687,0.5253218565231714
483,483,483,483,483,483,483,483,483,483,483,483,483,1-9491,20,3,1-9491,80,26,0,21,41.735477805137634,0.5216934725642204
413,413,413,413,413,413,413,413,413,413,413,413,413,1-8314,16,1,1-8314,36,18,0,1,18.749308466911316,0.5208141240808699
454,454,454,454,454,454,454,454,454,454,454,454,454,1-0272,9,21,1-0272,111,47,0,12,55.99170160293579,0.5044297441705927
422,422,422,422,422,422,422,422,422,422,422,422,422,1-6878,17,13,1-6878,167,70,0,17,82.73824393749237,0.49543858645205013
443,443,443,443,443,443,443,443,443,443,443,443,443,1-3447,8,15,1-3447,110,42,0,15,53.23962700366974,0.48399660912427034
345,345,345,345,345,345,345,345,345,345,345,345,345,1-1131,3,20,1-1131,138,39,0,32,62.97787094116211,0.4563613836316095
261,261,261,261,261,261,261,261,261,261,261,261,261,1-1942,5,12,1-1942,34,11,0,6,15.495850801467896,0.45576031769023223
457,457,457,457,457,457,457,457,457,457,457,457,457,1-8503,11,18,1-8503,16,5,0,3,7.247925400733948,0.45299533754587173
437,437,437,437,437,437,437,437,437,437,437,437,437,1-6980,6,12,1-6980,128,21,0,49,57.71611487865448,0.4509071474894881
166,166,166,166,166,166,166,166,166,166,166,166,166,MLG40,14,9,MLG40,51,19,0,5,22.74654233455658,0.44601063401091334
300,300,300,300,300,300,300,300,300,300,300,300,300,1-4020,17,13,1-4020,37,9,0,10,16.49308466911316,0.4457590451111665
85,85,85,85,85,85,85,85,85,85,85,85,85,1-8084,11,10,1-8084,82,13,0,31,36.22856247425079,0.44181173749086333
302,302,302,302,302,302,302,302,302,302,302,302,302,MLG51,13,8,MLG51,248,63,0,62,109.45712494850159,0.4413593747923451
562,562,562,562,562,562,562,562,562,562,562,562,562,1-0003,20,19,1-0003,17,5,0,3,7.247925400733948,0.42634855298434987
398,398,398,398,398,398,398,398,398,398,398,398,398,1-0303,16,11,1-0303,212,49,0,54,89.46265721321106,0.4219936661000522
468,468,468,468,468,468,468,468,468,468,468,468,468,1-6228,3,20,1-6228,48,2,0,24,19.983403205871582,0.41632090012232464
423,423,423,423,423,423,423,423,423,423,423,423,423,1-7122,13,8,1-7122,197,14,0,90,81.43776202201843,0.41338965493410373
263,263,263,263,263,263,263,263,263,263,263,263,263,1-6927,14,9,1-6927,179,49,0,33,73.72717940807343,0.4118836838439856
394,394,394,394,394,394,394,394,394,394,394,394,394,1-2423,3,20,1-2423,79,24,0,11,32.242393136024475,0.4081315586838541
251,251,251,251,251,251,251,251,251,251,251,251,251,1-7268,6,12,1-7268,70,15,0,18,28.487552404403687,0.4069650343486241
332,332,332,332,332,332,332,332,332,332,332,332,332,MLG78,20,3,MLG78,80,28,0,6,32.495850801467896,0.40619813501834867
381,381,381,381,381,381,381,381,381,381,381,381,381,1-2335,19,16,1-2335,145,13,0,61,58.70781648159027,0.4048814929764846
120,120,120,120,120,120,120,120,120,120,120,120,120,1-10232,15,7,1-10232,5,2,0,0,2.0,0.4
532,532,532,532,532,532,532,532,532,532,532,532,532,1-19447,15,7,1-19447,15,6,0,0,6.0,0.4
