Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1.1,Unnamed: 0.1.1.1,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,3,MLG40,3,51,12,1,12,1015.0925025939941,19.90377456066655
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,14,1,14,1017.6079196929932,14.537255995614188
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,3,1-3523,3,543,93,1,167,1136.0373277664185,2.092149774892115
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,29,1,165,1071.5219106674194,1.9517703290845527
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,4,1-3447,4,110,43,0,21,48.411879539489746,0.44010799581354315
435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,435,1-4494,15,1-4494,12,16,6,0,3,6.773125648498535,0.42332035303115845
266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,1-9496,9,1-9496,5,39,9,0,29,16.47354793548584,0.42239866501245743
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,MLG75,16,MLG75,9,185,58,0,61,73.72022151947021,0.39848768388902817
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,2,1-3206,13,45,15,0,11,17.83479404449463,0.3963287565443251
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,10,1-8042,19,52,13,0,28,20.215839385986328,0.3887661420381986
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,1-1350,15,1-1350,11,195,63,0,34,71.7620906829834,0.3680107214511969
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,2,MLG60,2,47,16,0,4,17.030834197998047,0.36235817442549034
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,MLG67,11,MLG67,20,27,8,0,6,9.54625129699707,0.3535648628517433
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,12,1-5002,7,45,14,0,7,15.803959846496582,0.351199107699924
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,16,1-9379,9,58,16,0,16,20.123336791992188,0.34695408262055494
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,14,1-9770,10,50,16,0,5,17.28854274749756,0.3457708549499512
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,10,MLG32,19,52,16,0,7,17.803959846496582,0.34238384320185733
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,15,1-9697,20,20,4,0,10,6.577085494995117,0.32885427474975587
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,MLG38,4,MLG38,4,77,19,0,24,25.18500518798828,0.32707798945439326
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1-1258,5,1-1258,15,435,109,0,124,140.95586013793945,0.32403646008721715
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,1-1608,15,1-1608,11,307,46,0,207,99.34566974639893,0.3236015301185633
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,1-4649,7,1-4649,13,244,59,0,75,78.32814121246338,0.32101697218222697
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,13,1-1131,12,138,35,0,34,43.7620906829834,0.3171165991520536
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,11,1-9491,20,80,23,0,9,25.319376945495605,0.3164922118186951
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,MLG11,5,MLG11,15,87,27,0,2,27.515417098999023,0.31626916205746003
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,11,1-7845,20,36,7,0,17,11.3810453414917,0.31614014837476945
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,5,1-0278,15,79,18,0,26,24.700422286987305,0.31266357325300387
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,12,MLG29,7,164,43,0,28,50.21583938598633,0.3061941425974776
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,2,1-11350,2,100,28,0,10,30.577085494995117,0.30577085494995115
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,17,1-18558,17,307,83,0,41,93.56605052947998,0.3047754088908143
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1-18028,7,1-18028,13,309,69,0,96,93.74002075195312,0.30336576295130463
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,14,1-18371,10,120,30,0,23,35.92729663848877,0.2993941386540731
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,8,MLG48,6,159,41,0,25,47.44271373748779,0.2983818474055836
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,1-6974,11,1-6974,20,207,55,0,24,61.18500518798828,0.29557973520767283
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,8,1-8067,6,322,69,0,99,94.51314640045166,0.2935190882001604
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1-1317,8,1-1317,6,414,105,0,61,120.72022151947021,0.29159473796973484
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,1-8100,16,1-8100,9,19,5,0,2,5.515417098999023,0.2902851104736328
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,10,MLG44,19,59,13,0,16,17.123336791992188,0.2902260473219015
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,1-8285,15,1-8285,11,72,19,0,7,20.803959846496582,0.288943886756897
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,MLG43,4,MLG43,4,14,3,0,4,4.030834197998047,0.2879167284284319
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,11,1-9333,20,102,25,0,16,29.123336791992188,0.2855229097254136
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,1-8084,12,1-8084,7,82,18,0,20,23.154170989990234,0.2823679389023199
432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,1-3089,16,1-3089,9,16,4,0,2,4.515417098999023,0.28221356868743896
505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,505,1-9855,11,1-9855,20,8,2,0,1,2.2577085494995117,0.28221356868743896
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,4,1-2382,4,139,32,0,26,38.700422286987305,0.27842030422293024
270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,1-9651,11,1-9651,20,38,10,0,2,10.515417098999023,0.2767215026052375
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,15,0,18,19.63875389099121,0.27660216747874944
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,1-19166,7,1-19166,13,45,11,0,5,12.288542747497559,0.27307872772216796
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,14,1-9156,10,268,55,0,70,73.03959846496582,0.2725358151677829
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,1-9610,14,1-9610,10,49,10,0,13,13.350211143493652,0.2724532886427276
78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,1-1570,6,1-1570,14,142,25,0,53,38.65855312347412,0.2722433318554516
98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1-5043,5,1-5043,15,123,28,0,21,33.411879539489746,0.27164129706902235
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,17,P-16616,17,28,5,0,10,7.577085494995117,0.27061019624982563
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,1-8074,14,1-8074,10,145,33,0,24,39.18500518798828,0.27024141508957433
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,2,MLG14,2,232,56,0,22,61.66958808898926,0.2658171900387468
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,1-9286,15,1-9286,11,81,17,0,17,21.3810453414917,0.26396352273446544
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,MLG15,4,MLG15,4,105,26,0,6,27.54625129699707,0.26234525044759116
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,MLG62,4,MLG62,4,525,124,0,52,137.4008445739746,0.2617158944266183
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,4,1-3596,4,223,45,0,51,58.1431360244751,0.26073155167926054
558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,558,1-10951,7,1-10951,13,1,0,0,1,0.2577085494995117,0.2577085494995117
555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,555,1-6028,12,1-6028,7,2,0,0,2,0.5154170989990234,0.2577085494995117
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,MLG69,7,MLG69,13,576,118,0,116,147.89419174194336,0.256760749551985
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,1-6858,9,1-6858,5,23,2,0,15,5.865628242492676,0.2550273148909859
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,5,MLG50,15,319,59,0,85,80.9052267074585,0.2536214003368605
