Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
MLG45,21,19,MLG45,70,13,1,7,1016.1134741306305,14.515906773294722
MLG59,2,7,MLG59,71,10,1,11,1014.8926022052765,14.294262002891218
1-8285,7,19,1-8285,72,8,1,13,1013.7821662425995,14.080307864480549
MLG38,7,3,MLG38,77,11,1,10,1015.447820186615,13.187634028397598
1-18028,7,3,1-18028,309,83,1,14,1089.226948261261,3.5250063050526244
MLG56,2,7,MLG56,511,72,1,31,1085.7882425785065,2.124830220310189
1-0008,10,11,1-0008,230,123,0,3,124.3343460559845,0.5405841132868892
1-8573,22,12,1-8573,184,90,0,6,92.668692111969,0.503634196260701
1-3587,14,13,1-3587,46,17,0,11,21.89260220527649,0.475926134897315
1-6611,3,10,1-6611,89,32,0,20,40.89564037322998,0.45950157722730317
1-5913,8,17,1-5913,14,6,0,0,6.0,0.42857142857142855
1-6858,9,18,1-6858,23,7,0,6,9.668692111968994,0.4203779179116954
1-7682,7,3,1-7682,141,41,0,38,57.90171670913696,0.4106504731144465
1-5002,3,10,1-5002,45,16,0,5,18.223910093307495,0.4049757798512777
1-9379,19,21,1-9379,58,20,0,7,23.113474130630493,0.398508174666043
1-1580,13,14,1-1580,400,30,0,286,157.20765733718872,0.3930191433429718
1-2423,16,11,1-2423,79,12,0,40,29.79128074645996,0.37710481957544256
1-7268,21,19,1-7268,70,17,0,19,25.45085835456848,0.3635836907795497
1-8627,14,13,1-8627,25,5,0,9,9.003038167953491,0.36012152671813963
1-17907,3,10,1-17907,119,31,0,26,42.564332485198975,0.35768346626217623
1-1183,10,19,1-1183,45,7,0,20,15.89564037322998,0.353236452738444
MLG60,14,13,MLG60,47,8,0,19,16.45085835456848,0.3500182628631592
1-7866,11,16,1-7866,318,90,0,44,109.57040882110596,0.3445610340286351
MLG32,10,17,MLG32,52,12,0,13,17.782166242599487,0.34196473543460554
1-2382,7,3,1-2382,139,45,0,5,47.223910093307495,0.33974036038350713
1-5799,4,8,1-5799,7,1,0,3,2.334346055984497,0.3334780079977853
1-7005,20,20,1-7005,285,57,0,83,93.91690754890442,0.3295330089435243
MLG44,8,2,MLG44,59,10,0,21,19.34042239189148,0.3278037693540929
1-3447,20,20,1-3447,110,13,0,50,35.23910093307495,0.3203554630279541
MLG64,8,2,MLG64,245,74,0,10,78.44782018661499,0.3201951844351632
1-1989,21,15,1-1989,46,7,0,17,14.561294317245483,0.31654987646185834
