Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,7,MLG40,3,51,11,1,13,1019.6172037124634,19.992494190440457
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,9,MLG45,5,70,18,1,16,1028.6057891845703,14.694368416922433
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1-3523,7,1-3523,3,543,92,1,150,1191.4292736053467,2.194160724871725
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,9,1-10468,5,549,56,1,151,1156.0921354293823,2.1058144543340296
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,1-8042,12,1-8042,19,52,12,0,27,29.897269248962402,0.5749474855569693
93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,MLG52,17,MLG52,12,125,33,0,55,69.45740032196045,0.5556592025756836
67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,20,1-3516,8,156,17,0,100,83.28618240356445,0.5338857846382337
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1-18371,18,1-18371,10,120,11,0,75,60.71463680267334,0.5059553066889445
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,7,1-0296,3,41,5,0,23,20.245821952819824,0.4938005354346299
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,11,1-5002,7,45,7,0,22,21.58296012878418,0.479621336195204
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,15,MLG50,15,319,124,0,41,151.17733478546143,0.473910140393296
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,72-12171,14,72-12171,17,19,5,0,6,8.977170944213867,0.47248268127441406
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,8,1-3447,4,110,38,0,21,51.920098304748535,0.47200089367953213
66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,10,MLG48,6,159,13,0,93,74.64614963531494,0.4694726392158172
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,9,MLG59,5,71,19,0,21,32.920098304748535,0.46366335640490897
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,10,1-9938,6,55,18,0,11,25.29148006439209,0.4598450920798562
62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,22,1-6878,18,167,53,0,33,74.87444019317627,0.4483499412765046
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,19,1-9379,9,58,21,0,7,25.64003276824951,0.44206953048706055
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1-7024,19,1-7024,9,498,94,0,182,214.6408519744873,0.4310057268564002
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,1-9491,13,1-9491,20,80,15,0,29,34.22299289703369,0.42778741121292113
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,MLG55,13,MLG55,20,92,14,0,37,38.52588748931885,0.41875964662303095
91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,1-9270,16,1-9270,14,128,20,0,49,52.48022937774658,0.41000179201364517
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,1-7467,12,1-7467,20,64,13,0,19,25.594374656677246,0.39991210401058197
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,1-0292,22,1-0292,18,99,25,0,22,39.58296012878418,0.3998278800887291
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,1-6061,17,1-6061,12,40,8,0,12,15.954341888427734,0.39885854721069336
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,1-10060,13,1-10060,20,36,9,0,8,14.302894592285156,0.39730262756347656
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,MLG60,6,MLG60,2,47,16,0,4,18.651447296142578,0.39683930417324637
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,MLG54,17,MLG54,12,595,44,0,286,233.57848167419434,0.39256887676335184
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,10,P-16616,17,28,9,0,3,10.988585472106934,0.3924494811466762
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,MLG11,9,MLG11,15,87,26,0,12,33.954341888427734,0.3902797918210084
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,1-1957,18,1-1957,10,47,5,0,20,18.25723648071289,0.38845184001516786
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,13,MLG10,20,60,15,0,12,22.954341888427734,0.3825723648071289
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,1-9770,18,1-9770,10,50,3,0,24,18.90868377685547,0.3781736755371094
337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,1-6532,19,1-6532,9,27,6,0,6,9.977170944213867,0.3695248497856988
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1-7866,7,1-7866,3,318,28,0,134,116.82348442077637,0.3673694478640766
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,1-18558,14,1-18558,17,307,65,0,71,112.06318950653076,0.3650266759170383
64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,MLG29,11,MLG29,7,164,27,0,47,58.15450572967529,0.354600644693142
441,441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,11,1-9997,7,16,3,0,4,5.651447296142578,0.35321545600891113
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,7,1-3083,3,78,7,0,31,27.54871654510498,0.3531886736551921
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,1-6561,16,1-6561,14,65,9,0,21,22.920098304748535,0.3526168969961313
423,423,423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,16,MLG46,14,17,2,0,6,5.977170944213867,0.35159829083610983
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,2,1-9697,20,20,7,0,0,7.0,0.35
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1-6927,12,1-6927,19,179,51,0,17,62.26865100860596,0.34786955870729586
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,1-11350,6,1-11350,2,100,28,0,10,34.628618240356445,0.34628618240356446
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,12,1-3584,17,26,7,0,3,8.988585472106934,0.3457148258502667
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,MLG58,17,MLG58,12,71,18,0,9,23.9657564163208,0.33754586501860284
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,1-6611,20,1-6611,8,89,4,0,39,29.851611137390137,0.3354113610942712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1-6098,11,1-6098,7,1327,211,0,353,444.9902238845825,0.33533551159350605
79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,1-0129,15,1-0129,15,142,7,0,61,47.434571266174316,0.33404627652235436
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,12,1-7874,19,258,57,0,44,86.16592025756836,0.3339764351068541
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,MLG39,13,MLG39,20,23,5,0,4,7.651447296142578,0.33267162157141644
473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,1-5161,13,1-5161,20,12,2,0,3,3.9885854721069336,0.3323821226755778
475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,1-4499,13,1-4499,20,12,2,0,3,3.9885854721069336,0.3323821226755778
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,1-7204,13,1-7204,20,26,0,0,13,8.617203712463379,0.33143091201782227
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1-0053,11,1-0053,7,142,33,0,21,46.920098304748535,0.3304232274982291
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1-8067,10,1-8067,6,322,50,0,85,106.34325504302979,0.33025855603425397
85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,1-1131,17,1-1131,12,138,29,0,25,45.57154560089111,0.3302285913108052
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,1-0278,14,1-0278,15,79,6,0,30,25.885854721069336,0.3276690471021435
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,1-7152,20,1-7152,8,109,1,0,52,35.468814849853516,0.32540197109957353
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1-3535,18,1-3535,10,315,45,0,86,102.00611686706543,0.32382894243512833
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,1-2382,8,1-2382,4,139,25,0,30,44.885854721069336,0.32291981813718945
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,23,1-4700,8,31,10,0,0,10.0,0.3225806451612903
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,1-1250,18,1-1250,17,34,3,0,12,10.954341888427734,0.32218652613022747
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,MLG44,12,MLG44,19,59,5,0,21,18.920098304748535,0.3206796322838735
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,12,MLG32,19,52,10,0,10,16.628618240356445,0.3197811200068547
89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,1-9831,9,1-9831,5,132,7,0,53,42.13167667388916,0.31917936874158453
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,1-18613,12,1-18613,19,25,4,0,6,7.977170944213867,0.3190868377685547
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1-9394,18,1-9394,10,117,4,0,50,37.14309120178223,0.31746231796395064
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,1-9553,15,1-9553,15,23,0,0,11,7.29148006439209,0.3170208723648735
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,1-6647,19,1-6647,9,62,3,0,25,19.571545600891113,0.3156700903369534
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,1-3596,8,1-3596,4,223,42,0,42,69.84019660949707,0.3131847381591797
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,1-17907,20,1-17907,8,119,4,0,50,37.14309120178223,0.3121268168216994
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,1-9606,11,1-9606,7,16,1,0,6,4.977170944213867,0.3110731840133667
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,11,1-0027,7,29,3,0,9,8.9657564163208,0.3091640143558897
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,1-9156,18,1-9156,10,268,23,0,90,82.65756416320801,0.30842374687764185
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,1-4760,14,1-4760,17,40,5,0,11,12.29148006439209,0.30728700160980227
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,13,1-7845,20,36,5,0,9,10.9657564163208,0.30460434489780003
472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,1-1935,13,1-1935,20,12,1,0,4,3.651447296142578,0.30428727467854816
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1-5891,14,1-5891,17,96,19,0,15,28.942927360534668,0.30148882667223614
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1-5172,16,1-5172,14,120,5,0,47,36.15450572967529,0.3012875477472941
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,22,1-4417,18,151,9,0,55,45.45740032196045,0.30104238623814866
60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,1-3068,20,1-3068,8,180,7,0,71,54.06318950653076,0.30035105281405977
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,1-8450,17,1-8450,12,52,7,0,13,15.617203712463379,0.30033084062429577
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,1-3534,20,1-3534,8,279,20,0,96,83.63473510742188,0.29976607565384183
488,488,488,488,488,488,488,488,488,488,488,488,488,488,488,1-9576,13,1-9576,20,10,1,0,3,2.9885854721069336,0.2988585472106934
325,325,325,325,325,325,325,325,325,325,325,325,325,325,325,1-9338,15,1-9338,15,29,6,0,4,8.651447296142578,0.29832576883250267
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,1-7058,12,1-7058,17,80,23,0,1,23.662861824035645,0.29578577280044555
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,1-9794,18,1-9794,10,46,3,0,16,13.605789184570312,0.2957780257515285
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,1-6692,17,1-6692,12,71,11,0,15,20.942927360534668,0.29497080789485447
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,MLG14,6,MLG14,2,232,56,0,18,67.9315128326416,0.2928082449682828
433,433,433,433,433,433,433,433,433,433,433,433,433,433,433,1-20641,20,1-20641,8,16,0,0,7,4.640032768249512,0.2900020480155945
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,1-9404,10,1-9404,6,100,17,0,18,28.9315128326416,0.28931512832641604
77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,1-9674,10,1-9674,6,144,31,0,16,41.60578918457031,0.28892909155951607
445,445,445,445,445,445,445,445,445,445,445,445,445,445,445,1-5654,12,1-5654,19,15,3,0,2,4.325723648071289,0.28838157653808594
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,1-8397,8,1-8397,4,51,8,0,10,14.628618240356445,0.286835651771695
