Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,exam,slot,Exam Group,Exam Block,size,b2bs,confs,2i3s,score,score_norm
215,215,215,215,215,215,215,215,215,215,215,215,215,215,MLG40,4,MLG40,3,51,12,1,6,1016.1226961612701,19.92397443453471
168,168,168,168,168,168,168,168,168,168,168,168,168,168,MLG45,12,MLG45,5,70,17,1,16,1027.9938564300537,14.685626520429338
32,32,32,32,32,32,32,32,32,32,32,32,32,32,1-7874,4,1-7874,19,258,43,1,52,1078.7300333976746,4.181124160456103
8,8,8,8,8,8,8,8,8,8,8,8,8,8,1-10468,12,1-10468,5,549,57,1,155,1163.5029841661453,2.1193132680621956
81,81,81,81,81,81,81,81,81,81,81,81,81,81,1-7682,5,1-7682,11,141,29,0,68,75.72388982772827,0.5370488640264417
67,67,67,67,67,67,67,67,67,67,67,67,67,67,1-3516,16,1-3516,8,156,17,0,95,82.27602255344391,0.5274104009836148
239,239,239,239,239,239,239,239,239,239,239,239,239,239,1-5002,14,1-5002,7,45,10,0,19,23.05520451068878,0.5123378780153063
412,412,412,412,412,412,412,412,412,412,412,412,412,412,1-0055,5,1-0055,16,18,6,0,4,8.748464107513428,0.486025783750746
165,165,165,165,165,165,165,165,165,165,165,165,165,165,MLG59,12,MLG59,5,71,19,0,22,34.11655259132385,0.4805148252299134
34,34,34,34,34,34,34,34,34,34,34,34,34,34,MLG51,20,MLG51,16,248,61,0,84,118.71774625778198,0.4787005897491209
326,326,326,326,326,326,326,326,326,326,326,326,326,326,1-0027,14,1-0027,7,29,4,0,14,13.619624376296997,0.46964221987231025
36,36,36,36,36,36,36,36,36,36,36,36,36,36,MLG64,4,MLG64,19,245,38,0,112,114.95699501037598,0.46921222453214684
56,56,56,56,56,56,56,56,56,56,56,56,56,56,1-8427,5,1-8427,11,189,10,0,111,86.26987898349762,0.45645438615607203
278,278,278,278,278,278,278,278,278,278,278,278,278,278,1-7845,3,1-7845,20,36,2,0,21,16.429436564445496,0.4563732379012638
203,203,203,203,203,203,203,203,203,203,203,203,203,203,1-9938,13,1-9938,6,55,18,0,10,24.87116026878357,0.4522029139778831
112,112,112,112,112,112,112,112,112,112,112,112,112,112,1-3447,11,1-3447,4,110,36,0,20,49.74232053756714,0.4522029139778831
37,37,37,37,37,37,37,37,37,37,37,37,37,37,1-5775,3,1-5775,20,244,9,0,146,109.31893992424011,0.4480284423124595
22,22,22,22,22,22,22,22,22,22,22,22,22,22,MLG50,8,MLG50,15,319,82,0,85,140.40486228466034,0.4401406341211923
66,66,66,66,66,66,66,66,66,66,66,66,66,66,MLG48,13,MLG48,6,159,13,0,82,69.34351420402527,0.43612273084292624
41,41,41,41,41,41,41,41,41,41,41,41,41,41,1-9283,5,1-9283,11,235,20,0,120,102.45392322540283,0.4359741413846929
150,150,150,150,150,150,150,150,150,150,150,150,150,150,1-3083,10,1-3083,3,78,7,0,39,33.79752504825592,0.4333016031827682
212,212,212,212,212,212,212,212,212,212,212,212,212,212,MLG32,4,MLG32,19,52,19,0,5,22.435580134391785,0.43145346412291896
332,332,332,332,332,332,332,332,332,332,332,332,332,332,P-16616,13,P-16616,17,28,10,0,3,12.06134808063507,0.43076243145125254
147,147,147,147,147,147,147,147,147,147,147,147,147,147,1-2423,19,1-2423,12,79,34,0,0,34.0,0.43037974683544306
71,71,71,71,71,71,71,71,71,71,71,71,71,71,1-4417,18,1-4417,18,151,21,0,64,64.97542572021484,0.43030083258420426
280,280,280,280,280,280,280,280,280,280,280,280,280,280,1-8314,8,1-8314,15,36,3,0,18,15.368088483810425,0.4268913467725118
256,256,256,256,256,256,256,256,256,256,256,256,256,256,1-0296,10,1-0296,3,41,5,0,18,17.368088483810425,0.42361191423927863
5,5,5,5,5,5,5,5,5,5,5,5,5,5,MLG57,20,MLG57,16,629,71,0,281,264.0796035528183,0.4198403872063884
423,423,423,423,423,423,423,423,423,423,423,423,423,423,MLG46,15,MLG46,14,17,5,0,3,7.061348080635071,0.41537341650794535
242,242,242,242,242,242,242,242,242,242,242,242,242,242,1-3206,10,1-3206,13,45,11,0,11,18.558276295661926,0.41240613990359837
189,189,189,189,189,189,189,189,189,189,189,189,189,189,MLG10,3,MLG10,20,60,12,0,18,24.368088483810425,0.4061348080635071
358,358,358,358,358,358,358,358,358,358,358,358,358,358,1-8627,13,1-8627,11,25,6,0,6,10.122696161270142,0.4049078464508057
125,125,125,125,125,125,125,125,125,125,125,125,125,125,1-1390,20,1-1390,16,98,17,0,33,39.67482888698578,0.40484519272434466
345,345,345,345,345,345,345,345,345,345,345,345,345,345,1-3584,10,1-3584,17,26,5,0,8,10.496928215026855,0.40372800827026367
308,308,308,308,308,308,308,308,308,308,308,308,308,308,1-4700,16,1-4700,8,31,7,0,8,12.496928215026855,0.40312671661376953
11,11,11,11,11,11,11,11,11,11,11,11,11,11,MLG56,6,MLG56,13,511,82,0,180,205.68088483810425,0.4025066239493234
52,52,52,52,52,52,52,52,52,52,52,52,52,52,1-7122,22,1-7122,10,197,3,0,110,78.58276295661926,0.39889727389146834
88,88,88,88,88,88,88,88,88,88,88,88,88,88,1-8267,16,1-8267,8,133,4,0,70,52.098121881484985,0.39171520211642846
62,62,62,62,62,62,62,62,62,62,62,62,62,62,1-6878,18,1-6878,18,167,6,0,86,65.0919783115387,0.38977232521879457
394,394,394,394,394,394,394,394,394,394,394,394,394,394,1-9697,3,1-9697,20,20,5,0,4,7.748464107513428,0.3874232053756714
121,121,121,121,121,121,121,121,121,121,121,121,121,121,1-9333,3,1-9333,20,102,7,0,47,39.294453263282776,0.38523973787532134
195,195,195,195,195,195,195,195,195,195,195,195,195,195,1-9379,15,1-9379,9,58,18,0,6,22.12269616127014,0.38142579588396797
19,19,19,19,19,19,19,19,19,19,19,19,19,19,1-7863,7,1-7863,14,351,16,0,171,133.49684059619904,0.38033287919145026
441,441,441,441,441,441,441,441,441,441,441,441,441,441,1-9997,14,1-9997,7,16,4,0,3,6.061348080635071,0.3788342550396919
