,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,MLG64,8,14,MLG64,245,71,0,143,149.57910352945328,0.6105269531814419
1,1-3584,15,3,1-3584,26,9,0,6,12.297025322914124,0.472962512419774
2,MLG32,8,14,MLG32,52,13,0,20,23.990084409713745,0.4613477771098797
3,1-0003,16,3,1-0003,17,4,0,6,7.2970253229141235,0.4292367837008308
4,1-0296,23,5,1-0296,41,7,0,19,17.440580189228058,0.4253800046153185
5,MLG58,18,17,MLG58,71,23,0,13,30.14355486631393,0.424557110793154
6,1-9491,16,13,1-9491,80,27,0,10,32.49504220485687,0.4061880275607109
7,MLG45,1,20,MLG45,70,13,0,26,27.28710973262787,0.3898158533232552
8,1-0292,4,8,1-0292,99,24,0,26,38.28710973262787,0.3867384821477562
9,1-7682,16,13,1-7682,141,35,0,35,54.232647716999054,0.3846287072127592
10,1-4355,18,17,1-4355,49,14,0,8,18.39603376388549,0.3754292604874591
11,1-6878,7,9,1-6878,167,13,0,90,62.45537984371185,0.3739843104413883
12,1-5799,1,12,1-5799,7,2,0,1,2.549504220485688,0.3642148886408125
13,1-3447,13,10,1-3447,110,34,0,11,40.04454642534256,0.3640413311394778
14,1-10539,9,11,1-10539,63,12,0,19,22.44058018922805,0.3561996855433025
15,MLG14,19,2,MLG14,232,71,0,21,82.53958863019943,0.3557740889232734
16,1-2423,7,9,1-2423,79,6,0,40,27.98016881942749,0.3541793521446518
17,1-8627,18,13,1-8627,25,5,0,7,8.84652954339981,0.3538611817359924
18,1-4682,13,10,1-4682,16,4,0,3,5.648512661457062,0.3530320413410663
19,1-0027,15,17,1-0027,29,8,0,4,10.198016881942747,0.3516557545497499
20,1-7866,9,11,1-7866,318,26,0,155,111.17315417528152,0.3496011137587469
21,MLG40,8,14,MLG40,51,11,0,12,17.594050645828247,0.3449813852123186
22,1-1390,21,7,1-1390,98,26,0,14,33.69305908679962,0.3438067253755063
23,1-8705,18,17,1-8705,48,11,0,10,16.495042204856873,0.3436467126011848
24,1-7005,3,15,1-7005,285,60,0,68,97.36628699302672,0.3416360947123745
25,MLG49,4,8,MLG49,185,42,0,37,62.33165615797043,0.3369278711241645
26,1-0129,10,16,1-0129,142,32,0,28,47.38611817359924,0.333705057560558
27,MLG38,1,20,MLG38,77,13,0,23,25.638597071170807,0.3329687931320884
28,MLG60,1,19,MLG60,47,9,0,12,15.594050645828249,0.3317883116133669
29,1-6734,6,6,1-6734,44,8,0,12,14.594050645828249,0.3316829692233692
30,1-11350,14,19,1-11350,100,16,0,31,33.034630835056305,0.330346308350563
31,1-6611,5,21,1-6611,89,24,0,9,28.945537984371185,0.3252307638693391
32,1-1570,10,16,1-1570,142,34,0,22,46.08909285068512,0.3245710764132755
33,1-4760,8,14,1-4760,40,9,0,7,12.84652954339981,0.3211632385849953
34,1-9286,1,20,1-9286,81,12,0,25,25.73760551214218,0.3177482161992861
35,1-9963,10,16,1-9963,116,17,0,36,36.78215193748474,0.3170875167024546
36,1-8421,4,16,1-8421,109,12,0,40,33.98016881942749,0.3117446680681421
37,MLG10,1,4,MLG10,60,18,0,1,18.549504220485687,0.3091584036747614
38,1-9283,16,13,1-9283,235,27,0,83,72.60885030031204,0.3089738310651576
39,1-5981,20,12,1-5981,28,7,0,3,8.648512661457062,0.308875452194895
40,1-5002,23,5,1-5002,45,11,0,5,13.747521102428436,0.3055004689428541
41,MLG78,8,14,MLG78,80,10,0,26,24.28710973262787,0.3035888716578483
42,1-5803,3,15,1-5803,15,4,0,1,4.549504220485687,0.3033002813657124
43,1-8529,8,14,1-8529,56,1,0,29,16.93562239408493,0.3024218284658023
44,1-9578,2,4,1-9578,42,11,0,3,12.648512661457062,0.3011550633680253
45,MLG46,2,4,MLG46,17,4,0,2,5.099008440971375,0.2999416729983161
46,1-5043,10,16,1-5043,123,16,0,38,36.88116037845612,0.2998468323451717
47,MLG75,18,17,MLG75,185,43,0,22,55.08909285068512,0.2977788802739736
