,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
0,1-2423,22,3,1-2423,79,38,0,43,55.22155380249024,0.6990070101581042
1,1-0292,18,11,1-0292,99,39,0,52,59.82606506347656,0.6043036875098643
2,1-1131,22,3,1-1131,138,62,0,26,72.41303253173828,0.524732119795205
3,MLG44,6,10,MLG44,59,22,0,19,29.60952377319336,0.5018563351388705
4,1-2545,4,14,1-2545,145,63,0,22,71.81102752685547,0.4952484657024515
5,MLG55,9,5,MLG55,92,36,0,22,44.81102752685547,0.4870763861614725
6,1-8267,21,9,1-8267,133,49,0,37,63.818546295166016,0.4798386939486166
7,1-1258,13,6,1-1258,435,165,0,100,205.0501251220703,0.4713795979817708
8,1-5002,2,17,1-5002,45,17,0,8,20.204010009765625,0.4489780002170139
9,1-6914,5,7,1-6914,73,10,0,54,31.62706756591797,0.4332475009029858
10,1-18709,6,10,1-18709,33,9,0,11,13.405513763427734,0.4062276898008404
11,MLG56,19,13,MLG56,511,170,0,89,205.6446113586425,0.4024356386666195
12,1-1608,19,13,1-1608,307,49,0,186,123.49323272705078,0.4022580870587973
13,1-9491,7,15,1-9491,80,24,0,20,32.01002502441406,0.4001253128051757
14,MLG13,2,17,MLG13,140,43,0,21,51.410526275634766,0.3672180448259626
15,1-8285,19,13,1-8285,72,22,0,11,26.40551376342773,0.3667432467142741
16,MLG50,12,8,MLG50,319,88,0,69,115.63458633422852,0.3624908662515
17,1-7024,13,6,1-7024,498,97,0,207,179.90375900268555,0.3612525281178425
18,MLG54,12,8,MLG54,595,103,0,278,214.33934783935547,0.3602341980493369
19,1-5043,1,18,1-5043,123,28,0,40,44.020050048828125,0.3578865857628303
20,1-3584,2,17,1-3584,26,8,0,3,9.20150375366211,0.3539039905254657
21,1-7122,12,8,1-7122,197,45,0,60,69.03007507324219,0.350406472453006
22,1-8646,6,10,1-8646,20,3,0,10,7.005012512207031,0.3502506256103516
23,1-20167,13,6,1-20167,56,16,0,9,19.604511260986328,0.3500805582318987
24,72-12171,5,11,72-12171,19,5,0,4,6.6020050048828125,0.3474739476254112
25,1-18203,13,6,1-18203,29,10,0,0,10.0,0.3448275862068966
26,1-8826,21,9,1-8826,123,30,0,30,42.01503753662109,0.3415856710294397
27,MLG65,8,2,MLG65,201,55,0,34,68.6170425415039,0.3413783211020095
28,1-7897,4,14,1-7897,95,6,0,65,32.0325813293457,0.3371850666246916
29,1-9752,22,3,1-9752,22,5,0,6,7.403007507324219,0.3365003412420099
30,1-8397,1,1,1-8397,51,17,0,0,17.0,0.3333333333333333
31,1-4355,8,10,1-4355,49,13,0,8,16.204010009765625,0.3306940818319515
32,MLG39,9,5,MLG39,23,6,0,4,7.6020050048828125,0.3305219567340353
33,1-7496,21,9,1-7496,246,54,0,68,81.23408508300781,0.3302198580610073
34,1-9345,4,14,1-9345,47,11,0,11,15.405513763427734,0.3277768885835688
35,1-3104,11,16,1-3104,16,4,0,3,5.201503753662109,0.3250939846038818
36,1-4494,2,17,1-4494,16,4,0,3,5.201503753662109,0.3250939846038818
37,1-0296,3,22,1-0296,41,0,0,33,13.216541290283203,0.3223546656166635
38,MLG75,13,6,MLG75,185,52,0,19,59.60952377319336,0.3222136420172614
39,1-7819,19,11,1-7819,59,17,0,5,19.00250625610352,0.3220763772220935
40,1-6098,6,10,1-6098,1327,273,0,381,425.5909767150879,0.3207166365599758
41,1-18714,20,1,1-18714,32,9,0,3,10.20150375366211,0.3187969923019409
42,1-18004,12,8,1-18004,12,3,0,2,3.8010025024414062,0.3167502085367839
43,1-1015,21,9,1-1015,155,9,0,100,49.05012512207031,0.3164524201423891
44,1-20578,16,7,1-20578,19,4,0,5,6.002506256103516,0.315921381900185
45,1-6734,13,6,1-6734,44,11,0,7,13.803508758544922,0.3137161081487482
46,1-7807,21,9,1-7807,239,43,0,79,74.63959884643555,0.3122995767633286
47,1-3106,6,10,1-3106,34,9,0,4,10.602005004882812,0.3118236766142003
48,MLG57,9,5,MLG57,629,126,0,174,195.6872177124024,0.3111084542327541
49,1-17733,16,7,1-17733,74,15,0,20,23.010025024414062,0.3109462841137035
50,MLG58,12,8,MLG58,71,20,0,5,22.00250625610352,0.3098944543113171
51,1-3587,4,14,1-3587,46,9,0,13,14.20651626586914,0.30883731012759
52,1-9277,14,12,1-9277,48,8,0,17,14.808521270751951,0.3085108598073323
53,1-10468,16,7,1-10468,549,97,0,180,169.09022521972656,0.3079967672490465
54,1-8328,21,9,1-8328,114,28,0,17,34.80852127075195,0.305337905883789
55,1-2297,11,16,1-2297,25,6,0,4,7.6020050048828125,0.3040802001953125
56,1-9417,16,7,1-9417,76,13,0,25,23.01253128051757,0.3027964642173366
57,1-1350,19,13,1-1350,195,45,0,35,59.01754379272461,0.3026540707319211
58,MLG68,5,11,MLG68,642,63,0,327,193.96390914916992,0.3021244690797039
59,1-6927,16,7,1-6927,179,32,0,55,54.02756881713867,0.3018299933918361
60,1-4926,5,11,1-4926,4,0,0,3,1.2015037536621094,0.3003759384155273
61,1-4700,1,18,1-4700,31,6,0,8,9.204010009765623,0.2969035487021169
62,1-6647,19,13,1-6647,62,18,0,1,18.400501251220703,0.2967822782454952
63,1-6900,12,8,1-6900,67,15,0,12,19.80601501464844,0.2956121643977378
64,1-8450,5,11,1-8450,52,8,0,18,15.209022521972656,0.292481202345628
65,1-7042,14,12,1-7042,117,20,0,35,34.01754379272461,0.2907482375446548
66,1-0055,17,20,1-0055,18,4,0,3,5.201503753662109,0.2889724307590061
67,1-6611,21,9,1-6611,89,18,0,19,25.60952377319336,0.2877474581257681
68,1-8023,9,5,1-8023,16,3,0,4,4.6020050048828125,0.2876253128051758
69,1-9447,6,10,1-9447,7,2,0,0,2.0,0.2857142857142857
70,1-7536,21,9,1-7536,17,2,0,7,4.803508758544922,0.2825593387379366
71,1-9740,21,9,1-9740,34,8,0,4,9.602005004882812,0.282411911908318
72,1-0358,13,6,1-0358,22,5,0,3,6.201503753662109,0.2818865342573686
73,1-4747,19,13,1-4747,25,5,0,5,7.002506256103516,0.2801002502441406
74,1-3217,1,6,1-3217,5,1,0,1,1.4005012512207031,0.2801002502441406
75,1-5214,7,15,1-5214,40,10,0,3,11.20150375366211,0.2800375938415527
76,1-3523,4,14,1-3523,543,84,0,169,151.68471145629883,0.2793456932896848
77,1-3068,21,9,1-3068,180,27,0,58,50.22907257080078,0.2790504031711154
78,1-7481,14,12,1-7481,33,6,0,8,9.204010009765623,0.2789093942353219
79,1-8400,12,8,1-8400,33,8,0,3,9.20150375366211,0.27883344708067
80,1-3312,11,16,1-3312,36,6,0,10,10.005012512207031,0.2779170142279731
81,1-1204,10,24,1-1204,39,0,0,27,10.813533782958984,0.2772700969989483
82,1-7842,9,5,1-7842,21,5,0,2,5.801002502441406,0.2762382144019717
83,MLG41,22,3,MLG41,66,11,0,18,18.209022521972656,0.2758942806359493
84,1-5531,2,17,1-5531,8,1,0,3,2.2015037536621094,0.2751879692077636
85,1-9237,5,11,1-9237,38,8,0,6,10.40300750732422,0.2737633554559004
86,1-7182,8,2,1-7182,22,6,0,0,6.0,0.2727272727272727
87,MLG78,22,3,MLG78,80,17,0,12,21.80601501464844,0.2725751876831054
88,1-2701,21,9,1-2701,61,11,0,14,16.607017517089844,0.2722461888047515
89,1-18613,2,17,1-18613,25,6,0,2,6.801002502441406,0.2720401000976562
90,1-18377,7,15,1-18377,14,3,0,2,3.8010025024414062,0.2715001787458147
91,1-7005,14,12,1-7005,285,45,0,80,77.04010009765625,0.2703161406935307
92,1-4760,15,19,1-4760,40,10,0,2,10.801002502441406,0.2700250625610351
93,1-3052,14,12,1-3052,166,22,0,56,44.428070068359375,0.2676389763154179
94,1-3108,1,18,1-3108,18,2,0,7,4.803508758544922,0.2668615976969401
95,1-9971,5,11,1-9971,15,2,0,5,4.002506256103516,0.266833750406901
96,1-8938,9,5,1-8938,30,4,0,10,8.005012512207031,0.266833750406901
97,1-9055,22,3,1-9055,12,2,0,3,3.2015037536621094,0.2667919794718424
98,1-4499,12,8,1-4499,12,2,0,3,3.2015037536621094,0.2667919794718424
99,1-9496,1,18,1-9496,39,8,0,6,10.40300750732422,0.2667437822390825
100,1-7874,14,12,1-7874,258,34,0,86,68.44310760498047,0.2652833628100018
101,1-4020,2,17,1-4020,37,7,0,7,9.803508758544922,0.2649596961768898
102,1-3564,5,11,1-3564,41,8,0,7,10.803508758544922,0.2635002136230469
103,1-4682,19,20,1-4682,16,3,0,3,4.201503753662109,0.2625939846038818
104,P-16616,22,3,P-16616,28,2,0,13,7.206516265869141,0.2573755809238979
105,1-2400,11,16,1-2400,49,5,0,19,12.60952377319336,0.257337219861089
106,MLG45,22,3,MLG45,70,14,0,10,18.00501251220703,0.2572144644601004
107,1-5515,14,12,1-5515,29,3,0,11,7.405513763427734,0.2553625435664736
108,1-5891,5,11,1-5891,96,14,0,26,24.41303253173828,0.2543024222056071
109,1-7682,20,1,1-7682,141,29,0,17,35.80852127075195,0.2539611437641982
110,1-5803,2,17,1-5803,15,3,0,2,3.8010025024414062,0.253400166829427
111,1-6532,19,13,1-6532,27,4,0,7,6.803508758544922,0.2519818058720341
112,1-1770,12,18,1-1770,35,6,0,7,8.803508758544922,0.251528821672712
113,1-19205,18,4,1-19205,12,1,0,5,3.002506256103516,0.2502088546752929
114,1-9404,16,7,1-9404,100,11,0,35,25.01754379272461,0.2501754379272461
115,1-1827,21,9,1-1827,24,4,0,5,6.002506256103516,0.2501044273376465
116,1-9806,12,8,1-9806,8,2,0,0,2.0,0.25
117,1-8093,15,19,1-8093,4,1,0,0,1.0,0.25
118,1-21192,16,7,1-21192,4,1,0,0,1.0,0.25
119,1-3139,14,12,1-3139,93,12,0,28,23.214035034179688,0.249613279937416
120,1-4319,16,7,1-4319,163,23,0,44,40.62205505371094,0.2492150616792082
121,1-17907,21,9,1-17907,119,16,0,34,29.617042541503903,0.2488827104328059
122,1-5980,6,13,1-5980,29,4,0,8,7.204010009765625,0.2484141382677801
123,1-8341,14,12,1-8341,197,27,0,54,48.62706756591797,0.2468379064259795
124,1-8181,6,10,1-8181,30,5,0,6,7.403007507324219,0.2467669169108073
125,1-0031,4,14,1-0031,13,2,0,3,3.2015037536621094,0.2462695195124699
126,1-3516,21,9,1-3516,156,24,0,36,38.41804504394531,0.2462695195124699
127,1-7019,20,1,1-7019,107,5,0,53,26.226566314697266,0.2451080963990398
128,1-6061,6,19,1-6061,40,7,0,7,9.803508758544922,0.245087718963623
129,1-6858,7,20,1-6858,23,2,0,9,5.604511260986328,0.2436744026515795
130,1-2382,15,19,1-2382,139,29,0,12,33.80601501464844,0.2432087411125786
131,1-6693,6,10,1-6693,98,15,0,22,23.81102752685547,0.2429696686413823
132,MLG60,18,4,MLG60,47,9,0,6,11.40300750732422,0.2426171810068982
133,1-7140,22,3,1-7140,397,56,0,100,96.05012512207033,0.241939861768439
134,1-19286,6,10,1-19286,40,6,0,9,9.604511260986328,0.2401127815246582
135,1-4149,7,15,1-4149,16,3,0,2,3.8010025024414062,0.2375626564025879
136,1-4098,2,17,1-4098,16,3,0,2,3.8010025024414062,0.2375626564025879
137,MLG53,5,11,MLG53,91,16,0,14,21.607017517089844,0.2374397529350532
138,1-8084,6,10,1-8084,82,9,0,26,19.41303253173828,0.23674429916754
139,1-7866,4,14,1-7866,318,26,0,123,75.26165390014648,0.2366718676105235
140,1-3083,4,14,1-3083,78,8,0,26,18.41303253173828,0.2360645196376702
141,1-9497,6,10,1-9497,150,29,0,16,35.40802001953125,0.236053466796875
142,1-3362,21,9,1-3362,117,14,0,34,27.617042541503903,0.2360430986453325
143,1-8488,4,8,1-8488,23,3,0,6,5.403007507324219,0.2349133698836616
144,1-9270,1,18,1-9270,128,17,0,32,29.8160400390625,0.2329378128051757
145,MLG15,4,14,MLG15,105,10,0,36,24.418045043945312,0.2325528099423363
146,1-4640,9,5,1-4640,87,7,0,33,20.216541290283203,0.2323740378193471
147,1-4531,2,17,1-4531,94,19,0,7,21.80350875854492,0.2319522208355842
148,MLG59,17,20,MLG59,71,6,0,26,16.41303253173828,0.2311694722780039
149,1-2282,9,5,1-2282,219,33,0,44,50.62205505371094,0.2311509363183148
150,1-2103,4,14,1-2103,26,2,0,10,6.005012512207031,0.2309620197002704
151,1-1250,17,20,1-1250,34,3,0,12,7.806015014648437,0.2295886769014246
152,1-7964,11,16,1-7964,202,18,0,70,46.03508758544922,0.2278964731952931
153,MLG32,2,17,MLG32,52,9,0,7,11.803508758544922,0.2269905530489408
154,1-19166,7,15,1-19166,45,7,0,8,10.204010009765623,0.2267557779947916
155,1-8067,16,7,1-8067,322,33,0,98,72.2491226196289,0.2243761572038164
156,MLG31,18,4,MLG31,33,5,0,6,7.403007507324219,0.2243335608280066
157,1-0272,21,9,1-0272,111,18,0,17,24.80852127075196,0.2235001916283959
158,MLG38,22,3,MLG38,77,12,0,13,17.20651626586914,0.2234612502060927
159,1-8314,7,5,1-8314,36,4,0,10,8.005012512207031,0.2223614586724175
160,MLG72,7,15,MLG72,9,2,0,0,2.0,0.2222222222222222
161,1-8529,4,14,1-8529,56,0,0,31,12.415538787841797,0.2217060497828892
162,1-7441,13,6,1-7441,111,21,0,9,24.604511260986328,0.2216622636124894
163,1-1957,18,4,1-1957,47,8,0,6,10.40300750732422,0.2213405852622174
164,1-9902,22,3,1-9902,30,3,0,9,6.604511260986328,0.2201503753662109
165,1-7722,1,18,1-7722,60,12,0,3,13.20150375366211,0.2200250625610351
166,1-7004,21,9,1-7004,381,57,0,66,83.4330825805664,0.2189844687153974
167,1-9518,12,3,1-9518,22,2,0,7,4.803508758544922,0.2183413072065873
