Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
123,MLG55,5,18,MLG55,92,22,1,12,1031.632001399994,11.213391319565151
153,1-1350,12,11,1-1350,195,45,2,66,2097.9760076999664,10.75885132153829
352,MLG63,15,4,MLG63,380,40,3,81,3105.016009449959,8.171094761710417
345,1-1131,1,15,1-1131,138,24,1,24,1043.2640027999878,7.559884078260781
381,1-2335,10,12,1-2335,145,36,1,58,1082.5546734333038,7.465894299540026
382,1-18558,15,4,1-18558,307,19,2,84,2086.4240097999573,6.796169413029177
283,1-3535,17,3,1-3535,315,69,2,62,2118.765340566635,6.726239176402016
388,MLG49,19,2,MLG49,185,55,1,40,1087.106671333313,5.876252277477367
331,MLG75,5,18,MLG75,185,26,1,40,1058.106671333313,5.719495520720611
106,MLG69,17,3,MLG69,576,101,3,88,3171.6346769332886,5.506310203009182
259,1-3596,2,17,1-3596,223,39,1,36,1067.8960041999817,4.7887713192824295
375,MLG14,2,17,MLG14,232,40,1,22,1057.6586692333221,4.558873574281561
92,1-7807,10,12,1-7807,239,41,1,48,1079.5280055999756,4.516853579916216
302,MLG51,12,11,MLG51,248,54,1,75,1114.2000087499619,4.492741970765975
390,MLG64,1,15,MLG64,245,22,1,91,1095.042677283287,4.469561948095049
446,1-3534,17,3,1-3534,279,83,1,68,1137.581341266632,4.077352477658179
371,1-1580,15,4,1-1580,400,23,1,60,1071.1600069999695,2.677900017499924
236,1-7024,19,2,1-7024,498,107,1,110,1195.2933461666107,2.400187442101628
246,MLG56,13,10,MLG56,511,90,1,119,1185.5173472166061,2.319994808643065
299,MLG54,13,10,MLG54,595,61,1,377,1363.605377316475,2.2917737433890335
244,MLG57,12,11,MLG57,629,95,1,237,1285.2320276498795,2.0432941616055316
370,MLG62,10,12,MLG62,525,64,0,520,481.38672733306885,0.9169270996820359
474,1-8400,7,3,1-8400,33,4,0,22,21.658669233322144,0.656323310100671
463,1-1989,12,11,1-1989,46,2,0,34,29.29067063331604,0.6367537094199139
464,1-10060,7,19,1-10060,36,5,0,22,22.658669233322144,0.6294074787033929
364,1-7682,10,12,1-7682,141,51,0,47,88.72533881664276,0.6292577221038493
526,1-5002,1,15,1-5002,45,11,0,20,27.053335666656494,0.6011852370368109
440,MLG52,20,6,MLG52,125,54,0,23,72.46133601665497,0.5796906881332398
479,1-9286,19,2,1-9286,81,36,0,11,44.82933461666107,0.5534485755143342
330,1-4531,8,13,1-4531,94,18,0,41,50.90933811664581,0.5415887033685725
423,1-7122,18,14,1-7122,197,35,0,89,106.4373437166214,0.5402910848559462
387,1-10539,19,2,1-10539,63,25,0,11,33.82933461666107,0.5369735653438266
342,MLG65,6,16,MLG65,201,13,0,117,106.91201364994049,0.5319005654225895
413,1-8314,6,16,1-8314,36,3,0,20,19.053335666656494,0.5292593240737915
548,1-3087,18,14,1-3087,26,12,0,2,13.60533356666565,0.5232820602563711
431,1-7614,16,13,1-7614,72,4,0,41,36.90933811664581,0.5126296960645251
492,1-6028,3,21,1-6028,2,1,0,0,1.0,0.5
530,1-4847,1,15,1-4847,2,1,0,0,1.0,0.5
476,1-19205,2,17,1-19205,12,6,0,0,6.0,0.5
256,1-9277,8,3,1-9277,48,9,0,18,23.448002099990845,0.48850004374980927
174,MLG38,10,12,MLG38,77,22,0,19,37.25066888332367,0.48377492056264504
150,1-7005,8,13,1-7005,285,59,0,98,137.66134476661682,0.4830222623390064
141,MLG45,10,12,MLG45,70,16,0,22,33.658669233322144,0.48083813190460206
412,1-6858,1,15,1-6858,23,3,0,10,11.026667833328247,0.479420340579489
322,1-0296,2,17,1-0296,41,10,0,12,19.632001399993896,0.4788293024388755
558,1-0055,12,11,1-0055,18,7,0,2,8.60533356666565,0.4780740870369805
471,1-9794,1,15,1-9794,46,5,0,21,21.85600244998932,0.47513048804324604
468,1-6228,8,13,1-6228,48,22,0,1,22.802666783332825,0.4750555579861005
333,1-11329,13,10,1-11329,14,5,0,2,6.605333566665649,0.47180954047611784
58,1-17733,16,9,1-17733,74,6,0,36,34.89600419998169,0.4715676243240769
478,1-9394,9,22,1-9394,117,7,0,60,55.16000699996948,0.47145305128179044
255,1-9946,12,11,1-9946,12,4,0,2,5.605333566665649,0.46711113055547077
253,1-4649,13,10,1-4649,244,102,0,14,113.23733496665955,0.46408743838794897
17,1-18603,18,14,1-18603,19,4,0,6,8.816000699996948,0.46400003684194463
510,1-3206,15,4,1-3206,45,4,0,21,20.85600244998932,0.4634667211108737
553,1-5555,2,17,1-5555,10,3,0,2,4.605333566665649,0.4605333566665649
346,MLG32,1,15,MLG32,52,15,0,11,23.829334616661072,0.4582564349357898
398,1-0303,4,20,1-0303,212,35,0,77,96.8053423166275,0.45662897319163914
453,1-8397,12,11,1-8397,51,4,0,24,23.264002799987793,0.4561569176468195
