Unnamed: 0.1,Unnamed: 0,Exam Group,Exam Block,slot,exam,size,b2bs,confs,2i3s,score,score_norm
270,270,1-1390,17,6,1-1390,98,47,0,18,52.069779766723514,0.5313242833339133
346,346,MLG32,23,12,MLG32,52,20,0,14,23.943162040784955,0.46044542386124915
320,320,MLG13,17,6,MLG13,140,51,0,28,58.88632408156991,0.4206166005826422
327,327,P-16616,19,16,P-16616,28,11,0,1,11.28165443148464,0.40291622969588
357,357,1-4760,9,4,1-4760,40,13,0,9,15.534889883361757,0.38837224708404394
339,339,1-3523,7,2,1-3523,543,174,0,36,184.13955953344703,0.3391152109271584
386,386,MLG68,9,4,MLG68,642,125,0,296,208.36971171945333,0.3245634138932295
500,500,1-0292,18,21,1-0292,99,27,0,14,30.943162040784955,0.31255719233116114
319,319,1-3584,14,10,1-3584,26,6,0,7,7.9715810203924775,0.3065992700150953
208,208,1-10468,16,5,1-10468,549,121,0,165,167.47298119496554,0.30505096756824324
305,305,1-7866,7,2,1-7866,318,95,0,2,95.56330886296928,0.30051354988355117
380,380,1-7004,6,3,1-7004,381,45,0,245,114.00533571373671,0.2992266029231935
531,531,1-5891,8,11,1-5891,96,16,0,43,28.111140553839505,0.2928243807691615
434,434,MLG59,13,14,MLG59,71,19,0,6,20.689926588907838,0.29140741674518084
244,244,MLG57,20,8,MLG57,629,130,0,172,178.44456221535802,0.2836956474012051
396,396,1-9963,14,10,1-9963,116,28,0,12,31.379853177815676,0.2705159756708248
149,149,MLG58,1,20,MLG58,71,15,0,13,18.661507609300315,0.262838135342258
361,361,1-0008,6,3,1-0008,230,18,0,150,60.24816472269595,0.26194854227259107
191,191,1-8328,23,12,1-8328,114,27,0,9,29.534889883361757,0.2590779814329979
371,371,1-1580,7,2,1-1580,400,45,0,208,103.58412174880505,0.2589603043720126
259,259,1-3596,6,3,1-3596,223,37,0,73,57.560773498378694,0.2581200605308462
384,384,1-9270,14,10,1-9270,128,27,0,20,32.63308862969279,0.25494600491947494
360,360,1-6611,23,12,1-6611,89,17,0,20,22.633088629692793,0.2543043666257617
58,58,1-17733,16,5,1-17733,74,15,0,13,18.661507609300315,0.2521825352608151
150,150,1-7005,22,1,1-7005,285,40,0,113,71.82695075776428,0.25202438862373433
504,504,1-5425,13,21,1-5425,17,4,0,1,4.28165443148464,0.2518620253814494
214,214,1-0053,17,6,1-0053,142,29,0,22,35.19639749266207,0.24786195417367657
343,343,1-4319,16,5,1-4319,163,28,0,43,40.111140553839505,0.24608061689472088
399,399,MLG60,21,3,MLG60,47,5,0,23,11.478051924146712,0.24421387072652578
382,382,1-18558,9,4,1-18558,307,69,0,20,74.63308862969279,0.24310452322375503
388,388,MLG49,13,14,MLG49,185,41,0,13,44.661507609300315,0.24141355464486658
354,354,1-9417,16,5,1-9417,76,12,0,21,17.914743061177433,0.23572030343654515
349,349,1-3052,22,1,1-3052,166,28,0,39,38.984522827900946,0.23484652305964426
106,106,MLG69,6,3,MLG69,576,44,0,321,134.41107250656933,0.23335255643501618
499,499,1-8627,17,6,1-8627,25,3,0,10,5.8165443148463964,0.23266177259385587
342,342,MLG65,5,13,MLG65,201,30,0,56,45.77264816313982,0.2277246177270638
260,260,1-0129,14,10,1-0129,142,28,0,15,32.224816472269595,0.2269353272695042
429,429,1-6693,15,7,1-6693,98,15,0,25,22.04136078711599,0.2249118447664897
162,162,1-8067,16,5,1-8067,322,39,0,111,70.263641894795,0.21821006799625778
358,358,1-9831,16,5,1-9831,132,15,0,48,28.519412711262703,0.21605615690350533
427,427,1-9379,12,16,1-9379,58,11,0,5,12.408272157423198,0.21393572685212411
14,14,1-6098,15,7,1-6098,1327,176,0,383,283.873647258617,0.21392136191304972
537,537,1-4494,10,19,1-4494,16,2,0,5,3.4082721574231982,0.2130170098389499
454,454,1-0272,6,3,1-0272,111,17,0,23,23.478051924146712,0.21151398129861904
484,484,MLG31,17,12,MLG31,33,5,0,7,6.9715810203924775,0.21126003092098417
131,131,1-9283,8,11,1-9283,235,27,0,80,49.53235451877117,0.210775976675622
207,207,1-7058,6,12,1-7058,80,16,0,3,16.84496329445392,0.21056204118067398
522,522,1-5282,1,20,1-5282,17,3,0,2,3.5633088629692793,0.20960640370407524
355,355,1-9498,13,14,1-9498,64,12,0,5,13.408272157423198,0.20950425245973747
180,180,1-0037,14,8,1-0037,35,7,0,1,7.28165443148464,0.2080472694709897
282,282,1-1608,8,11,1-1608,307,38,0,91,63.63055326510221,0.20726564581466517
281,281,1-9995,4,9,1-9995,24,3,0,7,4.9715810203924775,0.2071492091830199
547,547,MLG67,21,21,MLG67,27,5,0,2,5.563308862969279,0.2060484764062696
216,216,1-9887,18,15,1-9887,36,6,0,5,7.408272157423198,0.20578533770619994
392,392,1-9609,2,17,1-9609,25,4,0,4,5.126617725938559,0.20506470903754234
509,509,1-18935,7,19,1-18935,30,5,0,4,6.126617725938559,0.2042205908646186
128,128,1-19286,9,4,1-19286,40,7,0,4,8.126617725938559,0.20316544314846396
400,400,1-18709,2,17,1-18709,33,5,0,6,6.689926588907838,0.20272504814872236
466,466,1-5981,5,13,1-5981,28,2,0,13,5.661507609300315,0.20219670033215412
526,526,1-5002,19,18,1-5002,45,6,0,11,9.098198746331036,0.2021821943629119
12,12,MLG84,21,21,MLG84,63,11,0,6,12.689926588907838,0.20142740617314028
141,141,MLG45,12,16,MLG45,70,11,0,11,14.098198746331036,0.20140283923330052
250,250,1-9333,11,22,1-9333,102,18,0,9,20.534889883361757,0.20132244983687997
436,436,1-5161,2,17,1-5161,12,1,0,5,2.4082721574231982,0.20068934645193318
66,66,1-7536,5,13,1-7536,17,2,0,5,3.4082721574231982,0.20048659749548225
206,206,1-9752,21,15,1-9752,22,3,0,5,4.408272157423198,0.20037600715559992
101,101,1-9892,6,3,1-9892,22,3,0,5,4.408272157423198,0.20037600715559992
289,289,1-1592,19,18,1-1592,32,5,0,5,6.408272157423198,0.20025850491947494
488,488,1-11350,19,18,1-11350,100,18,0,7,19.971581020392478,0.1997158102039248
351,351,1-19229,7,2,1-19229,38,7,0,2,7.563308862969279,0.19903444376234947
533,533,1-7530,2,17,1-7530,25,3,0,7,4.9715810203924775,0.1988632408156991
154,154,1-18994,19,18,1-18994,28,5,0,2,5.563308862969279,0.19868960224890284
