conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,iteration
0,0,6,11,51,41,321,527,1172,3426,1125,670,16.14715596330275,35044,218.0,1.0,21.0,10.244680242612958,21.37681186199188,7.17908501625061,5.944137573242188,9.035817384719849,1705.487847328186,85.20638346672058,35.969194769859314,365.8588409423828,3.948349952697754,0.2086946368217468,0.6622973680496216,1
0,0,1,8,42,32,316,424,1478,2588,931,848,16.460611620795106,44503,223.0,0.0,21.0,66.57288432121277,45.82207053899765,9.46007490158081,6.52532696723938,6.045181155204773,1522.6410031318665,32.27744698524475,86.86480522155762,382.367742061615,3.426975011825561,0.9471288919448853,0.563169538974762,2
1,2,3,4,46,44,393,348,1264,3154,1084,806,16.720305810397555,37370,280.0,1.0,22.0,51.69980198144913,39.79297697544098,0.3097887896001339,9.942438006401062,5.409574508666992,1971.9955325126648,77.97924876213074,71.04463577270508,371.6936945915222,3.8320345878601074,0.2138008326292038,0.9739203453063964,3
0,0,3,8,55,34,367,580,1305,2957,879,714,16.274984709480123,40914,251.0,2.0,23.0,79.97445583343506,20.38470029830933,8.511410355567932,9.145241379737854,5.281715393066406,1864.7693991661072,18.500366806983948,33.1244558095932,221.7303305864334,3.71866226196289,0.6106315851211548,0.4042498469352722,4
0,0,4,3,45,42,364,347,1063,3714,1562,791,17.121223241590215,40855,208.0,1.0,20.0,39.69092190265656,37.12815135717392,2.958901822566986,2.4054574966430664,0.4507924988865852,1175.5743026733398,55.30182719230652,37.85422742366791,330.6830883026123,3.368155241012573,0.1062793731689453,0.7607033848762512,5
0,0,5,5,58,20,361,535,968,3684,1125,777,16.796452599388378,37828,265.0,4.0,21.0,83.98490011692047,40.46313226222992,4.437204003334045,5.865557789802551,9.55882966518402,1968.29891204834,12.382751703262327,86.42826676368713,356.22187852859497,2.9129889011383057,0.0257245637476444,0.9121790528297424,6
0,0,7,9,39,40,362,446,1250,3495,828,593,15.72782874617737,30064,291.0,2.0,21.0,42.24859058856964,31.863975524902344,1.4304746687412262,7.72868275642395,9.43087100982666,1560.3217482566831,61.92989945411682,26.613017916679382,290.0480687618256,3.943431615829468,0.6649024486541748,0.5605204701423645,7
0,0,2,4,44,26,275,351,1267,2986,1266,839,17.008318042813457,41503,269.0,1.0,23.0,15.753345042467116,41.80111199617386,2.356463521718979,6.06570303440094,3.91401469707489,1534.737467765808,91.08147025108336,51.99575424194336,321.73895835876465,2.9978835582733154,0.6120265126228333,0.0745127722620964,8
0,0,2,5,45,46,301,528,1273,3227,1337,756,17.029847094801223,45342,266.0,2.0,23.0,99.5832061767578,42.568403482437134,1.7341046035289764,9.1716867685318,8.798975348472595,1917.4432158470156,46.70529067516327,37.51191198825836,360.0175380706787,2.8793864250183105,0.7533846497535706,0.2532239258289337,9
2,0,0,3,35,28,307,709,987,3187,1222,887,16.45039755351682,31420,202.0,6.0,21.0,95.72663486003876,14.093272611498833,1.4257395267486572,1.2836751341819763,7.216716408729553,1404.106616973877,50.48661828041077,71.87263369560242,305.63710927963257,3.1522035598754883,0.742099404335022,0.4823408126831054,10
0,0,4,8,72,21,325,477,1296,2789,1192,757,16.67981651376147,49415,286.0,4.0,23.0,92.03335106372832,21.343830078840256,0.2095357328653335,8.449448347091675,7.716550827026367,1136.9877010583878,89.66430425643921,80.67231178283691,228.62565219402316,3.102330207824707,0.6688686013221741,0.7352946996688843,11
0,0,4,5,38,23,313,470,1351,2574,918,828,16.691804281345565,46798,221.0,1.0,23.0,45.37279546260834,10.90828150510788,7.371765971183777,3.974939584732056,2.6137790083885197,1451.8048465251925,12.907284498214722,55.06957769393921,225.24500787258148,3.757259130477905,0.7163717150688171,0.7698730230331421,12
0,0,2,9,37,44,331,399,1431,2941,1068,783,16.912232415902142,46621,223.0,0.0,21.0,71.18614435195923,20.07588416337967,1.497572809457779,1.9515475630760195,4.837967753410339,1987.495601177216,20.745235681533813,47.78143465518952,252.9075026512146,3.377802610397339,0.981397807598114,0.3939526975154876,13
0,0,1,4,39,23,276,542,1051,3285,939,814,16.53559633027523,45149,293.0,0.0,22.0,68.97535502910614,21.36516436934471,9.473628997802734,4.7728970646858215,9.957444071769714,1247.3311722278595,28.917351365089417,42.8103506565094,266.2173926830292,3.905016660690308,0.4334191679954529,0.6296183466911316,14
1,0,1,4,49,27,404,563,752,3494,619,658,15.474984709480122,33052,273.0,2.0,20.0,61.19285047054291,30.94531893730164,3.37517648935318,9.471341967582704,6.869732141494751,1198.034331202507,8.85566622018814,99.36482310295104,335.8536720275879,3.922682285308838,0.35565385222435,0.0621443949639797,15
0,0,2,8,58,35,268,474,1246,3518,993,685,16.393211009174312,37653,226.0,5.0,22.0,56.05800807476044,15.6012661755085,7.767549753189087,9.861090779304504,2.359030693769455,1206.2128633260727,32.63227343559265,39.62314128875733,379.6548366546631,2.523923397064209,0.5562046766281128,0.897053599357605,16
2,0,6,15,98,69,473,819,1224,3048,791,564,15.20605504587156,21091,277.0,3.0,20.0,33.702742755413055,7.439656350761652,2.9715129733085632,2.858631908893585,4.848769009113312,1722.1064567565918,73.48579168319702,36.90645396709442,366.6091442108154,1.336659550666809,0.7321653962135315,0.0684796571731567,17
0,0,3,7,72,34,360,524,1237,3444,1404,726,16.76966360856269,34247,212.0,4.0,22.0,87.2167420387268,21.445359736680984,6.144659519195557,1.377851963043213,9.63562309741974,1524.938881397247,16.0983145236969,30.873963236808777,238.60622346401212,2.8649375438690186,0.2292279452085495,0.7800509929656982,18
0,0,9,4,111,52,469,759,1366,2837,960,662,15.78507645259939,28907,212.0,4.0,22.0,54.02878284454346,23.037915974855423,9.800280928611755,7.932676076889038,5.019287467002869,1705.4418325424194,70.95381021499634,40.87244868278504,271.1917579174042,2.28275465965271,0.7345073819160461,0.0120250759646296,19
0,0,3,10,44,43,394,417,1511,2796,1035,825,16.328379204892965,33980,212.0,4.0,22.0,88.98932814598083,27.81357437372208,3.8511133193969727,3.879163265228272,3.827272355556488,1683.056116104126,56.98755979537964,74.68915581703186,247.64813780784607,3.247598648071289,0.5548948049545288,0.05530596524477,20
3,0,7,8,63,56,447,479,1279,3342,1128,693,15.82275229357798,28693,228.0,3.0,20.0,83.96409690380096,36.15101456642151,5.189431309700012,4.713114798069,1.2777461111545565,1455.4829597473145,72.42940664291382,53.29873561859131,291.4602994918823,1.732845425605774,0.7640612721443176,0.9116543531417848,21
0,0,1,0,34,34,323,186,1358,3215,1234,848,16.751559633027522,38521,275.0,1.0,20.0,66.82090282440186,9.380928426980972,1.0068309307098389,8.826865553855896,5.706912279129028,1920.7356572151184,92.83061027526855,15.369054675102234,354.81836795806885,2.3990702629089355,0.0675505995750427,0.2072971910238266,22
0,0,4,15,101,64,404,632,1729,2863,1088,520,15.842813455657492,27403,208.0,1.0,20.0,51.88770145177841,46.62114351987839,3.254828453063965,6.544785499572754,2.566559314727783,1237.941175699234,92.31984615325928,17.472684383392334,227.0137518644333,1.7561246156692505,0.76080721616745,0.9378973841667176,23
1,0,17,29,90,76,571,570,1635,2789,524,430,14.38538226299694,18155,243.0,0.0,20.0,95.42814254760742,5.353194414637983,2.797053456306457,7.416887879371643,6.592769622802734,1791.7364239692688,32.86924064159393,36.5889698266983,246.20951116085047,1.6007192134857178,0.6753618717193604,0.4737918972969055,24
0,0,2,7,42,31,319,487,976,3627,1372,976,16.92599388379205,41077,221.0,2.0,21.0,33.31646978855133,47.09189534187317,7.025409936904907,5.531339645385742,0.0922063272446394,1422.7718114852903,13.309630751609802,59.86980199813843,259.1596066951752,3.204241991043091,0.5453215837478638,0.1195092648267746,25
0,0,8,12,47,61,404,334,1460,3346,1197,696,15.979694189602446,25770,252.0,4.0,21.0,78.83457601070404,45.65112799406052,3.5033753514289856,8.924422860145569,3.2630547881126404,1668.116271495819,53.3384382724762,80.46615719795227,245.7939863204956,2.8043158054351807,0.3723804056644439,0.4398334920406341,26
0,0,1,2,50,35,313,404,1055,3702,1216,690,16.317308868501527,30778,228.0,3.0,23.0,33.43754202127457,24.103017151355743,4.409091472625732,7.565550804138184,4.7547706961631775,1257.0157051086426,98.70261549949646,48.887670040130615,251.4526724815369,2.634482145309448,0.3291506171226501,0.6301172971725464,27
1,0,6,12,92,46,458,696,1442,2787,1148,712,15.949785932721712,32152,266.0,0.0,22.0,48.2265853881836,20.52668169140816,8.22812795639038,2.839221954345703,3.502334952354431,1991.795301437378,11.404230445623398,42.96433925628662,376.8778085708618,1.137049674987793,0.8715419769287109,0.2486002594232559,28
0,0,3,2,52,28,290,435,987,3597,1222,848,16.96018348623853,42147,284.12729501724243,2.4244972467422485,23.217108011245728,39.3260931968689,32.32944875955582,6.643815040588379,6.976450085639954,7.308348417282104,1787.09614276886,0.9995844215154648,64.5894706249237,274.982887506485,3.1254658699035645,0.1557477712631225,0.4323747456073761,29
0,0,4,4,64,54,267,571,1358,2956,1222,811,16.91045871559633,48434,227.0,2.0,22.0,64.1375458240509,32.224896252155304,5.404387712478638,5.10962188243866,2.022567540407181,1480.9260964393616,11.30077913403511,9.763902425765991,361.33744716644287,3.892342567443848,0.7768312692642212,0.8617057204246521,30
2,0,0,3,46,34,375,495,962,3619,625,568,14.973577981651376,33865,273.0,2.0,20.0,36.145468056201935,23.09446230530739,6.069565415382385,8.18546712398529,2.8961721062660217,1299.8636960983276,58.55509638786316,67.967689037323,221.4871108531952,2.423792123794556,0.2479546666145324,0.6893383264541626,31
0,0,9,12,86,51,309,548,1328,2787,1144,764,16.50428134556575,35372,227.0,2.0,22.0,31.95375606417656,38.8665634393692,3.4441351890563965,5.116690397262573,1.3250526785850525,1370.99951505661,59.2364490032196,78.5548985004425,316.34923219680786,0.1011911779642105,0.5523959994316101,0.5931386947631836,32
0,0,1,6,39,31,289,509,1006,3006,967,697,16.44256880733945,34842,226.0,5.0,22.0,49.21140134334564,21.46884381771088,5.079829692840576,4.757761061191559,2.161099761724472,1120.8299919962883,41.1079078912735,25.83470642566681,209.7999662160873,2.6824405193328857,0.4517407715320587,0.2644584774971008,33
0,0,1,9,21,56,347,206,1306,2976,1202,888,17.11107033639144,49278,211.0,1.0,21.0,92.17877507209778,21.24148771166801,3.983223140239716,0.9282214194536208,2.475146353244781,1564.158320426941,29.904168844223022,69.69858407974243,385.8991980552673,2.651399850845337,0.3669376075267792,0.7772642374038696,34
0,0,6,8,48,44,321,527,1036,3264,1197,924,16.659021406727827,49608,275.0,1.0,20.0,13.23883343487978,25.630902647972107,1.5549728274345398,9.051175713539124,1.8957066535949707,1618.137001991272,69.79622840881348,71.77454233169556,383.9624881744385,1.7227073907852173,0.5481394529342651,0.6346654891967773,35
1,1,3,2,63,38,328,383,1314,3384,1274,773,16.489296636085626,35967,280.0,1.0,22.0,77.42841720581055,49.41403925418854,6.855207681655884,4.339661598205566,0.2703499794006347,1257.355958223343,36.6274356842041,4.53709103167057,377.2394061088562,2.913127183914185,0.0556383840739727,0.3300712406635284,36
0,0,1,9,80,33,337,598,1183,3276,1127,899,16.86605504587156,49545,250.0,2.0,21.0,56.66712164878845,26.8320307135582,4.331845045089722,1.7509804666042328,1.9859887659549715,1599.6491312980652,71.52706980705261,27.22840905189514,200.89476145803928,2.615696907043457,0.7177886962890625,0.1889371275901794,37
0,1,1,8,41,27,285,545,1172,3000,1254,908,17.108929663608563,43807,284.0,2.0,23.0,28.30474480986595,46.39619201421738,6.926324367523193,5.9350574016571045,5.115528106689453,1375.6147921085358,22.99666553735733,93.4554159641266,338.1576180458069,3.552648067474365,0.6695553660392761,0.4076821506023407,38
0,0,2,5,45,33,355,405,1341,3300,1058,694,16.580305810397554,30024,217.0,0.0,21.0,63.99285137653351,32.701551616191864,4.4008952379226685,2.5319504737854004,8.573957085609436,1346.2327420711515,50.8233368396759,0.3646603785455227,351.49338245391846,2.831009149551392,0.3367570638656616,0.6556749939918518,39
0,0,2,8,60,38,379,574,1473,2973,744,606,15.530030581039757,19928,251.0,0.0,21.0,82.02595949172974,28.96858185529709,0.4878967255353927,2.8941279649734497,5.792416930198669,1514.068782329559,71.31507992744446,44.620442390441895,371.0652112960816,0.9005192518234253,0.6053719520568848,0.0210937038064003,40
0,0,0,4,40,20,312,333,1115,3842,1518,699,16.80073394495413,38998,217.0,0.0,21.0,10.399455856531858,35.54992616176605,0.5754327401518822,1.6319195926189425,8.554819226264954,1598.1380343437197,13.28951120376587,72.48817682266235,253.34296822547915,3.0376973152160645,0.1154207289218902,0.6833367943763733,41
0,0,2,8,73,14,362,506,1042,3562,1236,753,16.99480122324159,40731,280.0,2.0,22.0,71.7652815580368,31.545012593269348,4.018082022666931,0.3020778298377991,4.094340205192566,1310.994178056717,80.8815598487854,55.02197742462158,344.2150473594665,3.736059427261353,0.2225677669048309,0.0871816575527191,42
0,0,2,6,45,40,363,450,1524,3089,743,531,15.568868501529051,28953,218.0,1.0,21.0,45.519646406173706,13.268032670021055,2.4737119674682617,9.841017723083496,5.650810599327087,1612.8543615341189,15.758799016475676,63.79187703132629,362.8493905067444,2.350247621536255,0.8916639089584351,0.1624071449041366,43
0,0,8,17,111,116,461,546,1562,4372,369,353,13.795840978593272,16551,222.0,2.0,20.0,18.92710506916046,8.541412763297558,7.414225935935974,6.562948822975159,2.9928120970726013,1741.6128516197205,33.825668692588806,1.7281746491789818,214.2914786934853,2.6796882152557373,0.0260810572654008,0.8410741686820984,44
0,0,1,4,40,16,300,439,947,3171,1258,743,16.910948012232417,29651,206.0,6.0,23.0,45.21096706390381,35.0178536772728,4.948297739028931,0.6985501945018768,4.1166141629219055,1070.687048137188,92.12358593940736,19.01987642049789,206.0683749616146,2.251403570175171,0.3838304877281189,0.2884968519210815,45
0,0,8,13,84,47,425,689,1160,3095,1066,649,16.29211009174312,32887,259.0,3.0,22.0,51.62946373224258,37.965362668037415,9.060524106025696,9.903061985969543,6.823330521583557,1214.0816003084185,95.86883187294006,62.223947048187256,351.1871337890625,1.367047905921936,0.354240208864212,0.2343395352363586,46
0,0,6,9,77,46,357,577,1163,3318,867,641,16.04892966360856,34192,259.0,3.0,22.0,80.46156644821167,19.844001829624176,6.897311210632324,6.0659259557724,6.350668668746948,1392.0013010501862,49.35685396194458,98.1637179851532,349.33236837387085,3.87565279006958,0.1514718234539032,0.1936387717723846,47
0,0,1,7,40,13,247,670,884,3519,1147,715,16.9285626911315,44767,251.0,0.0,21.0,95.3198778629303,42.12424039840698,6.527944207191467,8.786559104919434,7.855177521705627,1948.5626816749573,99.92285966873168,27.94482111930847,235.1020097732544,2.3478574752807617,0.6481773853302002,0.0784900560975074,48
0,0,2,3,87,26,379,800,1022,3291,938,663,16.048256880733945,27622,218.0,0.0,21.0,80.0649642944336,21.94925159215927,3.084130585193634,6.321637034416199,5.30886173248291,1142.6857113838196,17.95782744884491,94.5647358894348,288.6872708797455,1.3380978107452393,0.6204394698143005,0.727291464805603,49
0,0,3,6,57,25,334,470,1312,3200,1207,761,16.63321100917431,37273,251.0,2.0,23.0,86.44275844097137,28.135769367218018,6.418960094451904,6.889066100120544,1.8766796588897705,1015.6194046139716,56.868815422058105,37.28092014789581,247.1388816833496,1.9166618585586548,0.0531980395317077,0.518606960773468,50
0,0,0,12,47,14,350,920,790,2995,1246,777,16.653149847094802,44335,223.0,0.0,21.0,79.24660086631775,30.4568350315094,6.977324485778809,1.098334789276123,5.197165012359619,1491.715669631958,71.36415243148804,84.86498594284058,230.16929626464844,2.762406826019287,0.6167815327644348,0.9037805795669556,51
