iteration,raw_hv,norm_hv,log10_hv,pct_gain,pareto_size
1,6.482095085969717e+30,0.0007502424868020506,-3.1247983450623886,0.0,1
2,6.998695061554497e+30,0.0008100341506428816,-3.0914966710928202,7.9696451337615075,2
3,1.8552623259411524e+31,0.0021472943587281857,-2.6681084168545377,165.0868925740959,3
4,1.8585225671372414e+31,0.002151067786038474,-2.667345903588083,0.17572939149912906,4
5,1.9934220778118606e+31,0.0023072014789489127,-2.6369144785716454,7.25842736913388,5
6,2.279704987627394e+31,0.002638547439383558,-2.5786350930815924,14.361379509239736,6
7,2.756167667838227e+31,0.0031900088748127624,-2.496208108705562,20.900190278861995,7
8,3.310972276115653e+31,0.0038321438380968203,-2.41655819820535,20.12956667155818,8
9,3.606470683158303e+31,0.004174155883285073,-2.3794313362992177,8.92482275295043,9
10,3.607728604538241e+31,0.004175611810808149,-2.379279882673465,0.034879567600861104,10
11,3.609065158379991e+31,0.004177158748124989,-2.379119019557809,0.037046961904749175,11
12,3.6098608056915787e+31,0.0041780796362171045,-2.3790232864141023,0.022045800689968368,12
13,3.785507469273191e+31,0.00438137438573286,-2.3583896350411986,4.865746161311125,13
14,3.817306666327602e+31,0.004418179011953243,-2.354756691740164,0.8400246813016025,14
15,3.885606430172274e+31,0.004497229664551242,-2.347054933312548,1.789213438027991,15
16,3.9130385354674336e+31,0.00452897978642064,-2.343999617640197,0.7059928942402837,16
17,3.949851698850446e+31,0.004571587614410238,-2.339932952568888,0.9407820303669743,17
18,6.989345432395221e+31,0.008089520176383357,-2.0920772374642373,76.95209757949598,18
19,7.015112089661849e+31,0.00811934269636788,-2.09047912776559,0.3686562284817239,19
20,7.029492429978855e+31,0.008135986608771822,-2.0895897749011043,0.2049908844393039,20
