iteration,raw_hv,norm_hv,log10_hv,pct_gain,pareto_size
1,3.1260859582920208e+28,3.618155044319468e-06,-5.4415128267936,0.0,1
2,3.536174544797349e+30,0.00040927946120339684,-3.387980048928731,11211.827607995097,2
3,7.944595815236634e+30,0.000919513404541277,-3.0364419352939014,124.66639343143405,3
4,8.093789046766112e+30,0.0009367811396720036,-3.0283618615510113,1.877920979231509,4
5,2.4912875354160493e+31,0.002883434647472279,-2.540089887347866,207.802380445219,5
6,3.2877991438821853e+31,0.0038053230831969734,-2.4196084644405915,31.97188590810803,6
7,3.370716274570999e+31,0.0039012919844571745,-2.408791544563083,2.521964604896953,7
8,3.4810040031331043e+31,0.004028939818441093,-2.3948092197583457,3.2719374630883866,8
9,3.5477454617722977e+31,0.0041061868770512705,-2.386561289299255,1.9173048516784839,9
10,3.968879375861982e+31,0.004593610388729146,-2.3378458426630866,11.870465867055305,10
11,4.054455542580358e+31,0.004692656877986525,-2.3285811997710733,2.1561795815422107,11
12,4.454837794600873e+31,0.0051560622622695285,-2.287681846943766,9.875117579059733,12
13,4.951366498837422e+31,0.005730748262543312,-2.241788668595042,11.14583127669264,13
14,4.996537943719994e+31,0.005783030027453696,-2.237844552686274,0.9123025914801193,14
15,7.812435684299199e+31,0.00904217093090185,-2.043727287431585,56.35697701682477,15
16,7.915961040905871e+31,0.009161991945492906,-2.0380100943575257,1.3251354736235248,16
17,8.062046732614174e+31,0.00933107260719233,-2.0300684312148705,1.8454574366069072,17
18,8.391908351497037e+31,0.009712856888306755,-2.0126530102219493,4.091536923848904,18
