conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,iteration
0,0,2,8,48,38,391,698,1155,3048,859,657,15.948501529051988,26649,274.0,2.0,22.0,91.16787731647491,10.45736227184534,4.274857342243195,1.733418107032776,1.420702040195465,1032.3270931839943,11.009129881858826,48.39140474796295,312.7750873565674,0.0265979804098606,0.2745115458965301,0.8246273994445801,1
0,1,2,5,43,43,272,363,1149,3422,1222,792,16.600611620795107,41016,255.0,1.0,21.0,15.883134454488754,49.0836688876152,9.696516394615172,9.32013988494873,2.47725561261177,1686.798334121704,83.96095633506775,76.0088324546814,398.30302000045776,3.4802608489990234,0.6453839540481567,0.0322376787662506,2
1,0,4,13,83,76,437,476,1826,2608,916,517,15.61577981651376,22102,217.0,0.0,22.0,17.4780785292387,17.184055149555206,0.3358356282114982,9.956559538841248,3.5867834091186523,1226.1725813150406,20.50529271364212,78.63020896911621,343.0285930633545,0.4358986020088196,0.873047411441803,0.6818989515304565,3
0,0,2,8,47,30,324,527,1130,3029,985,818,16.75131498470948,42860,223.0,0.0,21.0,16.31705954670906,45.85469156503677,6.5235984325408936,5.401315689086914,2.3271140456199646,1029.967062175274,68.45293641090393,20.668506622314453,208.7143838405609,3.1101973056793213,0.540837824344635,0.4433126449584961,4
0,1,3,5,36,32,289,418,1321,2678,1019,685,16.38850152905199,32418,228.0,3.0,23.0,20.03379993140697,8.325395360589027,0.6364117562770844,4.156839549541473,7.022911906242371,1684.27175283432,1.4508855529129503,85.64720749855042,259.95596647262573,3.1064891815185547,0.8874648213386536,0.0977776050567627,5
0,0,3,10,118,44,425,599,1462,3524,870,482,14.970703363914373,16264,275.0,1.0,20.0,90.50494253635406,15.012806951999664,4.433894455432892,0.7495563477277756,9.123840928077698,1837.922215461731,49.89616572856903,26.82080566883087,214.97894376516345,0.552246630191803,0.6762717366218567,0.3850702047348022,6
1,0,8,10,45,46,315,373,1259,3670,1119,726,16.139877675840978,38663,265.0,0.0,20.0,38.6840957403183,31.68028175830841,9.389448761940002,6.007632613182068,1.1092912405729294,1686.3372325897217,22.74928092956543,79.32385802268982,395.0750470161438,1.0878713130950928,0.2595438361167907,0.4720374941825866,7
0,0,2,7,63,43,415,778,915,3379,1194,701,16.490825688073393,36126,259.0,0.0,20.0,98.73656690120696,35.14346420764923,2.623450458049774,3.218882381916046,5.396142601966858,1362.2413873672483,75.6978452205658,41.408756375312805,340.35887718200684,2.952763795852661,0.7155537605285645,0.1243122741580009,8
2,0,2,3,52,35,296,621,1111,3234,723,631,15.763058103975537,42200,273.0,2.0,20.0,83.38523864746094,26.87784150242805,3.1414559483528137,4.916779398918152,9.037325382232666,1069.5007145404816,27.7709037065506,74.85284209251404,238.09447288513184,2.2466068267822266,0.6888159513473511,0.6879181265830994,9
0,0,3,6,67,34,312,638,1090,3519,777,593,15.76091743119266,23582,291.0,2.0,21.0,75.74666678905487,17.769979685544968,6.405923962593079,0.3056695312261581,8.902131915092468,1516.7319178581238,14.826573431491852,36.06268465518952,310.31157970428467,1.8045759201049805,0.1703777462244033,0.0704922899603843,10
0,0,2,6,49,27,360,441,1501,2782,941,763,16.17651376146789,33826,251.0,0.0,21.0,32.46998742222786,22.323057651519772,1.0850843787193298,3.772580623626709,3.117075860500336,1189.6788477897644,95.42155265808104,43.80336105823517,384.7188949584961,0.7655894756317139,0.8545150756835938,0.7869829535484314,11
14,0,15,27,115,75,592,488,1858,3343,576,330,14.289847094801225,12517,259.0,6.0,20.0,44.154013097286224,5.709821721538901,7.959693670272827,6.335974335670471,8.3491450548172,1476.4728248119354,70.93061804771423,56.60324692726135,239.5069360733032,0.1851542741060257,0.4096737802028656,0.9785804748535156,12
18,0,4,8,71,46,464,380,1517,3372,1169,712,15.817064220183486,24829,208.0,6.0,20.0,17.888184934854507,20.591477155685425,5.028060674667358,0.081086540594697,1.120525747537613,1971.8738198280332,42.35560894012451,9.155812114477158,295.47680616378784,1.9395489692687988,0.2083023637533188,0.6878067255020142,13
18,0,6,15,67,47,408,449,1361,3495,1089,752,15.951865443425076,24340,208.0,6.0,20.0,34.95658963918686,14.9273631721735,9.747906923294067,4.617336988449097,2.655824422836304,1532.4882864952087,0.6587299518287182,56.19965791702271,342.11554527282715,2.2213711738586426,0.1158824115991592,0.4157329797744751,14
2,0,4,9,65,49,417,674,1215,3283,904,604,15.098532110091742,17387,202.0,6.0,21.0,95.13825476169586,26.789983063936237,7.739344835281372,0.4292123019695282,3.881540596485138,1846.7290997505188,91.34358167648315,19.54939216375351,281.99811577796936,0.5521523356437683,0.0164988320320844,0.6857597231864929,15
1,0,3,6,49,20,484,599,1183,3032,1083,616,15.798042813455655,25436,208.0,5.0,20.0,94.04518485069276,18.35985377430916,4.017018973827362,1.639607399702072,6.434446573257446,1568.4760212898254,6.425639241933823,10.3358656167984,341.9663667678833,1.5246354341506958,0.7779098749160767,0.9341009259223938,16
14,1,7,18,100,45,485,851,1271,3605,805,551,14.905321100917432,23989,259.0,6.0,20.0,86.5219908952713,13.194657489657402,8.772711753845215,8.8779616355896,0.2411001920700073,1544.4757342338562,0.5006609484553337,83.36440920829773,255.19076585769653,2.2285430431365967,0.1830853521823883,0.1166404113173484,17
7,1,12,5,95,44,412,605,1020,3743,813,623,15.075596330275228,28116,218.0,2.0,23.0,58.56032133102417,24.19047057628632,6.880304217338562,9.12233293056488,3.810402154922485,1642.5912976264954,96.00531458854675,22.115379571914676,354.0635824203491,2.179277181625366,0.2694563567638397,0.864316999912262,18
1,0,11,10,93,60,412,504,1137,3913,768,619,15.309296636085628,30580,265.0,0.0,20.0,78.75812232494354,23.74603658914566,8.930801749229431,9.8268324136734,7.003467082977295,1605.6254506111145,22.8404700756073,70.68946957588196,376.5501618385315,1.6558165550231934,0.3352344930171966,0.1185095980763435,19
