conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,iteration
0,0,1,5,36,32,260,571,1047,3130,1053,841,16.472354740061164,38573,226.0,5.0,22.0,55.81902861595154,23.78371223807335,8.191752433776855,7.668417692184448,6.097511649131775,1635.093629360199,68.6472475528717,56.61624073982239,240.39883017539975,3.2351632118225098,0.6024496555328369,0.2797734141349792,23
0,0,5,9,66,40,352,617,1070,3451,1346,612,16.402446483180427,26468,222.0,2.0,20.0,84.36988830566406,28.70826005935669,3.1675469875335693,2.961534857749939,7.672086954116821,1762.5250220298767,40.6552791595459,85.27995944023132,272.0218777656555,2.2009592056274414,0.8263096213340759,0.0560950115323066,24
1,1,4,14,74,49,444,493,1598,3310,652,449,15.129724770642202,26971,265.0,0.0,20.0,78.9413332939148,18.21436271071434,5.168604850769043,0.9133625030517578,0.7350984215736389,1886.1998319625852,74.13114309310913,53.4213662147522,226.13976001739505,1.954785704612732,0.7882994413375854,0.1369382888078689,25
2,0,6,9,75,21,402,725,984,3101,1268,831,16.827645259938837,46339,275.0,3.0,21.0,37.30180323123932,48.665190637111664,2.78143972158432,8.143613338470459,9.546961784362791,1000.334077514708,6.6430047154426575,14.80095386505127,388.5660648345947,2.873160123825073,0.0947533696889877,0.7765381336212158,26
0,0,4,8,87,28,370,695,1125,3402,1024,622,16.030214067278287,21574,226.0,5.0,22.0,62.65690207481384,34.38337713479996,0.1933798566460609,5.9763747453689575,2.917313277721405,1513.615965843201,47.817832231521606,75.93258619308472,261.6721570491791,0.9811622500419616,0.5019356608390808,0.4171966314315796,27
7,0,8,6,63,50,398,464,1106,3736,1089,507,16.176207951070335,35440,218.0,2.0,23.0,20.0065453350544,8.590043224394321,7.796604037284851,3.746179640293121,6.72265350818634,1381.657391786575,83.8607668876648,43.46144497394562,324.09842014312744,3.815533399581909,0.3201124966144562,0.558718740940094,28
1,0,8,22,97,44,460,895,1104,3133,908,657,15.744770642201836,21735,203.0,3.0,20.0,27.88348108530045,32.242813408374786,6.43824577331543,4.330821931362152,5.06924033164978,1231.3010096549988,28.89402806758881,93.99724006652832,281.1296582221985,1.4285590648651123,0.6463032364845276,0.7277108430862427,29
0,0,3,3,67,41,317,412,1280,3158,949,723,16.594189602446484,38225,259.0,3.0,22.0,75.89500367641449,12.338859811425207,4.051080346107483,6.631819009780884,4.04094010591507,1851.5408039093015,89.52774405479431,36.52924299240112,343.7034010887146,2.274867296218872,0.456911027431488,0.3732618391513824,30
0,0,4,4,43,38,303,458,1286,3003,1192,681,16.552538226299696,31330,228.0,3.0,23.0,44.80503350496292,25.91750606894493,1.4236533641815186,8.799049258232117,8.505045771598816,1353.8686335086825,55.60386776924133,72.66092300415039,206.53479993343356,0.3865916430950165,0.9249118566513062,0.9512980580329896,31
0,0,1,8,47,16,352,855,802,3194,1242,642,17.1285626911315,37356,217.0,0.0,21.0,92.5091964006424,39.757713973522186,9.026877284049988,1.497994065284729,2.4630506336688995,1720.203161239624,13.5247603058815,9.037556499242784,369.10849809646606,3.285584688186645,0.2394291311502456,0.0871135890483856,32
2,0,3,18,77,46,419,431,1492,3144,1181,682,16.088929663608564,30114,284.0,5.0,21.0,93.196222782135,10.64117170870304,7.233973741531372,3.106548488140106,5.726974606513977,1520.2611088752749,59.43959355354309,12.937213480472565,288.3848011493683,0.0206989422440528,0.3560613095760345,0.7929790616035461,33
0,0,3,3,44,23,287,607,988,3352,1004,778,16.79571865443425,42599,221.0,2.0,21.0,45.53629755973816,30.897031128406525,4.778454899787903,5.336780548095703,4.537848830223084,1405.8807790279388,20.674599707126617,54.78402376174927,325.81106424331665,3.182239532470703,0.5416704416275024,0.1827083826065063,34
0,1,2,5,38,36,285,504,1238,2832,1327,824,17.257675840978592,39451,213.0,2.0,23.0,28.55953589081764,27.38405078649521,9.803423285484314,0.2734631113708019,1.7316162586212158,1024.5116911828518,95.02295851707458,77.58535146713257,361.3648295402527,2.132424831390381,0.762112557888031,0.4024505019187927,35
2,0,2,8,69,53,427,634,1121,3380,921,553,15.07137614678899,17253,202.0,6.0,21.0,19.27583783864975,47.49544709920883,6.003690958023071,2.118018865585327,0.0598151516169309,1362.3754680156708,42.22905933856964,34.95897352695465,243.3960884809494,0.6116695404052734,0.21727055311203,0.3213739097118377,36
0,0,6,2,74,61,453,492,1254,3091,1130,701,16.505810397553518,31115,252.0,4.0,21.0,76.61522507667542,40.87304085493088,2.249021679162979,7.503677010536194,7.925281524658203,1892.799198627472,37.3125433921814,42.08927154541016,223.93852472305295,1.0392628908157349,0.0726003944873809,0.5107979774475098,37
0,0,4,11,47,32,354,576,1285,3087,1121,685,16.185749235474006,29212,206.0,6.0,23.0,61.97000980377197,16.692712008953094,3.548171818256378,9.419034719467165,9.033119082450868,1742.381751537323,75.33591985702515,95.45819759368896,380.96978664398193,3.7167649269104,0.8987305760383606,0.7168098092079163,38
1,0,20,12,114,86,576,608,1430,3553,516,426,14.240978593272173,17701,236.0,0.0,20.0,36.62596434354782,10.23228570818901,0.9793712198734283,7.252148985862732,3.5143160820007324,1239.8231029510498,67.07199811935425,7.763111591339111,268.7798261642456,1.5775141716003418,0.4928616285324096,0.1075216978788375,39
1,0,4,5,48,18,305,621,1247,2729,1100,754,16.33645259938838,34109,217.0,0.0,22.0,78.22158932685852,35.67439943552017,8.533772826194763,4.9511125683784485,7.470721006393433,1873.7346529960632,2.910371497273445,74.60696697235107,306.3535690307617,2.719669342041016,0.686036229133606,0.9932230710983276,40
1,0,3,10,57,50,364,309,1796,2430,1452,782,17.317553516819572,44243,266.0,0.0,22.0,85.10048449039459,22.48179078102112,0.5933838337659836,1.3303974270820618,4.139155447483063,1993.228554725647,82.2847068309784,92.35420823097228,391.7136073112488,1.49662184715271,0.7105241417884827,0.8244858384132385,41
0,0,3,17,87,56,443,785,1245,3020,1037,803,15.655718654434253,27550,252.0,4.0,21.0,56.49497210979462,30.219008922576904,5.608434081077576,6.780080199241638,1.9349975883960724,1624.5967149734497,8.217500150203705,65.15554785728455,321.00054025650024,0.4390142261981964,0.9857146739959716,0.6047748327255249,42
0,0,2,7,90,39,357,572,1205,3620,1080,733,16.472048929663607,48184,251.0,2.0,23.0,42.40913420915604,41.600582003593445,7.981611490249634,8.948798179626465,5.595881938934326,1111.5131750702858,49.36676323413849,25.507420301437374,229.1400581598282,2.3311941623687744,0.3922247290611267,0.2141852229833603,43
1,0,3,8,69,30,375,558,1428,2900,934,684,16.591376146788992,42337,266.0,0.0,22.0,14.901997484266758,15.581973046064377,3.006577491760254,4.161661267280579,8.407936692237854,1488.9760613441467,72.58062958717346,4.659446328878403,258.4270417690277,3.3575518131256104,0.1791374534368515,0.4964572489261627,44
0,0,0,2,69,36,368,370,1431,3376,798,648,15.552538226299694,23204,222.0,4.0,21.0,70.08463084697723,5.329937608912587,9.251261949539185,6.119595766067505,1.1067774146795273,1771.1081504821775,54.028940200805664,22.333841025829315,278.0317783355713,2.801086187362671,0.0344395786523819,0.6858208775520325,45
1,0,8,5,79,49,411,544,1508,2762,926,597,15.91474006116208,26780,203.0,3.0,20.0,22.427378445863724,36.40185475349426,1.8630340695381165,3.581744432449341,9.80012059211731,1155.0187170505524,15.074841678142548,57.8330934047699,340.4582738876343,1.9022256135940552,0.8490786552429199,0.2903538942337036,46
1,0,11,11,64,58,427,373,1376,3560,801,621,15.394128440366972,29145,243.0,0.0,20.0,50.26393234729767,21.633429527282715,6.8387168645858765,8.2883220911026,6.35215699672699,1273.664891719818,87.97609806060791,86.98182702064514,372.108793258667,0.912992775440216,0.5661327242851257,0.0140327867120504,47
2,0,2,5,58,22,334,570,907,3757,1068,791,16.594495412844037,35887,231.0,3.0,20.0,98.31677973270416,46.817339062690735,4.236860573291779,0.7504913210868835,2.6626667380332947,1643.6614990234375,30.46737313270569,45.13799846172333,209.68234986066815,3.759069204330444,0.2554043233394623,0.8997030258178711,48
1,1,7,15,102,50,548,939,1242,3402,643,395,14.544525993883791,21097,265.0,0.0,20.0,96.98758959770204,19.306865334510803,7.556042075157165,6.9989848136901855,7.613177299499512,1167.4728989601135,22.86229431629181,82.6898992061615,236.51366531848907,0.7116157412528992,0.310184895992279,0.7372462153434753,49
2,0,3,5,77,15,383,618,1106,3219,1168,672,16.586666666666666,35443,231.0,3.0,20.0,54.60374116897583,44.75344896316528,0.0799188483506441,4.539299011230469,1.418883055448532,1781.6100120544434,58.69151949882507,49.43607449531555,398.89190196990967,3.616329908370972,0.6206737160682678,0.349509984254837,50
0,0,17,20,144,76,529,788,1632,3472,563,300,14.288746177370031,17164,259.0,0.0,20.0,26.525379419326782,7.48517494648695,5.103819370269775,9.830887913703918,4.850716292858124,1662.9362106323242,32.005903124809265,20.384950935840607,313.3335590362549,2.5723636150360107,0.8411768674850464,0.0653453692793846,51
0,1,9,11,112,52,526,508,1280,4167,1001,507,15.360489296636086,24832,259.0,0.0,20.0,68.60169649124146,38.29375088214874,2.5703272223472595,2.37114354968071,6.039251089096069,1294.8938310146332,98.88988137245178,59.78804230690002,250.95536708831787,1.7243320941925049,0.0267850272357463,0.9589718580245972,52
0,0,5,9,53,51,406,541,1237,3920,649,622,15.051437308868502,21830,251.0,0.0,21.0,10.584637159481645,27.623655200004578,8.82539689540863,7.913089990615845,3.200981914997101,1950.0268697738647,80.74703216552734,67.11364388465881,281.3023269176483,0.1873575747013092,0.1399170011281967,0.1483312845230102,53
0,0,1,5,54,29,319,734,1126,3346,1259,667,16.804770642201834,35265,223.0,0.0,21.0,57.84634947776794,14.130197241902351,1.349273920059204,0.5290279537439346,7.159199118614197,1070.265710353851,38.45440745353699,2.707403525710106,343.9241290092468,3.016068696975708,0.9467414617538452,0.7509211897850037,54
0,0,3,9,63,54,299,599,1069,3716,1192,771,15.69388379204893,24645,222.0,2.0,20.0,38.289293348789215,24.10556256771088,3.8009244203567514,2.69717276096344,0.3733215481042862,1572.5916624069214,3.553873300552368,88.05932402610779,205.92316389083865,1.1277931928634644,0.4155690968036651,0.4227607846260071,55
1,0,1,5,59,20,338,608,919,3223,1256,786,16.51743119266055,35919,208.0,5.0,20.0,86.56200408935547,44.36726450920105,6.33441686630249,5.081178545951843,9.344775676727297,1438.923329114914,64.79194164276123,29.80845868587494,368.5449242591858,2.0443832874298096,0.7341081500053406,0.5390527248382568,56
0,0,0,4,42,27,333,570,1116,3333,966,768,16.057737003058104,25397,223.0,4.0,21.0,82.53901779651642,8.169461116194725,4.665389955043793,8.697125911712646,2.2484850883483887,1319.1592693328855,43.76720190048218,12.055101990699768,333.57417583465576,1.7978886365890503,0.6315076351165771,0.6432651877403259,57
1,0,5,7,58,59,337,691,1311,3102,1173,721,16.367645259938836,38724,280.0,1.0,22.0,29.888831973075867,39.42028135061264,3.4347927570343018,6.527527570724487,6.664414405822754,1532.7011942863464,51.65127515792847,40.1310920715332,384.6328377723694,1.334361553192139,0.8010810017585754,0.2418234497308731,58
0,0,6,15,69,30,363,534,1141,2989,1276,821,16.479327217125384,37352,259.0,3.0,22.0,35.27448505163193,33.34685355424881,7.033023238182068,1.0054446011781693,8.71961236000061,1701.1178135871887,86.24933362007141,70.30889987945557,295.9526062011719,2.904935359954834,0.4380839169025421,0.2554980516433716,59
1,0,6,12,65,44,440,398,1379,3695,1016,712,15.839755351681957,30595,236.0,0.0,20.0,72.2753518819809,24.78976458311081,5.802425742149353,3.7504568696022034,2.975553274154663,1416.366696357727,16.01136028766632,79.53735589981079,247.25445210933685,2.493943214416504,0.1118103861808776,0.8444435000419617,60
1,0,5,17,72,32,553,787,1238,3177,804,546,14.933822629969418,18449,208.0,5.0,20.0,47.01912462711334,13.40746060013771,8.410322666168213,1.58291295170784,9.487997889518738,1914.0426516532896,26.39980018138885,17.232178151607513,302.9838442802429,0.3548746407032013,0.5180740356445312,0.4537831246852875,61
1,0,3,5,39,20,321,375,1280,2842,928,760,16.545504587155964,41823,266.0,0.0,22.0,89.0982848405838,32.52110868692398,0.7875664532184601,9.360039830207825,0.7940631359815598,1043.8028760254383,93.48491430282591,50.48302412033081,265.6054079532624,3.4421792030334477,0.3327140808105469,0.5700448751449585,62
2,0,4,8,42,56,372,581,1490,2741,921,681,15.466544342507646,18863,202.0,6.0,21.0,90.11228322982788,10.338855907320976,8.70708703994751,1.0831205546855929,4.622138142585754,1454.300582408905,78.08765172958374,60.8659029006958,222.04353511333463,0.4923592805862427,0.5901665687561035,0.4080872237682342,63
2,0,2,9,55,21,301,777,805,3533,1083,731,16.634250764525994,37101,284.0,5.0,21.0,47.41789668798447,35.429039001464844,1.152690276503563,8.618529438972473,5.659918189048767,1587.9679918289185,41.84665083885193,21.461260318756104,359.4698429107666,3.3354642391204834,0.2757734954357147,0.5536680817604065,64
1,0,1,1,42,23,384,369,909,4123,1336,815,16.597003058103976,36444,208.0,5.0,20.0,30.98523586988449,16.447698920965195,6.137985587120056,3.251562118530273,7.836261987686157,1965.4041528701785,67.4071192741394,48.56232702732086,327.8162240982056,2.354024648666382,0.0592376440763473,0.7675508260726929,65
0,0,1,6,64,51,336,513,1465,3316,1033,798,16.431926605504586,33724,227.0,2.0,22.0,72.58073210716248,47.60167062282562,3.682461678981781,5.786950588226318,1.8037080764770508,1085.6420546770096,0.1113230362534523,81.81154727935791,290.3899610042572,1.4425491094589231,0.8697212338447571,0.1317655146121978,66
0,0,2,3,37,28,314,447,1160,3816,1437,863,16.56446483180428,32946,265.0,4.0,21.0,65.0761365890503,26.93727120757103,2.383287698030472,6.449863314628601,0.1539011113345623,1310.278236865997,62.1367871761322,30.68985939025879,308.3587050437927,3.797762155532837,0.164562776684761,0.0819102674722671,67
0,0,6,5,90,57,463,838,1437,2923,707,414,15.092721712538228,28254,217.0,0.0,21.0,34.17841911315918,11.249058842658997,4.95181679725647,9.281450510025024,7.391436100006103,1796.99444770813,95.49806714057922,66.0403847694397,241.5010750293732,1.9084508419036863,0.6957981586456299,0.7226295471191406,68
2,0,3,1,60,33,369,385,1168,3412,1144,680,16.58605504587156,30490,231.0,3.0,20.0,82.23398089408875,30.44990420341492,7.407340407371521,1.6605910658836365,3.5766541957855225,1182.8583031892776,34.66571867465973,1.6387000679969788,379.07477617263794,2.763603448867798,0.3889758586883545,0.3641828894615173,69
2,0,3,7,49,49,338,383,1415,2967,1101,734,16.185688073394495,32248,284.0,5.0,21.0,86.95493161678314,21.38849958777428,4.097689092159271,4.617253243923187,5.516618490219116,1059.1872967779636,55.24260997772217,33.84224772453308,319.0990447998047,1.017171859741211,0.4759381413459778,0.4391065835952759,70
0,2,0,4,42,28,280,711,1018,3048,1174,789,16.832721712538227,41705,213.0,2.0,23.0,39.29746329784393,46.92365378141403,6.699540615081787,6.920711398124695,4.201472103595734,1929.4280409812927,13.154324889183044,98.24686646461488,256.5255463123321,2.185774326324463,0.6576411128044128,0.5846574902534485,71
2,0,2,4,64,31,284,506,1195,3261,764,557,15.547951070336392,26336,202.0,6.0,21.0,10.895177703350782,5.436591333709657,1.6848334670066831,2.4494315683841705,2.029062062501908,1548.085629940033,89.84928131103516,69.19254660606384,231.1509132385254,3.128162384033203,0.8824471235275269,0.8610701560974121,72
2,1,4,8,99,54,340,650,1344,3562,897,816,16.117920489296637,37294,275.0,3.0,21.0,58.94789516925812,36.15658551454544,9.073066115379332,9.752910137176514,8.331124186515808,1431.7521154880524,29.20643389225006,10.943298786878586,393.7244653701782,0.0435329042375087,0.1890288591384887,0.2252549678087234,73
0,0,0,9,38,24,300,716,955,2958,1107,678,16.512782874617738,30824,206.0,6.0,23.0,68.20842564105988,16.18977166712284,5.430185794830322,7.835105061531067,9.711079597473145,1203.209400177002,83.4437906742096,51.5185296535492,211.69323176145556,2.712223052978516,0.7690881490707397,0.0504340901970863,74
0,0,9,8,83,41,435,528,1325,3189,1134,772,16.030948012232415,27475,251.0,2.0,23.0,97.215234041214,24.54135850071907,6.512617468833923,9.026151299476624,1.490831822156906,1858.3583235740664,39.567336440086365,41.16247594356537,252.8628706932068,0.8024249076843262,0.5131184458732605,0.1240979358553886,75
1,0,6,6,63,36,371,986,832,3257,1274,679,16.55565749235474,38340,243.0,0.0,20.0,95.88570058345796,42.20804065465927,0.4542362689971924,2.775143682956696,6.285079121589661,1334.5356285572052,7.108736038208008,78.61667275428772,276.13030672073364,3.7229857444763184,0.5520296692848206,0.2701756060123443,76
0,0,0,2,64,34,279,570,1135,3351,1069,775,16.93577981651376,47243,250.0,2.0,21.0,49.95339423418045,43.74873369932175,3.9791202545166016,1.2515228986740112,7.523977160453796,1224.4458049535751,78.73194217681885,76.6631543636322,315.2410626411438,3.900391578674317,0.3236010670661926,0.9765886664390564,77
0,1,1,4,63,30,364,576,953,3585,1014,788,16.61051987767584,45920,286.0,5.0,23.0,21.41920581459999,13.511327803134918,8.964568376541138,6.858968734741211,5.97203254699707,1346.999168395996,5.52169531583786,55.811887979507446,396.8992590904236,2.9131112098693848,0.107004165649414,0.7021896839141846,78
0,1,8,14,66,58,445,1147,814,3155,939,578,15.494189602446482,20707,275.0,1.0,20.0,43.41765284538269,19.58484008908272,0.2581671066582203,0.671609565615654,9.267798662185667,1390.4954195022583,33.91838073730469,35.79266667366028,283.2098066806793,1.3591428995132446,0.6496773362159729,0.8096126317977905,79
0,0,3,8,39,57,378,383,1564,3102,809,698,15.697798165137614,33412,223.0,0.0,21.0,69.69170331954956,28.05979043245316,1.4884501695632937,4.084284007549286,4.934881627559662,1727.0044684410095,63.63167762756348,13.966625928878784,234.52102541923523,1.7584543228149414,0.7926120758056641,0.336057960987091,80
2,0,7,12,73,89,445,491,1311,2940,791,708,15.686238532110092,25408,277.0,3.0,20.0,85.49375534057617,44.68017905950546,7.734285593032837,8.365672826766968,0.4672262072563171,1504.876673221588,97.68654704093932,96.29039168357848,345.83160877227783,2.4379186630249023,0.4682234823703766,0.1661311089992523,81
2,0,5,2,41,30,289,393,1344,3253,1114,766,16.487033639143732,35692,284.0,5.0,21.0,57.596861124038696,7.411565408110619,2.7094700932502747,3.504379093647003,3.263157904148102,1877.413809299469,24.116013944149017,73.48905205726624,366.5522575378418,3.4974799156188965,0.2438714206218719,0.3877651989459991,82
0,0,3,8,53,23,331,534,1000,3235,1302,777,17.045626911314983,46654,269.0,1.0,23.0,77.91620910167694,12.788673639297484,0.6532717496156693,5.4138559103012085,8.642618656158447,1628.2761096954346,18.662400543689728,64.09295797348022,356.1989188194275,1.7149301767349243,0.4281238615512848,0.0306060574948787,83
0,0,7,10,66,42,378,874,1113,3074,1047,753,15.685015290519878,32497,211.0,1.0,21.0,60.95601141452789,38.80184173583984,5.629106760025024,0.1964118517935276,5.204953551292419,1755.7237148284912,90.78658819198608,93.24170351028442,331.5750241279602,0.7197883725166321,0.1412755995988845,0.3050352036952972,84
0,0,3,4,75,31,271,655,1129,3038,1090,875,16.730703363914373,40997,227.0,2.0,22.0,35.5295604467392,32.957335114479065,8.27603280544281,3.027351498603821,2.3424065113067627,1258.2804262638092,51.17424726486206,3.592298924922943,218.57729703187945,2.6130077838897705,0.7347065210342407,0.8830658793449402,85
1,0,9,10,77,64,413,488,1204,3653,1044,698,15.73926605504587,35638,243.0,0.0,20.0,18.877065777778625,25.225643664598465,3.261478543281555,7.582859992980957,3.887994885444641,1139.6333575248718,26.82951092720032,26.39642059803009,293.9534544944763,3.576899766921997,0.9595735669136048,0.671197772026062,86
1,0,1,11,53,31,290,384,1280,2567,874,712,16.64244648318043,32942,268.0,2.0,21.0,76.92026197910309,18.862102776765823,9.50631558895111,2.040974795818329,6.597212553024292,1609.2203855514526,46.5589851140976,44.265758991241455,263.6062800884247,2.020336866378784,0.8151306509971619,0.4817768335342407,87
0,0,2,3,60,24,389,615,911,3739,1208,802,16.601467889908257,29629,206.0,6.0,23.0,29.65559914708137,49.577637910842896,1.883554607629776,9.498220086097716,3.059701919555664,1473.5987484455109,85.92528700828552,86.11419200897217,300.9847164154053,1.1830971240997314,0.0043998230248689,0.6193990111351013,88
0,0,2,9,47,29,370,280,1716,2494,1062,787,16.55480122324159,38317,221.0,1.0,23.0,45.93473166227341,8.095763064920902,6.898757219314575,4.871903657913208,0.8659951388835907,1096.13686054945,11.07262521982193,58.91549587249756,386.5460634231568,0.1313297897577285,0.2835005521774292,0.8411242961883545,89
1,0,4,16,54,27,508,861,1070,2763,1025,711,15.618715596330276,24715,208.0,5.0,20.0,92.11625814437866,17.56035029888153,1.7909511923789978,8.22248637676239,3.634875118732453,1777.9023051261902,3.970851004123688,5.394389852881432,318.5419797897339,0.2740169167518616,0.997843623161316,0.936935544013977,90
0,0,3,7,39,22,306,361,1193,3505,1100,764,16.7314373088685,45892,255.0,1.0,21.0,94.20987784862518,33.62508714199066,4.531128704547882,7.3292076587677,9.398813843727112,1977.8512716293333,68.9935028553009,23.41779768466949,249.16768074035645,3.040854215621948,0.5981332063674927,0.1976125687360763,91
1,0,8,3,65,34,419,551,1110,3413,1271,665,16.667645259938837,38775,280.0,1.0,22.0,43.79687428474426,47.9239809513092,9.325816035270693,0.8360012620687485,7.333215475082397,1148.1401920318604,65.20584225654602,62.86400556564331,255.92041015625,3.4289283752441406,0.1835719645023346,0.0395253449678421,92
