conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma
36,0,0,11,38,0,268,441,1263,2207,1001,809,16.204097859327216,31220,1.0,1.0,1.0,1.0,1.0
