conflicts,quints,quads,four in five slots,triple in 24h (no gaps),triple in same day (no gaps),three in four slots,evening/morning b2b,other b2b,two in three slots,singular late exam,"two exams, large gap",avg_max,lateness,size_cutoff,reserved,num_blocks,alpha,gamma,delta,vega,theta,large_block_size,large_exam_weight,large_block_weight,large_size_1,large_cutoff_freedom,tradeoff,flpens,iteration
1,0,6,8,76,58,380,466,1471,3336,977,729,15.577798165137615,30043,236.0,0.0,20.0,91.04311168193816,20.45860588550568,7.705623507499695,0.7739073783159256,2.2150641679763794,1899.575114250183,0.4978707991540432,81.71479105949402,271.88287377357483,2.5596706867218018,0.8477776646614075,0.4063169658184051,1
0,0,5,4,54,37,306,529,1130,3276,1217,667,16.61547400611621,33474,213.0,2.0,23.0,35.2992257475853,14.241273552179337,5.541421175003052,3.730038106441498,6.3333892822265625,1033.8830165565014,33.9438796043396,26.796430349349976,352.82779932022095,0.1438111215829849,0.2879411280155182,0.905687928199768,2
2,0,2,7,55,33,355,589,1357,3475,869,818,16.09321100917431,36491,284.0,5.0,21.0,67.57021009922028,5.069642970338464,3.943954110145569,6.951035261154175,4.654041826725006,1766.138792037964,43.44372451305389,47.38160967826843,382.9201459884644,1.227357268333435,0.4026492238044739,0.1444674283266067,3
0,0,5,4,49,24,279,474,1207,2787,1090,749,16.64501529051988,48975,269.0,1.0,23.0,60.64708530902863,38.45369100570679,0.1974872127175331,5.260090231895447,3.229996263980865,1523.7550139427185,84.28216576576233,61.89645528793335,224.161334335804,3.285992383956909,0.5430207848548889,0.058506678789854,4
0,0,3,6,72,39,303,483,1196,3066,991,774,16.721896024464833,44386,286.0,5.0,23.0,10.94863303937018,22.40698531270027,1.7347396910190582,9.892656207084656,9.285067915916445,1167.1094298362732,22.1015527844429,92.53820776939392,291.9900417327881,3.568882703781128,0.9673683047294616,0.668527364730835,5
0,0,0,5,42,24,291,744,1111,2714,1083,872,16.81125382262997,39941,221.0,1.0,23.0,71.04610085487366,44.3829956650734,5.197347402572632,8.64627480506897,1.078662946820259,1468.5354828834534,74.37660098075867,63.08693289756775,202.6924254372716,3.5471086502075195,0.6945331692695618,0.600797712802887,6
0,0,4,6,52,34,202,398,1329,2990,1038,789,16.61822629969419,38507,232.0,0.0,23.0,55.99320590496063,34.90059018135071,7.657824754714966,6.412143111228943,6.050235033035278,1047.1430122852323,72.92861938476562,43.33579838275909,208.5437312722206,0.1248586550354957,0.6850994229316711,0.8312113881111145,7
0,0,3,5,48,34,301,469,1240,3213,1238,784,17.005443425076454,47949,251.0,2.0,23.0,54.54837501049042,23.9639513194561,1.8717341125011444,3.5407280921936035,1.8839889764785769,1648.065686225891,48.862424492836,19.597047567367557,297.44120240211487,3.9340007305145264,0.1192409694194793,0.9473052024841307,8
2,0,10,12,129,53,393,626,1483,2946,998,637,15.635412844036695,24081,275.0,3.0,21.0,82.68089056015015,37.62019723653793,5.654296875,9.669771194458008,4.48670893907547,1888.699293136597,19.637897610664368,39.020779728889465,255.83054423332212,1.4689995050430298,0.8622648119926453,0.2300591915845871,9
0,1,9,23,143,46,484,771,1393,3733,821,456,14.658899082568809,17982,259.0,0.0,20.0,51.22639209032059,16.114636957645416,6.813664436340332,3.191227912902832,8.54602038860321,1698.1585025787354,66.11617803573608,99.34274554252625,260.02482771873474,0.7688450217247009,0.6640192866325378,0.4876798391342163,10
