param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,obj_0,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,obj_7,pareto
77.60015621773998,27.318319133972334,8.155377204057801,4.318611131326641,1.3442978440952824,1208.4442114961887,10.529553368177858,26.11855872013933,348.2676965619495,111.87416202032338,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
76.22745039823046,12.84728352033285,5.120845516588224,5.6423336350745545,7.282731069520421,1859.4886842260576,23.439786435008415,84.76722991943656,252.52399999562329,155.38334061449865,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
98.87783838607841,19.226918921761296,4.616169018608712,5.309091047365987,5.821209511544031,1323.1916999592115,7.64079921713221,93.52725059201822,288.1578135029282,170.4248070689091,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
40.59037940813788,28.93983981075603,1.5794478754764363,1.123735927634154,2.2802936453872724,1940.6553398096116,97.60858503992857,65.53722580185843,353.8366676250435,193.9810278228464,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
55.61737933217031,6.7578981140897225,7.516832533453118,9.023843292429673,9.518855897207095,1513.2158571019313,56.74498322127525,67.01851444766001,377.35776839117966,143.2777918619044,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
54.84966976852985,35.212381904067826,4.63932554693532,8.156676464792227,4.262082746356897,1269.5953224003197,65.84921110802192,98.43076866185783,249.05400109728447,155.98467531903304,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
51.43272326449573,5.678824850568503,0.7080120335812667,8.819147368142328,8.940877640507937,1517.7287270112115,30.380502637893294,45.21987774859893,366.7632189608822,181.07329329499655,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
27.237367572010182,17.61569978048971,3.4296748583319205,1.4871891912283253,1.754554597461484,1717.4234547750962,9.509463725774314,76.57048448942885,394.7930515335708,185.1140018465403,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
67.49174274117573,29.644580092445814,6.196912663191236,8.86587678590967,2.1029516041242746,1832.202053090597,30.759524358851053,97.21639225636972,322.981053023996,121.782164255331,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
48.96603960102243,25.569448845078963,6.121637725796525,6.303010365048019,0.5020168576880857,1189.5804304092057,77.19502262703605,50.72168470902848,328.9243747838873,160.71872926167057,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
29.11949776533764,44.10488042278659,4.020049463393748,4.447528985260738,6.148205116934985,1107.3647035230917,98.805033740937,87.57373567273788,253.22917365536733,189.58221998722027,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
43.541375513588804,36.175438287656014,8.261999752435074,8.70950969118542,5.828922904437881,1945.706987074581,40.3164481154052,56.89717400474991,293.96402595062517,196.12526092873833,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
40.86928690965104,41.005393506289955,8.98784551364344,0.9888012479487851,4.0596449720580114,1581.701579553924,46.302978684078134,1.5933289819438756,269.9661842603434,183.83292476253558,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
86.47340003882017,43.328113498901395,9.319837458680503,9.290769497749094,1.891592413371228,1955.3681940057631,42.12146795654799,59.4278176925425,201.35733124292017,140.21982481685902,200.0,40000.0,3000.0,200.0,40000.0,3000.0,200.0,40000.0,True
