,Unnamed: 0,Exam Group,Exam Block
0,0,1-3186,1
1,1,MLG02,16
2,2,MLG03,15
3,3,MLG06,3
4,4,1-1530,17
5,5,1-8611,14
6,6,MLG12,9
7,7,1-3026,13
8,8,1-19755,9
9,9,MLG15,8
10,10,MLG63,5
11,11,MLG08,10
12,12,1-3523,16
13,13,MLG11,12
14,14,1-3037,13
15,15,MLG14,10
16,16,1-0691,4
17,17,1-2272,6
18,18,1-5635,15
19,19,1-8165,7
20,20,1-0708,3
21,21,1-1633,1
22,22,1-6568,17
23,23,1-8567,2
24,24,MLG62,10
25,25,1-3047,4
26,26,1-8718,12
27,27,1-6569,11
28,28,1-7425,1
29,29,1-6957,11
30,30,1-1687,6
31,31,1-7462,3
32,32,1-8019,11
33,33,1-18507,1
34,34,1-3152,4
35,35,1-7901,7
36,36,1-5899,2
37,37,1-7946,17
38,38,MLG67,19
39,39,1-4766,24
40,40,MLG70,14
41,41,1-9365,24
42,42,1-7172,7
43,43,1-8681,24
44,44,1-19257,7
45,45,1-1070,4
46,46,1-3056,18
47,47,1-2292,18
48,48,1-8371,23
49,49,1-1035,5
50,50,1-7302,21
51,51,1-4011,2
52,52,MLG66,23
53,53,MLG13,8
54,54,1-6727,21
55,55,MLG61,22
56,56,MLG53,20
57,57,1-8484,20
58,58,1-0983,19
59,59,1-7460,6
60,60,1-5531,4
61,61,1-6678,24
62,62,1-3496,17
63,63,1-0916,15
64,64,1-1131,13
65,65,1-0677,21
66,66,1-8564,2
67,67,1-4394,6
68,68,1-5228,14
69,69,MLG45,19
70,70,MLG74,8
71,71,1-0918,1
72,72,MLG73,14
73,73,MLG57,20
74,74,1-7518,21
75,75,MLG50,23
76,76,MLG09,14
77,77,1-7038,15
78,78,1-7306,22
79,79,MLG33,20
80,80,1-9340,14
81,81,1-5642,8
82,82,1-3509,7
83,83,1-7402,4
84,84,1-2275,17
85,85,MLG26,19
86,86,1-1712,2
87,87,MLG65,11
88,88,1-6684,7
89,89,MLG71,11
90,90,1-1099,1
91,91,1-2742,21
92,92,1-6511,12
93,93,1-3693,22
94,94,1-9100,4
95,95,MLG68,3
96,96,MLG36,5
97,97,1-4654,1
98,98,MLG76,2
99,99,1-0917,8
100,100,1-0541,21
101,101,1-1655,1
102,102,MLG64,5
103,103,1-1005,18
104,104,1-7872,24
105,105,1-3364,2
106,106,1-0529,17
107,107,1-8121,1
108,108,1-1887,24
109,109,1-1136,5
110,110,1-1152,12
111,111,1-1166,23
112,112,1-9114,1
113,113,1-8753,18
114,114,1-3174,1
115,115,1-0598,3
116,116,1-6166,23
117,117,1-8480,4
118,118,1-7971,2
119,119,1-2485,1
120,120,MLG48,7
121,121,1-8949,10
122,122,1-3051,14
123,123,MLG52,17
124,124,MLG59,13
125,125,MLG55,6
126,126,1-18045,4
