,Unnamed: 0,Exam Group,Exam Block
127,127,MLG56,13
128,128,1-8754,14
129,129,1-3246,22
130,130,1-6501,21
131,131,MLG47,17
132,132,1-9260,3
133,133,1-4397,4
134,134,1-7057,4
135,135,1-7720,4
136,136,MLG51,2
137,137,1-8916,22
138,138,1-7993,2
139,139,1-9341,6
140,140,1-19891,11
141,141,1-12345,1
142,142,1-7187,11
143,143,1-3135,16
144,144,1-7081,4
145,145,MLG78,11
146,146,1-7539,17
147,147,1-7589,24
148,148,1-6677,1
149,149,1-7547,9
150,150,1-8228,16
151,151,MLG29,23
152,152,1-7725,1
153,153,1-3717,20
154,154,MLG83,3
155,155,1-5687,21
156,156,1-9157,15
157,157,1-8666,17
158,158,1-7107,3
159,159,1-2364,24
160,160,1-7636,19
161,161,1-8368,1
162,162,1-10960,6
163,163,1-1119,2
164,164,1-6591,15
165,165,1-9454,23
166,166,1-5696,4
167,167,1-6637,12
168,168,1-7523,7
169,169,1-7900,20
170,170,1-9276,24
171,171,1-6654,11
172,172,MLG18,13
173,173,MLG17,10
174,174,1-7733,23
175,175,MLG32,20
176,176,1-0582,1
177,177,1-19121,8
178,178,1-19068,14
179,179,1-9294,16
180,180,MLG77,14
181,181,1-1466,9
182,182,1-8678,20
183,183,MLG42,20
184,184,1-9071,2
185,185,1-9291,12
186,186,1-1176,24
187,187,1-6506,6
188,188,MLG69,16
189,189,1-0429,18
190,190,1-7625,7
191,191,MLG58,3
192,192,MLG82,24
193,193,1-6625,17
194,194,1-8628,24
195,195,1-7522,13
196,196,1-7943,4
197,197,1-6953,1
198,198,MLG30,5
199,199,1-3405,23
200,200,1-8630,20
201,201,1-4380,18
202,202,1-1367,7
203,203,1-9644,24
204,204,1-6214,16
205,205,MLG27,18
206,206,1-1514,12
207,207,1-4874,11
208,208,1-8629,4
209,209,1-6249,21
210,210,1-7488,1
211,211,1-3254,9
212,212,1-0447,23
213,213,1-9351,8
214,214,1-8087,17
215,215,1-7936,19
216,216,1-2829,12
217,217,1-19133,21
218,218,1-8986,17
219,219,1-5159,10
220,220,1-18620,20
221,221,1-10043,21
222,222,1-7403,21
223,223,1-11205,4
224,224,7W1-20421,1
225,225,1-17959,8
226,226,1-0455,18
227,227,MLG20,16
228,228,1-18412,4
229,229,1-8055,16
230,230,1-5686,10
231,231,1-9515,17
232,232,1-8058,10
233,233,1-8061,9
234,234,1-8053,21
235,235,1-10800,15
236,236,1-8702,12
237,237,1-8044,18
238,238,1-18469,12
239,239,1-8287,8
240,240,1-7332,1
241,241,1-8729,3
242,242,1-8618,16
243,243,1-11438,17
244,244,1-8177,4
245,245,1-8300,1
246,246,1-18266,16
247,247,1-5185,7
248,248,1-9542,13
249,249,1-8284,14
250,250,P1-0004,19
251,251,1-20045,1
252,252,1-10808,21
253,253,1-2432,1
254,254,1-8735,8
255,255,1-19884,18
256,256,1-7464,15
257,257,1-9040,24
258,258,MLG24,19
259,259,1-6494,18
260,260,1-8808,24
261,261,1-11189,24
262,262,1-4874,10
263,263,1-2083,13
264,264,7W1-8534,21
265,265,1-18635,8
266,266,1-8973,4
267,267,1-8057,24
268,268,1-5287,8
269,269,1-18956,17
270,270,1-6492,11
271,271,1-20068,8
272,272,1-3302,20
273,273,1-1025,4
274,274,1-1964,2
275,275,1-8951,20
276,276,1-8135,8
277,277,1-8537,4
278,278,1-7348,24
279,279,1-8750,24
280,280,1-5568,2
281,281,1-3075,1
282,282,MLG37,22
283,283,1-18816,24
284,284,1-8545,11
285,285,1-7656,6
286,286,1-7723,16
287,287,1-3477,7
288,288,7W1-12374,24
289,289,1-11045,4
290,290,1-7809,16
291,291,1-7326,1
292,292,1-7418,3
293,293,1-8711,16
294,294,1-8834,18
295,295,1-0984,3
296,296,1-3489,4
297,297,1-7622,4
298,298,1-3081,10
299,299,1-3469,12
300,300,MLG01,21
301,301,MLG35,9
302,302,MLG31,20
303,303,1-3077,24
304,304,1-7581,6
305,305,1-1047,9
306,306,1-6101,6
307,307,1-7579,3
308,308,1-19093,22
309,309,1-10018,17
310,310,1-0454,4
311,311,1-2006,24
312,312,MLG43,13
313,313,1-0754,23
314,314,1-8765,7
315,315,1-7390,4
316,316,1-0584,24
317,317,1-7899,20
318,318,1-6764,17
319,319,1-7655,8
320,320,1-11209,15
321,321,1-9543,13
322,322,1-9063,7
323,323,1-8924,3
324,324,1-8859,21
325,325,1-8497,2
326,326,1-2699,9
327,327,1-8613,9
328,328,1-5109,24
329,329,1-8990,16
330,330,1-6737,18
331,331,1-6835,3
332,332,1-17970,18
333,333,1-3216,21
334,334,1-18987,24
335,335,1-6543,21
336,336,1-3162,19
337,337,1-11132,1
338,338,1-18973,4
339,339,1-8853,4
340,340,1-3491,1
341,341,7W2-19692,19
342,342,1-3079,4
343,343,7W1-0102,10
344,344,1-18435,21
345,345,1-7870,7
346,346,1-1763,1
347,347,1-4776,15
348,348,1-3257,9
349,349,1-9499,21
350,350,1-8864,19
351,351,1-10981,20
352,352,1-7456,20
353,353,1-0363,4
354,354,1-18794,23
355,355,1-6661,24
356,356,1-8126,1
357,357,1-7883,4
358,358,1-5515,22
359,359,1-9217,3
360,360,1-7429,4
361,361,1-7781,21
362,362,1-6721,3
363,363,1-0997,24
364,364,1-20100,22
365,365,MLG22,23
366,366,1-9285,10
367,367,1-10294,17
368,368,1-5537,24
369,369,1-6168,7
370,370,1-9253,9
371,371,1-6199,20
372,372,7W2-0103,14
373,373,1-19109,1
374,374,1-7647,9
375,375,1-7486,7
376,376,1-3356,4
377,377,1-9399,21
378,378,1-8023,2
379,379,1-7484,10
380,380,MLG40,10
381,381,1-8187,9
382,382,1-6029,21
383,383,1-20077,21
384,384,1-8928,11
385,385,1-3472,24
386,386,1-6554,22
387,387,1-7499,19
388,388,1-9601,1
389,389,1-18869,24
390,390,1-8766,12
391,391,1-7575,1
392,392,1-5655,24
393,393,1-9182,12
394,394,1-9436,11
395,395,1-3300,11
396,396,1-20138,1
397,397,1-7449,9
398,398,1-7776,18
399,399,1-10042,9
400,400,1-7567,14
401,401,MLG38,11
402,402,1-7301,3
403,403,1-8691,21
404,404,1-5819,24
405,405,1-18927,8
406,406,1-6496,1
407,407,1-19851,10
408,408,1-10305,24
409,409,1-9123,19
410,410,7W2-12806,1
411,411,1-8914,4
412,412,MLG28,20
413,413,1-0295,5
414,414,1-7453,24
415,415,1-11388,22
416,416,1-18370,22
417,417,1-11522,18
418,418,1-6559,18
419,419,1-1958,12
420,420,1-9121,12
421,421,1-11523,23
422,422,1-7621,24
423,423,1-7987,4
424,424,1-8186,18
425,425,1-9135,7
426,426,1-6558,19
427,427,1-9115,3
428,428,1-8162,22
429,429,1-10919,1
430,430,1-9287,16
431,431,1-17969,20
432,432,1-1636,17
433,433,1-6533,1
434,434,1-7770,24
435,435,1-20040,2
436,436,1-11026,7
437,437,1-11533,23
438,438,1-9245,2
439,439,1-2192,1
440,440,1-9232,18
441,441,1-7476,24
442,442,1-7564,1
443,443,1-9396,8
444,444,1-10725,14
445,445,1-20081,4
446,446,1-9586,2
447,447,1-9458,20
448,448,1-5154,8
449,449,1-7467,1
450,450,1-5221,13
451,451,1-7715,19
452,452,1-8747,20
453,453,1-7753,6
454,454,1-19987,18
455,455,1-17979,15
456,456,1-20065,1
457,457,1-1959,1
458,458,1-9473,17
459,459,1-11121,1
460,460,1-8291,1
461,461,1-9548,14
462,462,1-19627,2
463,463,1-3371,22
464,464,1-9197,24
465,465,1-9225,12
466,466,1-1067,10
467,467,1-3182,1
468,468,1-8062,2
469,469,1-9412,18
470,470,1-18952,1
471,471,MLG04,1
472,472,1-7430,3
473,473,1-8981,11
474,474,1-4136,16
475,475,1-19108,1
476,476,1-3733,24
477,477,1-9316,9
478,478,1-8039,4
479,479,1-7910,20
480,480,1-7083,9
481,481,P1-17272,14
482,482,1-9522,3
483,483,1-9267,23
484,484,1-9203,3
485,485,1-7444,24
486,486,1-7146,12
487,487,1-7737,17
488,488,1-2322,13
489,489,1-3141,8
490,490,1-7297,20
491,491,1-6816,23
492,492,1-20046,3
493,493,1-7472,7
494,494,1-2318,20
495,495,1-10823,19
496,496,1-0487,24
497,497,1-3301,16
498,498,1-9259,15
499,499,1-9411,1
500,500,1-3631,16
501,501,1-0337,24
502,502,1-8090,18
503,503,1-8753,1
504,504,1-7721,22
505,505,1-7712,17
506,506,1-19859,13
507,507,1-5271,11
508,508,MLG25,24
509,509,1-2523,18
510,510,MLG05,24
511,511,P1-6891,9
512,512,1-17965,14
513,513,1-5140,12
514,514,1-9095,7
515,515,1-18770,23
516,516,1-8242,6
517,517,1-20780,3
518,518,1-0305,5
519,519,1-6608,8
520,520,1-10882,24
521,521,1-3727,20
522,522,1-5314,2
523,523,1-17927,14
524,524,1-10952,8
525,525,1-6015,18
526,526,1-11534,23
527,527,1-2429,1
528,528,1-9318,24
529,529,1-19069,18
530,530,1-3099,12
531,531,1-3702,4
532,532,1-9584,19
533,533,1-7707,11
534,534,1-4413,1
535,535,1-5965,20
536,536,1-3699,1
537,537,1-3369,4
538,538,1-7178,1
539,539,1-4609,12
540,540,1-3117,12
541,541,1-18369,21
542,542,1-7711,19
543,543,1-9466,3
544,544,1-9600,21
545,545,1-8940,9
546,546,1-3370,14
547,547,1-21411,7
548,548,1-19192,24
549,549,1-7870,7
550,550,1-7834,15
551,551,1-9935,1
552,552,1-9230,7
553,553,1-3309,2
554,554,1-9621,3
555,555,1-3142,24
556,556,1-7886,1
557,557,1-9643,3
558,558,1-10622,15
559,559,1-10217,7
560,560,1-5303,6
561,561,1-3100,1
562,562,1-5304,7
563,563,1-19989,1
564,564,1-19067,4
565,565,1-5873,3
566,566,1-8899,1
567,567,1-7356,10
568,568,1-3734,7
569,569,1-20124,19
570,570,1-5199,1
571,571,1-21180,1
572,572,1-9486,1
573,573,1-3380,1
574,574,1-5146,1
575,575,1-9133,1
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,1
580,580,1-20283,7
