,Unnamed: 0,Exam Group,Exam Block
411,411,1-8914,3
412,412,MLG28,24
413,413,1-0295,1
414,414,1-7453,20
415,415,1-11388,11
416,416,1-18370,24
417,417,1-11522,23
418,418,1-6559,24
419,419,1-1958,21
420,420,1-9121,1
421,421,1-11523,4
422,422,1-7621,10
423,423,1-7987,3
424,424,1-8186,14
425,425,1-9135,24
426,426,1-6558,4
427,427,1-9115,3
428,428,1-8162,20
429,429,1-10919,1
430,430,1-9287,12
431,431,1-17969,21
432,432,1-1636,13
433,433,1-6533,1
434,434,1-7770,1
435,435,1-20040,18
436,436,1-11026,6
437,437,1-11533,21
438,438,1-9245,12
439,439,1-2192,24
440,440,1-9232,19
441,441,1-7476,1
442,442,1-7564,1
443,443,1-9396,21
444,444,1-10725,24
445,445,1-20081,5
446,446,1-9586,3
447,447,1-9458,1
448,448,1-5154,6
449,449,1-7467,1
450,450,1-5221,22
451,451,1-7715,24
452,452,1-8747,24
453,453,1-7753,1
454,454,1-19987,9
455,455,1-17979,20
456,456,1-20065,18
457,457,1-1959,1
458,458,1-9473,4
459,459,1-11121,1
460,460,1-8291,1
461,461,1-9548,11
462,462,1-19627,4
463,463,1-3371,23
464,464,1-9197,24
465,465,1-9225,23
466,466,1-1067,12
467,467,1-3182,1
468,468,1-8062,14
469,469,1-9412,23
470,470,1-18952,12
471,471,MLG04,6
472,472,1-7430,3
473,473,1-8981,8
474,474,1-4136,9
475,475,1-19108,3
476,476,1-3733,24
477,477,1-9316,16
478,478,1-8039,16
479,479,1-7910,6
480,480,1-7083,22
481,481,P1-17272,17
482,482,1-9522,8
483,483,1-9267,24
484,484,1-9203,3
485,485,1-7444,1
486,486,1-7146,16
487,487,1-7737,24
488,488,1-2322,15
489,489,1-3141,2
490,490,1-7297,24
491,491,1-6816,8
492,492,1-20046,1
493,493,1-7472,3
494,494,1-2318,9
495,495,1-10823,24
496,496,1-0487,1
497,497,1-3301,11
498,498,1-9259,13
499,499,1-9411,1
500,500,1-3631,24
501,501,1-0337,13
502,502,1-8090,7
503,503,1-8753,13
504,504,1-7721,21
505,505,1-7712,21
506,506,1-19859,19
507,507,1-5271,5
508,508,MLG25,24
509,509,1-2523,1
510,510,MLG05,16
511,511,P1-6891,24
512,512,1-17965,21
513,513,1-5140,4
514,514,1-9095,7
515,515,1-18770,21
516,516,1-8242,21
517,517,1-20780,3
518,518,1-0305,4
519,519,1-6608,9
520,520,1-10882,1
521,521,1-3727,14
522,522,1-5314,23
523,523,1-17927,6
524,524,1-10952,7
525,525,1-6015,18
526,526,1-11534,24
527,527,1-2429,1
528,528,1-9318,16
529,529,1-19069,13
530,530,1-3099,7
531,531,1-3702,1
532,532,1-9584,16
533,533,1-7707,8
534,534,1-4413,1
535,535,1-5965,1
536,536,1-3699,1
537,537,1-3369,3
538,538,1-7178,1
539,539,1-4609,6
540,540,1-3117,24
541,541,1-18369,10
542,542,1-7711,1
543,543,1-9466,17
544,544,1-9600,20
545,545,1-8940,17
546,546,1-3370,1
547,547,1-21411,13
548,548,1-19192,13
549,549,1-7870,6
550,550,1-7834,14
551,551,1-9935,1
552,552,1-9230,9
553,553,1-3309,17
554,554,1-9621,3
555,555,1-3142,18
556,556,1-7886,1
557,557,1-9643,11
558,558,1-10622,9
559,559,1-10217,10
560,560,1-5303,3
561,561,1-3100,17
562,562,1-5304,6
563,563,1-19989,1
564,564,1-19067,3
565,565,1-5873,3
566,566,1-8899,1
567,567,1-7356,6
568,568,1-3734,11
569,569,1-20124,14
570,570,1-5199,1
571,571,1-21180,3
572,572,1-9486,1
573,573,1-3380,1
574,574,1-5146,1
575,575,1-9133,1
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,12
580,580,1-20283,7
