,Unnamed: 0,Exam Group,Exam Block
0,0,1-3186,1
1,1,MLG02,5
2,2,MLG03,6
3,3,MLG06,18
4,4,1-1530,13
5,5,1-8611,11
6,6,MLG12,9
7,7,1-3026,15
8,8,1-19755,9
9,9,MLG15,10
10,10,MLG63,4
11,11,MLG08,8
12,12,1-3523,6
13,13,MLG11,2
14,14,1-3037,15
15,15,MLG14,8
16,16,1-0691,3
17,17,1-2272,18
18,18,1-5635,14
19,19,1-8165,17
20,20,1-0708,18
21,21,1-1633,1
22,22,1-6568,13
23,23,1-8567,12
24,24,MLG62,10
25,25,1-3047,3
26,26,1-8718,2
27,27,1-6569,7
28,28,1-7425,1
29,29,1-6957,7
30,30,1-1687,11
31,31,1-7462,2
32,32,1-8019,7
33,33,1-18507,1
34,34,1-3152,3
35,35,1-7901,17
36,36,1-5899,12
37,37,1-7946,13
38,38,MLG67,14
39,39,1-4766,16
40,40,MLG70,14
41,41,1-9365,16
42,42,1-7172,5
43,43,1-8681,16
44,44,1-19257,18
45,45,1-1070,3
46,46,1-3056,2
47,47,1-2292,17
48,48,1-8371,4
49,49,1-1035,4
50,50,1-7302,5
51,51,1-4011,10
52,52,MLG66,16
53,53,MLG13,23
54,54,1-6727,20
55,55,MLG61,21
56,56,MLG53,23
57,57,1-8484,7
58,58,1-0983,13
59,59,1-7460,11
60,60,1-5531,3
61,61,1-6678,16
62,62,1-3496,13
63,63,1-0916,14
64,64,1-1131,15
65,65,1-0677,19
66,66,1-8564,24
67,67,1-4394,7
68,68,1-5228,20
69,69,MLG45,24
70,70,MLG74,10
71,71,1-0918,21
72,72,MLG73,2
73,73,MLG57,20
74,74,1-7518,11
75,75,MLG50,23
76,76,MLG09,22
77,77,1-7038,6
78,78,1-7306,21
79,79,MLG33,24
80,80,1-9340,11
81,81,1-5642,10
82,82,1-3509,6
83,83,1-7402,3
84,84,1-2275,24
85,85,MLG26,19
86,86,1-1712,22
87,87,MLG65,7
88,88,1-6684,14
89,89,MLG71,1
90,90,1-1099,6
91,91,1-2742,20
92,92,1-6511,23
93,93,1-3693,21
94,94,1-9100,3
95,95,MLG68,3
96,96,MLG36,24
97,97,1-4654,1
98,98,MLG76,14
99,99,1-0917,22
100,100,1-0541,19
101,101,1-1655,1
102,102,MLG64,4
103,103,1-1005,22
104,104,1-7872,16
105,105,1-3364,12
106,106,1-0529,13
107,107,1-8121,1
108,108,1-1887,16
109,109,1-1136,19
110,110,1-1152,19
111,111,1-1166,9
112,112,1-9114,1
113,113,1-8753,8
114,114,1-3174,1
115,115,1-0598,18
116,116,1-6166,22
117,117,1-8480,21
118,118,1-7971,12
119,119,1-2485,1
120,120,MLG48,13
121,121,1-8949,20
122,122,1-3051,11
123,123,MLG52,17
124,124,MLG59,23
125,125,MLG55,4
126,126,1-18045,3
127,127,MLG56,14
128,128,1-8754,11
129,129,1-3246,21
130,130,1-6501,24
131,131,MLG47,16
132,132,1-9260,18
133,133,1-4397,3
134,134,1-7057,20
135,135,1-7720,3
136,136,MLG51,10
137,137,1-8916,16
138,138,1-7993,12
139,139,1-9341,24
140,140,1-19891,7
141,141,1-12345,1
142,142,1-7187,9
143,143,1-3135,5
144,144,1-7081,3
145,145,MLG78,23
146,146,1-7539,24
147,147,1-7589,15
148,148,1-6677,1
149,149,1-7547,8
150,150,1-8228,20
151,151,MLG29,20
152,152,1-7725,1
153,153,1-3717,7
154,154,MLG83,19
155,155,1-5687,23
156,156,1-9157,10
157,157,1-8666,13
158,158,1-7107,19
159,159,1-2364,16
160,160,1-7636,9
161,161,1-8368,1
162,162,1-10960,11
163,163,1-1119,8
164,164,1-6591,17
165,165,1-9454,15
166,166,1-5696,4
167,167,1-6637,16
168,168,1-7523,13
169,169,1-7900,9
170,170,1-9276,7
171,171,1-6654,1
172,172,MLG18,24
173,173,MLG17,6
174,174,1-7733,17
175,175,MLG32,4
176,176,1-0582,19
177,177,1-19121,10
178,178,1-19068,10
179,179,1-9294,22
180,180,MLG77,10
181,181,1-1466,8
182,182,1-8678,7
183,183,MLG42,24
184,184,1-9071,8
185,185,1-9291,21
186,186,1-1176,1
187,187,1-6506,1
188,188,MLG69,12
189,189,1-0429,5
190,190,1-7625,6
191,191,MLG58,18
192,192,MLG82,24
193,193,1-6625,13
194,194,1-8628,7
195,195,1-7522,7
196,196,1-7943,1
197,197,1-6953,1
198,198,MLG30,24
199,199,1-3405,1
200,200,1-8630,4
201,201,1-4380,5
202,202,1-1367,14
203,203,1-9644,2
204,204,1-6214,3
205,205,MLG27,24
206,206,1-1514,24
207,207,1-4874,9
208,208,1-8629,3
209,209,1-6249,12
210,210,1-7488,1
211,211,1-3254,9
212,212,1-0447,22
213,213,1-9351,24
214,214,1-8087,23
215,215,1-7936,23
216,216,1-2829,5
217,217,1-19133,21
218,218,1-8986,14
219,219,1-5159,1
220,220,1-18620,8
221,221,1-10043,19
222,222,1-7403,23
223,223,1-11205,3
224,224,7W1-20421,1
225,225,1-17959,24
226,226,1-0455,1
227,227,MLG20,22
228,228,1-18412,3
229,229,1-8055,15
230,230,1-5686,9
231,231,1-9515,5
232,232,1-8058,6
233,233,1-8061,6
234,234,1-8053,20
235,235,1-10800,10
236,236,1-8702,2
237,237,1-8044,23
238,238,1-18469,18
239,239,1-8287,6
240,240,1-7332,13
241,241,1-8729,24
242,242,1-8618,17
243,243,1-11438,24
244,244,1-8177,4
245,245,1-8300,1
246,246,1-18266,6
247,247,1-5185,22
248,248,1-9542,15
249,249,1-8284,20
250,250,P1-0004,7
251,251,1-20045,11
252,252,1-10808,21
253,253,1-2432,12
254,254,1-8735,1
255,255,1-19884,5
256,256,1-7464,16
257,257,1-9040,16
258,258,MLG24,24
259,259,1-6494,23
260,260,1-8808,9
261,261,1-11189,17
262,262,1-4874,3
263,263,1-2083,15
264,264,7W1-8534,20
265,265,1-18635,2
266,266,1-8973,3
267,267,1-8057,9
268,268,1-5287,21
269,269,1-18956,24
270,270,1-6492,16
271,271,1-20068,22
272,272,1-3302,2
273,273,1-1025,3
274,274,1-1964,12
275,275,1-8951,5
276,276,1-8135,6
277,277,1-8537,3
278,278,1-7348,15
279,279,1-8750,8
280,280,1-5568,12
281,281,1-3075,11
282,282,MLG37,19
283,283,1-18816,9
284,284,1-8545,13
285,285,1-7656,14
286,286,1-7723,13
287,287,1-3477,24
288,288,7W1-12374,17
289,289,1-11045,3
290,290,1-7809,1
291,291,1-7326,12
292,292,1-7418,1
293,293,1-8711,7
294,294,1-8834,24
295,295,1-0984,20
296,296,1-3489,9
297,297,1-7622,6
298,298,1-3081,21
299,299,1-3469,13
300,300,MLG01,17
301,301,MLG35,24
302,302,MLG31,24
303,303,1-3077,1
304,304,1-7581,1
305,305,1-1047,1
306,306,1-6101,14
307,307,1-7579,3
308,308,1-19093,20
309,309,1-10018,17
310,310,1-0454,23
311,311,1-2006,9
312,312,MLG43,23
313,313,1-0754,16
314,314,1-8765,1
315,315,1-7390,4
316,316,1-0584,19
317,317,1-7899,12
318,318,1-6764,13
319,319,1-7655,15
320,320,1-11209,24
321,321,1-9543,3
322,322,1-9063,6
323,323,1-8924,3
324,324,1-8859,15
325,325,1-8497,22
326,326,1-2699,16
327,327,1-8613,1
328,328,1-5109,9
329,329,1-8990,12
330,330,1-6737,6
331,331,1-6835,3
332,332,1-17970,23
333,333,1-3216,20
334,334,1-18987,24
335,335,1-6543,11
336,336,1-3162,7
337,337,1-11132,1
338,338,1-18973,19
339,339,1-8853,1
340,340,1-3491,1
341,341,7W2-19692,24
342,342,1-3079,14
343,343,7W1-0102,1
344,344,1-18435,2
345,345,1-7870,20
346,346,1-1763,1
347,347,1-4776,6
348,348,1-3257,10
349,349,1-9499,20
350,350,1-8864,24
351,351,1-10981,19
352,352,1-7456,5
353,353,1-0363,3
354,354,1-18794,16
355,355,1-6661,21
356,356,1-8126,1
357,357,1-7883,10
358,358,1-5515,21
359,359,1-9217,19
360,360,1-7429,21
361,361,1-7781,20
362,362,1-6721,24
363,363,1-0997,11
364,364,1-20100,21
365,365,MLG22,2
366,366,1-9285,24
367,367,1-10294,21
368,368,1-5537,16
369,369,1-6168,18
370,370,1-9253,24
371,371,1-6199,6
372,372,7W2-0103,18
373,373,1-19109,1
374,374,1-7647,4
375,375,1-7486,16
376,376,1-3356,4
377,377,1-9399,19
378,378,1-8023,3
379,379,1-7484,24
380,380,MLG40,8
381,381,1-8187,6
382,382,1-6029,24
383,383,1-20077,24
384,384,1-8928,10
385,385,1-3472,9
386,386,1-6554,19
387,387,1-7499,9
388,388,1-9601,1
389,389,1-18869,15
390,390,1-8766,21
391,391,1-7575,2
392,392,1-5655,16
393,393,1-9182,13
394,394,1-9436,8
395,395,1-3300,23
396,396,1-20138,4
397,397,1-7449,21
398,398,1-7776,17
399,399,1-10042,15
400,400,1-7567,14
401,401,MLG38,8
402,402,1-7301,23
403,403,1-8691,24
404,404,1-5819,16
405,405,1-18927,5
406,406,1-6496,1
407,407,1-19851,1
408,408,1-10305,23
409,409,1-9123,21
410,410,7W2-12806,20
