Exam Group,Exam Block
1R-3186,1
MLG02,14
MLG03,15
MLG06,4
1R-1530C,16
1R-8611,3
MLG12,9
1R-3026,18
1R-19755,9
MLG15,7
MLG63,13
MLG08,7
1R-3523,14
MLG11,8
1R-3037,2
MLG14,17
1R-0691C,17
1R-2272C,4
1R-5635C,15
1R-8165C,11
1R-0708C,4
1R-1633C,1
1R-6568,16
1R-8567C,6
MLG62,12
1R-3047,12
1R-8718C,18
1R-6569,10
1R-7425C,1
1R-6957,10
1R-1687,3
1R-7462C,18
1R-8019C,10
1R-18507,5
1R-3152,6
1R-7901C,11
1R-5899C,6
1R-7946C,16
MLG67,5
1R-4766C,14
MLG70,5
1R-9365,14
1R-7172C,11
1R-8681,8
1R-19257,4
1R-1070C,13
1R-3056,18
1R-2292C,10
1R-8371,13
1R-1035,8
1R-7302,23
1R-4011C,24
MLG66,13
MLG13,7
1R-6727,24
MLG61,19
MLG53,23
1R-8484,21
1R-0983C,24
1R-7460C,21
1R-5531C,21
1R-6678,4
1R-3496,23
1R-0916C,22
1R-1131C,2
1R-0677C,20
1R-8564C,6
1R-4394,10
1R-5228,3
MLG45,20
MLG74,6
1R-0918C,1
MLG73,18
MLG57,7
1R-7518C,10
MLG50,14
MLG09,17
1R-7038,2
1R-7306C,19
MLG33,20
1R-9340C,21
1R-5642C,10
1R-3509,14
1R-7402C,20
1R-2275,22
MLG26,20
1R-1712,24
MLG65,21
1R-6684,16
MLG71,7
1R-1099C,1
1R-2742C,5
1R-6511,8
1R-3693,19
1R-9100C,12
MLG68,19
MLG36,22
1R-4654C,1
MLG76,24
1R-0917C,11
1R-0541C,24
1R-1655,1
MLG64,15
1R-1005,9
1R-7872,22
1R-3364,24
1R-0529C,11
1R-8121C,1
1R-1887,5
1R-1136,3
1R-1152,18
1R-1166,9
1R-9114C,1
1R-8753,10
1R-3174C,1
1R-0598C,4
1R-6166C,21
1R-8480,2
1R-7971,6
1R-2485C,1
MLG48,16
1R-8949C,7
1R-3051,21
MLG52,22
MLG59,21
MLG55,11
1R-18045,17
MLG56,2
1R-8754,3
1R-3246C,19
1R-6501,24
MLG47,24
1R-9260C,4
1R-4397,12
1R-7057,17
1R-7720C,12
MLG51,19
1R-8916C,14
1R-7993C,6
1R-9341C,24
1R-19891,10
1R-12345,1
1R-7187,9
1R-3135,14
1R-7081C,17
MLG78,19
1R-7539C,24
1R-7589C,13
1R-6677,1
1R-7547C,11
1R-8228C,17
MLG29,20
1R-7725C,1
1R-3717,10
MLG83,20
1R-5687C,12
1R-9157C,14
1R-8666,16
1R-7107,18
1R-2364C,15
1R-7636C,10
1R-8368C,1
1R-10960,3
1R-1119,22
1R-6591,21
1R-9454C,14
1R-5696C,13
1R-6637,3
1R-7523,16
1R-7900C,18
1R-9276C,14
1R-6654,7
MLG18,2
MLG17,7
1R-7733,4
MLG32,20
1R-0582C,1
1R-19121,6
1R-19068,24
1R-9294C,22
MLG77,4
1R-1466C,6
1R-8678,10
MLG42,20
1R-9071C,6
1R-9291C,21
1R-1176,1
1R-6506,13
MLG69,24
1R-0429C,10
1R-7625C,7
MLG58,7
MLG82,5
1R-6625,3
1R-8628,10
1R-7522,10
1R-7943,1
1R-6953,7
MLG30,20
1R-3405,1
1R-8630,13
1R-4380C,21
1R-1367C,23
1R-9644,13
1R-6214C,17
MLG27,6
1R-1514C,23
1R-4874C,18
1R-8629,7
1R-6249C,9
1R-7488C,1
1R-3254,9
1R-0447C,3
1R-9351,2
1R-8087C,16
1R-7936C,2
1R-2829,7
1R-19133,7
1R-8986,24
1R-5159C,1
1R-18620,4
1R-10043,6
1R-7403C,3
1R-11205,13
7W1-20421,1
1R-17959,6
1R-0455C,10
MLG20,12
1R-18412,17
1R-8055,24
1R-5686C,10
1R-9515C,18
1R-8058,10
1R-8061,24
1R-8053,19
1R-10800,24
1R-8702C,18
1R-8044,16
1R-18469,21
1R-8287,9
1R-7332C,24
1R-8729,24
1R-8618,22
1R-11438,23
1R-8177C,24
1R-8300,20
1R-18266,17
1R-5185C,7
1R-9542C,20
1R-8284C,4
PR1-0004C,23
1R-20045,1
1R-10808,1
1R-2432C,24
1R-8735,10
1R-19884,8
1R-7464C,4
1R-9040C,11
MLG24,6
1R-6494,21
1R-8808C,22
1R-11189,14
1R-4874,17
1R-2083,23
7W1-8534,21
1R-18635,2
1R-8973C,7
1R-8057,8
1R-5287C,21
1R-18956,15
1R-6492,10
1R-20068,16
1R-3302,18
1R-1025,10
1R-1964C,23
1R-8951,6
1R-8135C,24
1R-8537,16
1R-7348C,14
1R-8750C,15
1R-5568C,24
1R-3075,4
MLG37,20
1R-18816,1
1R-8545,24
1R-7656C,14
1R-7723C,16
1R-3477,7
7W1-12374,4
1R-11045,20
1R-7809C,1
1R-7326,7
1R-7418C,24
1R-8711C,10
1R-8834C,24
1R-0984C,23
1R-3489,16
1R-7622C,17
1R-3081,24
1R-3469,21
MLG01,21
MLG35,22
MLG31,19
1R-3077,1
1R-7581C,10
1R-1047,1
1R-6101C,12
1R-7579C,19
1R-19093,6
1R-10018,24
1R-0454C,21
1R-2006,20
MLG43,2
1R-0754C,13
1R-8765,13
1R-7390C,20
1R-0584C,21
1R-7899C,24
1R-6764,6
1R-7655C,16
1R-11209,22
1R-9543C,9
1R-9063,11
1R-8924C,21
1R-8859C,4
1R-8497C,22
1R-2699,1
1R-8613,24
1R-5109C,15
1R-8990,22
1R-6737,16
1R-6835,13
1R-17970,8
1R-3216,13
1R-18987,19
1R-6543,12
1R-3162,5
1R-11132,1
1R-18973,19
1R-8853C,24
1R-3491,12
7W2-19692,23
1R-3079,13
7W1-0102C,18
1R-18435,18
1R-7870,4
1R-1763,1
1R-4776,18
1R-3257,9
1R-9499C,21
1R-8864C,22
1R-10981,18
1R-7456C,8
1R-0363C,4
1R-18794,15
1R-6661,15
1R-8126C,1
1R-7883,13
1R-5515,24
1R-9217C,4
1R-7429C,13
1R-7781C,14
1R-6721,1
1R-0997C,24
1R-20100,17
MLG22,19
1R-9285C,2
1R-10294,16
1R-5537C,21
1R-6168C,9
1R-9253,23
1R-6199C,5
7W2-0103C,21
1R-19109,4
1R-7647C,9
1R-7486C,4
1R-3356,5
1R-9399C,19
1R-8023,24
1R-7484C,12
MLG40,22
1R-8187C,6
1R-6029,21
1R-20077,20
