,Unnamed: 0,Exam Group,Exam Block
0,0,1-3186,1
1,1,MLG02,16
2,2,MLG03,15
3,3,MLG06,3
4,4,1-1530,17
5,5,1-8611,14
6,6,MLG12,9
7,7,1-3026,8
8,8,1-19755,9
9,9,MLG15,2
10,10,MLG63,4
11,11,MLG08,11
12,12,1-3523,15
13,13,MLG11,7
14,14,1-3037,8
15,15,MLG14,11
16,16,1-0691,13
17,17,1-2272,14
18,18,1-5635,10
19,19,1-8165,12
20,20,1-0708,13
21,21,1-1633,1
22,22,1-6568,17
23,23,1-8567,6
24,24,MLG62,11
25,25,1-3047,13
26,26,1-8718,5
27,27,1-6569,3
28,28,1-7425,1
29,29,1-6957,3
30,30,1-1687,14
31,31,1-7462,5
32,32,1-8019,2
33,33,1-18507,1
34,34,1-3152,6
35,35,1-7901,12
36,36,1-5899,6
37,37,1-7946,17
38,38,MLG67,10
39,39,1-4766,10
40,40,MLG70,16
41,41,1-9365,10
42,42,1-7172,16
43,43,1-8681,10
44,44,1-19257,12
45,45,1-1070,13
46,46,1-3056,5
47,47,1-2292,12
48,48,1-8371,4
49,49,1-1035,13
50,50,1-7302,16
51,51,1-4011,6
52,52,MLG66,4
53,53,MLG13,7
54,54,1-6727,6
55,55,MLG61,4
56,56,MLG53,7
57,57,1-8484,2
58,58,1-0983,17
59,59,1-7460,14
60,60,1-5531,13
61,61,1-6678,3
62,62,1-3496,17
63,63,1-0916,10
64,64,1-1131,8
65,65,1-0677,20
66,66,1-8564,18
67,67,1-4394,19
68,68,1-5228,21
69,69,MLG45,23
70,70,MLG74,22
71,71,1-0918,1
72,72,MLG73,24
73,73,MLG57,21
74,74,1-7518,2
75,75,MLG50,10
76,76,MLG09,18
77,77,1-7038,15
78,78,1-7306,22
79,79,MLG33,24
80,80,1-9340,15
81,81,1-5642,3
82,82,1-3509,12
83,83,1-7402,13
84,84,1-2275,18
85,85,MLG26,24
86,86,1-1712,6
87,87,MLG65,21
88,88,1-6684,4
89,89,MLG71,8
90,90,1-1099,19
91,91,1-2742,21
92,92,1-6511,19
93,93,1-3693,13
94,94,1-9100,13
95,95,MLG68,1
96,96,MLG36,22
97,97,1-4654,1
98,98,MLG76,22
99,99,1-0917,23
100,100,1-0541,20
101,101,1-1655,1
102,102,MLG64,24
103,103,1-1005,24
104,104,1-7872,4
105,105,1-3364,6
106,106,1-0529,17
107,107,1-8121,1
108,108,1-1887,19
109,109,1-1136,24
110,110,1-1152,5
111,111,1-1166,9
112,112,1-9114,1
113,113,1-8753,3
114,114,1-3174,1
115,115,1-0598,3
116,116,1-6166,14
117,117,1-8480,8
118,118,1-7971,18
119,119,1-2485,14
120,120,MLG48,24
121,121,1-8949,4
122,122,1-3051,14
123,123,MLG52,17
124,124,MLG59,7
125,125,MLG55,23
126,126,1-18045,13
