,Unnamed: 0,Exam Group,Exam Block
0,0,1-3186,1
1,1,MLG02,14
2,2,MLG03,15
3,3,MLG06,4
4,4,1-1530,16
5,5,1-8611,3
6,6,MLG12,9
7,7,1-3026,18
8,8,1-19755,9
9,9,MLG15,7
10,10,MLG63,13
11,11,MLG08,7
12,12,1-3523,14
13,13,MLG11,8
14,14,1-3037,2
15,15,MLG14,17
16,16,1-0691,12
17,17,1-2272,3
18,18,1-5635,6
19,19,1-8165,5
20,20,1-0708,4
21,21,1-1633,1
22,22,1-6568,16
23,23,1-8567,11
24,24,MLG62,7
25,25,1-3047,12
26,26,1-8718,18
27,27,1-6569,10
28,28,1-7425,1
29,29,1-6957,10
30,30,1-1687,3
31,31,1-7462,18
32,32,1-8019,10
33,33,1-18507,5
34,34,1-3152,11
35,35,1-7901,5
36,36,1-5899,11
37,37,1-7946,16
38,38,MLG67,6
39,39,1-4766,6
40,40,MLG70,6
41,41,1-9365,6
42,42,1-7172,14
43,43,1-8681,8
44,44,1-19257,15
45,45,1-1070,13
46,46,1-3056,18
47,47,1-2292,10
48,48,1-8371,13
49,49,1-1035,12
50,50,1-7302,14
51,51,1-4011,11
52,52,MLG66,17
53,53,MLG13,7
54,54,1-6727,11
55,55,MLG61,13
56,56,MLG53,8
57,57,1-8484,10
58,58,1-0983,16
59,59,1-7460,3
60,60,1-5531,12
61,61,1-6678,4
62,62,1-3496,21
63,63,1-0916,6
64,64,1-1131,19
65,65,1-0677,22
66,66,1-8564,11
67,67,1-4394,2
68,68,1-5228,3
69,69,MLG45,19
70,70,MLG74,15
71,71,1-0918,1
72,72,MLG73,24
73,73,MLG57,8
74,74,1-7518,3
75,75,MLG50,6
76,76,MLG09,8
77,77,1-7038,15
78,78,1-7306,2
79,79,MLG33,19
80,80,1-9340,5
81,81,1-5642,7
82,82,1-3509,5
83,83,1-7402,12
84,84,1-2275,16
85,85,MLG26,21
86,86,1-1712,11
87,87,MLG65,13
88,88,1-6684,21
89,89,MLG71,6
90,90,1-1099,1
91,91,1-2742,24
92,92,1-6511,8
93,93,1-3693,12
94,94,1-9100,12
95,95,MLG68,21
96,96,MLG36,22
97,97,1-4654,1
98,98,MLG76,20
99,99,1-0917,21
100,100,1-0541,24
101,101,1-1655,1
102,102,MLG64,20
103,103,1-1005,21
104,104,1-7872,21
105,105,1-3364,11
106,106,1-0529,3
107,107,1-8121,1
108,108,1-1887,17
109,109,1-1136,24
110,110,1-1152,18
111,111,1-1166,24
112,112,1-9114,1
113,113,1-8753,22
114,114,1-3174,16
115,115,1-0598,24
116,116,1-6166,21
117,117,1-8480,2
118,118,1-7971,23
119,119,1-2485,1
120,120,MLG48,24
121,121,1-8949,7
122,122,1-3051,23
123,123,MLG52,15
124,124,MLG59,23
125,125,MLG55,13
126,126,1-18045,15
127,127,MLG56,23
128,128,1-8754,19
129,129,1-3246,20
130,130,1-6501,23
131,131,MLG47,15
132,132,1-9260,4
133,133,1-4397,12
134,134,1-7057,23
135,135,1-7720,20
136,136,MLG51,21
137,137,1-8916,6
138,138,1-7993,20
139,139,1-9341,21
140,140,1-19891,22
141,141,1-12345,1
142,142,1-7187,9
143,143,1-3135,24
144,144,1-7081,5
145,145,MLG78,9
146,146,1-7539,16
147,147,1-7589,16
148,148,1-6677,1
149,149,1-7547,24
150,150,1-8228,3
151,151,MLG29,20
152,152,1-7725,1
153,153,1-3717,19
154,154,MLG83,23
155,155,1-5687,24
156,156,1-9157,11
157,157,1-8666,20
158,158,1-7107,24
159,159,1-2364,6
160,160,1-7636,9
161,161,1-8368,1
162,162,1-10960,24
163,163,1-1119,9
164,164,1-6591,23
165,165,1-9454,14
166,166,1-5696,13
167,167,1-6637,19
168,168,1-7523,22
169,169,1-7900,24
170,170,1-9276,17
171,171,1-6654,15
172,172,MLG18,17
173,173,MLG17,22
174,174,1-7733,23
175,175,MLG32,22
176,176,1-0582,1
177,177,1-19121,23
178,178,1-19068,3
179,179,1-9294,22
180,180,MLG77,9
181,181,1-1466,11
182,182,1-8678,4
183,183,MLG42,19
184,184,1-9071,11
185,185,1-9291,3
186,186,1-1176,1
187,187,1-6506,13
188,188,MLG69,5
189,189,1-0429,14
190,190,1-7625,14
191,191,MLG58,8
192,192,MLG82,24
193,193,1-6625,18
194,194,1-8628,18
195,195,1-7522,2
196,196,1-7943,24
197,197,1-6953,20
198,198,MLG30,24
199,199,1-3405,1
200,200,1-8630,6
201,201,1-4380,23
202,202,1-1367,16
203,203,1-9644,24
204,204,1-6214,12
205,205,MLG27,24
206,206,1-1514,19
207,207,1-4874,17
208,208,1-8629,7
209,209,1-6249,24
210,210,1-7488,1
211,211,1-3254,23
212,212,1-0447,21
213,213,1-9351,15
214,214,1-8087,2
215,215,1-7936,22
216,216,1-2829,8
217,217,1-19133,21
218,218,1-8986,16
219,219,1-5159,1
220,220,1-18620,24
221,221,1-10043,10
222,222,1-7403,24
223,223,1-11205,13
224,224,7W1-20421,1
225,225,1-17959,10
226,226,1-0455,2
227,227,MLG20,2
228,228,1-18412,17
229,229,1-8055,18
230,230,1-5686,8
231,231,1-9515,14
232,232,1-8058,24
233,233,1-8061,24
234,234,1-8053,1
235,235,1-10800,17
236,236,1-8702,20
237,237,1-8044,21
238,238,1-18469,7
239,239,1-8287,23
240,240,1-7332,20
241,241,1-8729,8
242,242,1-8618,19
243,243,1-11438,1
244,244,1-8177,13
245,245,1-8300,18
246,246,1-18266,14
247,247,1-5185,17
248,248,1-9542,2
249,249,1-8284,11
250,250,P1-0004,10
251,251,1-20045,1
252,252,1-10808,1
253,253,1-2432,23
254,254,1-8735,21
255,255,1-19884,23
256,256,1-7464,7
257,257,1-9040,23
258,258,MLG24,21
259,259,1-6494,6
260,260,1-8808,6
261,261,1-11189,6
262,262,1-4874,12
263,263,1-2083,9
264,264,7W1-8534,12
265,265,1-18635,20
266,266,1-8973,8
267,267,1-8057,15
268,268,1-5287,23
269,269,1-18956,15
270,270,1-6492,21
271,271,1-20068,5
272,272,1-3302,20
273,273,1-1025,24
274,274,1-1964,20
275,275,1-8951,14
276,276,1-8135,20
277,277,1-8537,15
278,278,1-7348,6
279,279,1-8750,5
280,280,1-5568,11
281,281,1-3075,2
282,282,MLG37,24
283,283,1-18816,1
284,284,1-8545,18
285,285,1-7656,21
286,286,1-7723,24
287,287,1-3477,16
288,288,7W1-12374,4
289,289,1-11045,23
290,290,1-7809,16
291,291,1-7326,9
292,292,1-7418,8
293,293,1-8711,3
294,294,1-8834,8
295,295,1-0984,15
296,296,1-3489,14
297,297,1-7622,12
298,298,1-3081,13
299,299,1-3469,16
300,300,MLG01,19
301,301,MLG35,20
302,302,MLG31,20
303,303,1-3077,16
304,304,1-7581,8
305,305,1-1047,1
306,306,1-6101,16
307,307,1-7579,13
308,308,1-19093,11
309,309,1-10018,10
310,310,1-0454,24
311,311,1-2006,13
312,312,MLG43,5
313,313,1-0754,6
314,314,1-8765,17
315,315,1-7390,24
316,316,1-0584,20
317,317,1-7899,16
318,318,1-6764,9
319,319,1-7655,24
320,320,1-11209,11
321,321,1-9543,17
322,322,1-9063,9
323,323,1-8924,13
324,324,1-8859,24
325,325,1-8497,10
326,326,1-2699,5
327,327,1-8613,2
328,328,1-5109,20
329,329,1-8990,24
330,330,1-6737,13
331,331,1-6835,12
332,332,1-17970,21
333,333,1-3216,9
334,334,1-18987,20
335,335,1-6543,18
336,336,1-3162,24
337,337,1-11132,1
338,338,1-18973,19
339,339,1-8853,21
340,340,1-3491,1
341,341,7W2-19692,9
342,342,1-3079,6
343,343,7W1-0102,20
344,344,1-18435,18
345,345,1-7870,14
346,346,1-1763,24
347,347,1-4776,18
348,348,1-3257,12
349,349,1-9499,4
350,350,1-8864,23
351,351,1-10981,19
352,352,1-7456,17
353,353,1-0363,9
354,354,1-18794,5
355,355,1-6661,21
356,356,1-8126,14
357,357,1-7883,15
358,358,1-5515,22
359,359,1-9217,19
360,360,1-7429,7
361,361,1-7781,13
362,362,1-6721,9
363,363,1-0997,17
364,364,1-20100,3
365,365,MLG22,19
366,366,1-9285,20
367,367,1-10294,17
368,368,1-5537,24
369,369,1-6168,4
370,370,1-9253,9
371,371,1-6199,13
372,372,7W2-0103,4
373,373,1-19109,4
374,374,1-7647,17
375,375,1-7486,5
376,376,1-3356,13
377,377,1-9399,18
378,378,1-8023,11
379,379,1-7484,7
380,380,MLG40,21
381,381,1-8187,17
382,382,1-6029,14
383,383,1-20077,24
384,384,1-8928,24
385,385,1-3472,19
386,386,1-6554,23
387,387,1-7499,24
388,388,1-9601,1
389,389,1-18869,6
390,390,1-8766,10
391,391,1-7575,10
392,392,1-5655,5
393,393,1-9182,19
394,394,1-9436,10
395,395,1-3300,9
396,396,1-20138,15
397,397,1-7449,9
398,398,1-7776,23
399,399,1-10042,22
400,400,1-7567,5
401,401,MLG38,22
402,402,1-7301,8
403,403,1-8691,20
404,404,1-5819,19
405,405,1-18927,13
406,406,1-6496,24
407,407,1-19851,1
408,408,1-10305,6
409,409,1-9123,14
410,410,7W2-12806,20
411,411,1-8914,15
412,412,MLG28,24
413,413,1-0295,14
414,414,1-7453,1
415,415,1-11388,3
416,416,1-18370,21
417,417,1-11522,9
418,418,1-6559,21
419,419,1-1958,7
420,420,1-9121,1
421,421,1-11523,21
422,422,1-7621,15
423,423,1-7987,12
424,424,1-8186,12
425,425,1-9135,21
426,426,1-6558,12
427,427,1-9115,18
428,428,1-8162,10
429,429,1-10919,1
430,430,1-9287,17
431,431,1-17969,12
432,432,1-1636,5
433,433,1-6533,1
434,434,1-7770,1
435,435,1-20040,12
436,436,1-11026,5
437,437,1-11533,21
438,438,1-9245,4
439,439,1-2192,20
440,440,1-9232,18
441,441,1-7476,24
442,442,1-7564,1
443,443,1-9396,5
444,444,1-10725,4
445,445,1-20081,14
446,446,1-9586,1
447,447,1-9458,20
448,448,1-5154,14
449,449,1-7467,20
450,450,1-5221,20
451,451,1-7715,24
452,452,1-8747,24
453,453,1-7753,1
454,454,1-19987,1
455,455,1-17979,23
456,456,1-20065,1
457,457,1-1959,1
458,458,1-9473,16
459,459,1-11121,1
460,460,1-8291,13
461,461,1-9548,24
462,462,1-19627,4
463,463,1-3371,3
464,464,1-9197,15
465,465,1-9225,18
466,466,1-1067,17
467,467,1-3182,9
468,468,1-8062,18
469,469,1-9412,21
470,470,1-18952,1
471,471,MLG04,1
472,472,1-7430,18
473,473,1-8981,7
474,474,1-4136,24
475,475,1-19108,4
476,476,1-3733,24
477,477,1-9316,7
478,478,1-8039,4
479,479,1-7910,24
480,480,1-7083,9
481,481,P1-17272,2
482,482,1-9522,9
483,483,1-9267,1
484,484,1-9203,17
485,485,1-7444,16
486,486,1-7146,4
487,487,1-7737,6
488,488,1-2322,1
489,489,1-3141,19
490,490,1-7297,23
491,491,1-6816,24
492,492,1-20046,4
493,493,1-7472,14
494,494,1-2318,10
495,495,1-10823,23
496,496,1-0487,14
497,497,1-3301,24
498,498,1-9259,24
499,499,1-9411,6
500,500,1-3631,23
501,501,1-0337,12
502,502,1-8090,7
503,503,1-8753,1
504,504,1-7721,2
505,505,1-7712,21
506,506,1-19859,24
507,507,1-5271,21
508,508,MLG25,21
509,509,1-2523,1
510,510,MLG05,24
511,511,P1-6891,9
512,512,1-17965,4
513,513,1-5140,24
514,514,1-9095,9
515,515,1-18770,17
516,516,1-8242,24
517,517,1-20780,4
518,518,1-0305,19
519,519,1-6608,5
520,520,1-10882,7
521,521,1-3727,21
522,522,1-5314,24
523,523,1-17927,8
524,524,1-10952,10
525,525,1-6015,4
526,526,1-11534,17
527,527,1-2429,1
528,528,1-9318,6
529,529,1-19069,15
530,530,1-3099,19
531,531,1-3702,1
532,532,1-9584,24
533,533,1-7707,19
534,534,1-4413,1
535,535,1-5965,1
536,536,1-3699,1
537,537,1-3369,12
538,538,1-7178,1
539,539,1-4609,17
540,540,1-3117,23
541,541,1-18369,21
542,542,1-7711,1
543,543,1-9466,24
544,544,1-9600,24
545,545,1-8940,10
546,546,1-3370,1
547,547,1-21411,2
548,548,1-19192,4
549,549,1-7870,4
550,550,1-7834,22
551,551,1-9935,1
552,552,1-9230,4
553,553,1-3309,15
554,554,1-9621,8
555,555,1-3142,24
556,556,1-7886,1
557,557,1-9643,19
558,558,1-10622,15
559,559,1-10217,21
560,560,1-5303,7
561,561,1-3100,21
562,562,1-5304,16
563,563,1-19989,1
564,564,1-19067,5
565,565,1-5873,4
566,566,1-8899,21
567,567,1-7356,15
568,568,1-3734,20
569,569,1-20124,18
570,570,1-5199,11
571,571,1-21180,1
572,572,1-9486,1
573,573,1-3380,1
574,574,1-5146,1
575,575,1-9133,1
576,576,1-3739,1
577,577,1-9958,18
578,578,1-4387,1
579,579,1-4618,1
580,580,1-20283,7
